SA4_CODE_2021,C16_P_AdD_DL_15_19,C16_P_AdD_DL_20_24,C16_P_AdD_DL_25_34,C16_P_AdD_DL_35_44,C16_P_AdD_DL_45_54,C16_P_AdD_DL_55_64,C16_P_AdD_DL_65_74,C16_P_AdD_DL_75_84,C16_P_AdD_DL_85over,C16_P_AdD_DL_Tot,C16_P_CL_C_III_IV_15_19,C16_P_CL_C_III_IV_20_24,C16_P_CL_C_III_IV_25_34,C16_P_CL_C_III_IV_35_44,C16_P_CL_C_III_IV_45_54,C16_P_CL_C_III_IV_55_64,C16_P_CL_C_III_IV_65_74,C16_P_CL_C_III_IV_75_84,C16_P_CL_C_III_IV_85over,C16_P_CL_C_III_IV_Tot,C16_P_CL_C_I_II_15_19,C16_P_CL_C_I_II_20_24,C16_P_CL_C_I_II_25_34,C16_P_CL_C_I_II_35_44,C16_P_CL_C_I_II_45_54,C16_P_CL_C_I_II_55_64,C16_P_CL_C_I_II_65_74,C16_P_CL_C_I_II_75_84,C16_P_CL_C_I_II_85over,C16_P_CL_C_I_II_Tot,C16_P_CL_CL_nfd_15_19,C16_P_CL_CL_nfd_20_24,C16_P_CL_CL_nfd_25_34,C16_P_CL_CL_nfd_35_44,C16_P_CL_CL_nfd_45_54,C16_P_CL_CL_nfd_55_64,C16_P_CL_CL_nfd_65_74,C16_P_CL_CL_nfd_75_84,C16_P_CL_CL_nfd_85over,C16_P_CL_CL_nfd_Tot,C16_P_CL_Tot_15_19,C16_P_CL_Tot_20_24,C16_P_CL_Tot_25_34,C16_P_CL_Tot_35_44,C16_P_CL_Tot_45_54,C16_P_CL_Tot_55_64,C16_P_CL_Tot_65_74,C16_P_CL_Tot_75_84,C16_P_CL_Tot_85over,C16_P_CL_Tot_Tot,C16_P_LE_ID_15_19,C16_P_LE_ID_20_24,C16_P_LE_ID_25_34,C16_P_LE_ID_35_44,C16_P_LE_ID_45_54,C16_P_LE_ID_55_64,C16_P_LE_ID_65_74,C16_P_LE_ID_75_84,C16_P_LE_ID_85over,C16_P_LE_ID_Tot,C16_P_LE_NS_15_19,C16_P_LE_NS_20_24,C16_P_LE_NS_25_34,C16_P_LE_NS_35_44,C16_P_LE_NS_45_54,C16_P_LE_NS_55_64,C16_P_LE_NS_65_74,C16_P_LE_NS_75_84,C16_P_LE_NS_85over,C16_P_LE_NS_Tot,C16_P_Tot_15_19_yrs,C16_P_Tot_20_24_yrs,C16_P_Tot_25_34_yrs,C16_P_Tot_35_44_yrs,C16_P_Tot_45_54_yrs,C16_P_Tot_55_64_yrs,C16_P_Tot_65_74_yrs,C16_P_Tot_75_84_yrs,C16_P_Tot_85over,C16_P_Tot_Tot,C21_P_Post_Deg_15_19_yrs,C21_P_Post_Deg_20_24_yrs,C21_P_Post_Deg_25_34_yrs,C21_P_Post_Deg_35_44_yrs,C21_P_Post_Deg_45_54_yrs,C21_P_Post_Deg_55_64_yrs,C21_P_Post_Deg_65_74_yrs,C21_P_Post_Deg_75_84_yrs,C21_P_Post_Deg_85over,C21_P_Post_Deg_Tot,C21_P_GrDip_GrCe_15_19,C21_P_GrDip_GrCe_20_24,C21_P_GrDip_GrCe_25_34,C21_P_GrDip_GrCe_35_44,C21_P_GrDip_GrCe_45_54,C21_P_GrDip_GrCe_55_64,C21_P_GrDip_GrCe_65_74,C21_P_GrDip_GrCe_75_84,C21_P_GrDip_GrCe_85over,C21_P_GrDip_GrCe_Tot,C21_P_BD_15_19,C21_P_BD_20_24,C21_P_BD_25_34,C21_P_BD_35_44,C21_P_BD_45_54,C21_P_BD_55_64,C21_P_BD_65_74,C21_P_BD_75_84,C21_P_BD_85over,C21_P_BD_Tot,C21_P_AdD_DL_15_19,C21_P_AdD_DL_20_24,C21_P_AdD_DL_25_34,C21_P_AdD_DL_35_44,C21_P_AdD_DL_45_54,C21_P_AdD_DL_55_64,C21_P_AdD_DL_65_74,C21_P_AdD_DL_75_84,C21_P_AdD_DL_85over,C21_P_AdD_DL_Tot,C21_P_CL_C_III_IV_15_19,C21_P_CL_C_III_IV_20_24,C21_P_CL_C_III_IV_25_34,C21_P_CL_C_III_IV_35_44,C21_P_CL_C_III_IV_45_54,C21_P_CL_C_III_IV_55_64,C21_P_CL_C_III_IV_65_74,C21_P_CL_C_III_IV_75_84,C21_P_CL_C_III_IV_85over,C21_P_CL_C_III_IV_Tot,C21_P_CL_C_I_II_15_19,C21_P_CL_C_I_II_20_24,C21_P_CL_C_I_II_25_34,C21_P_CL_C_I_II_35_44,C21_P_CL_C_I_II_45_54,C21_P_CL_C_I_II_55_64,C21_P_CL_C_I_II_65_74,C21_P_CL_C_I_II_75_84,C21_P_CL_C_I_II_85over,C21_P_CL_C_I_II_Tot,C21_P_CL_CL_nfd_15_19,C21_P_CL_CL_nfd_20_24,C21_P_CL_CL_nfd_25_34,C21_P_CL_CL_nfd_35_44,C21_P_CL_CL_nfd_45_54,C21_P_CL_CL_nfd_55_64,C21_P_CL_CL_nfd_65_74,C21_P_CL_CL_nfd_75_84,C21_P_CL_CL_nfd_85over,C21_P_CL_CL_nfd_Tot,C21_P_CL_Tot_15_19,C21_P_CL_Tot_20_24,C21_P_CL_Tot_25_34,C21_P_CL_Tot_35_44,C21_P_CL_Tot_45_54,C21_P_CL_Tot_55_64,C21_P_CL_Tot_65_74,C21_P_CL_Tot_75_84,C21_P_CL_Tot_85over,C21_P_CL_Tot_Tot,C21_P_LE_ID_15_19,C21_P_LE_ID_20_24,C21_P_LE_ID_25_34,C21_P_LE_ID_35_44,C21_P_LE_ID_45_54,C21_P_LE_ID_55_64,C21_P_LE_ID_65_74,C21_P_LE_ID_75_84,C21_P_LE_ID_85over,C21_P_LE_ID_Tot,C21_P_LE_NS_15_19,C21_P_LE_NS_20_24,C21_P_LE_NS_25_34,C21_P_LE_NS_35_44,C21_P_LE_NS_45_54,C21_P_LE_NS_55_64,C21_P_LE_NS_65_74,C21_P_LE_NS_75_84,C21_P_LE_NS_85over,C21_P_LE_NS_Tot,C21_P_Tot_15_19_yrs,C21_P_Tot_20_24_yrs,C21_P_Tot_25_34_yrs,C21_P_Tot_35_44_yrs,C21_P_Tot_45_54_yrs,C21_P_Tot_55_64_yrs,C21_P_Tot_65_74_yrs,C21_P_Tot_75_84_yrs,C21_P_Tot_85over,C21_P_Tot_Tot
306,87,569,2783,3642,3851,3076,1691,530,133,16362,794,2805,7173,7459,7602,6630,3689,1358,269,37779,363,412,565,469,414,272,144,26,6,2675,85,223,531,726,801,713,438,166,37,3718,1249,3438,8271,8653,8813,7608,4269,1553,314,44164,22,66,188,219,259,246,238,114,45,1396,1859,1652,3724,3634,4071,3968,3261,1993,815,24972,3230,6878,21284,22730,22776,19358,11817,4884,1455,114416,0,62,1115,1465,1396,1209,757,242,31,6284,4,50,684,815,966,782,507,126,15,3952,7,1012,5790,5757,4906,3573,2509,892,160,24607,77,506,2780,3734,4406,3925,2402,927,173,18923,936,2780,7693,7893,8279,7742,4855,1835,406,42420,546,511,538,509,426,387,214,59,17,3213,103,160,404,545,664,688,615,227,64,3464,1586,3452,8639,8948,9368,8809,5688,2122,479,49095,26,48,124,161,199,212,235,128,31,1160,1680,1692,4288,3619,3733,3546,3187,2085,965,24788,3376,6826,23417,24502,24969,22055,15290,6520,1863,128814
307,54,226,1033,1408,1637,1427,837,270,76,6966,577,1737,3894,3458,3364,2902,1618,571,101,18218,218,248,327,241,215,133,54,18,0,1465,55,123,278,369,446,337,239,103,25,1971,849,2103,4497,4061,4026,3375,1916,688,127,21655,14,18,58,58,76,89,78,47,9,448,1068,644,1526,1620,1915,2031,2036,1443,707,12988,1983,3430,9453,9441,9472,8455,5804,2768,976,51785,0,17,253,294,314,308,179,74,14,1448,0,29,204,239,293,285,183,56,8,1302,0,550,2045,2040,1661,1268,967,360,81,8979,28,207,911,1380,1683,1624,1082,413,71,7395,623,1746,4317,3791,3789,3492,2307,789,152,21002,281,295,327,267,223,200,143,38,3,1783,71,91,181,240,405,338,273,107,20,1727,976,2131,4824,4297,4414,4029,2728,942,177,24519,11,16,72,60,71,83,96,86,20,505,850,774,1703,1490,1787,1940,1760,1462,738,12503,1866,3733,10014,9792,10227,9531,6997,3393,1110,56662
308,45,403,1929,2421,2682,2048,920,297,77,10823,842,3392,8960,7580,7284,5629,2616,1007,213,37519,449,510,615,408,347,226,95,9,5,2659,106,201,465,578,574,512,279,115,22,2864,1405,4104,10035,8562,8201,6368,2998,1133,235,43037,30,55,156,176,181,180,128,65,16,978,1597,1427,3155,3223,3522,3020,2250,1650,908,20748,3088,6984,20416,19475,18477,14481,7531,3509,1326,95291,0,50,694,929,839,626,316,88,16,3556,3,64,491,556,664,550,284,66,7,2685,0,1073,4051,4305,3227,2269,1384,494,108,16908,37,380,1833,2530,2812,2603,1405,460,104,12169,892,2962,9110,8871,7725,6851,3748,1276,286,41724,700,612,696,504,347,304,165,37,10,3374,126,164,376,489,554,536,360,161,35,2798,1714,3736,10179,9869,8627,7690,4274,1477,328,47899,19,25,116,120,144,161,103,68,28,786,1265,1335,3046,3209,3130,3012,2236,1626,860,19710,3044,6668,20404,21505,19443,16903,10002,4286,1453,103706
309,832,3347,9155,10485,10121,7450,4578,1627,462,48063,2823,6539,16732,17154,16882,12822,8928,3820,1059,86758,722,702,861,832,665,618,344,109,22,4872,312,582,1406,1917,1968,1824,1582,669,192,10463,3860,7821,18996,19903,19517,15266,10862,4600,1272,102088,64,193,521,641,665,733,758,425,161,4153,3134,3513,7439,6709,7022,6727,6530,4869,3279,49205,7981,20317,57047,57572,51687,40938,29195,13643,5711,284085,0,379,6158,6565,4723,3419,2179,765,106,24289,17,285,2095,2388,2409,1710,1250,362,54,10569,56,5974,21139,19392,14368,9227,6745,2692,565,80153,1567,4042,10350,12097,12732,9797,6309,2589,593,60070,3341,7190,18209,18749,19020,16182,10837,5204,1182,99917,1112,881,1045,855,810,760,606,203,25,6295,408,542,1210,1781,2093,2081,1866,932,215,11126,4858,8619,20465,21390,21920,19023,13307,6339,1424,117341,91,163,478,574,549,605,660,455,163,3741,2213,3097,7729,6620,6197,5507,5557,5029,3304,45256,8805,22556,68406,69029,62894,49287,36009,18233,6211,341428
310,295,1548,4409,4816,4431,3173,1498,533,132,20831,1552,4555,11301,9322,8649,6433,3579,1420,342,47155,612,718,894,608,448,276,134,37,3,3724,181,385,899,991,940,790,457,167,56,4864,2351,5658,13096,10914,10037,7493,4172,1627,404,55747,48,102,268,299,239,234,204,87,39,1515,2275,2509,5297,4498,4125,3408,2960,2062,885,28019,4992,11714,32139,29231,24568,18193,10876,4941,1608,138266,0,77,1982,3170,1935,1209,615,204,33,9232,10,139,1047,1292,1121,776,480,135,13,5003,15,2130,9112,8848,5690,3327,2061,798,181,32168,394,1497,5434,6023,5492,4165,2231,786,161,26178,2001,5158,13454,11918,10261,8328,4774,1870,400,58169,1113,899,1091,765,538,414,234,54,6,5129,247,346,748,1002,1021,915,601,277,56,5218,3367,6407,15295,13690,11825,9657,5615,2203,468,68518,42,78,209,279,221,217,246,132,37,1460,1672,1790,4019,3538,3047,2643,2289,1832,915,21750,5504,12112,37099,36836,29335,21998,13542,6078,1806,164316
311,319,1603,4339,4612,4120,3042,1594,421,109,20163,1820,4632,11178,10225,9346,7251,4279,1356,307,50384,621,653,778,612,481,309,176,22,6,3655,179,384,886,1081,954,857,544,189,51,5119,2619,5666,12836,11922,10778,8412,4999,1567,363,59162,45,100,283,280,309,317,259,109,34,1731,2018,1810,3642,3457,3558,3236,2770,1726,704,22923,5024,10840,28655,27484,23633,18539,11544,4329,1306,131357,0,93,1795,2210,1344,841,535,164,37,7009,6,125,913,963,858,586,369,96,16,3937,22,1883,7322,7263,4628,2915,2037,715,126,26914,456,1615,5232,5776,5144,3840,2296,811,158,25320,1941,5379,13304,12099,10743,8624,5346,2062,412,59903,926,822,995,761,536,399,264,80,9,4788,247,339,779,986,1041,932,725,293,75,5417,3113,6535,15075,13855,12319,9945,6334,2425,494,70103,40,69,211,278,235,217,243,150,44,1492,1944,2053,4709,4134,3509,2685,2529,1910,982,24468,5586,12378,35263,34479,28035,21032,14347,6277,1850,159242
312,41,366,1644,2012,2064,1585,700,232,47,8681,570,2680,7537,6600,6136,4658,2220,728,160,31282,221,300,445,325,265,175,76,18,0,1828,68,176,408,476,514,381,239,68,7,2334,862,3158,8392,7399,6919,5211,2528,812,166,35446,17,26,114,122,148,121,116,54,18,725,1191,1311,3280,2908,3123,2678,1906,1217,539,18153,2109,5701,17530,15918,14778,11477,6011,2539,830,76894,0,34,581,652,476,397,228,54,5,2430,3,42,365,413,449,354,172,42,8,1854,0,897,3653,3270,2376,1521,911,246,72,12950,23,360,1596,2161,2366,1937,1032,346,71,9890,585,2368,7734,7532,6698,5706,3026,1028,173,34858,393,364,447,395,287,205,115,31,7,2246,87,141,277,420,469,429,282,115,16,2241,1062,2877,8459,8348,7458,6344,3430,1173,198,39344,19,30,95,105,114,97,74,69,15,612,1031,1577,4014,3466,3441,3074,1914,1263,567,20352,2144,5831,18759,18408,16679,13716,7754,3201,931,87423
313,181,870,2527,3289,3625,2935,1974,689,168,16260,1282,3187,7562,7669,7752,6351,4378,1808,445,40433,466,458,536,429,335,271,196,41,11,2741,144,268,519,709,737,737,637,236,62,4045,1886,3914,8619,8794,8824,7360,5204,2079,516,47213,32,48,186,165,219,183,276,168,42,1319,1295,1219,2457,2551,2652,2814,3219,2504,1778,20492,3415,6929,17211,19141,19086,16608,13039,6175,2661,104264,0,21,485,913,865,827,725,245,36,4120,3,68,522,683,723,654,600,180,14,3450,6,1088,3854,4312,3757,2773,2560,1140,215,19707,159,870,3087,3875,4364,3919,2965,1240,241,20721,1405,3689,9038,8994,9023,8054,5868,2704,584,49360,600,545,642,530,395,371,320,99,15,3523,173,239,511,681,823,827,853,371,70,4554,2185,4471,10190,10198,10235,9253,7048,3180,673,57437,27,45,142,138,163,220,299,183,57,1284,1089,1072,2336,2361,2410,2286,2646,2321,1399,17922,3470,7639,20620,22479,22513,19938,16846,8481,2645,124635
314,180,947,3121,3984,3797,2452,1344,372,81,16283,982,2774,6923,6609,5664,4113,2375,782,155,30383,303,337,405,326,259,170,91,19,9,1916,108,203,461,614,615,527,360,99,29,3013,1399,3318,7783,7544,6544,4811,2831,907,189,35321,22,58,137,182,198,199,158,75,22,1057,701,682,1600,1556,1522,1245,1211,805,529,9841,2314,6304,18996,21952,18211,12290,7322,2580,918,90880,0,49,1203,2378,1825,1115,602,154,19,7348,10,105,728,1072,1121,740,414,119,23,4335,9,1587,6143,7903,5795,3042,1763,643,102,26980,173,948,3440,4568,4557,3180,1786,612,123,19393,1304,3012,7663,7353,6731,4933,2840,1147,207,35186,582,420,543,355,297,236,163,51,3,2643,147,201,438,610,741,591,468,190,36,3423,2038,3633,8641,8315,7765,5768,3467,1386,246,41257,16,41,97,177,203,151,142,103,19,953,498,647,1600,1519,1376,994,938,757,452,8781,2747,7012,21849,25931,22647,14990,9109,3774,985,109047
315,22,151,619,728,891,671,223,66,13,3386,287,1108,2890,2380,2185,1591,684,179,27,11342,150,222,292,200,168,95,47,8,3,1190,35,80,170,178,203,173,73,19,0,941,481,1415,3347,2761,2553,1858,807,212,34,13472,14,14,45,53,54,52,28,23,3,285,946,1020,2031,1518,1534,1410,965,431,153,10004,1455,3019,7942,6433,5987,4779,2300,803,224,32951,0,14,249,294,177,172,70,8,0,984,0,14,181,191,174,141,57,8,0,774,0,407,1638,1144,722,594,307,89,8,4909,37,147,590,754,836,835,344,98,9,3661,307,1076,3072,2547,2310,1904,888,264,35,12394,194,233,301,175,170,136,59,9,0,1269,39,55,146,150,174,162,73,28,4,836,539,1364,3519,2870,2651,2198,1021,302,37,14502,4,5,27,27,29,40,20,17,6,171,733,773,1753,1452,1500,1526,948,542,169,9395,1315,2729,7954,6726,6087,5514,2757,1065,238,34390
316,270,1080,3729,5706,6528,5683,4061,1705,487,29250,1553,3802,9610,10662,11643,9891,6627,2944,860,57587,543,518,518,471,447,444,309,95,21,3366,186,313,706,933,1228,1330,1211,520,145,6574,2273,4634,10831,12065,13321,11666,8143,3562,1028,67522,37,66,202,283,365,419,505,357,100,2348,1527,1400,2658,3167,3661,3852,4298,3358,2285,26219,4137,8887,25560,32299,34099,30219,23178,11100,4422,173905,0,97,2005,2920,2922,2551,2137,787,117,13535,13,90,868,1503,1812,1730,1383,438,68,7898,4,2091,9815,11374,10167,7606,6074,2640,573,50344,254,1246,4421,6482,7884,7332,5705,2548,670,36545,1985,4414,10827,12041,12913,12382,8466,3829,1007,67866,877,584,607,536,508,547,481,167,37,4328,247,293,606,879,1208,1377,1440,688,219,6962,3100,5289,12041,13464,14629,14302,10388,4688,1262,79157,39,63,170,267,352,418,479,373,126,2290,1274,1326,3216,3403,3637,3523,3674,3512,2322,25878,4684,10203,32535,39413,41393,37470,29829,14985,5130,215644
317,88,467,1722,1868,2147,1713,1068,408,105,9591,841,2430,5076,4098,3918,3196,1746,689,201,22204,288,373,366,218,197,142,78,19,0,1676,94,178,293,329,394,420,273,110,42,2128,1220,2980,5735,4648,4513,3762,2091,820,246,26012,17,57,122,98,107,99,111,84,30,726,968,807,1462,1371,1487,1537,1653,1453,1043,11791,2305,5469,13889,12643,12167,10341,6651,3404,1576,68461,0,73,1212,1312,1117,899,580,219,23,5433,6,76,517,588,615,571,383,130,21,2897,9,1175,4502,4154,3112,2241,1746,727,170,17841,115,557,1894,2083,2389,2130,1454,657,160,11442,969,2459,5822,4843,4364,3896,2397,1029,239,26005,498,394,493,289,230,154,125,39,4,2211,91,151,266,303,413,380,350,171,65,2195,1553,2993,6580,5427,5005,4430,2873,1242,310,30416,16,46,118,90,96,87,107,91,31,675,648,719,1433,1220,1171,1157,1184,1150,632,9315,2347,5642,16260,14867,13503,11507,8331,4217,1346,78019
318,110,752,2368,2911,3139,2369,1185,409,105,13338,964,3700,8567,7172,6778,5579,3012,1094,277,37139,415,543,503,358,270,217,85,25,0,2418,93,201,479,508,537,510,319,121,35,2807,1477,4448,9540,8032,7588,6306,3406,1243,309,42355,23,63,168,160,185,177,153,84,14,1015,1545,1949,3195,2774,2952,2650,2396,1613,716,19791,3170,8905,22348,20223,18841,15069,8881,3868,1257,102558,0,63,1246,1475,1271,982,563,188,21,5809,6,110,674,813,732,568,366,70,19,3363,0,1588,5977,5063,4106,2790,1727,673,119,22056,91,605,2406,2893,3369,2826,1714,603,124,14627,914,3260,8405,7785,7136,6563,3856,1465,277,39677,553,565,603,372,322,249,149,57,6,2885,113,173,376,435,548,534,393,165,38,2780,1579,4001,9384,8597,8003,7346,4405,1685,330,45337,27,58,113,91,135,124,136,95,21,813,1360,2061,3361,2882,2825,2471,2001,1454,758,19177,3076,8488,23169,21820,20448,17105,10908,4774,1393,111178
319,71,486,1843,2828,3637,3737,2546,871,193,16211,1063,3098,7199,7847,8696,9175,6878,2721,539,47217,593,665,742,556,493,441,268,52,7,3828,120,230,561,756,889,1013,860,341,76,4838,1775,3995,8504,9160,10081,10631,8002,3115,626,55887,28,50,148,142,234,307,389,191,58,1561,1758,1380,2731,3053,3933,4752,5544,4062,1759,28965,3640,6693,16939,19821,22192,23655,19180,9124,2799,124042,0,31,597,768,866,794,685,247,34,4030,0,54,417,603,745,772,663,181,28,3454,7,818,3609,4239,3988,3593,2980,1049,221,20503,57,456,2001,2847,3948,4810,3683,1441,255,19489,1173,3326,8487,8805,9944,11195,9333,3809,715,56779,718,719,865,621,606,572,458,142,14,4725,160,216,433,585,828,1013,1023,444,90,4782,2052,4260,9784,10011,11374,12780,10819,4390,818,66293,28,50,110,126,165,239,324,234,64,1338,1533,1142,2743,2735,3439,4154,4742,3945,1577,26016,3675,6813,19262,21338,24526,27144,23900,11483,2987,141122
397,0,0,3,0,3,4,4,0,0,15,0,3,0,4,7,0,0,3,0,23,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,4,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,4,4,25,0,7,7,11,8,14,10,10,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,10,0,6,0,0,0,0,14,0,0,0,6,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,10,8,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,14,34,52,29,8,0,0,0,136,0,16,45,64,42,5,3,0,0,170
399,13,80,127,98,109,213,129,16,0,781,46,112,341,257,313,418,356,54,5,1901,9,15,16,16,13,26,16,0,0,115,3,18,39,20,27,55,38,5,0,205,56,143,398,300,345,496,407,66,9,2217,5,17,20,13,14,18,19,7,0,113,84,242,580,473,451,485,332,102,15,2765,157,685,1708,1063,1080,1425,1046,211,24,7404,0,3,115,85,57,57,46,5,0,369,0,0,35,21,29,44,33,0,0,168,0,91,514,200,142,202,146,33,0,1322,5,39,152,136,156,246,194,29,0,959,37,128,379,378,331,509,408,59,4,2225,23,26,34,26,13,30,26,0,0,183,0,9,29,34,32,59,46,9,0,208,57,165,439,436,377,593,475,68,8,2617,0,4,8,6,17,14,10,7,0,72,137,291,801,750,645,528,371,97,18,3642,201,598,2066,1632,1417,1684,1277,239,26,9143
401,96,1088,3081,3851,4957,4483,3240,1286,548,22625,625,2115,4942,4651,5841,4561,2848,1465,555,27600,192,335,424,375,320,244,162,57,15,2121,87,192,408,632,818,926,764,337,163,4326,912,2639,5773,5652,6984,5730,3778,1859,736,34051,44,118,272,313,362,340,382,226,130,2183,1144,1343,2347,2045,2387,2436,2359,1905,1441,17409,2236,9652,30236,29749,29510,25472,17727,7898,3774,156258,0,372,6562,7010,5141,3899,2910,1226,253,27375,6,129,1314,1893,2027,1944,1655,513,84,9576,9,4885,15256,14028,11415,8203,6813,2992,793,64396,65,1119,3025,4013,4912,4712,4062,1988,602,24494,1049,2381,5420,5171,5663,5497,3553,1699,623,31057,179,290,434,375,333,314,223,85,27,2272,70,157,339,476,786,900,851,488,175,4241,1298,2822,6196,6025,6784,6718,4631,2273,829,37570,36,120,265,283,236,261,283,198,91,1765,686,1027,2029,1731,1731,1727,1872,1776,1370,13946,2103,10479,34645,34985,32243,27455,22219,10971,4017,179126
402,100,1394,5522,6001,5799,4571,2463,791,213,26853,1437,5644,14303,11432,11514,8909,5662,2816,752,62474,495,1083,1605,1032,763,507,222,61,19,5797,171,395,1050,1219,1287,1106,789,305,100,6429,2104,7126,16961,13694,13568,10523,6681,3181,871,74699,39,170,493,440,413,433,391,213,65,2670,1868,1822,4244,3764,3816,3587,3503,3083,1695,27387,4139,13550,42423,36266,30543,24080,15790,8106,3062,177963,0,364,5035,4851,2118,1183,694,219,44,14510,0,155,1230,1504,1093,907,638,166,28,5723,13,3775,13457,11715,6532,4028,2758,1042,254,43572,69,1339,5623,6705,6296,5358,3501,1228,234,30356,1585,5491,15628,13597,12350,10370,6641,3257,861,69783,440,765,1764,1175,805,640,357,96,23,6072,122,361,772,1054,1228,1151,870,441,137,6143,2152,6620,18166,15823,14386,12164,7873,3793,1023,81996,36,111,383,388,304,262,267,181,55,1994,1396,1640,3767,3395,3102,2737,2885,2675,1691,23289,3672,14007,47660,44376,33831,26640,18608,9313,3335,201447
403,60,993,4211,5427,6254,5584,3644,1321,498,27996,1045,4094,10429,9380,9737,8335,5532,2581,898,52033,402,620,918,758,571,476,274,78,20,4113,123,297,716,1068,1145,1201,1052,478,205,6281,1567,5009,12052,11209,11454,10008,6861,3136,1123,62420,38,103,301,346,383,417,444,257,145,2435,1243,1213,2568,2496,2725,3064,3251,2744,2120,21423,2931,10441,33558,34303,31924,28807,20053,9339,4494,175849,0,194,3759,4761,3350,2567,1874,681,136,17320,4,91,1214,1738,1796,1680,1307,451,65,8348,6,3419,12861,12705,9404,6706,5419,2200,561,53281,49,843,3733,5692,6365,6186,4839,1998,532,30239,1344,3889,10914,10504,10361,9606,6878,3158,1016,57669,434,553,930,805,584,473,380,133,37,4320,132,231,560,839,1151,1171,1261,624,212,6179,1906,4673,12397,12147,12091,11250,8523,3919,1261,68168,40,93,217,251,288,332,361,306,95,1981,791,929,2139,2196,2158,2257,2519,2323,1488,16810,2803,10249,36328,39493,35449,30979,24839,11869,4143,196147
404,57,865,3329,3264,3497,2923,1610,537,206,16280,608,2337,6051,5118,5818,4600,2735,1525,600,29397,201,377,521,391,342,258,121,38,18,2262,77,198,474,649,721,644,441,198,82,3482,881,2918,7044,6153,6882,5502,3294,1764,709,35143,19,73,289,242,271,208,208,147,71,1531,877,925,2065,1806,2094,2000,2003,1820,1420,15013,1854,7361,25492,21223,18915,15290,9444,4988,2643,107199,0,262,4281,3614,1823,1260,755,221,55,12261,5,82,998,1157,993,846,593,130,17,4826,10,3102,12075,8863,5440,3810,2580,872,246,36997,29,930,3346,3662,3851,3580,2286,806,267,18766,739,2415,6542,5836,5957,5618,3436,1659,620,32823,198,270,554,402,357,285,205,58,14,2345,56,155,364,498,750,718,603,278,102,3521,998,2831,7461,6731,7053,6619,4247,1997,736,38688,31,68,214,210,195,186,179,120,55,1261,466,810,1939,1591,1578,1675,1479,1317,809,11659,1539,8088,30320,25830,20937,17977,12110,5471,2190,124458
405,15,148,731,1059,1487,1612,1004,281,95,6438,304,1200,3151,3017,3422,3268,2152,799,203,17521,109,214,341,280,232,165,102,27,11,1486,45,89,235,337,418,424,302,92,30,1973,462,1508,3729,3640,4068,3859,2554,914,244,20974,9,11,43,75,81,135,130,55,28,574,684,358,749,906,1303,1646,1716,1240,702,9300,1166,2419,6968,7533,8462,9023,6423,2810,1144,45941,0,22,261,313,291,282,225,71,7,1474,0,15,151,251,268,348,258,76,3,1372,0,439,1557,1687,1398,1193,1188,382,88,7945,8,134,667,1105,1452,1780,1403,507,95,7146,360,1206,3443,3432,3631,3942,2775,1042,253,20085,107,165,369,307,232,204,150,33,4,1567,25,63,151,232,342,362,301,150,35,1653,489,1434,3961,3967,4209,4510,3220,1224,291,23304,3,10,31,59,62,95,86,70,22,437,530,339,779,912,1159,1470,1595,1319,602,8701,1034,2396,7409,8295,8824,9670,7975,3653,1120,50375
406,18,123,591,741,951,885,442,108,33,3888,181,998,2792,2503,2693,2228,1223,540,133,13285,75,186,335,241,138,116,56,14,6,1154,26,81,195,258,249,242,129,50,15,1240,276,1267,3320,3006,3072,2590,1400,601,152,15685,4,28,69,61,72,58,65,33,11,399,634,655,1435,1242,1464,1403,1180,826,426,9262,940,2380,7153,6463,6628,5847,3553,1686,650,35295,0,29,338,262,166,136,87,27,4,1053,0,14,139,146,151,172,122,37,0,787,0,281,1485,1248,926,662,449,149,35,5231,0,107,586,758,956,966,635,217,45,4262,227,884,2912,2548,2683,2562,1537,594,158,14104,78,117,327,270,176,158,70,20,3,1219,28,54,161,176,210,210,159,65,5,1073,334,1054,3400,2993,3073,2928,1773,683,167,16397,11,18,56,66,58,53,58,25,13,346,501,429,1084,1000,1152,1145,1023,775,357,7463,848,1935,7084,6466,6478,6063,4130,1911,622,35539
