SA4_CODE_2021,C16_15_19_N_mar_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Mar_RegM_M,C16_20_24_Mar_RegM_F,C16_20_24_Mar_RegM_P,C16_20_24_Mar_DFM_M,C16_20_24_Mar_DFM_F,C16_20_24_Mar_DFM_P,C16_20_24_N_mar_M,C16_20_24_N_mar_F,C16_20_24_N_mar_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Mar_RegM_M,C16_25_29_Mar_RegM_F,C16_25_29_Mar_RegM_P,C16_25_29_Mar_DFM_M,C16_25_29_Mar_DFM_F,C16_25_29_Mar_DFM_P,C16_25_29_N_mar_M,C16_25_29_N_mar_F,C16_25_29_N_mar_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Mar_RegM_M,C16_30_34_Mar_RegM_F,C16_30_34_Mar_RegM_P,C16_30_34_Mar_DFM_M,C16_30_34_Mar_DFM_F,C16_30_34_Mar_DFM_P,C16_30_34_N_mar_M,C16_30_34_N_mar_F,C16_30_34_N_mar_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Mar_RegM_M,C16_35_39_Mar_RegM_F,C16_35_39_Mar_RegM_P,C16_35_39_Mar_DFM_M,C16_35_39_Mar_DFM_F,C16_35_39_Mar_DFM_P,C16_35_39_N_mar_M,C16_35_39_N_mar_F,C16_35_39_N_mar_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Mar_RegM_M,C16_40_44_Mar_RegM_F,C16_40_44_Mar_RegM_P,C16_40_44_Mar_DFM_M,C16_40_44_Mar_DFM_F,C16_40_44_Mar_DFM_P,C16_40_44_N_mar_M,C16_40_44_N_mar_F,C16_40_44_N_mar_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Mar_RegM_M,C16_45_49_Mar_RegM_F,C16_45_49_Mar_RegM_P,C16_45_49_Mar_DFM_M,C16_45_49_Mar_DFM_F,C16_45_49_Mar_DFM_P,C16_45_49_N_mar_M,C16_45_49_N_mar_F,C16_45_49_N_mar_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Mar_RegM_M,C16_50_54_Mar_RegM_F,C16_50_54_Mar_RegM_P,C16_50_54_Mar_DFM_M,C16_50_54_Mar_DFM_F,C16_50_54_Mar_DFM_P,C16_50_54_N_mar_M,C16_50_54_N_mar_F,C16_50_54_N_mar_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Mar_RegM_M,C16_55_59_Mar_RegM_F,C16_55_59_Mar_RegM_P,C16_55_59_Mar_DFM_M,C16_55_59_Mar_DFM_F,C16_55_59_Mar_DFM_P,C16_55_59_N_mar_M,C16_55_59_N_mar_F,C16_55_59_N_mar_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Mar_RegM_M,C16_60_64_Mar_RegM_F,C16_60_64_Mar_RegM_P,C16_60_64_Mar_DFM_M,C16_60_64_Mar_DFM_F,C16_60_64_Mar_DFM_P,C16_60_64_N_mar_M,C16_60_64_N_mar_F,C16_60_64_N_mar_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_69_Mar_RegM_M,C16_65_69_Mar_RegM_F,C16_65_69_Mar_RegM_P,C16_65_69_Mar_DFM_M,C16_65_69_Mar_DFM_F,C16_65_69_Mar_DFM_P,C16_65_69_N_mar_M,C16_65_69_N_mar_F,C16_65_69_N_mar_P,C16_65_69_Tot_M,C16_65_69_Tot_F,C16_65_69_Tot_P,C16_70_74_Mar_RegM_M,C16_70_74_Mar_RegM_F,C16_70_74_Mar_RegM_P,C16_70_74_Mar_DFM_M,C16_70_74_Mar_DFM_F,C16_70_74_Mar_DFM_P,C16_70_74_N_mar_M,C16_70_74_N_mar_F,C16_70_74_N_mar_P,C16_70_74_Tot_M,C16_70_74_Tot_F,C16_70_74_Tot_P,C16_75_79_Mar_RegM_M,C16_75_79_Mar_RegM_F,C16_75_79_Mar_RegM_P,C16_75_79_Mar_DFM_M,C16_75_79_Mar_DFM_F,C16_75_79_Mar_DFM_P,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_N_mar_P,C16_75_79_Tot_M,C16_75_79_Tot_F,C16_75_79_Tot_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_RegM_P,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_Mar_DFM_P,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_N_mar_P,C16_80_84_Tot_M,C16_80_84_Tot_F,C16_80_84_Tot_P,C16_85_over_Mar_RegM_M,C16_85_over_Mar_RegM_F,C16_85_over_Mar_RegM_P,C16_85_over_Mar_DFM_M,C16_85_over_Mar_DFM_F,C16_85_over_Mar_DFM_P,C16_85_over_N_mar_M,C16_85_over_N_mar_F,C16_85_over_N_mar_P,C16_85_over_Tot_M,C16_85_over_Tot_F,C16_85_over_Tot_P,C16_Tot_Marr_reg_marr_M,C16_Tot_Marr_reg_marr_F,C16_Tot_Marr_reg_marr_P,C16_Tot_Mar_de_fa_mar_M,C16_Tot_Mar_de_fa_mar_F,C16_Tot_Mar_de_fa_mar_P,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_N_mar_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_15_19_Mar_RegM_M,C21_15_19_Mar_RegM_F,C21_15_19_Mar_RegM_P,C21_15_19_Mar_DFM_M,C21_15_19_Mar_DFM_F,C21_15_19_Mar_DFM_P,C21_15_19_N_mar_M,C21_15_19_N_mar_F,C21_15_19_N_mar_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Mar_RegM_M,C21_20_24_Mar_RegM_F,C21_20_24_Mar_RegM_P,C21_20_24_Mar_DFM_M
302,10422,5335,5256,10595,171,375,539,949,1316,2267,5190,4707,9900,6309,6397,12707,1454,2338,3796,1807,1996,3805,3659,3102,6763,6915,7441,14356,3770,4475,8241,1524,1374,2901,2405,2123,4526,7696,7972,15672,4171,4418,8589,1041,1048,2094,1702,1759,3457,6920,7220,14138,4221,4379,8595,882,887,1768,1620,2049,3673,6725,7320,14043,3903,4006,7904,774,746,1518,1680,2061,3736,6351,6811,13162,3427,3444,6869,592,579,1170,1720,2170,3895,5738,6192,11932,3196,3114,6312,458,423,880,1510,2113,3627,5162,5656,10822,2886,2664,5552,332,257,593,1323,2040,3366,4546,4965,9509,2543,2325,4865,220,159,386,1153,1856,3008,3914,4338,8252,2041,1823,3860,117,88,204,771,1637,2412,2923,3552,6474,1528,1296,2829,67,33,102,572,1498,2072,2172,2831,4999,1100,761,1866,23,5,35,457,1488,1952,1590,2265,3845,779,355,1134,18,14,31,561,1957,2515,1357,2323,3685,35198,35777,70972,8852,9053,17907,29616,35705,65317,73670,80534,154200,0,6,5,44,80,123,5799,5562,11361,5840,5648,11493,97,230,321,930
303,18957,9840,9370,19205,285,721,1001,1189,1739,2929,12251,10837,23089,13723,13301,27020,2770,4222,6994,2665,2895,5560,8515,6968,15485,13953,14088,28042,6784,8015,14801,2112,2022,4135,4725,4032,8761,13626,14069,27693,7454,7844,15295,1422,1342,2762,2864,2861,5726,11734,12046,23784,7094,7237,14335,1137,1092,2231,2514,2917,5426,10747,11244,21993,6496,6767,13265,962,929,1898,2346,3010,5352,9799,10715,20517,5994,5769,11755,779,696,1474,2138,3132,5270,8902,9599,18507,5323,5190,10511,584,524,1104,2011,3030,5040,7916,8737,16654,4626,4360,8986,393,331,726,1712,2737,4449,6733,7427,14160,4084,3663,7742,266,183,443,1337,2358,3694,5680,6201,11884,2995,2450,5447,133,105,245,950,2031,2974,4078,4590,8668,2199,1644,3844,71,41,108,714,1802,2512,2982,3489,6472,1333,874,2210,29,21,49,556,1738,2293,1918,2629,4552,944,421,1362,21,9,32,676,2219,2889,1636,2648,4280,58379,59195,117577,11838,12071,23910,53045,58892,111935,123262,130158,253413,7,3,8,77,130,207,10076,9683,19757,10155,9818,19973,219,479,697,1458
304,11303,5769,5631,11403,77,189,266,510,734,1236,6299,6022,12314,6883,6936,13817,822,1311,2127,1026,1189,2210,3058,2391,5457,4905,4889,9788,2449,3118,5567,847,817,1662,1520,1291,2811,4812,5225,10042,3466,4004,7469,640,665,1312,1019,1165,2188,5133,5839,10970,4176,4602,8777,615,628,1247,965,1298,2263,5755,6520,12279,4123,4305,8428,563,541,1107,886,1441,2330,5574,6285,11857,3650,3686,7331,397,369,765,832,1412,2240,4870,5465,10338,3281,3314,6592,312,269,579,766,1291,2061,4356,4877,9238,2920,2869,5789,244,205,444,702,1209,1901,3860,4279,8140,2806,2610,5419,170,123,293,578,1289,1863,3552,4024,7573,2220,1746,3969,84,56,141,426,1086,1505,2731,2885,5614,1374,1028,2398,41,26,62,321,937,1256,1742,1983,3724,783,485,1266,17,7,21,230,860,1094,1028,1359,2384,563,293,852,11,0,7,366,1205,1565,934,1497,2429,32706,33554,66260,5521,5665,11184,23686,28471,52157,61911,67691,129603,0,0,5,31,52,84,6439,5855,12294,6475,5912,12382,54,112,172,527
305,11099,5539,5846,11383,175,395,571,1472,2139,3604,9399,9701,19103,11042,12235,23272,1479,2394,3873,3549,3853,7396,8070,7013,15082,13096,13256,26351,3895,4597,8487,2877,2434,5309,4857,4136,8998,11629,11170,22798,4170,4440,8602,1572,1310,2881,2851,2733,5582,8589,8477,17065,4318,4567,8885,1153,1034,2188,2297,2443,4735,7772,8037,15808,4220,4301,8515,941,821,1761,2165,2332,4498,7325,7453,14775,3668,3630,7302,742,596,1330,1962,2136,4103,6374,6360,12731,3114,2961,6076,499,428,932,1740,2024,3764,5354,5414,10770,2598,2375,4980,401,274,676,1343,1839,3187,4345,4490,8837,2156,1837,3996,253,186,438,1161,1601,2755,3568,3623,7190,1391,1143,2536,143,47,194,739,1286,2023,2276,2479,4749,975,696,1675,51,27,80,547,927,1475,1578,1658,3234,565,363,931,14,13,21,331,870,1197,911,1245,2153,403,187,590,17,3,21,369,1239,1609,784,1434,2220,33127,33891,67024,13790,13315,27108,43256,45954,89207,90174,93166,183341,4,0,3,127,219,345,6582,6496,13081,6709,6712,13422,149,272,423,2130
306,12130,6420,6025,12446,150,323,471,984,1381,2358,4136,3624,7762,5265,5326,10592,1009,1726,2733,1593,1944,3542,2991,2745,5738,5591,6419,12015,2404,3138,5537,1505,1587,3085,2107,2182,4295,6017,6905,12920,2982,3668,6654,1246,1356,2597,1730,2130,3859,5955,7147,13108,3527,4149,7672,1233,1242,2469,1997,2494,4482,6753,7880,14630,3732,4117,7853,1172,1132,2304,2191,2658,4846,7097,7908,14999,3815,4037,7852,1016,986,2001,2298,2572,4871,7129,7594,14721,3806,3918,7725,864,750,1612,2355,2597,4947,7025,7264,14286,3671,3556,7234,652,526,1176,2091,2264,4353,6420,6348,12763,3548,2965,6518,452,306,754,1814,2036,3849,5818,5309,11122,2617,2129,4746,227,145,369,1325,1636,2958,4168,3905,8073,1760,1191,2953,101,48,155,858,1344,2200,2718,2586,5304,1041,566,1601,41,20,65,568,1025,1592,1655,1606,3262,545,231,776,25,5,36,480,1230,1711,1051,1467,2521,34613,35726,70339,11207,11621,22821,33255,36338,69599,79078,83690,162765,3,10,12,92,162,257,6658,6108,12762,6753,6278,13031,99,201,302,917
307,6113,3366,2973,6343,134,251,388,613,844,1454,2002,1591,3596,2749,2690,5441,709,1065,1775,782,804,1578,1244,1032,2279,2731,2903,5635,1457,1836,3294,553,564,1120,801,827,1623,2813,3225,6036,1663,1956,3615,408,437,851,697,771,1466,2767,3166,5931,1954,2281,4237,409,445,859,806,833,1638,3169,3558,6731,2209,2357,4568,423,419,839,938,905,1845,3565,3679,7253,2236,2362,4602,362,346,712,1084,954,2038,3688,3664,7355,2312,2509,4823,316,275,590,1063,990,2047,3693,3770,7464,2376,2317,4690,240,216,458,975,877,1845,3587,3408,6993,2318,2052,4369,187,163,356,922,946,1860,3426,3158,6585,1805,1575,3383,104,85,189,727,894,1619,2637,2551,5190,1254,941,2190,68,28,94,533,880,1412,1858,1852,3702,784,437,1219,23,17,34,358,731,1091,1162,1184,2345,405,184,590,17,5,19,295,803,1101,717,994,1711,21624,22125,43746,4566,4813,9376,15740,15836,31580,41928,42770,84704,0,6,6,85,140,224,3208,2847,6058,3288,2995,6285,103,179,275,603
308,11464,6195,5734,11924,247,479,725,1329,1794,3120,4037,3215,7255,5611,5495,11104,1491,2400,3892,1707,1867,3575,2509,2136,4640,5711,6402,12110,3116,3912,7031,1265,1290,2557,1811,1611,3421,6190,6816,13010,3436,3893,7334,919,950,1871,1481,1430,2914,5841,6275,12115,3711,4119,7835,861,868,1731,1491,1634,3127,6064,6622,12684,3720,4065,7786,795,859,1654,1776,1773,3550,6294,6700,12994,3817,4197,8009,737,721,1456,1932,1782,3716,6488,6696,13186,3802,3898,7704,580,548,1136,1796,1618,3416,6185,6071,12255,3439,3137,6574,377,290,667,1484,1394,2878,5298,4825,10116,2830,2505,5332,229,200,432,1289,1338,2629,4351,4044,8393,2076,1754,3825,148,115,263,869,1170,2036,3094,3043,6129,1449,1080,2531,66,58,123,621,1158,1781,2140,2298,4436,815,497,1312,29,15,40,475,986,1459,1317,1500,2817,448,211,660,17,6,23,406,1044,1447,867,1259,2125,34405,36168,70579,9199,9891,19089,28030,27708,55736,71637,73767,145400,4,4,7,125,242,371,6304,5659,11959,6436,5906,12341,148,337,486,1218
309,30780,15879,15448,31327,377,795,1171,2258,3503,5758,13292,12188,25475,15919,16478,32402,2832,4548,7379,4313,4980,9299,8804,7751,16554,15956,17278,33231,6973,8843,15819,4047,3890,7938,5445,5211,10655,16468,17948,34419,8859,10182,19045,2999,2756,5756,4258,4876,9130,16119,17815,33931,10231,11253,21486,2495,2397,4893,4553,5539,10096,17283,19193,36474,10175,10815,20994,2347,2319,4668,4433,5891,10319,16957,19023,35974,9685,9842,19530,1863,1773,3640,4313,5799,10111,15860,17419,33277,9043,9266,18309,1438,1490,2925,3949,5807,9756,14431,16558,30992,8439,8231,16672,1160,929,2085,3340,5359,8698,12941,14516,27457,8894,8093,16990,951,659,1608,3240,5365,8603,13084,14111,27202,7030,5924,12963,581,372,957,2467,4450,6918,10087,10747,20833,4980,3542,8525,294,164,458,1747,3751,5503,7024,7461,14484,2826,1715,4542,149,72,220,1218,3120,4337,4194,4904,9098,1834,914,2751,83,30,115,1348,3861,5210,3262,4808,8072,92205,93990,186200,25153,25674,50830,78102,94045,172144,195463,213709,409169,9,7,13,162,271,432,17231,16419,33649,17394,16696,34089,298,579,871,2395
310,19366,10222,9567,19785,384,826,1208,1593,2298,3894,7467,6509,13975,9443,9642,19082,2419,3718,6138,2493,2646,5141,4350,4106,8454,9262,10467,19731,4889,6086,10975,1939,2011,3953,3050,3158,6209,9875,11264,21138,5316,5777,11091,1496,1440,2937,2427,2771,5202,9243,9985,19229,5501,5756,11262,1377,1408,2784,2616,3099,5715,9497,10264,19763,5553,5756,11312,1222,1068,2291,2629,3222,5850,9406,10048,19456,5267,5327,10588,955,965,1914,2635,3133,5764,8855,9418,18274,5148,4869,10016,693,609,1298,2288,2838,5132,8128,8315,16441,4424,4072,8498,454,384,836,1895,2472,4371,6775,6925,13703,3944,3506,7446,340,232,572,1508,2264,3770,5788,6006,11792,2960,2440,5402,185,116,305,1072,1875,2947,4215,4437,8649,2003,1444,3443,94,53,147,823,1735,2558,2916,3229,6142,1106,677,1783,26,22,51,558,1355,1916,1695,2049,3747,640,285,930,13,4,21,529,1425,1961,1189,1715,2901,49567,50560,100128,13003,13526,26536,43944,49243,93187,106513,113335,219852,4,17,23,147,284,431,10976,10584,21562,11128,10886,22018,282,601,887,1828
311,19903,10524,9836,20364,400,860,1253,1441,2044,3488,8068,6635,14705,9910,9541,19450,2332,3427,5754,2323,2545,4867,4701,4070,8769,9357,10045,19397,4593,5542,10140,1902,1987,3885,3312,3029,6342,9807,10562,20368,5232,5733,10972,1515,1526,3040,2714,2840,5549,9461,10099,19559,5458,5820,11279,1436,1340,2773,2647,3009,5661,9547,10172,19716,5517,5684,11200,1247,1219,2460,2532,3109,5644,9291,10007,19305,5264,5410,10674,1007,978,1982,2343,2953,5300,8612,9348,17952,5263,5222,10491,757,655,1415,2077,2791,4865,8100,8672,16770,4838,4571,9410,537,446,977,1741,2476,4222,7115,7498,14615,4553,4095,8647,345,284,633,1579,2534,4114,6482,6909,13388,3208,2380,5593,235,135,366,1130,2032,3161,4573,4544,9117,1937,1285,3227,96,67,164,728,1529,2257,2759,2887,5644,961,596,1559,45,12,55,468,1217,1684,1468,1827,3294,568,246,818,22,20,40,452,1190,1642,1043,1462,2502,50141,50912,101051,13033,13535,26571,44869,48946,93822,108045,113400,221440,9,19,26,150,251,404,11342,10368,21703,11490,10639,22135,382,688,1073,1730
312,8356,4455,4197,8651,126,361,488,884,1331,2215,2820,2240,5059,3830,3933,7761,1091,1718,2806,1348,1531,2881,1914,1609,3527,4357,4852,9211,2239,3059,5299,1100,1086,2188,1381,1245,2620,4718,5391,10110,2569,2977,5548,746,737,1492,1133,1105,2236,4451,4819,9273,2670,3153,5828,714,748,1464,1257,1260,2521,4647,5160,9811,2831,3109,5939,644,737,1382,1373,1246,2621,4849,5095,9942,2900,3194,6099,610,577,1191,1396,1249,2639,4905,5023,9932,2888,3039,5925,460,428,884,1352,1165,2516,4692,4627,9324,2631,2458,5086,294,243,542,1143,1043,2188,4066,3750,7815,2216,1930,4149,178,144,325,923,965,1894,3326,3032,6358,1544,1281,2822,108,86,203,687,818,1507,2343,2188,4529,1052,716,1766,45,30,80,462,809,1272,1559,1557,3120,573,374,947,28,16,48,318,674,995,923,1067,1984,327,149,478,9,4,9,282,720,1001,615,872,1491,25663,27519,53185,7254,7919,15171,20821,20127,40946,53738,55569,109307,0,3,3,81,165,248,4629,4126,8758,4716,4298,9010,87,203,289,866
313,13390,7031,6689,13720,211,426,641,952,1395,2348,4801,4153,8956,5973,5972,11945,1221,1789,3011,1393,1538,2929,2839,2582,5415,5446,5907,11361,2417,3035,5452,1241,1275,2517,1992,2011,4005,5655,6321,11972,2953,3488,6439,1031,1104,2137,1634,1902,3538,5620,6492,12117,3631,3949,7579,1075,1055,2127,1904,2355,4258,6608,7358,13967,3859,4258,8113,964,940,1905,1990,2499,4486,6808,7695,14506,3940,4148,8090,830,836,1670,2048,2450,4506,6822,7436,14258,3991,4100,8090,622,619,1240,1795,2383,4173,6403,7105,13511,4080,4217,8301,500,464,965,1615,2237,3850,6197,6920,13118,4301,4128,8431,418,354,773,1589,2453,4042,6309,6936,13246,3546,2928,6469,287,195,481,1188,2203,3397,5017,5328,10342,2396,1806,4206,133,91,229,876,1774,2657,3410,3675,7090,1349,848,2194,48,28,79,638,1504,2141,2034,2380,4411,822,351,1175,19,11,35,697,1648,2341,1542,2010,3547,38714,39488,78204,9644,10104,19745,32520,38635,71155,80877,88232,169103,4,13,16,100,183,287,7417,6893,14311,7517,7087,14613,158,299,452,1115
314,12017,6269,5965,12236,210,434,646,912,1364,2280,4472,3808,8281,5600,5606,11202,1466,2150,3614,1494,1636,3130,2414,2075,4486,5376,5855,11232,3186,4043,7227,1250,1242,2488,1497,1593,3095,5931,6874,12808,4064,4532,8592,941,933,1879,1278,1475,2751,6288,6940,13224,4581,4890,9471,887,897,1785,1263,1674,2937,6733,7459,14196,4528,4571,9094,763,742,1509,1213,1659,2873,6501,6975,13475,3897,3936,7836,602,550,1154,1064,1503,2571,5565,5991,11554,3520,3553,7079,404,354,758,917,1324,2239,4839,5237,10078,3120,2873,5992,258,219,483,737,1229,1966,4116,4320,8441,2924,2668,5591,184,145,325,606,1321,1926,3714,4131,7843,2115,1670,3781,96,56,155,450,1028,1480,2654,2760,5417,1211,803,2015,44,29,67,299,811,1114,1558,1640,3200,558,351,907,12,11,20,187,629,823,760,987,1742,332,151,485,13,0,13,244,794,1037,589,955,1540,35717,36636,72352,7933,8317,16249,22857,26728,49584,66502,71691,138185,3,0,4,51,105,158,7071,6692,13757,7127,6796,13920,138,274,407,1006
315,3578,1959,1785,3750,61,130,188,523,711,1233,1498,1326,2823,2079,2169,4247,396,578,974,849,936,1793,1122,1054,2173,2365,2569,4936,792,1006,1797,644,696,1341,748,787,1536,2189,2485,4674,882,965,1842,547,551,1104,618,605,1228,2042,2117,4165,905,1029,1934,510,488,993,667,646,1313,2080,2163,4239,994,1055,2051,409,436,842,725,667,1391,2129,2155,4283,1130,1184,2315,403,356,768,768,663,1437,2304,2209,4514,1096,1069,2164,299,248,541,809,644,1452,2206,1959,4160,912,828,1739,193,141,335,666,547,1211,1774,1505,3279,721,590,1311,110,82,194,629,451,1081,1456,1123,2583,541,437,982,59,28,89,428,399,829,1033,865,1895,357,208,566,17,13,29,277,281,557,652,501,1155,161,84,245,13,10,20,170,248,414,338,338,678,85,36,118,5,6,12,117,206,328,211,250,455,9042,9186,18227,4640,4819,9457,11148,10197,21340,24833,24199,49031,3,3,5,68,108,171,1935,1665,3593,1999,1773,3777,50,78,128,497
316,18318,9497,9109,18606,225,434,656,997,1562,2558,6148,5339,11484,7360,7339,14698,1435,2258,3695,1813,2109,3918,3727,3179,6907,6974,7542,14518,3435,4630,8070,1687,1774,3459,2462,2466,4930,7584,8873,16458,4684,5572,10259,1486,1485,2969,2105,2407,4508,8269,9461,17728,6014,6776,12791,1498,1517,3017,2357,3122,5477,9871,11416,21286,6344,6913,13256,1394,1505,2900,2504,3586,6093,10243,12008,22251,6132,6833,12960,1279,1401,2686,2556,3757,6318,9969,11992,21962,6344,6685,13019,1165,1101,2267,2540,3679,6220,10049,11461,21507,6392,6517,12907,889,761,1644,2183,3523,5709,9466,10796,20259,6988,6608,13601,705,550,1260,2053,3326,5378,9744,10489,20232,5637,4992,10626,463,308,769,1582,3036,4621,7680,8333,16017,4136,3115,7249,220,125,340,1068,2714,3779,5422,5945,11361,2616,1663,4284,109,46,156,910,2243,3152,3625,3957,7583,1577,764,2343,33,23,59,1030,2829,3855,2635,3620,6257,61962,63765,125726,13816,14451,28269,42620,54117,96735,118399,132332,250730,3,7,15,76,162,237,10809,10156,20966,10894,10325,21217,186,383,572,1137
317,8423,4501,4176,8674,202,399,597,753,1052,1807,3114,2785,5902,4065,4238,8308,1167,1640,2808,1035,1053,2087,1978,1767,3744,4178,4464,8644,2120,2569,4688,705,625,1330,1217,1225,2442,4037,4420,8459,2315,2519,4837,409,434,846,961,1159,2125,3682,4117,7804,2538,2730,5271,431,408,840,945,1289,2237,3916,4429,8346,2621,2820,5442,424,417,838,1007,1403,2407,4045,4643,8691,2483,2662,5140,359,343,708,1053,1368,2416,3889,4376,8266,2665,2729,5398,271,273,547,957,1333,2293,3897,4342,8236,2383,2313,4700,212,171,381,767,1262,2032,3369,3744,7111,2294,2177,4468,160,122,284,702,1236,1941,3156,3542,6698,1857,1622,3483,77,63,138,489,1213,1711,2423,2901,5323,1339,1047,2386,41,22,65,423,1079,1509,1810,2145,3955,843,565,1410,22,6,29,320,1040,1362,1180,1613,2795,542,233,769,7,8,20,378,1263,1638,928,1504,2433,25368,26045,51415,4980,5161,10143,18732,23445,42175,49081,54649,103732,3,14,19,72,146,213,4786,4530,9314,4857,4690,9545,186,348,535,851
318,12793,6816,6394,13209,236,475,707,1491,2010,3503,5274,4580,9861,6997,7070,14069,1413,2153,3561,1933,2142,4081,3108,2693,5801,6454,6989,13436,2776,3544,6321,1439,1445,2884,2026,2135,4161,6242,7127,13367,3076,3649,6719,1054,1129,2185,1686,1865,3554,5817,6638,12456,3564,4056,7621,986,1001,1986,1773,2025,3798,6320,7080,13407,3722,4045,7765,847,879,1728,1793,2131,3921,6363,7054,13417,3601,3861,7469,678,751,1429,1872,2066,3937,6150,6679,12831,3637,3792,7429,615,563,1175,1809,1985,3795,6056,6343,12399,3410,3241,6656,428,369,798,1487,1720,3204,5320,5333,10657,3184,2782,5965,307,202,508,1380,1660,3036,4868,4642,9512,2274,1911,4185,144,117,257,951,1308,2265,3371,3335,6707,1554,1199,2755,85,53,139,670,1280,1952,2312,2533,4840,906,561,1474,34,14,46,457,1102,1562,1397,1678,3078,559,233,794,13,13,30,435,1200,1635,1010,1449,2459,33906,35527,69438,10174,10975,21143,31416,33846,65266,75500,80348,155845,9,6,8,127,238,370,6347,6150,12498,6481,6397,12876,163,285,446,1455
319,14278,7600,7144,14737,236,476,712,1096,1477,2580,4196,3552,7752,5529,5510,11036,1196,1838,3034,1360,1495,2863,2644,2554,5195,5199,5891,11093,2387,3093,5477,1117,1160,2273,1950,2138,4089,5453,6390,11844,2927,3617,6543,946,1070,2011,1725,2112,3831,5594,6799,12387,3614,4259,7873,985,1032,2019,2120,2472,4594,6714,7767,14484,4150,4815,8962,990,1037,2030,2316,2732,5045,7455,8584,16040,4538,5211,9756,995,990,1983,2667,2956,5622,8209,9159,17366,5169,5784,10949,874,881,1754,2679,3018,5699,8722,9682,18402,5818,6171,11988,722,710,1430,2480,2825,5310,9022,9708,18730,6717,6368,13079,681,550,1232,2558,3124,5685,9961,10041,19999,5723,4696,10422,442,312,752,2032,2802,4833,8199,7809,16008,3913,2821,6729,245,156,401,1489,2506,3989,5639,5484,11126,2154,1323,3477,100,49,151,1037,1995,3029,3294,3364,6659,1227,521,1746,44,28,75,904,2245,3148,2177,2792,4968,49774,51009,100783,10736,11267,22001,38260,43840,82102,98765,106118,204884,3,9,10,129,246,370,7862,7075,14935,7995,7329,15320,209,375,587,1165
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
