SA4_CODE_2021,C21_F_Health_15_19,C21_F_Health_20_24,C21_F_Health_25_34,C21_F_Health_35_44,C21_F_Health_45_54,C21_F_Health_55_64,C21_F_Health_65_74,C21_F_Health_75_84,C21_F_Health_85over,C21_F_Health_Tot,C21_F_Educ_15_19,C21_F_Educ_20_24,C21_F_Educ_25_34,C21_F_Educ_35_44,C21_F_Educ_45_54,C21_F_Educ_55_64,C21_F_Educ_65_74,C21_F_Educ_75_84,C21_F_Educ_85over,C21_F_Educ_Tot,C21_F_MngtCom_15_19,C21_F_MngtCom_20_24,C21_F_MngtCom_25_34,C21_F_MngtCom_35_44,C21_F_MngtCom_45_54,C21_F_MngtCom_55_64,C21_F_MngtCom_65_74,C21_F_MngtCom_75_84,C21_F_MngtCom_85over,C21_F_MngtCom_Tot,C21_F_Soc_cult_15_19,C21_F_Soc_cult_20_24,C21_F_Soc_cult_25_34,C21_F_Soc_cult_35_44,C21_F_Soc_cult_45_54,C21_F_Soc_cult_55_64,C21_F_Soc_cult_65_74,C21_F_Soc_cult_75_84,C21_F_Soc_cult_85over,C21_F_Soc_cult_Tot,C21_F_Creative_art_15_19,C21_F_Creative_art_20_24,C21_F_Creative_art_25_34,C21_F_Creative_art_35_44,C21_F_Creative_art_45_54,C21_F_Creative_art_55_64,C21_F_Creative_art_65_74,C21_F_Creative_art_75_84,C21_F_Creative_art_85over,C21_F_Creative_art_Tot,C21_F_FoodHos_PS_15_19,C21_F_FoodHos_PS_20_24,C21_F_FoodHos_PS_25_34,C21_F_FoodHos_PS_35_44,C21_F_FoodHos_PS_45_54,C21_F_FoodHos_PS_55_64,C21_F_FoodHos_PS_65_74,C21_F_FoodHos_PS_75_84,C21_F_FoodHos_PS_85over,C21_F_FoodHos_PS_Tot,C21_F_MixFld_pr_15_19,C21_F_MixFld_pr_20_24,C21_F_MixFld_pr_25_34,C21_F_MixFld_pr_35_44,C21_F_MixFld_pr_45_54,C21_F_MixFld_pr_55_64,C21_F_MixFld_pr_65_74,C21_F_MixFld_pr_75_84,C21_F_MixFld_pr_85over,C21_F_MixFld_pr_Tot,C21_F_FldStu_ID_15_19,C21_F_FldStu_ID_20_24,C21_F_FldStu_ID_25_34,C21_F_FldStu_ID_35_44,C21_F_FldStu_ID_45_54,C21_F_FldStu_ID_55_64,C21_F_FldStu_ID_65_74,C21_F_FldStu_ID_75_84,C21_F_FldStu_ID_85over,C21_F_FldStu_ID_Tot,C21_F_FldStu_NS_15_19,C21_F_FldStu_NS_20_24,C21_F_FldStu_NS_25_34,C21_F_FldStu_NS_35_44,C21_F_FldStu_NS_45_54,C21_F_FldStu_NS_55_64,C21_F_FldStu_NS_65_74,C21_F_FldStu_NS_75_84,C21_F_FldStu_NS_85over,C21_F_FldStu_NS_Tot,C21_F_Tot_15_19,C21_F_Tot_20_24,C21_F_Tot_25_34,C21_F_Tot_35_44,C21_F_Tot_45_54,C21_F_Tot_55_64,C21_F_Tot_65_74,C21_F_Tot_75_84,C21_F_Tot_85over,C21_F_Tot_Tot,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85over,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85over,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85over,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85over,C11_P_ArchBuild_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85over,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85over,C11_P_Health_Tot,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85over,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85over,C11_P_MngtCom_Tot,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85over,C11_P_Soc_cult_Tot,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_art_85over,C11_P_Creative_art_Tot
307,50,270,785,697,784,950,611,298,85,4516,16,189,632,766,828,686,555,242,45,3965,146,339,1053,1189,1132,857,392,114,17,5244,92,269,693,745,832,782,416,103,12,3954,8,33,119,105,94,87,65,22,0,539,137,222,592,444,386,223,128,33,3,2168,22,6,14,5,6,6,3,4,0,61,11,13,48,45,53,41,32,8,4,251,424,343,789,760,860,857,789,714,426,5968,976,1875,5189,5247,5347,4780,3177,1586,611,28789,0,26,117,129,90,102,51,8,0,524,28,43,76,59,60,43,17,0,0,340,134,604,1392,1463,1500,1232,719,282,60,7382,35,197,416,457,459,425,255,109,26,2365,106,218,742,722,560,328,127,57,13,2869,21,180,556,797,968,770,451,170,60,3975,8,154,743,808,798,801,386,114,35,3855,181,427,1265,1316,990,668,260,91,26,5229,95,267,615,724,697,562,220,68,9,3258,14,35,118,114,90,92,56,22,13,554
308,107,507,1689,1415,1337,1374,714,333,75,7550,21,313,1196,1597,1493,1184,731,267,60,6859,256,658,2346,2544,2027,1473,607,146,30,10093,165,512,1452,1612,1430,1284,560,131,19,7154,18,71,235,240,159,119,43,20,12,916,207,477,1039,843,702,401,182,65,17,3928,28,9,11,6,4,7,11,3,0,86,20,29,94,113,108,86,49,16,6,518,604,629,1329,1339,1255,1147,919,786,504,8500,1513,3506,10317,10636,9185,7501,3967,1824,738,49191,0,89,293,306,277,187,90,13,3,1247,51,110,343,248,157,90,22,0,0,1028,240,1562,4292,4309,4140,2970,1395,570,105,19585,82,485,1012,1106,1118,921,434,195,23,5383,106,187,578,553,361,212,80,34,7,2114,26,384,1202,1387,1637,1060,502,167,39,6416,12,282,1447,1419,1391,1053,463,147,36,6246,365,1026,2701,2482,1997,1216,351,108,16,10268,146,461,1325,1318,1184,797,267,57,8,5559,19,126,318,260,166,118,57,20,8,1084
309,288,2025,6857,5752,4970,4326,2869,1142,326,28534,91,728,3072,4222,4138,3241,2625,1043,219,19368,1332,2497,8363,9595,8569,6131,3613,1232,280,41609,588,2032,5553,5831,5543,4185,2319,679,103,26823,224,888,2284,1851,1234,663,431,219,52,7847,606,1541,3574,3140,2722,1766,1308,540,103,15313,29,47,54,39,23,34,21,19,3,269,53,122,363,420,372,310,194,99,36,1966,1152,1625,3948,3345,3001,2524,2431,2527,2026,22577,4572,12389,36785,36676,32546,24607,16690,7843,3236,175345,24,454,888,759,694,550,296,105,44,3823,183,397,1418,1170,714,317,74,14,3,4299,271,1583,5085,6126,6727,5891,4169,1995,596,32443,206,1235,3583,4167,3738,2875,1755,721,163,18456,91,268,866,934,684,406,214,80,32,3575,174,1345,4121,4550,4671,3322,1649,735,212,20780,46,467,2887,3517,3343,3045,1559,523,159,15547,917,3557,10258,9668,7595,5643,2818,1105,327,41885,614,2029,5355,5185,4104,2953,1216,378,93,21918,266,1104,2282,1645,981,674,372,193,46,7576
310,288,916,3277,2789,2157,1784,1105,465,115,12903,36,395,1950,2338,1996,1528,945,361,71,9628,476,1269,4511,4846,3574,2360,988,263,57,18336,353,1185,3603,3536,3024,2218,1034,265,34,15249,98,292,750,586,405,186,126,60,17,2516,521,920,1853,1401,948,558,294,92,15,6605,78,26,30,24,21,12,13,13,3,222,40,65,208,281,193,141,69,26,11,1037,856,897,2129,1878,1479,1222,1057,937,557,11005,2885,6466,19995,19396,14936,10744,6017,2582,903,83913,11,151,623,576,389,283,101,34,6,2178,174,237,973,675,371,133,34,0,0,2591,215,1237,3840,4193,4157,3166,1859,740,162,19559,102,541,1228,1198,1054,927,587,223,49,5905,73,175,492,514,358,218,91,31,12,1953,57,540,1711,1899,1837,1355,673,252,62,8382,15,270,1400,1632,1550,1258,601,175,52,6941,516,1655,4719,4025,3056,1693,592,219,57,16530,253,1018,2891,2571,2165,1349,488,135,27,10908,113,332,695,529,300,198,101,46,6,2314
311,285,911,2732,2259,1872,1613,1034,402,95,11206,53,432,1864,2276,1977,1363,945,330,64,9310,483,1218,4371,4732,3493,2416,1261,347,76,18407,368,1224,3367,3397,2879,2062,992,223,31,14534,91,315,694,541,333,227,116,40,18,2373,412,901,1881,1320,1040,508,348,134,25,6562,36,27,34,20,14,10,14,7,0,171,23,71,181,199,161,100,70,29,6,851,946,1020,2530,2097,1664,1202,1252,984,602,12299,2844,6575,18997,18185,14397,10142,6381,2600,971,81096,8,140,414,414,289,259,95,23,4,1650,190,242,914,670,368,162,41,5,0,2582,243,1264,3608,4111,4292,3780,1981,701,135,20124,158,698,1719,1702,1525,1257,687,210,41,8002,61,137,449,424,338,181,95,29,3,1703,72,455,1538,1655,1789,1312,535,200,56,7609,19,285,1481,1609,1556,1338,547,131,35,6996,622,1786,4923,4202,3240,2088,761,217,64,17902,340,1100,2987,2532,1952,1264,372,92,18,10657,139,374,739,483,298,225,99,30,15,2407
312,41,403,1441,1112,972,974,546,186,57,5730,27,236,879,1180,1153,811,540,166,46,5043,140,535,2082,2109,1619,1100,415,118,17,8130,145,425,1116,1150,1081,907,360,79,11,5271,13,92,253,224,156,100,46,21,3,916,128,382,947,817,588,393,190,42,0,3497,30,6,5,3,3,5,6,0,0,59,18,16,74,72,74,64,12,15,3,354,514,692,1633,1335,1274,1107,764,588,309,8227,1096,3005,9180,8731,7490,5809,3000,1271,466,40058,0,90,238,231,166,115,61,23,0,938,60,73,189,136,91,53,6,4,0,614,216,1507,4260,4233,3880,2476,1075,397,73,18121,71,427,1012,979,944,767,393,106,21,4722,34,115,405,354,282,120,47,16,6,1394,25,296,951,976,1280,767,291,110,36,4743,15,176,1046,1131,1007,740,287,101,24,4526,227,900,2391,1969,1570,804,284,82,15,8245,116,360,1037,1024,828,478,148,32,6,4028,26,110,292,226,145,99,35,6,0,954
313,181,584,1674,1701,1817,1835,1472,664,159,10075,43,244,1148,1569,1544,1270,1207,516,93,7633,244,750,2455,3059,2827,2340,1532,486,103,13790,338,834,2132,2373,2391,2108,1241,326,49,11791,66,191,405,371,310,197,156,66,21,1775,247,596,1318,1036,901,630,440,168,23,5356,23,5,26,11,10,9,9,10,3,118,20,46,118,138,154,109,66,28,10,688,546,525,1215,1196,1157,1044,1246,1129,860,8923,1832,4044,11186,12230,11830,10077,7715,3531,1349,63796,23,65,213,253,207,212,127,42,12,1148,158,146,419,370,268,154,30,7,0,1553,164,740,2050,2989,3067,2986,2171,954,244,15361,109,500,1107,1302,1191,1063,736,336,91,6424,67,113,393,396,338,179,119,38,7,1647,54,302,1027,1586,1662,1443,785,326,108,7289,22,149,805,1141,1163,1199,698,245,68,5490,426,1062,2687,2796,2523,1790,881,303,83,12553,309,759,1812,1836,1598,1282,506,137,30,8268,77,216,382,358,254,177,129,68,15,1681
314,167,627,2140,2119,1943,1334,772,320,80,9514,40,277,1220,1790,1746,1154,799,276,52,7359,258,664,2739,3770,3100,1900,800,212,50,13492,268,776,2079,2457,2013,1310,648,140,16,9699,135,300,617,551,372,188,91,34,12,2309,244,469,1179,890,693,373,185,63,10,4109,26,17,14,7,10,0,7,3,0,84,15,34,133,191,141,79,35,16,4,647,253,311,830,775,644,435,425,389,278,4339,1481,3757,11857,13759,11544,7272,3982,1535,523,55707,9,95,343,468,335,223,93,18,5,1592,74,135,592,690,377,132,28,0,0,2034,129,649,2232,3143,2968,2214,1172,352,105,12967,68,434,1065,1202,904,674,392,123,29,4898,33,70,343,370,232,135,59,14,3,1259,41,354,1226,1827,1619,990,405,140,40,6640,15,138,1091,1550,1331,1054,441,107,18,5750,303,964,3289,3901,2859,1678,545,152,30,13713,222,613,1896,1916,1374,899,266,76,11,7278,100,308,537,510,290,169,70,44,10,2031
315,50,159,585,471,419,467,222,61,10,2455,25,197,636,506,421,364,152,52,5,2368,72,240,741,702,533,368,106,28,8,2805,41,153,465,454,396,347,144,34,4,2042,6,27,76,71,44,38,13,5,0,273,55,115,260,186,170,105,49,10,0,949,0,3,0,0,3,0,0,0,0,13,6,8,16,31,27,29,4,4,0,130,367,385,844,690,720,666,400,236,90,4401,679,1435,4018,3391,2952,2545,1130,444,126,16718,0,22,151,95,60,38,21,3,0,397,15,22,81,42,28,20,0,0,0,212,83,525,1394,1264,1153,798,323,76,14,5624,34,168,400,380,322,281,126,45,4,1761,109,173,359,335,266,127,48,11,3,1431,22,133,495,554,589,414,144,30,8,2393,8,191,706,507,455,304,93,27,12,2300,99,306,891,763,610,290,86,20,0,3062,54,184,614,500,412,265,83,16,7,2131,7,42,118,74,60,32,14,10,0,354
316,215,951,3772,3925,3881,3940,2548,1203,383,20821,60,286,1613,2766,3188,2994,2724,1197,261,15085,423,983,3488,4785,4970,4222,2743,984,251,22849,364,941,2713,3443,3645,3310,2194,606,104,17316,158,370,1088,1172,915,664,440,210,56,5069,370,842,1818,1627,1665,1182,782,334,60,8681,56,22,19,10,12,15,12,13,4,166,38,55,165,249,322,227,167,73,28,1321,657,675,1645,1656,1675,1651,1590,1654,1377,12576,2428,5547,17565,21162,21705,19316,13890,6554,2598,110761,10,110,377,510,480,474,334,135,33,2458,127,163,407,451,346,243,83,16,0,1841,200,829,2440,3710,4609,4238,3391,1733,477,21624,107,722,1991,2669,2602,2108,1194,617,160,12164,66,202,702,852,724,473,292,124,27,3460,77,494,2063,3245,3779,2729,1625,777,257,15053,19,213,1463,2591,2912,2865,1728,586,138,12518,583,1304,3563,4744,4343,3608,2062,858,230,21284,293,804,2301,2912,2751,2450,1155,331,73,13071,125,417,986,981,752,581,365,145,36,4388
317,134,576,1821,1435,1258,1169,898,457,139,7893,33,220,865,1186,1153,1093,861,390,77,5884,247,567,1901,1817,1611,1158,602,206,46,8160,173,514,1361,1373,1342,1051,588,157,32,6589,19,123,305,257,189,140,79,50,21,1180,253,439,816,552,411,300,161,79,8,3017,13,11,16,8,6,10,6,5,0,73,21,39,102,79,89,58,42,20,14,466,313,368,692,595,526,524,558,585,358,4528,1290,3092,8580,7915,7096,5834,3975,2026,718,40530,8,99,257,261,227,155,95,25,8,1135,64,118,308,209,132,70,17,4,0,914,130,698,1811,1773,1859,1361,836,413,90,8978,64,370,653,669,688,545,322,141,33,3494,55,128,388,426,412,228,131,41,5,1822,36,355,1128,1298,1456,1146,620,267,91,6402,11,158,890,1145,1277,1125,586,212,48,5449,299,906,2101,2020,1610,1016,400,155,43,8558,143,418,1219,1172,1058,759,333,114,29,5252,42,177,341,282,210,120,73,31,10,1287
318,113,796,2583,1982,1757,1497,871,355,81,10035,46,331,1229,1473,1516,1215,836,295,71,7023,233,644,2154,2564,2248,1615,636,171,37,10297,204,685,1887,1927,1879,1526,754,211,25,9107,37,122,316,309,218,153,82,43,17,1290,175,519,1043,847,651,442,222,68,17,3982,33,18,13,11,8,9,7,0,4,111,12,46,87,127,100,81,55,23,4,530,653,745,1493,1311,1265,1000,878,698,446,8498,1574,4242,11830,11477,10336,8029,4576,1965,733,54774,9,222,686,527,440,296,131,23,10,2342,77,207,396,284,181,80,20,3,0,1256,203,1364,3633,3691,3579,2720,1495,590,100,17379,90,484,1135,1145,1179,998,517,213,43,5803,54,169,512,415,328,160,85,33,0,1762,55,637,1981,2019,1888,1207,532,224,59,8601,8,240,1257,1508,1438,1170,522,178,29,6349,365,1126,3101,2899,2374,1341,412,133,46,11789,207,761,1910,1806,1585,1070,394,82,21,7831,58,225,460,350,258,155,92,26,9,1642
319,93,531,1817,1775,2128,2543,2036,779,206,11913,29,233,1055,1787,1920,1938,1551,607,111,9225,280,656,2068,2538,2594,2668,1695,509,65,13076,207,656,1823,2163,2585,2677,1542,326,27,12012,30,106,270,239,256,247,194,101,19,1460,316,590,1174,1045,1036,839,609,201,29,5842,15,14,14,11,4,14,14,13,10,103,17,33,101,107,117,139,121,58,13,698,728,560,1338,1310,1611,1892,2134,1888,909,12370,1811,3626,10295,11732,13031,13733,10363,4693,1436,70724,4,49,187,282,256,291,155,51,10,1292,97,110,278,226,206,167,47,6,0,1135,283,852,2088,2965,3830,4206,3306,1304,284,19124,94,395,910,1249,1507,1581,1188,445,84,7456,98,195,602,736,635,407,232,91,14,3004,47,347,1249,1835,2426,2107,1184,469,88,9758,18,232,1260,1833,2004,1841,1069,308,84,8651,527,1068,2492,2741,2584,2130,1049,340,70,13012,215,527,1608,1983,2099,1659,617,146,28,8886,61,127,278,286,245,273,175,71,23,1536
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,0,0,0,24,0,9,13,7,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,9,15,5,10,0,0,65,0,5,4,4,8,4,0,4,0,21,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,0,16,0,0,3,0,8,0,0,0,0,11,0,8,9,3,6,5,0,0,0,29,0,6,4,0,5,5,0,0,0,21,0,0,0,0,0,0,0,0,0,4
399,4,28,106,63,65,117,67,11,0,470,0,8,51,24,40,75,50,10,3,248,8,51,178,114,116,158,102,3,0,732,5,36,142,108,91,126,64,8,0,579,3,14,73,26,25,10,14,0,0,164,12,29,70,48,33,37,15,4,0,246,7,0,3,0,0,0,0,0,0,8,0,3,6,9,0,8,4,0,0,30,61,135,384,277,233,198,129,35,11,1462,105,325,1099,721,647,778,458,79,13,4217,0,23,51,34,11,32,12,0,0,155,4,8,29,20,19,17,3,0,0,93,10,68,199,154,145,311,196,38,0,1110,4,26,96,59,67,118,61,17,0,437,4,16,40,29,30,33,13,5,0,160,4,29,99,65,94,123,45,11,4,481,3,18,53,41,54,94,45,7,0,313,18,81,198,96,125,144,65,12,0,743,7,65,138,76,81,102,32,3,0,503,0,32,88,30,26,27,12,3,0,213
401,57,1019,3783,3343,3158,3104,2296,1068,448,18281,36,328,1546,1737,1896,2135,2486,1172,289,11625,170,1046,4047,4969,4127,2783,1547,546,168,19397,207,888,2908,3199,2972,2534,2070,772,144,15679,87,527,1223,1029,770,538,325,169,74,4739,126,349,845,757,735,559,394,181,62,4007,13,32,14,7,11,21,16,8,3,124,14,69,228,292,279,219,201,96,40,1434,364,486,981,789,806,745,815,903,802,6686,1116,5475,18013,18428,16554,13822,10897,5220,2127,91653,18,395,1309,1326,1200,1022,494,193,74,6042,32,249,1280,953,626,324,61,5,0,3534,90,920,2810,3415,3556,2853,1783,1075,395,16885,71,504,1088,1326,1203,942,615,316,105,6176,32,187,547,649,582,346,169,89,29,2618,60,1004,3508,3845,4168,3313,1763,921,356,18949,17,260,1335,1889,2683,3534,1701,549,250,12215,233,2193,6067,6221,5076,3587,1630,624,277,25911,123,1232,3748,3644,3586,3472,1533,500,156,17990,69,740,1770,1316,1013,591,309,140,46,5990
402,135,1326,4488,3645,2763,2564,1571,579,163,17244,47,527,2389,2289,1858,1443,1214,529,114,10411,232,1203,5497,5917,4281,2805,1395,412,115,21855,257,1355,4619,4357,3742,2946,1455,341,62,19143,119,363,891,675,367,206,146,81,20,2872,270,774,2226,1734,1163,746,399,149,42,7502,7,30,41,34,40,39,30,16,8,244,20,78,308,428,214,158,103,42,16,1360,694,744,1867,1576,1399,1203,1341,1504,1043,11377,1856,7153,25015,22969,17090,12915,8097,3878,1658,100638,16,247,1020,816,547,409,172,70,15,3313,81,381,1754,987,552,280,56,6,0,4091,244,1717,5406,5998,5753,5065,3248,1618,391,29442,169,774,1458,1392,1273,1099,878,430,77,7544,76,275,686,531,437,278,103,44,4,2436,108,929,3083,3007,3111,2048,797,373,86,13542,14,345,1704,1688,1580,1800,896,304,71,8392,437,2377,7337,5867,4394,2805,1084,420,118,24841,339,1657,4303,3777,3141,2039,662,196,36,16154,83,491,1076,662,421,287,159,56,17,3242
403,53,1107,4218,3977,3485,3646,2535,982,344,20354,74,376,2084,2263,2103,2059,2306,1032,223,12512,148,840,3847,5195,4417,3226,1824,635,195,20320,296,1109,3772,4009,3773,3180,2067,612,137,18960,127,386,917,914,635,405,272,120,56,3835,248,613,1406,1319,1135,707,593,246,59,6342,3,19,28,26,23,36,35,12,4,173,9,57,215,289,273,199,145,61,34,1282,389,427,1006,1078,964,1006,1140,1180,870,8046,1422,5479,19254,21019,18264,15523,11610,5149,2034,99749,9,425,1172,1092,946,823,435,133,42,5071,51,264,1131,897,640,322,67,5,0,3389,154,1119,3725,4768,5212,4834,3038,1797,577,25216,146,775,1582,1581,1555,1334,811,463,159,8407,35,258,714,664,562,311,123,66,32,2753,51,866,3472,3780,4388,3209,1413,750,279,18216,13,276,1660,1967,2541,3275,1641,582,205,12158,351,1902,6307,6118,5284,3784,1660,826,304,26551,219,1423,3949,4118,3810,3095,1244,451,121,18424,57,595,1328,999,665,500,252,105,41,4546
404,52,878,3336,2178,1664,1644,1020,376,150,11303,36,264,1491,1290,1133,1241,1058,342,119,6975,93,779,3441,3544,2699,1895,906,290,102,13750,171,758,2579,2407,1982,1752,917,233,49,10842,45,288,839,670,410,237,152,56,23,2714,106,397,1149,863,797,535,336,158,43,4382,8,9,13,9,23,33,20,5,9,124,6,42,168,242,168,112,78,27,20,861,207,374,897,802,711,667,685,708,459,5510,755,4274,15752,13382,10542,8735,5475,2337,1039,62299,0,226,858,683,455,327,134,49,8,2738,35,185,1080,617,352,156,27,4,0,2460,91,902,2808,3157,3186,2578,1686,1124,406,15929,57,403,907,942,820,566,377,282,81,4440,5,138,331,289,229,130,49,25,10,1209,37,594,2273,1925,1824,1295,509,285,90,8832,4,199,1071,1133,1396,1484,637,235,94,6245,221,1533,4786,3876,2731,1709,732,358,136,16094,110,776,2820,2322,1970,1383,472,167,33,10059,20,417,1071,685,418,242,104,43,15,3015
405,28,235,685,678,749,1190,884,302,87,4848,19,133,531,639,598,574,610,282,47,3430,24,156,687,1046,977,773,411,129,40,4247,66,202,696,737,922,1007,539,117,9,4292,10,39,117,108,93,75,63,20,13,537,69,160,436,406,346,229,180,51,15,1895,0,8,10,5,8,0,4,4,4,37,0,15,30,47,54,50,24,17,8,245,245,153,377,427,542,641,730,649,338,4109,495,1239,3878,4503,4629,4840,3603,1633,589,25402,0,23,141,160,153,152,67,19,0,718,11,32,86,84,61,33,10,0,0,311,58,457,1039,1352,1563,1486,1087,487,109,7637,28,144,250,300,413,370,317,112,32,1968,41,158,517,532,432,277,102,34,9,2092,17,126,468,721,1237,981,443,181,55,4225,0,99,509,516,606,865,451,123,44,3226,107,278,1017,1129,960,712,345,121,36,4684,71,235,596,745,844,679,252,80,9,3509,10,46,127,117,85,104,68,23,9,585
406,34,155,622,456,506,657,373,116,42,2958,17,128,534,472,427,331,299,132,30,2366,19,133,622,703,612,413,188,51,14,2753,46,168,594,578,602,540,251,58,4,2836,0,14,71,67,45,35,15,13,0,263,44,117,336,283,228,146,83,27,5,1267,0,7,4,7,0,4,4,5,0,32,3,3,24,28,29,28,17,8,0,139,236,187,503,448,514,511,460,378,205,3453,419,990,3571,3290,3178,2774,1760,802,313,17091,0,29,110,78,64,59,20,4,0,361,4,36,86,46,46,27,13,0,0,257,79,543,1366,1526,1580,1174,685,285,66,7310,24,151,272,291,338,337,193,89,17,1710,46,118,313,294,179,123,53,13,0,1142,7,136,454,642,759,517,186,88,17,2796,6,153,556,459,396,482,213,70,19,2357,67,311,944,918,648,459,145,33,19,3535,36,211,591,645,618,387,123,20,6,2631,4,34,102,92,72,41,25,0,0,372
407,42,318,1131,1109,1231,1774,1457,617,174,7852,37,196,873,911,908,949,1237,539,107,5756,96,321,1351,1680,1555,1452,856,266,61,7640,141,397,1272,1286,1563,1603,1022,255,29,7564,30,75,194,194,164,142,102,53,17,958,142,310,788,632,576,431,335,118,38,3367,0,3,10,10,12,12,9,9,0,62,0,24,61,58,91,83,61,37,6,407,439,300,708,755,881,1017,1206,1063,643,7002,1006,2120,6923,7288,7580,7944,6614,3055,1105,43636,0,39,193,204,198,208,122,40,6,1007,27,64,157,120,89,97,17,0,0,572,104,635,1644,2100,2297,2224,1689,743,201,11633,66,319,578,596,691,598,406,232,64,3544,71,291,867,981,737,519,244,86,20,3814,33,219,806,1170,1718,1460,758,365,114,6641,4,149,761,830,892,1438,790,214,81,5166,239,561,1865,1930,1704,1277,694,256,70,8594,142,401,1022,1215,1319,1147,487,129,18,5868,19,83,221,208,157,161,117,46,19,1038
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
