LGA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
LGA36150,0,0,0,0,0,0,0,0,37,0,0,0,37,0,0,0,37,6,0,36,24,0,0,0,24,0,0,0,24,0,0,24,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,66,0,0,0,66,6,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,66,0,0,0,66,6,0,65,7,4,0,0,15,0,0,0,15,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,74,4,0,0,81,0,0,0,81,10,0,93
LGA36250,513,10,0,10,516,45,0,566,7871,817,245,35,8966,93,32,130,9096,425,8,9529,8588,1194,245,51,10079,73,9,86,10163,298,15,10475,1544,237,227,0,2011,6,5,12,2020,41,0,2060,104,16,4,106,227,0,0,0,229,17,20,266,18114,2259,717,197,21279,181,44,226,21510,777,47,22328,111,27,13,3,150,29,0,29,182,12,0,196,275,35,9,4,322,15,4,21,343,19,0,358,383,62,21,8,467,45,4,53,520,30,0,557,18495,2319,738,203,21753,223,56,278,22031,806,47,22884,3151,490,150,88,3882,84,14,97,3976,475,10,4456,35,8,4,25,68,0,0,0,68,0,57,126,21679,2817,892,309,25698,311,62,372,26078,1285,108,27467
LGA36300,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,29,0,0,27,42,0,0,0,42,0,0,0,42,0,0,42,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,73,0,0,3,85,0,0,0,85,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,3,85,0,0,0,85,0,0,82,11,0,0,0,11,0,0,0,11,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,3,96,0,0,0,96,3,0,97
LGA36370,83,0,0,0,84,14,0,97,3271,354,100,34,3761,24,5,32,3788,159,6,3956,3530,349,129,33,4039,58,12,73,4113,159,7,4278,448,51,91,9,602,7,0,7,609,19,0,625,47,0,0,59,109,5,0,5,112,5,19,146,7295,757,320,131,8508,97,17,120,8624,347,36,9000,48,4,0,0,58,14,5,21,72,17,0,92,98,21,8,5,135,7,5,8,142,6,0,154,143,25,8,5,188,22,5,29,221,27,0,239,7441,782,331,139,8690,118,30,150,8843,367,36,9245,1495,310,78,65,1954,58,5,61,2016,322,10,2340,8,0,0,9,17,0,0,0,17,3,48,73,8946,1090,405,217,10658,178,31,212,10870,692,94,11657
LGA36510,60,0,0,0,63,13,0,70,1478,185,52,8,1723,15,0,15,1735,111,10,1858,1812,309,82,22,2233,10,12,26,2256,85,0,2342,333,57,47,3,437,0,0,0,436,31,0,470,41,4,9,48,96,0,0,0,100,0,4,109,3660,555,193,82,4492,31,12,42,4531,234,16,4774,30,3,0,0,35,14,3,19,52,3,0,58,54,4,0,0,62,0,0,0,65,3,0,71,87,14,0,0,99,20,3,17,118,7,0,123,3744,569,190,82,4590,44,12,62,4647,239,16,4899,995,182,68,35,1272,45,11,56,1328,304,0,1633,16,0,0,8,18,0,0,0,18,0,33,50,4755,749,257,118,5878,91,22,116,5994,542,52,6586
LGA36580,25,0,0,0,25,3,0,24,887,80,30,3,1006,8,8,12,1015,81,5,1104,936,169,40,9,1155,13,6,12,1172,67,0,1238,191,22,29,0,245,4,0,4,247,26,0,281,17,0,0,41,53,0,0,0,53,3,5,61,2033,273,101,57,2459,26,7,31,2491,178,8,2676,11,3,0,0,17,0,0,0,18,3,0,21,35,4,0,6,37,3,0,3,43,0,0,44,43,8,0,9,62,3,0,4,61,7,0,65,2075,282,101,59,2518,27,12,31,2549,182,11,2744,535,124,43,34,736,24,5,30,760,218,0,982,10,0,0,9,14,0,0,0,14,0,7,24,2619,402,145,106,3266,50,14,59,3330,398,23,3749
LGA36630,15,0,0,0,15,4,0,19,923,70,16,0,1005,14,3,19,1023,94,0,1121,1104,157,50,15,1320,21,10,32,1354,99,4,1457,114,20,24,3,165,0,0,0,165,5,0,174,14,0,0,23,38,0,0,0,38,10,0,44,2151,242,93,40,2529,38,11,49,2581,207,4,2791,6,13,0,0,18,6,0,6,26,10,0,35,34,4,0,0,41,4,4,4,43,0,0,50,34,14,0,0,58,7,4,8,65,13,0,83,2193,255,93,46,2581,47,17,62,2645,221,4,2867,550,123,54,24,749,38,7,47,792,332,4,1129,4,0,0,0,0,0,0,0,0,3,16,24,2746,381,145,70,3337,81,28,107,3443,547,25,4015
LGA36660,15,0,0,0,15,4,0,20,973,121,14,5,1112,7,10,15,1125,78,3,1209,1573,265,30,16,1882,9,7,18,1903,101,0,2003,153,46,31,4,226,0,0,0,234,7,0,238,11,0,0,23,39,0,0,0,39,9,3,46,2703,433,71,48,3262,20,17,38,3295,194,12,3502,15,0,0,0,17,4,0,4,20,8,0,29,32,0,3,3,41,0,3,3,39,4,0,45,47,3,3,3,59,4,3,5,65,9,0,75,2754,437,71,53,3314,24,22,40,3360,205,12,3576,654,163,47,11,880,27,27,49,936,216,9,1162,13,5,0,0,25,0,0,0,25,0,7,35,3425,608,124,64,4224,50,45,91,4317,422,27,4761
LGA36720,616,4,5,10,630,79,0,701,11450,1915,471,79,13920,167,66,241,14156,769,21,14952,17100,3565,745,128,21538,153,70,217,21756,864,21,22648,2781,583,501,38,3899,36,13,53,3952,138,4,4087,202,38,3,236,478,4,0,8,482,20,49,552,31538,6089,1725,479,39832,364,156,516,40350,1787,99,42239,174,48,0,7,229,22,4,21,257,39,3,301,579,102,32,16,728,30,18,47,774,51,0,828,760,146,38,27,964,51,18,70,1033,94,3,1131,32295,6235,1761,499,40800,412,170,585,41382,1879,105,43371,6281,1161,403,168,8013,177,53,233,8237,1137,38,9409,88,18,6,52,153,0,0,0,158,12,149,325,38658,7410,2170,719,48966,596,219,817,49781,3026,290,53100
LGA36820,10,0,0,0,10,0,0,12,815,86,24,13,943,14,3,20,962,51,3,1020,984,183,32,25,1220,11,3,17,1232,49,8,1291,72,24,9,0,102,0,0,0,104,8,0,114,5,3,0,29,38,0,0,0,38,0,0,38,1872,301,66,71,2304,29,11,36,2337,116,7,2462,3,8,0,0,8,0,0,0,13,4,0,15,18,5,0,3,26,0,0,0,27,0,0,26,20,12,0,3,38,0,0,0,34,3,0,42,1894,310,66,75,2337,28,13,40,2380,117,7,2498,365,95,35,29,525,16,15,32,554,116,5,682,0,0,0,3,3,0,0,0,3,0,17,17,2255,408,92,102,2864,45,30,72,2934,231,32,3200
LGA36910,232,0,0,5,234,57,3,290,6866,824,116,25,7835,75,16,97,7934,391,12,8338,8981,1170,183,78,10413,97,23,119,10536,341,3,10878,923,148,112,3,1188,14,3,16,1208,39,0,1239,99,11,6,80,189,0,0,0,193,17,11,223,16870,2151,419,190,19626,190,46,239,19866,785,25,20679,131,18,3,3,151,39,7,46,203,33,0,233,261,51,0,12,330,23,12,36,367,18,0,387,389,73,5,19,485,67,19,85,571,47,0,617,17258,2223,425,202,20114,260,65,320,20435,834,25,21293,3934,773,127,124,4953,191,120,311,5267,1348,15,6632,18,18,4,25,65,0,0,0,65,19,76,161,21211,3009,560,354,25131,451,188,634,25770,2209,114,28090
LGA36950,0,0,0,0,0,0,0,0,166,33,4,9,212,7,0,9,221,17,0,245,63,34,6,6,119,0,0,0,119,13,0,133,5,9,5,0,14,0,0,0,14,0,0,18,0,0,0,9,16,0,0,0,16,0,0,16,238,81,15,25,362,7,0,9,368,36,3,409,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,11,0,12,244,81,15,25,365,7,4,12,371,40,3,418,54,18,0,5,79,0,3,3,84,45,0,132,0,0,0,3,3,0,0,0,3,0,10,11,300,99,17,35,441,7,8,18,459,87,13,565
LGA36960,0,0,0,0,0,0,0,0,80,10,0,0,85,0,0,0,85,28,0,117,50,55,0,0,108,0,0,0,113,33,5,143,15,0,0,0,19,0,0,0,19,7,0,20,0,0,0,8,8,0,0,0,8,0,0,12,140,62,7,7,220,0,0,0,223,68,5,288,0,8,0,0,8,4,0,4,7,6,0,9,5,0,0,0,5,0,0,0,5,0,0,5,5,8,0,0,9,4,0,4,9,6,0,19,143,69,7,7,230,4,0,4,234,74,5,309,83,43,10,8,143,21,9,30,176,259,4,432,0,0,0,0,0,0,0,0,0,0,5,5,227,117,22,14,377,28,9,35,411,323,14,746
LGA37010,285,3,3,8,295,33,0,329,9041,862,195,74,10173,126,39,168,10341,637,18,11000,8145,970,207,60,9383,111,35,150,9532,431,12,9979,1037,163,189,15,1410,17,0,17,1426,66,0,1497,82,14,0,96,192,0,0,0,192,25,13,231,18309,2010,587,253,21161,257,78,331,21491,1174,41,22701,136,16,0,10,160,24,4,26,186,46,0,231,201,31,3,6,238,29,26,51,288,26,6,327,332,48,5,9,399,45,27,75,473,75,11,555,18640,2061,594,258,21554,308,106,406,21964,1247,51,23261,3316,545,139,99,4103,164,49,213,4310,904,11,5225,25,0,9,17,52,0,0,0,52,5,52,108,21977,2607,747,373,25703,466,150,616,26326,2156,114,28598
LGA37300,0,0,0,0,0,0,0,0,318,15,9,0,341,4,5,3,349,13,0,360,193,23,5,13,228,0,0,0,228,0,0,228,55,11,0,0,71,0,0,0,71,5,0,70,5,0,0,5,10,0,0,0,10,0,5,11,564,47,18,17,645,4,5,3,651,13,5,664,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,566,47,18,17,651,4,5,3,658,13,5,670,107,10,12,8,134,0,3,3,137,10,0,148,0,0,0,0,0,0,0,0,0,0,9,5,677,52,31,31,785,4,6,9,793,23,9,823
LGA37310,18,0,0,0,18,0,0,18,1284,69,31,6,1389,3,7,8,1394,72,3,1470,1725,140,73,18,1958,13,0,18,1975,79,0,2056,174,25,22,0,223,0,0,0,223,8,0,229,15,0,0,25,46,0,0,0,46,3,0,48,3197,239,125,50,3611,18,3,27,3632,164,10,3807,23,0,0,0,23,8,0,5,26,17,0,44,48,12,3,0,62,12,4,20,79,6,0,87,73,12,3,0,82,11,6,20,109,25,0,131,3270,250,125,50,3692,36,12,49,3746,188,7,3941,788,130,43,23,983,26,0,30,1017,271,8,1290,12,0,0,8,16,0,0,0,16,4,15,36,4066,375,175,84,4697,60,16,80,4777,463,29,5264
LGA37340,9,0,0,0,4,0,0,6,1323,106,41,17,1485,5,3,14,1495,69,3,1568,1543,165,51,26,1786,14,11,27,1812,65,0,1878,121,6,16,4,148,0,0,0,148,12,0,159,13,4,0,33,49,0,0,0,49,3,9,58,3001,283,111,74,3468,27,14,39,3507,155,13,3672,21,5,0,0,31,3,0,3,32,4,0,35,53,3,0,0,56,3,0,8,67,5,0,66,77,8,0,0,85,7,0,9,97,7,0,103,3078,295,110,74,3554,31,15,51,3603,164,13,3776,578,80,27,28,717,23,8,31,749,133,4,881,8,0,3,5,16,0,0,0,16,0,15,27,3660,376,136,111,4280,58,22,80,4366,292,31,4688
LGA37400,0,0,0,0,0,0,0,0,56,0,0,0,60,0,0,0,60,0,0,60,20,7,0,0,24,0,0,0,24,0,0,24,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,85,7,0,0,93,0,0,0,93,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,7,0,0,93,0,0,0,93,0,0,93,9,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,5,5,97,7,0,0,103,0,0,0,103,0,5,108
LGA37550,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,13,0,0,14,0,9,0,0,11,0,0,0,11,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,22,0,0,0,22,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,3,0,0,0,5,0,0,5,17,12,0,0,23,0,0,0,25,5,0,34,7,0,0,0,7,8,0,8,14,51,4,71,0,0,0,0,0,0,0,0,0,0,0,0,25,12,0,0,36,7,0,7,45,54,4,104
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,3,3,0,3,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,13,0,0,0,13,0,0,13,5,0,0,0,4,11,0,11,13,30,0,41,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,17,11,0,11,23,33,0,52
LGA37600,0,0,0,0,0,0,0,0,39,11,0,0,55,0,0,0,51,19,0,73,17,20,0,0,37,0,3,7,43,17,0,62,6,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,65,33,0,0,94,0,10,6,107,34,0,138,0,0,0,3,6,22,0,22,29,0,0,29,0,0,0,0,0,5,8,14,15,5,0,16,4,0,0,3,8,25,8,37,44,5,0,46,67,33,0,3,105,28,18,43,145,40,0,184,30,23,0,4,56,18,5,25,77,142,0,219,0,0,0,0,0,0,0,0,0,0,4,4,97,56,0,9,162,41,24,65,224,183,4,407
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,38,0,0,0,38,3,0,41,319,50,10,0,376,6,3,15,392,44,5,432,293,61,8,0,361,0,3,0,363,17,0,381,43,4,4,0,57,4,0,4,57,0,0,57,6,0,0,4,8,0,0,0,8,0,0,8,652,114,28,5,800,14,5,19,820,57,5,874,18,4,0,0,18,0,0,0,18,0,0,18,26,0,0,0,26,0,0,0,25,4,0,30,42,4,0,0,44,0,0,0,42,4,0,49,692,123,28,5,841,13,5,21,862,58,5,922,175,49,3,3,233,13,3,13,250,54,0,303,0,0,0,0,0,0,0,0,0,0,4,3,870,173,34,11,1080,23,9,33,1114,113,5,1235
LGA40120,237,5,0,8,242,24,0,265,2090,315,39,15,2454,25,0,27,2485,95,5,2588,3163,415,58,35,3670,24,3,28,3701,106,0,3808,292,38,26,3,359,4,0,4,365,3,0,371,22,3,0,18,38,0,0,0,38,0,3,44,5560,775,129,69,6533,52,4,57,6590,206,10,6806,24,4,0,0,27,6,0,6,30,5,0,35,65,3,3,0,76,0,0,0,76,11,0,86,90,9,3,0,99,6,0,4,104,10,0,118,5656,784,131,69,6636,56,7,65,6698,221,10,6926,831,149,24,9,1012,13,7,18,1028,107,6,1142,6,5,0,4,9,0,0,0,9,0,12,22,6487,929,152,80,7653,69,16,82,7732,322,26,8083
LGA40150,19,0,0,0,21,5,0,30,405,52,10,13,479,3,0,3,482,43,0,524,537,103,17,7,658,5,4,10,670,25,6,699,44,10,13,0,71,0,0,0,71,0,0,70,0,0,4,8,12,0,0,0,12,3,0,18,990,168,35,27,1224,8,4,12,1236,72,4,1313,6,4,0,0,7,0,0,0,7,0,0,7,19,0,0,0,22,0,0,0,22,0,0,22,25,5,0,0,31,0,0,0,31,0,0,31,1014,180,35,27,1254,8,4,12,1267,72,4,1341,210,44,18,15,291,4,0,4,290,33,5,325,0,0,0,0,0,0,0,0,0,0,13,12,1231,219,53,38,1541,15,4,19,1559,107,19,1681
LGA40220,52,0,0,0,51,0,0,54,705,119,13,0,832,9,0,11,842,48,0,894,1287,259,34,13,1597,15,7,25,1616,83,0,1709,120,16,15,0,151,0,0,0,151,8,0,157,9,5,0,8,19,0,0,0,27,0,5,28,2121,400,63,20,2604,27,9,32,2642,139,3,2786,10,0,4,0,10,0,0,0,10,0,0,15,45,11,5,0,58,0,0,0,63,3,0,69,59,11,3,0,71,0,0,0,70,9,0,82,2180,404,67,24,2677,28,12,39,2710,146,3,2865,551,92,24,0,663,14,4,20,683,95,0,782,3,0,0,0,3,0,0,0,3,0,7,8,2727,491,94,31,3347,48,12,55,3401,246,10,3656
LGA40250,0,0,3,3,3,0,0,4,12,0,0,4,15,0,0,0,16,13,0,32,3,12,0,0,15,0,0,0,22,11,0,31,0,0,0,0,3,0,0,0,6,7,0,13,0,0,0,0,0,3,0,3,3,4,0,9,18,9,0,4,32,7,0,7,43,36,0,78,0,3,0,0,3,14,5,19,24,0,3,32,0,0,0,0,0,3,0,3,3,0,0,3,0,3,0,0,3,16,5,20,26,0,3,31,18,18,0,4,41,28,5,31,71,40,5,112,23,17,0,0,46,35,8,44,87,153,0,240,0,0,0,3,3,0,0,0,3,3,20,23,46,37,0,3,91,60,11,74,158,190,24,375
LGA40310,55,0,0,0,55,3,0,57,1123,117,13,3,1255,9,0,9,1265,48,0,1316,1576,159,33,17,1788,11,5,15,1800,54,0,1860,137,21,25,3,194,0,0,0,194,5,0,204,15,0,0,15,30,0,0,0,37,4,3,47,2855,299,71,36,3262,20,6,29,3297,115,3,3414,7,0,0,0,12,0,0,0,12,0,0,12,41,9,0,0,48,0,0,0,46,4,0,54,51,9,0,0,57,0,0,0,59,4,0,67,2908,306,74,36,3324,24,6,33,3353,117,3,3477,515,61,26,25,624,8,3,9,636,65,0,702,0,0,0,0,0,0,0,0,0,0,8,11,3419,365,102,61,3951,26,13,39,3989,190,12,4191
LGA40430,0,0,0,0,0,0,0,0,65,7,0,0,72,4,0,4,74,5,0,77,127,6,0,3,135,3,0,3,136,9,0,141,22,0,4,0,26,0,0,0,26,0,0,26,4,0,0,3,9,0,0,0,9,4,0,8,211,13,3,8,236,3,0,3,243,11,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,3,211,13,3,8,236,6,0,6,242,11,0,254,22,11,0,0,36,0,0,0,40,20,0,56,3,0,0,0,3,0,0,0,3,0,4,8,239,18,8,5,276,13,0,13,288,35,4,321
LGA40520,3,0,0,0,3,0,0,3,312,38,4,0,353,5,4,10,364,18,0,380,461,66,6,0,532,3,0,3,541,22,0,566,21,3,9,4,32,0,0,0,32,3,0,32,5,0,0,8,11,0,0,0,11,0,0,12,794,99,18,16,930,8,13,19,953,41,0,989,4,0,0,0,4,4,0,4,10,0,0,9,13,0,6,0,19,0,6,6,27,0,0,27,14,0,6,0,21,4,6,10,31,0,0,36,807,99,21,16,953,11,20,30,978,42,0,1026,148,19,3,9,185,7,7,14,195,65,0,256,8,0,0,0,8,0,0,0,8,0,13,18,968,127,27,23,1138,20,22,34,1179,102,10,1297
LGA40700,390,13,0,13,406,50,0,451,2601,407,37,5,3056,49,13,60,3120,153,7,3278,3208,512,24,12,3756,26,0,33,3784,139,5,3933,212,34,36,0,281,0,0,0,285,11,0,294,20,7,0,24,48,0,0,0,48,4,6,61,6034,959,101,47,7136,80,15,89,7231,308,19,7562,72,16,4,0,88,11,4,13,100,5,0,106,136,17,0,0,151,15,0,16,165,0,0,165,209,31,4,4,242,25,6,28,265,7,0,278,6238,990,103,49,7381,99,15,118,7500,318,19,7837,1067,173,22,8,1273,14,3,24,1297,191,0,1484,3,0,0,13,18,0,0,0,18,0,11,29,7312,1164,120,67,8672,121,27,146,8810,508,34,9350
LGA40910,381,7,0,7,385,46,0,430,2406,376,17,12,2815,41,6,46,2861,147,4,3009,3202,600,40,16,3853,45,16,62,3914,122,6,4048,320,46,44,4,417,9,0,9,423,8,6,441,32,5,0,15,53,0,0,0,53,0,4,57,5962,1028,105,47,7140,95,15,115,7249,274,19,7550,55,18,0,0,78,19,0,20,96,7,0,106,97,31,0,0,126,13,6,22,149,5,0,157,152,48,0,0,204,30,11,44,240,13,0,257,6113,1072,106,47,7340,125,30,152,7496,289,19,7807,1082,242,32,21,1377,24,13,41,1417,234,0,1655,14,0,0,5,21,0,0,0,21,0,14,34,7208,1313,141,73,8737,148,42,196,8931,525,35,9486
LGA41010,4,0,0,0,4,0,0,4,132,22,0,8,158,0,0,0,158,6,0,167,148,25,3,0,177,0,0,0,177,19,0,194,14,0,3,0,16,0,0,0,16,0,0,22,4,0,0,3,9,0,0,0,9,0,0,9,294,49,5,11,364,0,0,0,364,28,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,300,48,5,11,371,0,0,0,371,28,0,400,34,22,0,8,61,6,5,10,69,39,3,111,0,0,0,0,0,0,0,0,0,0,3,3,330,68,7,16,431,6,5,10,439,66,10,509
LGA41060,585,5,3,10,593,99,0,686,4248,667,71,23,5006,71,24,91,5099,222,8,5331,6291,1099,112,28,7528,55,17,76,7608,249,11,7865,734,133,84,8,954,7,0,7,964,31,0,992,51,9,6,42,112,3,0,3,113,8,13,129,11323,1911,278,98,13611,133,44,173,13780,502,32,14319,81,27,0,3,112,26,0,26,140,7,0,148,172,46,9,9,236,15,8,22,257,21,0,272,257,76,9,7,350,39,8,46,397,26,0,421,11580,1985,283,107,13952,170,50,226,14180,531,32,14736,2046,542,65,59,2710,75,23,96,2802,644,11,3461,26,10,0,20,53,0,0,0,53,3,32,92,13652,2534,346,182,16720,250,68,317,17037,1177,71,18290
