LGA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
LGA33360,25274,24597,49868,11791,6144,17932,2469,6148,8620,1091,918,2013,1233,1042,2274,16586,14252,30840,6584,8760,15344,7.4,7.3,7.4,65.6,57.9,61.8,60.8,53.7,57.3,394,463,860,237,460,700,1564,2867,4429,1422,2026,3440,8850,4376,13223,417,638,1053,322,466,790,9587,5472,15064,24190,23504,47693,5164,5474,10640,15517,14554,30071,12077,12759,24838
LGA33430,246877,268279,515153,101840,64512,166351,38443,69350,107799,12486,18471,30959,9288,8057,17347,162057,160391,322454,68406,90964,159372,5.7,5,5.4,65.6,59.8,62.6,61.9,56.8,59.2,11100,12568,23668,3294,6963,10262,32098,46112,78212,23375,35049,58421,62813,34397,97206,2511,3620,6130,4183,6653,10836,69506,44668,114170,227434,240322,467756,54296,59524,113829,127766,134235,262005,139023,151657,290688
LGA33610,4092,4061,8152,2045,1109,3157,399,1000,1397,135,138,276,90,86,176,2671,2333,5003,1010,1368,2381,3.4,3.8,3.6,65.3,57.4,61.4,63.1,55.3,59.2,51,54,104,26,73,100,237,545,780,227,326,550,933,574,1511,40,59,94,62,64,129,1034,697,1732,3872,3861,7736,716,760,1479,2676,2552,5229,1647,1776,3421
LGA33620,21857,22567,44425,6923,3871,10790,2599,5304,7901,853,806,1663,696,589,1280,11065,10568,21634,9118,10544,19662,6.3,5.5,5.9,50.6,46.8,48.7,47.5,44.2,45.8,263,360,624,167,440,604,1122,2227,3349,1282,2229,3511,6547,3791,10346,366,513,880,367,518,887,7282,4829,12114,20422,20800,41221,3744,4044,7783,13153,13042,26192,9913,10739,20653
LGA33800,4711,4569,9278,1934,965,2897,390,1064,1460,178,138,313,128,79,206,2629,2244,4878,1630,1942,3568,4.8,3.5,4.2,55.9,49.1,52.6,53.2,47.4,50.3,42,55,99,20,56,76,204,410,608,184,318,498,1528,648,2174,52,72,117,44,81,126,1621,795,2417,4395,4293,8686,603,579,1186,3406,3272,6674,1392,1422,2811
LGA33830,341,337,686,89,58,145,27,36,62,8,17,19,32,27,61,153,133,292,163,182,345,21.9,20.6,21.3,45.2,40,42.6,35.3,31.8,33.5,0,0,0,0,4,4,8,21,31,6,20,25,96,61,156,9,10,14,5,5,12,107,76,185,445,404,845,27,30,60,349,305,653,50,59,105
LGA33960,85537,90021,175559,39237,25050,64293,10303,19818,30121,4019,5845,9864,3926,3533,7460,57492,54246,111745,22830,30679,53506,6.8,6.5,6.7,67.2,60.3,63.6,62.6,56.3,59.4,2414,2780,5195,926,2173,3092,7107,11830,18938,6753,10065,16815,23350,15130,38486,1431,1993,3421,1326,1922,3251,26110,19051,45158,85450,88132,173585,18702,20058,38760,47394,48042,95434,49396,53114,102516
LGA33980,9884,7471,17356,4925,2688,7616,566,1598,2161,504,350,852,117,140,259,6112,4775,10884,880,1438,2318,1.9,2.9,2.4,61.8,63.9,62.7,60.6,62,61.2,95,120,214,51,116,168,452,833,1279,366,540,899,2614,1243,3860,89,169,256,91,133,224,2791,1547,4338,7260,6264,13526,1790,1839,3629,3964,3180,7146,4402,4318,8720
LGA34420,375,424,795,68,40,106,23,30,54,7,15,26,55,73,127,159,154,313,145,187,325,36.5,45.5,41,41.6,36.8,39,26.4,20,23,4,0,4,0,0,0,8,18,26,8,4,11,50,35,83,17,17,36,8,3,10,75,56,129,438,471,909,23,19,46,365,394,759,43,46,89
LGA34530,16448,15809,32261,6629,4037,10664,1635,3996,5635,641,693,1333,439,354,801,9345,9079,18427,5512,5640,11154,4.7,3.9,4.3,56.8,57.4,57.1,54.1,55.2,54.6,308,413,719,197,407,600,1089,2190,3279,975,1475,2452,5020,2340,7355,185,285,470,249,302,545,5449,2931,8379,14654,14646,29298,2816,3021,5834,9518,9325,18842,7070,7554,14621
LGA34570,230,235,467,76,30,102,15,21,41,14,12,26,50,40,84,146,104,251,60,95,157,32.2,34.9,33.3,63.5,44.9,54.1,43,29.2,36.1,6,0,10,0,3,0,0,10,13,5,7,10,27,7,29,4,3,13,0,0,6,35,11,47,271,240,515,27,22,53,209,199,405,51,44,100
LGA34580,16225,17050,33276,6681,3885,10576,1884,3828,5714,702,977,1677,557,460,1016,9822,9160,18976,5178,6798,11975,5.6,5,5.3,60.5,53.7,57,57.1,51,54,295,366,664,118,297,414,953,1874,2824,960,1651,2611,4554,2660,7221,246,403,648,248,364,610,5050,3423,8476,16001,15919,31919,2782,3072,5848,10342,10068,20408,7365,7999,15361
LGA34590,130716,136835,267553,57614,33852,91475,16508,30161,46670,5700,7862,13565,6017,5421,11446,85847,77307,163152,35887,50506,86397,7,7,7,65.7,56.5,61,61.1,52.5,56.7,3136,3709,6845,1088,2713,3798,10011,16092,26100,9235,15173,24407,35730,21563,57293,1889,2710,4599,2082,3119,5195,39698,27396,67094,131647,135179,266822,25091,26255,51345,79222,80310,159533,66947,71024,137971
LGA34710,1437,1526,2966,741,614,1357,126,319,447,68,43,112,20,18,36,952,993,1946,293,350,642,1.9,1.6,1.7,66.2,65.3,65.7,64.9,64.2,64.6,23,32,55,11,44,56,79,232,309,101,144,247,364,225,588,18,28,50,20,23,42,403,278,680,1277,1277,2555,266,326,593,830,830,1658,623,699,1319
LGA34770,48640,48547,97190,24376,13783,38161,4401,12504,16906,1973,1914,3887,1314,1123,2443,32061,29335,61395,11057,15158,26214,4.1,3.8,4,65.9,60.4,63.2,63.2,58.1,60.7,773,923,1699,384,972,1355,2872,6018,8889,2451,4091,6538,16458,7608,24065,562,918,1479,578,923,1504,17600,9447,27048,45264,45366,90631,8877,9537,18418,29663,28957,58617,21249,22967,44218
LGA34800,373,318,689,209,163,369,13,39,54,14,18,32,3,0,4,245,221,463,27,49,73,1.2,0.5,0.9,65,69.5,67.1,64.2,69.2,66.5,0,7,7,0,9,5,7,44,47,13,33,43,100,42,141,4,9,11,3,3,8,110,52,158,281,237,515,66,81,145,191,157,348,127,143,268
LGA34830,160,150,309,35,25,60,8,15,23,4,8,8,17,16,34,67,63,126,59,68,126,28.4,21.7,25.2,42.7,40.5,41.6,30.6,31.8,31.1,0,0,0,0,0,0,0,9,9,4,9,18,37,30,66,17,12,28,0,0,3,52,44,97,157,157,315,22,31,56,118,115,234,41,44,83
LGA34860,5003,5102,10105,2677,1769,4448,434,1148,1577,211,228,442,85,77,164,3407,3219,6625,996,1309,2304,2.5,2.4,2.4,68.1,63.1,65.6,66.4,61.6,64,55,106,163,35,108,137,268,665,933,257,448,697,1268,771,2033,73,103,174,93,91,181,1432,962,2394,4666,4634,9298,927,993,1915,3153,3009,6164,2046,2274,4323
LGA34880,10085,8930,19025,3261,2115,5375,998,1995,2994,393,329,719,327,249,574,4969,4697,9666,4054,3311,7363,6.6,5.3,6,49.3,52.5,50.8,46,49.7,47.8,147,221,372,67,159,235,603,1120,1721,560,888,1443,2400,1143,3546,96,131,219,121,153,275,2614,1428,4043,8262,8170,16431,1313,1351,2667,5669,5621,11292,3349,3465,6810
LGA35010,184083,197805,381884,79360,48969,128323,23064,46872,69936,8438,12637,21072,7101,5968,13073,117968,114439,232404,56982,74354,131333,6,5.2,5.6,64.1,57.9,60.9,60.2,54.8,57.4,5369,6038,11402,2465,5260,7727,17773,28451,46225,16016,23699,39717,52210,31353,83566,2471,3621,6095,3122,4756,7877,57807,39736,97544,182996,192019,375014,34873,38229,73104,110496,113979,224474,94764,104414,199184
LGA35250,373,406,778,78,53,137,25,39,65,8,9,19,6,3,17,118,113,230,211,253,466,7.6,5.4,6.6,31.7,27.3,29.4,29.3,25.8,27.5,0,10,15,5,0,6,12,23,32,9,13,16,38,14,50,3,8,6,0,4,4,42,25,63,386,409,794,59,73,133,255,283,537,101,109,210
LGA35300,7354,6984,14341,4073,2813,6892,534,1266,1797,367,327,688,235,182,417,5212,4584,9790,1261,1722,2977,4.5,3.9,4.2,70.8,65.6,68.3,67.6,63,65.4,158,208,367,60,153,212,459,1012,1475,308,548,849,2329,993,3321,89,135,219,64,108,169,2476,1236,3711,6677,6371,13053,1750,1744,3495,4073,3707,7781,3646,3801,7444
LGA35600,1575,1693,3275,698,546,1244,141,315,448,80,92,175,31,26,55,941,984,1931,431,497,929,3.4,2.7,3.1,59.9,58,58.9,57.9,56.4,57.1,12,31,41,5,35,43,66,226,288,80,125,201,328,209,536,17,19,40,23,20,38,368,253,621,1405,1486,2896,239,295,535,979,1001,1978,585,684,1268
LGA35670,310,322,631,44,36,79,11,26,38,16,8,24,14,13,26,80,80,164,134,146,280,16,17.1,16.6,26.1,25.4,25.8,21.9,21.1,21.5,0,4,0,0,3,3,0,3,3,5,8,10,35,30,62,13,6,20,0,5,5,45,38,85,326,343,663,30,30,55,265,288,553,52,41,89
LGA35740,23027,24920,47949,7130,4204,11338,3727,6295,10030,1250,1642,2883,646,488,1137,12761,12631,25391,8824,10793,19614,5.1,3.9,4.5,55.4,50.7,53,52.6,48.7,50.6,1029,1023,2050,375,803,1177,3235,4496,7727,2244,3384,5628,6167,2863,9034,226,352,574,420,675,1098,6809,3893,10701,21173,22449,43619,4310,4709,9018,13281,13943,27226,11222,12187,23409
LGA35760,4273,4203,8475,1640,1016,2650,405,869,1268,169,161,326,142,78,225,2359,2120,4475,1423,1618,3042,6.1,3.7,5,55.1,50.4,52.8,51.8,48.5,50.2,31,38,76,17,54,74,182,396,577,181,328,511,901,585,1481,61,102,159,52,69,128,1017,758,1769,3856,3747,7602,622,595,1218,2780,2667,5444,1498,1484,2986
LGA35780,854,954,1814,273,264,537,84,125,211,42,43,86,71,63,136,478,497,974,263,352,618,15.5,12.4,14,55.6,52.1,53.8,47,45.7,46.3,9,6,19,8,14,23,24,61,88,25,89,118,222,208,428,54,52,105,15,7,21,285,273,559,1065,1138,2206,108,121,238,721,842,1566,262,242,501
LGA35790,698,747,1444,82,93,179,37,74,118,18,25,43,18,22,38,160,217,386,482,467,957,13,9.5,11,23.2,29.5,26.5,20.2,26.7,23.6,4,8,13,0,6,9,13,24,40,11,31,35,75,58,134,9,12,22,4,5,5,85,75,163,894,936,1831,50,62,113,722,758,1482,117,151,267
LGA35800,653,666,1321,257,183,440,51,110,164,25,19,43,33,19,49,369,333,701,239,284,523,9,4.8,7,56.1,49.8,53,51.1,47.4,49.2,5,12,14,0,19,20,27,58,89,29,73,99,146,72,216,9,6,20,6,7,19,162,90,250,626,632,1258,149,155,295,458,440,897,249,276,531
LGA36070,232,239,471,56,42,98,7,28,38,3,3,12,51,61,113,123,134,258,69,69,140,39.7,46.6,43.2,54.1,55.2,54.6,32.6,29.5,31,3,7,7,0,3,3,5,6,14,3,4,12,44,32,75,11,9,21,3,3,8,63,40,101,224,245,471,38,25,68,172,171,345,72,62,136
LGA36150,280,277,559,172,122,293,12,60,69,14,15,28,0,0,4,200,193,393,56,71,129,1.5,0.5,1,72.5,69.2,70.8,71.4,68.8,70.1,0,10,10,0,8,7,16,46,60,12,26,37,72,50,122,4,10,13,0,4,7,77,68,141,285,255,543,39,55,97,197,154,348,112,132,245
LGA36250,63039,67810,130844,28042,17135,45180,7960,16590,24547,2839,4242,7080,1992,1582,3576,40830,39546,80382,19586,25500,45077,4.9,4,4.4,64.8,58.3,61.4,61.6,56,58.7,2096,2346,4438,879,1875,2758,6664,10193,16855,5953,8904,14857,19168,9742,28912,778,1066,1847,1081,1669,2750,21031,12476,33505,63192,66243,129439,10735,11424,22162,40153,41572,81725,30066,32543,62615
LGA36300,316,287,604,183,120,305,22,63,81,10,17,33,3,3,5,212,196,413,32,51,79,0.9,1.5,1.2,68.8,68.5,68.7,68.2,67.5,67.8,0,3,3,0,4,4,11,38,41,8,30,36,78,33,112,4,3,6,0,7,9,85,45,131,258,258,517,53,48,102,169,150,322,120,135,257
LGA36370,32031,33290,65325,13901,9030,22930,3585,7842,11432,1230,1390,2618,1241,996,2238,19955,19254,39211,8957,11664,20620,6.2,5.2,5.7,62.3,57.8,60,58.4,54.8,56.6,756,764,1517,314,678,991,2262,4200,6465,1594,2715,4315,8721,5047,13769,517,708,1224,421,538,959,9657,6300,15960,30283,31454,61739,6171,6781,12955,19909,20202,40111,14269,15952,30218
LGA36510,17389,18047,35432,6693,3796,10486,2058,4144,6200,897,1182,2081,458,397,852,10105,9519,19620,5995,7275,13269,4.5,4.2,4.3,58.1,52.7,55.4,55.5,50.5,53,443,541,991,187,403,596,1358,2364,3725,1320,2127,3447,4951,2586,7536,183,307,489,288,398,683,5420,3287,8710,16592,17041,33636,2754,3005,5757,10893,10994,21881,7526,8144,15670
LGA36580,10290,10169,20459,3826,2139,5967,1097,2117,3210,479,595,1077,306,271,577,5708,5117,10822,3795,4380,8172,5.3,5.3,5.3,55.5,50.3,52.9,52.5,47.6,50.1,113,177,294,70,220,283,533,1010,1543,627,1039,1666,2942,1643,4591,149,221,373,180,255,433,3273,2124,5395,9961,9841,19807,1621,1641,3262,6685,6451,13139,4320,4514,8838
LGA36630,13527,13850,27370,4457,2637,7095,1332,2864,4196,455,436,890,404,317,724,6651,6254,12908,5564,6342,11908,6.1,5.1,5.6,49.2,45.2,47.2,46.2,42.9,44.5,148,219,364,100,200,297,612,1319,1939,700,1238,1942,3479,2081,5565,206,318,523,179,279,460,3872,2672,6545,12346,12334,24680,2329,2477,4804,8375,8264,16639,5580,5895,11474
LGA36660,14622,15434,30056,5332,3037,8370,1822,3714,5535,494,578,1071,404,322,725,8053,7655,15706,5341,6590,11928,5,4.2,4.6,55.1,49.6,52.3,52.3,47.5,49.8,233,317,556,143,273,411,960,1662,2619,824,1351,2174,3749,2374,6127,214,303,518,189,334,522,4160,3010,7174,13779,14268,28047,2391,2555,4950,9495,9741,19234,5921,6423,12345
LGA36720,134079,148966,283049,52398,31588,83981,19980,39412,59388,6851,10064,16917,3903,3516,7424,83133,84577,167712,43100,56554,99655,4.7,4.2,4.4,62,56.8,59.3,59.1,54.4,56.6,5281,6208,11488,2219,4501,6721,16528,26090,42614,12302,18611,30911,38059,20771,58836,1386,2367,3754,2304,3566,5865,41750,26705,68454,125316,135483,260805,28539,31979,60519,72061,77089,149156,74236,83062,157296
LGA36820,10626,11167,21794,3620,2258,5880,1234,2598,3834,455,442,893,328,225,556,5637,5526,11161,3845,4533,8377,5.9,4.1,5,53.1,49.5,51.2,49.9,47.4,48.7,219,281,502,108,280,381,737,1384,2116,678,1113,1789,3047,1531,4581,124,196,318,145,209,352,3315,1935,5253,9742,9996,19738,1720,1914,3639,6603,6672,13281,4335,4708,9041
LGA36910,66567,72733,139300,29792,18605,48398,8345,18131,26476,2079,2554,4638,2200,1971,4172,42421,41263,83683,20033,27568,47607,5.2,4.8,5,63.7,56.7,60.1,60.4,54,57.1,2592,2710,5309,965,2017,2984,6766,11387,18148,4851,7307,12153,17186,10800,27981,948,1384,2330,936,1405,2342,19074,13583,32652,64480,69050,133531,13502,14679,28184,39717,42062,81778,33867,37370,71236
LGA36950,1224,1294,2523,491,490,976,153,208,366,79,96,174,42,23,63,771,817,1588,337,371,711,5.5,3.1,4.2,62.7,63.2,63,59.3,61.2,60.3,23,41,61,10,43,52,88,175,266,74,134,206,306,180,487,38,50,89,24,18,42,365,243,609,1296,1312,2617,242,258,502,879,883,1765,547,572,1119
LGA36960,1362,1430,2801,303,242,544,144,227,368,58,41,104,84,48,135,591,558,1152,685,779,1465,14.7,8.4,11.7,43.2,39.1,41.1,36.8,35.8,36.3,8,0,7,3,29,29,23,47,72,40,99,139,347,303,646,100,92,190,34,33,64,480,425,902,1764,1764,3531,139,171,307,1341,1332,2676,345,392,739
LGA37010,77056,78748,155798,35251,24064,59317,9045,19720,28759,2697,3213,5907,2810,2233,5044,49800,49229,99034,20256,24383,44636,5.6,4.5,5.1,64.6,62.5,63.6,61,59.7,60.3,2446,2994,5437,828,2214,3044,7138,12593,19731,5301,7524,12824,21076,11515,32595,991,1397,2389,997,1329,2333,23068,14247,37314,70395,71968,142360,15550,17035,32581,43525,44069,87593,37498,40451,77946
LGA37300,1589,1460,3047,979,637,1614,127,291,426,115,122,234,26,27,48,1247,1071,2324,100,212,314,1.9,2.2,2.1,78.8,73.5,76.3,77.3,71.9,74.7,18,41,52,11,41,50,98,222,322,86,137,225,658,282,939,23,27,48,16,22,42,693,332,1025,1382,1261,2639,438,433,868,675,572,1242,983,982,1968
LGA37310,13431,13173,26596,6319,3426,9743,1221,3148,4367,519,475,999,397,337,733,8460,7382,15841,3415,4554,7967,4.7,4.5,4.6,63,56.1,59.6,60,53.5,56.8,102,174,269,81,222,301,749,1565,2314,679,1144,1826,3502,2062,5564,203,334,539,184,225,415,3891,2625,6519,12621,12348,24967,2439,2566,5008,8187,7718,15906,5898,6310,12206
LGA37340,15784,14994,30777,6931,4261,11194,1746,3790,5537,639,595,1238,461,363,816,9777,9009,18784,3796,4408,8202,4.7,4,4.4,61.9,60.1,61,59,57.7,58.4,222,292,519,83,239,328,954,1822,2780,998,1445,2447,4680,2255,6932,218,295,513,227,284,511,5125,2828,7953,12948,12223,25168,3472,3763,7237,8095,7439,15533,7498,7797,15285
LGA37400,454,474,936,238,190,425,23,74,97,18,15,33,6,0,5,281,284,567,96,114,209,2.1,0.7,1.4,61.7,59.4,60.5,60.4,59,59.7,3,13,16,0,5,8,19,47,71,14,37,54,99,63,157,6,4,13,8,5,9,113,76,182,379,397,777,70,88,158,276,256,534,158,197,358
LGA37550,284,379,663,54,54,111,29,44,70,9,8,10,20,28,53,115,137,254,151,230,378,21.1,23.4,22.3,40.4,36.2,38,31.9,27.8,29.5,0,4,3,0,3,3,3,17,23,5,15,21,52,41,87,8,14,18,0,5,4,55,53,114,368,428,794,78,88,167,237,272,510,145,190,339
LGA37570,95,104,199,17,10,24,5,16,18,0,4,4,9,5,17,31,27,58,55,73,128,29,21.4,25.4,33.3,26.2,29.5,23.7,20.6,22,0,0,0,0,0,0,0,0,4,8,0,7,19,26,46,4,7,12,0,0,4,25,38,60,102,123,224,17,19,36,83,98,180,24,21,43
LGA37600,840,916,1757,114,101,216,63,91,149,16,16,33,125,109,236,313,325,635,492,558,1054,39.4,35,37.2,37.2,35.1,36.1,22.5,22.8,22.7,0,0,0,0,10,8,12,26,39,24,50,72,190,150,343,26,44,75,26,21,41,240,216,458,1104,1166,2272,60,60,122,899,971,1873,139,151,291
LGA39499,7108,6127,13234,1003,602,1610,462,658,1119,244,247,492,466,384,851,2172,1892,4069,2898,2883,5780,21.5,20.1,0,30.6,30.9,0,24,24.7,0,171,197,369,66,101,168,494,831,1322,384,577,959,1449,778,2225,71,114,183,96,112,208,1616,1003,2617,1455,1091,2545,4166,4209,8378,948,648,1590,4429,4444,8873
LGA39799,149,28,183,25,0,26,0,0,0,6,0,8,0,0,3,31,3,35,6,0,11,3.1,33.3,5.7,21.2,9.7,19.2,20.5,6.5,18.1,0,0,0,0,0,0,3,0,4,0,5,4,18,0,14,7,0,7,4,0,4,25,0,25,39,5,47,3,0,4,17,3,20,26,3,30
LGA40070,12014,11556,23578,4220,2998,7215,2075,2698,4777,296,354,648,706,588,1299,7295,6642,13937,3822,4123,7948,9.7,8.9,9.3,60.7,57.5,59.1,54.8,52.4,53.6,1704,1704,3406,332,411,747,3270,3304,6576,936,938,1875,973,665,1636,87,83,168,118,152,268,1172,906,2074,7590,7395,14987,3959,3955,7911,3235,3152,6391,8057,7987,16044
LGA40120,16567,16959,33530,7562,4193,11758,2638,5420,8055,552,688,1235,400,343,746,11150,10637,21788,4670,5672,10347,3.6,3.2,3.4,67.3,62.7,65,64.9,60.7,62.8,1271,1349,2621,483,805,1285,3101,4107,7208,1518,1968,3484,3624,1680,5308,143,225,367,255,370,621,4023,2272,6294,17390,17682,35069,1793,1922,3709,12758,12911,25667,5556,5844,11399
LGA40150,4131,3860,7993,1906,1030,2939,513,1067,1581,174,152,326,129,84,215,2724,2338,5065,1110,1293,2398,4.8,3.6,4.2,65.9,60.6,63.4,62.8,58.4,60.7,31,63,96,18,60,83,137,302,443,185,366,545,1226,710,1939,56,82,135,48,74,126,1332,866,2199,4220,3911,8133,487,466,946,3008,2780,5796,1429,1396,2821
LGA40220,11951,12722,24672,3795,2009,5802,1653,3214,4866,364,430,791,304,237,538,6107,5889,11996,5212,6220,11434,5,4,4.5,51.1,46.3,48.6,48.6,44.4,46.4,258,371,628,165,330,505,1020,1626,2645,956,1474,2435,3426,1908,5334,146,227,376,242,367,609,3811,2500,6314,11503,12100,23602,1629,1747,3377,7638,7870,15500,4991,5496,10496
LGA40250,809,967,1775,123,157,284,55,119,174,20,46,66,140,79,217,342,398,740,414,491,908,40.6,19.7,29.4,42.3,40.8,41.5,25.1,32.8,29.3,5,18,26,4,8,12,30,61,92,9,21,32,41,31,76,19,20,38,16,21,44,82,76,159,844,963,1800,144,186,333,668,761,1427,225,273,498
LGA40310,10102,10572,20672,4672,2457,7130,1312,3032,4345,361,430,789,220,202,421,6564,6131,12691,3098,4022,7118,3.4,3.3,3.3,65,58,61.4,62.8,56,59.3,224,290,514,138,292,432,881,1454,2338,775,1219,1993,2941,1602,4542,143,195,336,195,260,461,3281,2053,5339,10456,10699,21151,1256,1366,2630,7449,7532,14982,3761,4055,7810
LGA40430,1137,1111,2248,354,150,506,90,252,342,29,35,69,34,19,60,516,456,968,542,566,1104,7,4.6,5.9,45.1,41.2,43.2,41.9,39.3,40.6,9,19,26,9,20,23,34,115,146,64,100,162,281,139,424,7,17,28,16,14,31,308,172,481,1086,1041,2129,123,131,257,818,767,1578,336,368,708
LGA40520,4368,4450,8818,1717,964,2680,534,1105,1640,131,126,257,156,120,273,2545,2318,4853,1574,1876,3444,6.1,5.2,5.7,58.2,52,55.1,54.6,49.3,51.9,67,74,139,30,61,87,241,433,675,186,372,555,1095,707,1803,61,91,151,62,90,157,1223,886,2106,4258,4297,8553,597,604,1205,3126,3079,6205,1535,1605,3138
LGA40700,18047,20234,38283,7727,4831,12559,3162,5641,8801,393,552,945,530,486,1013,11810,11510,23322,5825,8302,14134,4.5,4.2,4.3,65.4,56.9,60.9,62.5,54.5,58.3,2820,2554,5369,639,1013,1649,5314,5959,11273,1504,1978,3484,1730,1101,2832,83,135,217,222,412,633,2030,1648,3681,18404,20222,38624,2906,3120,6031,12237,13599,25838,8228,8983,17209
LGA40910,21962,23937,45893,9640,5974,15611,3719,6714,10431,521,723,1240,779,676,1451,14659,14086,28740,6599,9103,15705,5.3,4.8,5.1,66.8,58.8,62.6,63.2,56,59.5,1966,2049,4015,469,746,1220,4283,5354,9637,1860,2306,4168,3856,2097,5960,158,205,359,326,427,755,4344,2727,7073,21951,23343,45297,3576,3693,7272,14325,15437,29764,10003,10534,20534
LGA41010,1428,1367,2792,582,379,962,188,324,515,59,56,113,39,32,75,871,791,1664,452,475,925,4.6,4.4,4.5,60.9,58.2,59.6,58.1,55.6,56.9,14,21,40,5,31,37,66,140,207,56,150,211,339,173,510,11,17,29,23,25,48,376,214,590,1390,1331,2726,227,232,461,1041,963,2006,484,479,962
LGA41060,50002,53395,103394,21954,14235,36191,7833,14127,21956,1377,1824,3195,1744,1387,3134,32907,31574,64477,15153,19956,35106,5.3,4.4,4.9,65.8,59.1,62.4,62.3,56.5,59.3,2735,3176,5906,878,1523,2402,8182,10459,18635,4327,5132,9456,10712,5754,16464,498,619,1121,703,1056,1756,11912,7430,19341,48662,51202,99871,7856,8274,16128,32250,34081,66331,21581,22836,44417
LGA41140,3752,3900,7658,1576,827,2398,498,1148,1646,136,148,287,74,67,144,2284,2193,4479,1222,1474,2698,3.2,3.1,3.2,60.9,56.1,58.4,58.9,54.4,56.6,84,112,200,50,102,153,334,552,887,231,408,643,964,568,1532,45,68,110,73,80,159,1082,713,1798,3722,3794,7521,461,536,998,2662,2648,5313,1322,1491,2813
LGA41190,727,670,1402,352,131,476,70,210,283,29,35,71,10,6,13,466,379,843,199,241,438,1.5,2.1,1.8,63.7,56.7,60.4,62.8,55.5,59.3,9,3,12,0,21,21,24,91,116,27,68,96,190,96,286,3,14,16,13,12,26,202,118,320,723,667,1396,83,86,171,566,518,1084,198,203,407
LGA41330,794,584,1382,184,137,316,63,90,157,27,28,52,52,17,70,324,274,595,307,194,499,16.4,6.2,11.7,40.6,46.8,43.2,33.9,43.9,38.1,14,22,35,3,12,17,42,66,107,35,53,88,160,56,218,6,6,17,11,10,21,180,69,250,601,435,1042,112,97,200,420,268,687,255,220,472
LGA41560,6361,6563,12925,1770,987,2759,733,1475,2199,184,213,390,238,178,421,2916,2849,5766,2950,3275,6225,8.1,6.3,7.2,45.9,43.4,44.6,42.1,40.7,41.4,55,73,123,44,114,157,255,539,789,326,579,904,1640,1019,2658,87,116,209,95,116,213,1825,1254,3083,5846,6016,11867,917,960,1880,4031,4058,8084,2484,2629,5106
LGA41750,431,381,810,170,90,257,59,115,170,9,12,26,8,9,18,246,222,469,141,134,276,4.4,3.2,3.8,57.8,58.3,58,55.2,56.4,55.8,0,8,7,0,8,13,27,51,73,26,38,63,81,61,143,5,10,21,9,5,12,94,73,171,449,380,828,44,47,84,329,292,626,127,112,239
