LGA_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA50910,5,0,0,4,3,0,3,0,0,12,0,0,8,0,0,0,0,0,0,14,5,21,57,68,94,87,49,11,0,395
LGA50980,13,27,68,89,56,32,11,0,0,298,22,31,89,107,80,43,12,3,0,391,403,506,1916,1955,1602,1120,352,32,0,7893
LGA51080,3,0,0,3,0,0,0,0,0,9,0,0,3,3,4,0,4,0,0,12,9,28,84,93,93,112,45,6,0,466
LGA51120,0,0,0,5,3,7,0,0,0,10,0,0,3,6,0,5,0,0,0,13,12,27,66,85,90,83,41,10,0,411
LGA51190,26,82,105,107,125,101,34,3,0,572,33,46,124,118,95,81,39,4,0,542,911,1243,2869,2847,3148,2732,815,80,7,14644
LGA51260,51,74,127,144,165,99,35,3,0,710,52,53,91,145,156,117,46,16,6,681,1413,1103,2914,4165,4528,3536,1149,142,15,18958
LGA51310,21,49,64,66,77,64,35,11,0,379,31,52,87,120,146,97,35,8,4,574,897,1176,2401,3193,3740,2606,819,133,29,14988
LGA51330,67,207,419,351,325,238,93,25,0,1732,109,311,734,567,476,292,97,22,0,2612,2421,5501,11405,10932,9135,6551,1888,194,11,48045
LGA51400,20,32,82,81,96,57,11,0,0,397,29,29,45,83,69,59,7,10,0,338,719,690,1420,1972,2247,1607,380,37,0,9068
LGA51470,4,6,0,0,0,3,0,0,0,15,0,0,0,0,4,0,0,0,0,11,6,19,43,63,45,56,21,0,0,252
LGA51540,9,7,6,14,15,16,5,0,0,72,6,7,22,19,22,17,12,0,0,100,98,162,445,416,505,459,177,15,0,2279
LGA51610,9,3,9,7,6,10,0,0,0,38,0,0,5,0,5,7,0,0,0,20,44,34,101,146,201,158,55,14,0,747
LGA51680,6,10,22,33,13,22,3,0,0,122,10,14,17,30,37,26,9,5,0,148,174,190,378,539,743,667,159,36,3,2893
LGA51710,0,0,3,9,6,4,3,0,0,20,0,4,7,3,8,10,13,0,0,43,30,32,150,155,182,141,85,0,0,771
LGA51750,11,14,24,27,21,25,13,5,0,139,21,28,31,36,49,20,16,15,4,213,336,546,995,943,1174,866,391,123,9,5382
LGA51820,148,292,627,566,488,388,81,7,0,2601,144,296,735,783,636,377,138,14,3,3132,3330,5735,14528,15226,12809,8891,2199,181,12,62912
LGA51860,0,0,0,0,0,3,0,0,0,4,0,5,3,4,0,6,3,0,0,21,4,26,47,60,38,61,6,0,0,239
LGA51890,19,18,28,30,42,17,3,0,0,160,5,12,22,34,27,20,9,6,0,136,232,285,602,691,769,656,153,26,5,3420
LGA51960,3,0,10,4,3,7,0,0,0,26,3,5,5,0,15,15,3,0,0,56,65,99,252,260,328,274,70,9,0,1359
LGA52030,0,0,0,0,3,5,0,0,0,6,0,0,0,3,3,8,4,0,0,24,0,19,62,64,81,119,61,15,0,426
LGA52100,4,3,4,7,4,3,4,0,0,23,0,0,0,0,3,3,6,0,0,15,22,39,93,105,94,109,64,7,3,527
LGA52170,12,15,17,20,8,6,3,0,0,90,8,16,46,26,53,27,16,8,3,190,240,371,749,668,893,773,352,69,6,4120
LGA52240,0,0,0,0,0,0,0,0,0,12,0,0,5,0,6,0,5,0,0,24,17,33,63,103,114,114,60,11,5,525
LGA52310,0,0,0,0,3,5,0,0,0,12,0,0,0,0,0,4,0,4,0,18,16,34,49,49,105,105,45,16,0,419
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,16,31,15,19,18,12,0,0,111
LGA52450,0,5,0,6,3,5,3,0,0,17,6,4,5,0,3,0,4,0,0,31,46,43,113,118,101,99,51,7,0,580
LGA52520,0,3,9,7,0,5,0,0,0,24,3,3,6,12,4,4,4,0,0,30,24,52,127,152,110,141,55,11,5,671
LGA52590,0,5,9,9,11,11,0,0,0,48,4,3,19,9,9,12,8,6,0,65,63,76,271,272,326,383,150,39,3,1571
LGA52660,12,35,79,69,55,32,9,5,0,294,15,26,57,63,56,38,19,3,0,274,457,544,1424,1595,1491,1176,284,47,5,7025
LGA52730,7,6,19,25,17,16,0,0,0,86,9,0,12,17,26,20,14,5,0,102,162,89,282,528,617,625,239,52,5,2592
LGA52800,0,5,26,11,24,11,3,0,0,86,0,12,27,13,11,11,11,0,0,79,61,158,532,381,362,345,142,11,0,2001
LGA52870,9,3,19,19,22,18,5,0,0,97,5,9,14,21,31,27,6,8,0,124,161,137,350,537,659,637,244,47,5,2774
LGA52940,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,0,0,10,6,21,37,70,69,61,46,5,0,318
LGA53010,0,4,0,4,6,0,0,0,0,7,0,0,0,0,4,4,0,0,0,8,6,16,54,64,57,74,30,3,0,312
LGA53080,0,0,0,0,0,0,0,0,0,5,0,4,6,0,0,4,3,0,0,20,15,20,52,33,51,69,24,7,0,262
LGA53150,7,16,21,21,30,16,7,0,0,121,5,15,22,30,43,25,12,3,0,142,250,317,592,763,993,820,255,32,0,4016
LGA53220,4,14,46,31,20,10,0,0,0,118,5,10,28,18,14,19,0,0,0,96,139,389,1434,1242,929,624,91,9,0,4859
LGA53290,30,34,74,54,72,43,10,0,0,309,22,35,45,42,46,54,17,9,0,269,413,504,1162,1263,1469,1254,368,67,4,6504
LGA53360,7,4,13,9,15,4,0,0,0,58,4,13,36,20,11,18,3,0,0,106,103,140,437,395,346,247,52,9,0,1733
LGA53430,35,45,124,110,111,87,24,5,0,542,29,47,181,165,140,112,41,9,0,735,673,1304,3594,3606,3324,2968,957,130,11,16569
LGA53570,3,4,15,13,17,10,5,0,0,65,3,14,21,20,24,24,14,3,0,124,99,152,444,437,581,540,188,44,6,2487
LGA53640,0,0,4,0,4,5,0,0,0,18,6,6,9,5,4,4,0,0,0,28,14,39,132,111,117,108,69,8,0,610
LGA53710,0,5,4,7,5,3,0,0,0,22,0,0,0,0,0,4,0,0,0,13,16,32,48,94,91,101,47,9,4,440
LGA53780,126,295,570,600,505,351,110,11,0,2565,148,373,821,867,659,465,119,18,4,3471,3184,5796,12233,14594,12076,8195,2145,167,10,58391
LGA53800,65,95,166,152,137,113,40,12,0,779,57,65,121,119,137,105,50,8,4,671,1323,1441,3290,3520,4000,3299,960,122,14,17963
LGA53920,0,0,5,8,0,8,0,0,0,16,3,0,15,12,10,8,3,0,0,50,19,79,201,168,157,119,31,0,0,786
LGA53990,40,48,123,85,94,76,21,0,0,478,46,43,114,106,100,67,34,0,4,519,973,955,2459,3037,3028,2351,607,69,9,13484
LGA54060,3,5,4,9,3,3,0,0,0,35,6,5,3,10,19,20,9,6,0,82,94,86,143,259,351,354,137,35,0,1465
LGA54130,0,0,3,0,0,3,0,0,0,10,0,0,0,0,5,4,0,0,0,12,14,44,103,132,115,122,55,0,0,589
LGA54170,177,350,604,685,655,557,194,18,0,3240,192,271,595,695,738,613,197,26,0,3327,5414,7215,13330,17936,19415,15711,4338,353,22,83741
LGA54200,86,151,283,273,255,227,75,8,0,1355,60,127,267,293,270,218,72,16,7,1320,1751,2454,5057,6472,6454,5058,1537,163,16,28979
LGA54280,57,91,169,142,141,83,21,0,0,703,49,64,142,144,134,90,32,3,0,659,888,1429,3572,3326,3029,2416,589,46,0,15298
LGA54310,33,37,111,111,74,35,6,0,0,396,25,50,151,153,101,53,7,0,0,556,597,748,2834,3167,2310,1242,230,9,0,11129
LGA54340,10,12,20,9,12,10,8,0,0,86,6,10,12,15,17,31,4,0,0,86,110,175,356,330,345,353,126,22,0,1816
LGA54410,0,0,0,0,0,5,0,0,0,4,5,0,0,0,0,4,5,0,0,16,34,24,65,80,102,120,30,13,0,472
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8,6,18,48,68,66,37,18,8,0,258
LGA54550,0,0,9,4,0,4,4,0,0,23,3,6,3,5,13,11,13,0,0,54,30,63,146,194,183,215,106,22,3,967
LGA54620,3,3,0,3,0,0,0,0,0,13,4,0,5,5,0,0,5,0,4,17,16,34,67,79,99,86,54,21,7,459
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,28,32,45,47,28,3,0,193
LGA54760,0,0,0,4,3,0,4,0,0,10,0,0,0,0,3,0,0,0,0,4,9,19,55,88,95,81,38,18,0,404
LGA54830,40,99,262,207,132,81,18,7,0,847,54,112,305,280,224,134,36,0,0,1139,1119,2011,5458,5621,4142,2473,508,38,4,21377
LGA54900,0,0,4,6,3,3,0,0,0,17,0,3,3,0,3,9,3,5,0,23,22,49,120,150,151,154,71,23,0,744
LGA54970,0,0,0,0,3,0,0,0,0,8,3,0,6,7,4,0,0,0,0,15,9,40,144,104,99,99,13,0,0,518
LGA55040,0,4,4,10,0,0,0,0,0,21,0,0,6,0,0,0,0,3,0,11,17,69,188,143,120,100,28,4,0,669
LGA55110,99,141,317,256,282,217,74,7,0,1394,111,141,301,310,325,244,97,31,7,1564,2432,3128,6385,7220,8043,6989,1763,192,15,36163
LGA55180,8,16,36,26,27,31,8,0,0,152,15,20,33,32,32,44,22,4,0,208,289,277,671,716,917,995,393,71,3,4339
LGA55250,0,0,0,0,0,4,5,0,0,10,4,4,0,4,0,0,0,0,0,19,3,41,149,81,73,83,37,6,0,483
LGA55320,111,169,322,347,324,275,122,12,0,1669,105,203,389,499,461,375,133,44,8,2221,3248,4796,8980,11058,11375,8878,3016,370,27,51746
LGA55390,0,0,3,0,0,0,3,0,0,10,0,5,0,0,0,0,0,0,0,3,4,34,60,49,48,33,14,3,0,247
LGA55460,5,11,16,15,10,3,3,0,0,65,3,4,6,0,10,13,3,3,0,49,88,118,268,259,288,285,96,18,3,1414
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,27,38,42,37,17,3,0,184
LGA55600,9,4,12,14,10,6,4,0,0,50,6,6,4,3,6,12,4,0,0,27,53,70,156,171,240,246,107,30,0,1078
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17,37,43,52,62,19,9,0,249
LGA55740,15,33,23,24,31,16,8,0,0,150,14,10,30,43,63,26,15,3,0,204,255,425,768,916,1051,708,301,61,0,4486
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,15,25,34,45,42,14,6,0,179
LGA55880,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,7,5,13,33,48,58,61,25,8,0,249
LGA55950,0,0,3,6,0,0,6,3,0,14,0,0,0,5,0,4,3,0,0,9,9,5,42,49,56,57,41,11,0,270
LGA56090,42,87,154,182,174,145,51,8,0,843,53,68,137,163,216,163,56,18,3,887,1224,1442,2771,3475,4346,3918,1120,153,6,18464
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,11,10,5,7,0,0,40
LGA56230,34,33,73,52,54,56,14,0,0,317,16,26,53,56,69,60,18,12,0,310,538,603,1216,1418,1680,1432,421,60,7,7368
LGA56300,0,0,0,0,0,8,0,0,0,8,0,0,4,3,3,8,4,3,0,25,20,8,61,123,130,164,86,18,0,617
LGA56370,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,8,7,20,77,53,68,83,34,11,0,362
LGA56460,6,12,19,19,18,18,4,0,0,104,7,7,12,8,17,16,4,4,0,74,118,171,383,382,432,437,162,28,5,2119
LGA56580,15,30,46,41,38,39,30,0,0,233,20,32,59,96,118,83,38,14,4,472,667,1048,1503,1991,2607,1965,885,173,13,10851
LGA56620,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,9,38,49,47,43,15,4,0,221
LGA56730,10,20,30,40,40,37,16,0,0,201,12,17,34,34,46,35,16,7,0,202,294,364,730,812,1002,1006,336,29,3,4577
LGA56790,5,4,0,4,3,11,3,0,0,31,4,0,4,11,11,13,13,0,0,54,50,58,150,226,280,355,151,27,0,1306
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,12,9,19,29,8,0,0,98
LGA56930,4,0,4,4,0,0,0,0,0,13,3,6,4,0,9,8,5,0,0,34,64,78,91,92,164,143,85,21,7,737
LGA57000,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,8,22,48,54,62,72,25,13,0,308
LGA57080,18,59,155,80,51,36,14,7,0,422,20,110,267,149,92,80,23,12,0,744,549,2127,6369,3582,1867,1541,535,114,4,16702
LGA57140,0,0,0,3,0,6,0,0,0,9,0,4,0,0,6,0,0,0,0,16,21,32,57,61,75,101,38,10,0,391
LGA57210,9,11,7,11,11,17,9,0,0,75,6,4,10,17,28,28,9,3,0,101,128,131,310,384,536,538,232,46,0,2308
LGA57280,20,26,73,67,47,32,7,0,0,274,22,34,75,80,69,47,10,0,0,345,379,511,2167,2095,1417,1026,178,5,0,7782
LGA57350,0,0,0,0,6,6,0,0,0,7,0,0,0,0,0,0,0,0,0,4,12,7,51,42,57,82,33,9,0,296
LGA57420,0,3,5,0,5,7,3,0,0,27,3,0,11,11,5,7,5,4,3,41,27,57,226,197,208,203,46,20,9,997
LGA57490,160,242,595,485,470,313,71,10,0,2338,179,282,659,658,605,442,98,15,6,2952,4223,5850,13358,13935,13775,9840,1890,143,11,63025
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,18,5,3,0,44
LGA57700,52,94,224,152,140,113,24,0,0,799,60,73,192,201,133,116,29,10,0,826,1048,1343,3786,3762,3213,2301,544,61,3,16059
LGA57770,0,0,10,0,0,3,0,0,0,8,0,0,5,0,7,0,0,0,0,16,15,30,121,92,87,101,25,10,0,475
LGA57840,29,87,192,122,124,91,47,12,0,700,43,90,219,205,160,122,72,17,5,929,1091,2619,5411,4714,4248,3459,1337,200,10,23079
LGA57910,181,436,1253,1015,783,589,213,43,6,4513,168,491,1400,1298,976,618,230,65,10,5258,4990,10257,30702,28172,22330,16137,4958,628,45,118218
LGA57980,11,29,42,40,35,30,15,3,0,205,11,16,88,79,68,50,19,11,0,336,365,790,2241,1938,1743,1370,599,107,6,9155
LGA58050,171,396,948,779,661,456,127,12,0,3545,188,436,926,979,799,529,148,19,8,4041,4423,7059,17730,17941,15392,11052,2667,256,24,76545
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,34,23,39,37,11,4,0,161
LGA58260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,13,33,60,49,55,18,8,0,242
LGA58330,3,9,8,10,15,16,7,0,0,70,6,10,13,7,19,27,5,0,0,99,98,96,208,288,447,563,186,22,3,1904
LGA58400,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,6,26,5,27,27,16,8,0,125
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,9,15,7,0,0,56
LGA58510,24,91,209,141,108,82,35,4,0,683,15,73,254,202,150,76,28,3,3,818,751,2207,6234,4773,3366,2319,692,55,11,20410
LGA58540,0,3,3,4,6,3,0,0,0,16,0,0,4,0,5,10,0,0,0,15,13,18,55,72,82,111,41,18,0,412
LGA58570,16,64,206,158,104,95,38,3,0,687,20,81,263,194,133,69,33,0,0,788,656,1924,6924,5322,3822,2546,731,80,3,22010
LGA58610,4,3,3,8,11,3,0,0,0,38,0,0,8,8,11,4,0,0,0,31,37,39,120,139,146,169,75,8,0,734
LGA58680,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,6,12,11,26,38,60,59,26,10,0,242
LGA58760,243,538,1258,1091,967,608,130,20,0,4851,265,562,1144,1265,1056,655,139,31,4,5115,6458,9989,22408,24629,22991,14647,3168,278,22,104601
LGA58820,7,6,9,11,6,10,4,0,0,47,6,11,10,11,15,9,4,5,0,80,110,125,244,339,411,377,117,26,0,1750
LGA58890,5,0,0,0,6,0,0,0,0,8,0,0,3,0,0,5,0,0,0,3,10,25,34,52,90,87,55,16,3,378
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,15,21,22,33,10,0,0,115
LGA59100,0,0,0,0,0,4,0,0,0,10,0,0,0,4,0,0,0,6,0,13,8,15,49,58,65,88,30,8,4,322
LGA59170,0,0,4,0,0,3,0,0,0,4,0,0,5,0,0,7,3,0,0,17,20,33,80,119,103,115,56,15,0,537
LGA59250,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,4,18,54,42,46,21,0,5,0,196
LGA59310,3,6,6,3,6,4,0,0,0,28,7,5,6,3,3,8,3,0,0,35,29,41,109,127,121,134,69,14,0,648
LGA59320,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,4,6,12,34,32,35,57,18,5,0,210
LGA59330,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,12,4,13,36,24,40,53,27,10,0,208
LGA59340,7,9,29,32,34,19,0,0,0,123,12,9,45,30,31,29,6,3,0,172,136,215,824,685,640,525,153,17,0,3198
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,13,34,17,22,12,11,0,0,120
LGA59360,0,4,0,0,0,0,0,0,0,14,0,3,3,0,6,9,7,0,0,29,6,31,119,118,151,137,41,9,4,620
LGA59370,4,0,5,10,6,13,3,0,0,47,3,3,6,7,16,17,9,4,0,68,73,63,184,249,276,390,150,23,9,1408
LGA59499,6,9,16,12,3,10,0,0,0,52,3,7,22,25,10,11,3,0,0,78,53,185,501,355,248,216,45,0,0,1614
LGA59799,0,0,0,0,0,0,0,0,0,4,0,8,6,16,5,4,3,0,0,35,5,17,62,95,59,33,5,0,0,277
LGA60210,0,5,14,14,7,12,0,0,0,59,4,3,20,18,11,20,9,4,0,79,90,133,329,445,513,604,184,32,0,2328
LGA60410,16,63,115,95,68,52,10,0,0,422,21,37,71,68,55,45,23,6,0,318,422,808,2012,1775,1692,1210,316,28,0,8256
LGA60610,16,48,111,64,69,52,14,0,0,377,12,21,56,47,52,39,16,4,7,252,586,845,1884,1676,1809,1530,364,38,3,8736
LGA60810,17,43,73,70,93,76,22,3,0,401,15,29,29,52,61,54,22,9,0,277,631,801,1772,1800,2237,2150,520,73,5,9989
LGA61010,0,0,4,0,0,4,0,0,0,16,3,4,9,0,10,4,6,0,0,42,33,73,170,187,180,226,108,21,0,989
LGA61210,13,10,25,32,26,21,13,0,0,134,3,13,21,19,33,22,9,5,6,131,205,279,739,650,751,727,234,32,8,3626
LGA61410,48,85,288,226,225,185,58,9,0,1129,23,56,164,113,115,99,33,17,6,612,1312,2282,6777,6298,6004,4925,1253,128,15,28997
LGA61510,7,24,34,38,26,20,16,0,0,169,8,14,39,36,36,33,8,0,0,169,255,425,872,962,999,861,224,24,0,4622
LGA61610,22,51,112,91,100,73,13,3,0,478,18,33,74,55,55,56,20,11,0,316,720,1001,2590,2088,2325,1944,480,59,5,11207
LGA61810,3,13,16,21,19,12,14,0,0,97,5,15,9,12,16,23,3,3,3,99,142,217,518,488,580,669,223,30,4,2874
LGA62010,5,5,0,0,0,7,0,0,0,8,0,0,0,0,0,4,4,0,0,15,22,12,47,77,75,119,75,24,0,453
LGA62210,4,13,23,15,5,5,3,0,0,76,5,8,21,24,15,18,8,0,0,101,135,185,427,454,558,559,138,21,3,2489
LGA62410,4,4,3,7,8,6,5,0,0,36,3,4,10,13,11,10,6,3,0,69,61,101,386,340,411,494,183,39,0,2015
LGA62610,17,88,327,225,144,139,33,3,0,980,28,64,247,121,141,102,27,4,4,736,944,2065,7426,4959,4051,3388,772,72,4,23678
LGA62810,19,73,237,155,149,113,54,22,0,812,20,51,215,114,78,70,31,14,0,594,1195,2640,8046,5708,5470,4063,1440,210,6,28780
LGA63010,17,28,56,62,47,54,17,0,0,286,12,21,43,53,63,54,22,11,0,279,318,513,1333,1677,1757,1573,422,65,8,7657
LGA63210,10,9,24,23,24,13,7,0,0,118,12,11,9,15,19,20,7,7,0,96,162,208,452,512,653,658,142,27,5,2815
LGA63410,3,0,6,3,0,4,3,0,0,24,0,0,3,13,3,6,3,4,0,35,26,48,158,170,146,173,102,22,0,838
LGA63610,33,42,158,143,134,94,27,4,0,656,16,24,96,95,102,65,33,9,4,442,1053,1437,3934,4369,4325,3261,948,103,9,19444
LGA63810,7,20,55,34,47,23,12,0,0,202,3,7,23,22,30,23,8,11,3,135,333,434,991,993,1218,1098,338,66,5,5479
LGA64010,48,157,332,242,238,190,66,10,0,1281,54,105,228,185,165,121,51,16,3,930,1745,3139,8019,6396,6425,5193,1393,142,20,32465
LGA64210,32,41,84,71,80,54,20,3,0,381,9,26,41,40,70,66,29,5,4,285,527,772,1825,1824,2125,1927,581,73,11,9654
LGA64610,13,26,60,47,46,39,13,0,0,245,10,22,40,37,37,37,23,9,5,212,369,502,1234,1087,1363,1285,394,72,11,6313
LGA64810,12,37,81,74,52,57,10,0,0,321,10,19,46,59,39,33,19,4,0,229,403,626,1756,1631,1508,1522,353,38,3,7839
LGA65010,7,13,31,21,32,16,3,0,0,125,8,13,25,23,26,21,8,3,0,126,132,265,552,555,666,616,178,27,0,2994
LGA65210,0,0,0,3,3,3,0,0,0,19,3,3,4,5,5,8,8,0,3,41,39,46,113,160,185,291,94,16,3,939
LGA65410,14,29,45,50,49,37,7,0,0,233,6,13,23,26,28,33,17,6,0,148,318,484,988,1131,1256,1273,330,48,3,5836
LGA65610,5,10,29,9,5,9,0,0,0,61,3,8,3,5,13,10,0,3,0,44,72,112,351,275,349,318,99,13,0,1588
LGA65810,27,38,92,83,104,97,24,0,0,467,18,30,50,54,72,55,18,8,0,311,734,843,2088,2244,2624,2249,629,92,5,11506
LGA69499,0,4,0,0,12,0,0,0,0,10,0,0,8,5,3,0,0,0,0,18,12,33,79,69,63,42,9,0,0,309
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12
LGA70200,35,44,157,154,109,103,33,5,0,636,24,29,154,123,85,58,30,4,0,515,659,855,3743,3092,2531,2148,643,56,0,13726
LGA70420,3,3,10,9,11,4,0,0,0,41,3,14,12,6,8,8,3,0,0,57,97,209,482,364,324,310,97,18,0,1904
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,0,0,0,17
LGA70620,0,0,7,3,0,4,0,0,0,12,0,0,9,4,7,4,0,0,0,22,14,62,186,158,157,123,26,8,0,744
LGA70700,0,0,0,0,0,0,6,0,0,9,0,3,5,0,0,11,0,0,0,28,12,23,69,61,94,120,52,5,0,435
LGA71000,79,114,419,388,283,223,74,5,0,1586,75,191,485,377,261,195,65,15,8,1683,1741,3638,12624,10227,8108,5824,1785,174,18,44133
LGA71150,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,16,83,40,33,29,6,0,0,209
LGA71300,0,10,7,13,15,7,5,0,0,58,8,20,30,21,16,9,0,0,0,110,47,138,345,362,287,231,70,10,0,1498
LGA72200,5,15,38,33,32,34,16,0,0,176,12,19,72,23,32,28,9,0,0,197,196,427,1314,954,777,615,183,24,5,4486
LGA72300,38,53,104,90,123,78,23,3,0,507,41,63,98,111,140,95,35,6,0,575,706,981,1916,2170,2565,1878,509,53,0,10776
LGA72330,0,3,6,12,6,0,0,0,0,27,5,4,3,4,4,8,0,0,0,30,35,90,309,268,233,168,44,5,0,1155
LGA72800,43,93,251,197,118,83,19,0,0,802,44,92,263,199,139,81,22,7,0,845,1088,1893,5299,4838,3614,2068,429,33,0,19262
LGA73600,0,0,17,13,18,6,3,0,0,56,4,8,14,8,11,7,5,0,0,61,44,139,320,305,266,211,67,0,0,1367
LGA74050,0,0,3,5,11,3,0,0,0,24,3,3,4,4,0,3,0,0,0,19,15,33,106,110,104,69,13,0,0,462
LGA74550,5,0,9,4,3,4,4,0,0,27,7,5,8,0,6,3,0,0,0,29,61,118,232,142,139,106,32,7,0,836
LGA74560,0,0,0,0,3,0,0,0,0,8,0,0,0,5,4,0,0,0,0,3,8,3,4,34,59,59,16,3,0,186
LGA74660,0,3,10,16,7,8,4,0,0,46,11,8,15,16,15,0,7,0,0,66,59,142,417,317,278,205,42,3,0,1463
LGA74680,0,4,23,16,6,14,4,0,0,56,5,7,12,7,4,3,3,0,0,42,11,44,144,107,95,53,20,0,0,470
LGA79399,3,3,19,26,16,10,0,0,0,86,3,11,30,40,25,8,4,0,0,122,157,239,772,871,716,466,106,7,0,3334
LGA79499,0,0,0,0,0,0,0,0,0,11,0,0,13,12,5,7,0,0,0,39,13,34,175,126,84,53,22,0,0,500
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,7,0,5,16,10,10,9,0,0,0,56
LGA89399,464,946,1779,1497,1272,803,293,39,0,7097,209,568,1574,1122,753,413,131,30,14,4827,12850,26280,64941,59743,47644,28573,7416,871,80,248388
LGA89499,0,0,3,3,4,0,0,0,0,11,0,0,3,0,0,0,0,0,0,6,22,36,59,38,32,23,3,0,0,216
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,0,0,5,6,6,14,4,3,0,37,3,3,6,12,8,10,7,4,0,52,79,77,138,209,249,306,131,39,4,1231
LGA99499,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
