LGA_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
LGA23940,113,2791,71,3143,0,0,0,15,0,12,13,0,0,29,0,41,5,0,0,0,0,16,58,8,8,19,0,95,269,142,94,2463,76,3040,64,0,4,0,4,68,12,0,0,14,0,25,65,12,6,181,4,271,17,5,5,12,0,46,16,5,0,13,0,34,23,0,0,0,0,24,53,26,13,645,13,753,30,15,3,64,0,118,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,10,21,4,0,11,4,34,11,3,0,0,0,10,15,3,3,7,0,26,5,3,0,3,0,12,4,0,0,0,0,4,0,0,0,0,0,3,83,53,40,708,18,907,0,0,0,0,0,0,16,0,0,0,0,16,5,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,0,34,78,16,12,54,3,164,16,4,6,94,730,849,761,279,188,5400,889,7512,25,160,130,2692
LGA24130,1285,15045,267,18701,0,0,9,20,0,28,211,15,28,106,10,367,139,33,13,49,3,232,380,127,89,233,11,840,3161,1683,1209,12573,253,18870,101,0,12,4,0,117,91,19,8,143,3,263,549,226,121,1269,43,2211,166,37,39,127,5,375,85,17,7,27,0,146,128,21,12,13,5,184,733,491,301,5247,102,6866,714,222,101,868,29,1928,8,0,0,0,0,11,30,12,6,26,0,71,51,4,7,29,0,89,435,112,61,283,7,909,49,15,11,20,3,93,149,80,61,28,5,332,222,47,28,133,6,434,59,9,11,24,0,100,15,6,3,0,0,27,844,441,317,3883,73,5549,41,8,3,17,0,68,97,15,13,15,0,146,66,12,3,42,0,132,57,19,12,11,0,96,28,3,8,0,0,40,149,34,24,146,3,362,1040,305,227,499,26,2093,50,24,22,341,2728,3161,7984,3394,2335,29024,3352,46103,319,2269,1615,16277
LGA24210,2040,15598,286,21456,0,7,4,28,0,39,25147,272,475,301,161,26349,569,69,47,144,9,838,693,198,97,291,10,1286,5229,2350,1706,14945,311,24540,487,19,80,8,8,602,253,29,26,140,5,452,1029,257,186,1344,26,2835,6193,761,436,2120,86,9595,280,22,15,60,5,379,2705,87,94,44,18,2941,1018,607,395,5770,87,7879,6847,1152,529,3500,136,12157,969,0,12,3,3,989,773,93,86,115,9,1078,618,60,47,152,7,883,418,84,55,169,8,733,65,17,6,0,0,84,292,82,79,33,0,486,511,70,66,104,10,759,220,18,26,37,0,312,20,4,3,0,0,28,1118,577,453,4615,64,6828,210,35,9,35,7,289,638,40,28,17,3,725,253,22,19,66,4,366,692,46,41,22,9,808,884,16,41,5,3,957,175,33,22,208,3,441,10623,702,661,995,104,13082,392,33,24,306,4187,4945,63780,6384,4739,36025,5326,116260,1583,2666,2189,14701
LGA24250,238,2813,63,3428,0,0,0,12,0,11,76,0,0,7,0,84,4,0,0,7,0,10,75,39,17,51,0,187,461,296,233,2521,62,3577,9,0,3,0,0,8,20,0,4,24,0,55,143,43,25,228,4,441,17,7,0,18,0,47,11,3,4,5,0,22,20,0,0,0,0,21,92,71,45,1032,22,1257,50,28,19,110,3,202,3,0,0,0,0,7,0,5,0,10,0,9,0,3,0,0,0,6,12,6,3,10,0,26,12,0,0,0,0,16,16,19,10,0,0,46,34,3,0,16,0,59,6,5,0,13,0,18,0,0,0,0,0,0,122,78,63,774,14,1055,0,0,0,0,0,6,5,3,0,0,0,10,4,0,0,10,0,19,3,0,0,0,0,5,0,0,0,0,0,0,18,8,3,29,0,53,186,53,28,98,6,370,20,5,0,78,592,695,1188,564,420,5682,735,8589,41,370,317,3192
LGA24330,1624,10463,205,15314,29,17,4,72,0,116,7251,111,183,169,67,7785,680,76,38,121,15,926,318,140,107,246,9,818,4280,1919,1393,10138,212,17936,1269,22,117,27,15,1445,212,49,34,143,4,439,626,257,161,1176,22,2244,1730,213,114,468,39,2566,128,41,17,41,0,223,3495,55,52,35,22,3659,1235,686,460,5324,65,7763,2185,511,272,1288,58,4309,235,4,5,8,0,253,247,34,22,48,4,355,768,53,51,116,8,995,451,134,81,248,7,913,234,29,23,8,3,299,482,112,92,35,4,728,479,106,61,174,5,832,160,15,14,41,0,228,96,3,7,0,13,117,1075,533,391,3435,47,5486,458,27,19,52,9,564,113,23,12,12,0,159,454,20,22,47,4,550,370,20,12,16,7,422,9486,65,148,71,92,9861,133,53,41,190,6,422,10095,708,553,743,148,12237,580,39,25,198,5472,6315,43962,4806,3553,23596,6364,82285,1304,2671,2166,11411
LGA24410,3192,28555,488,37476,0,5,7,78,3,102,5923,98,179,214,44,6457,287,71,24,91,3,469,1422,447,263,907,18,3066,7626,4109,3013,26105,472,41324,646,18,95,16,6,784,257,65,52,230,3,612,1390,501,336,2646,53,4921,714,197,94,474,16,1500,328,43,25,85,7,489,2481,80,53,41,10,2662,1585,999,614,9301,125,12617,1736,696,275,2072,55,4834,302,6,6,6,0,327,149,34,15,52,0,259,104,18,11,83,0,219,281,124,58,169,12,637,157,24,17,16,3,217,409,191,156,68,5,824,542,82,79,208,7,914,190,22,27,69,0,314,40,11,3,0,0,60,1923,1018,724,7570,112,11347,161,27,4,29,3,223,488,62,65,29,3,647,259,28,23,87,4,397,638,65,53,67,5,821,477,6,37,4,13,537,275,100,47,324,3,750,8002,872,588,1261,79,10797,308,46,46,484,4190,5070,34016,8408,5908,56636,5405,110372,915,4830,3437,28375
LGA24600,1990,11104,204,16362,7,9,0,74,3,93,37270,200,324,191,211,38194,343,53,37,61,9,499,574,200,125,366,14,1282,7045,2256,1772,12241,289,23600,1199,11,112,10,8,1341,742,65,50,162,5,1023,1276,276,228,1472,41,3284,781,198,110,316,17,1412,197,34,22,74,0,330,6919,45,47,32,41,7082,2042,734,516,6667,116,10070,2717,571,298,1346,33,4965,3125,9,21,13,22,3194,245,45,27,64,0,382,198,19,31,49,3,302,258,81,46,136,3,528,270,8,15,11,4,304,696,103,79,36,3,921,587,87,71,204,3,946,486,39,27,63,3,620,65,10,0,8,0,78,1778,635,530,4610,80,7637,297,15,16,30,5,367,236,19,22,12,0,292,865,30,26,43,12,972,734,29,28,23,3,819,2208,18,59,22,34,2344,202,54,34,201,4,490,18762,711,790,869,230,21356,578,29,28,196,15076,15904,83434,5212,4317,26819,16187,135964,1234,3133,2855,13366
LGA24650,2637,23638,512,32663,12,5,6,130,4,152,3579,77,112,139,37,3941,1659,227,119,479,11,2491,591,224,120,398,4,1334,6591,2784,2170,18372,515,30432,5069,98,290,50,28,5539,278,37,26,153,9,497,1094,336,240,1822,38,3531,1622,381,201,1065,39,3314,291,39,39,90,9,465,6521,133,73,66,38,6835,1252,683,420,5697,104,8162,3761,1109,594,3417,94,8976,184,5,3,0,0,189,745,167,66,157,10,1136,2271,322,197,611,40,3440,5205,1130,737,3123,75,10277,638,64,46,30,12,783,552,140,95,56,10,850,1023,163,108,348,12,1659,194,22,28,50,3,289,1183,52,17,5,26,1290,1489,611,477,4188,92,6853,999,82,61,126,15,1289,237,26,13,11,0,287,1084,91,59,80,11,1323,1288,52,24,30,9,1401,2702,69,88,24,27,2912,155,35,32,171,6,399,18290,1370,1005,1364,207,22238,987,99,67,528,8073,9752,63735,8941,6223,46857,9685,135443,4253,4613,3023,25191
LGA24780,715,18444,509,21063,0,18,6,212,10,242,470,11,13,86,6,591,161,29,7,113,4,310,182,59,40,148,7,432,1490,1019,704,16612,481,20302,240,8,47,6,3,310,47,7,6,133,0,191,255,110,67,2462,45,2941,319,77,30,235,11,670,99,20,9,35,7,169,417,9,10,4,5,444,226,210,129,4322,94,4981,1457,344,168,1882,89,3938,67,0,0,6,0,66,13,5,9,8,0,30,9,0,0,5,0,18,26,24,6,51,0,110,60,13,27,36,0,140,98,37,46,29,0,208,78,31,18,90,0,213,18,5,3,14,0,40,86,4,7,0,4,104,378,266,158,4249,94,5141,26,3,0,8,0,38,65,5,9,7,0,82,36,6,3,31,0,78,59,3,3,3,0,67,162,0,4,0,3,169,54,18,13,148,0,236,2441,254,177,456,58,3380,148,22,24,512,4022,4732,8232,2317,1491,36647,5187,53878,437,1191,782,18295
LGA24850,921,14090,291,16969,0,9,0,60,0,75,358,7,16,78,6,467,105,23,13,52,0,190,277,96,52,232,8,659,1926,1153,847,10944,288,15154,229,5,40,10,6,287,54,11,3,86,5,163,363,147,97,1017,35,1660,158,68,23,168,14,432,61,13,9,33,0,114,349,19,18,25,4,412,479,331,250,3887,83,5023,755,252,122,951,34,2118,21,0,0,0,5,18,65,13,9,22,7,111,122,31,20,62,0,234,371,104,51,295,15,830,62,14,14,11,0,100,97,40,28,34,7,207,145,28,15,88,4,280,26,4,6,19,0,57,51,0,0,0,0,62,452,304,215,2868,70,3913,16,3,0,5,0,27,58,0,13,6,0,80,63,3,12,30,0,119,93,7,3,6,0,111,33,0,7,0,0,38,60,16,16,95,0,186,1273,270,171,430,28,2183,75,29,11,362,2964,3441,6965,2600,1778,25900,3668,40916,437,1797,1199,15490
LGA24900,450,10695,263,12239,5,3,0,42,0,49,112,4,0,35,4,155,34,8,0,3,3,55,221,54,32,113,0,422,1146,676,483,9231,252,11792,128,0,21,0,10,158,21,4,0,61,0,87,167,52,36,728,21,1007,31,14,0,24,0,81,21,7,0,5,0,27,172,5,0,9,0,187,213,149,84,3246,54,3746,492,148,46,673,30,1385,0,0,0,0,0,0,4,0,0,10,0,15,9,0,0,6,0,19,46,13,9,34,0,97,61,9,3,11,0,85,114,35,17,23,0,190,43,12,8,19,7,85,10,0,0,8,3,25,0,0,0,0,0,0,329,184,108,2352,54,3022,14,0,0,9,0,15,13,0,4,3,0,29,26,0,0,16,0,44,11,4,0,0,0,16,0,0,0,0,0,0,41,9,4,52,0,112,544,60,72,237,13,933,72,13,13,413,1960,2470,3535,1317,852,20867,2540,29108,164,770,486,10932
LGA24970,2997,19951,423,28614,0,8,3,65,0,77,42696,257,550,283,206,43993,687,65,35,128,9,925,1047,235,122,432,21,1855,7875,3194,2366,19168,408,33017,1316,35,147,16,15,1539,636,70,50,190,7,958,1521,380,242,1749,38,3930,8716,925,546,2562,113,12858,579,83,57,127,7,847,11948,107,112,68,54,12292,1796,942,596,7993,138,11455,5265,920,464,2601,121,9362,2448,4,58,4,4,2519,377,65,40,76,3,558,232,27,16,37,0,312,350,98,48,181,11,687,189,21,17,15,10,261,502,159,103,70,5,831,1240,97,92,168,14,1607,835,34,45,61,9,983,86,14,7,0,3,114,1806,850,631,5933,85,9307,520,40,21,60,5,648,506,70,41,14,3,634,488,35,44,72,3,637,5849,123,90,82,29,6178,3311,66,88,30,23,3521,213,52,39,245,3,560,19939,1021,1077,1282,173,23492,796,53,46,346,7797,9043,113940,8263,6392,44596,9428,182617,2373,3849,3257,18421
LGA25060,2321,20081,300,26926,6,10,3,84,0,102,5020,114,179,211,64,5586,1245,171,105,371,12,1904,476,190,131,347,12,1147,4485,2602,1849,18261,326,27525,770,24,109,11,8,928,282,45,33,189,5,564,892,309,220,1730,33,3181,3527,546,222,1445,54,5789,201,43,22,65,0,321,3173,102,69,64,16,3421,1678,993,644,10331,131,13783,10847,1846,931,5634,213,19472,286,0,8,9,0,313,658,103,65,208,10,1048,573,86,45,185,5,890,1559,297,202,757,25,2844,137,21,16,23,0,198,412,110,122,31,5,676,750,120,114,286,11,1289,212,29,28,53,0,327,67,4,3,3,0,80,1266,690,522,5718,76,8277,336,45,31,55,6,471,145,44,26,8,0,219,554,53,39,95,3,742,545,43,40,22,3,653,2814,46,89,22,39,3006,139,57,40,274,5,505,10811,979,815,1265,184,14062,506,47,32,348,6327,7262,48898,7857,5353,46969,7594,116674,1462,3630,2686,20311
LGA25150,796,10310,191,12691,0,9,0,59,0,68,112,5,13,55,3,189,143,13,8,60,3,229,313,109,65,170,12,674,1929,1056,778,8575,200,12538,73,10,7,0,0,96,44,12,3,64,0,124,358,151,71,827,20,1427,119,42,16,87,3,268,85,7,7,24,3,125,187,10,12,17,0,226,442,259,202,3656,63,4627,368,147,57,604,15,1196,3,0,0,0,0,9,28,8,6,14,0,51,53,14,4,21,0,89,468,117,96,376,16,1075,61,4,14,3,0,81,132,51,65,28,0,275,158,45,32,108,3,345,31,5,0,15,0,56,37,4,0,0,0,41,527,277,198,2512,54,3567,66,20,10,12,0,111,57,8,4,4,0,73,61,14,5,29,0,114,25,7,0,0,0,38,51,5,3,0,0,63,72,16,16,66,0,174,825,202,142,350,16,1526,57,21,19,245,1756,2105,5704,2247,1533,20104,2227,31820,294,1524,1049,11769
LGA25250,3297,22222,475,32516,8,16,8,153,3,188,5556,156,211,260,54,6244,828,118,69,201,9,1231,617,313,208,514,13,1661,7429,3949,2798,21089,474,35734,1327,34,184,27,20,1597,504,86,79,271,11,944,1378,429,293,2207,43,4351,6542,798,353,1962,229,9888,239,65,44,83,4,428,5238,149,83,53,41,5568,2300,1469,990,11872,180,16817,15345,2355,1179,6089,414,25379,319,4,16,6,0,347,4974,890,431,577,107,6976,375,67,37,141,10,626,1676,260,208,642,30,2810,319,44,27,17,6,413,809,141,124,75,17,1174,934,171,89,316,16,1528,296,47,34,101,12,490,244,28,5,0,3,283,2034,992,804,7141,116,11085,345,47,33,37,7,478,183,53,32,19,0,284,724,70,70,122,3,991,1001,67,62,48,4,1191,1540,39,72,22,14,1686,258,84,61,366,6,779,23276,1750,1297,1808,212,28335,858,99,69,520,8780,10327,78813,11891,7911,53089,10861,162564,2696,5702,4301,23753
LGA25340,4778,44886,940,58065,0,6,12,122,3,142,809,79,75,255,12,1228,450,61,30,124,4,673,1800,536,344,1001,29,3709,16676,6582,4969,41059,1070,70356,415,19,93,10,4,540,405,82,70,501,12,1067,1797,584,439,3402,77,6297,1277,210,93,521,25,2128,281,71,37,88,4,485,442,50,51,59,12,618,3118,1446,972,13629,279,19447,2645,752,335,2496,92,6313,34,0,4,5,0,44,90,29,9,71,0,200,116,16,7,32,5,182,425,84,48,201,4,756,250,83,49,38,8,427,625,323,213,92,5,1260,581,105,80,234,7,1008,211,30,24,63,3,340,41,9,6,3,0,69,3878,1691,1228,11281,243,18314,125,18,5,24,0,172,425,87,44,34,4,592,229,30,27,137,5,425,163,43,37,57,0,306,97,4,9,0,0,106,647,134,84,462,13,1346,4180,1115,804,1579,89,7761,322,87,71,956,7986,9420,35341,12293,8773,88339,10251,154996,1174,7489,5712,48071
LGA25430,366,5909,132,7073,0,0,0,23,0,22,83,10,3,41,0,141,14,0,0,3,0,25,164,44,17,74,4,309,1024,609,412,5610,146,7806,29,0,8,0,0,40,35,5,3,47,0,92,164,55,43,537,12,807,50,14,3,22,4,95,32,12,5,9,0,65,38,5,0,5,0,50,227,169,109,2146,37,2692,109,73,22,313,14,527,0,0,0,0,0,0,9,0,0,6,0,13,3,0,0,3,0,8,35,21,8,27,0,86,13,6,3,9,0,27,53,32,21,7,4,121,70,6,7,36,0,117,20,4,0,10,0,33,6,0,4,0,0,9,256,179,111,1799,40,2379,12,0,0,0,0,17,7,4,5,4,0,17,12,3,0,10,0,30,11,0,0,6,0,20,6,0,0,0,0,9,57,28,6,77,0,168,425,109,81,239,7,863,25,13,12,184,2026,2260,2401,1165,739,12121,2325,18762,69,715,487,5933
LGA25490,278,6259,108,7001,0,6,0,25,0,27,36,0,5,20,0,60,7,0,0,3,0,13,122,54,31,86,6,300,630,294,250,5039,137,6356,75,0,9,0,0,80,22,5,5,47,5,81,59,35,25,535,6,656,13,3,0,12,0,40,8,0,0,8,0,13,12,0,0,6,0,19,152,94,65,2816,46,3179,39,13,3,108,4,167,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,3,21,7,0,6,0,28,55,7,9,3,0,75,79,20,25,13,0,136,17,0,4,16,0,38,8,0,0,6,0,13,0,0,0,0,0,0,167,87,71,1841,45,2204,4,0,0,0,0,6,25,3,10,0,0,37,14,0,0,4,0,25,13,0,0,0,0,13,4,0,0,0,0,4,22,9,4,41,0,79,148,49,41,102,6,345,17,4,0,187,1135,1349,1423,611,494,12550,1418,16499,49,444,330,6332
LGA25620,340,4644,99,5602,0,0,0,23,0,29,49,3,0,22,0,67,18,3,0,18,0,46,167,51,26,62,10,312,833,464,327,4021,107,5756,22,0,8,0,6,39,19,8,0,44,0,75,164,59,17,331,6,583,60,16,3,29,0,120,22,8,0,5,0,42,38,7,0,0,0,46,158,119,66,1346,24,1714,123,43,14,184,3,369,6,0,0,0,0,6,3,0,0,3,0,15,20,0,0,4,0,23,29,9,9,21,0,71,17,5,0,0,0,23,33,20,19,14,0,88,37,5,8,16,3,67,13,0,0,9,0,25,5,0,0,0,0,7,198,111,95,1159,33,1591,4,4,0,0,0,8,21,7,3,0,0,39,13,3,5,5,0,32,10,4,0,4,0,16,4,0,0,4,0,6,37,4,4,39,0,87,273,68,46,130,3,515,21,12,4,142,1050,1226,2017,878,613,8955,1266,13730,92,554,398,4790
LGA25710,1782,17343,224,22107,0,0,0,28,0,31,928,45,68,162,4,1208,265,51,35,101,0,450,528,192,87,315,15,1146,4274,2289,1614,15768,249,24194,122,7,31,6,0,178,168,30,22,169,5,391,716,216,160,1582,21,2686,703,194,84,493,10,1476,109,35,13,46,0,205,369,24,26,14,0,431,1050,625,430,6494,74,8682,2118,578,291,2037,49,5070,26,3,4,0,0,35,99,17,11,30,0,154,354,67,49,141,0,610,327,106,74,292,4,796,52,5,11,8,0,73,191,98,77,40,0,409,282,47,43,102,4,479,101,17,21,43,0,175,4,0,3,0,0,8,1038,613,404,4776,65,6896,113,18,8,27,0,168,224,31,39,14,0,306,98,13,9,42,0,153,151,24,19,36,0,232,102,9,12,5,0,121,141,54,24,225,4,449,2320,498,426,813,33,4087,90,30,17,264,2315,2722,14271,4903,3387,35829,2882,61274,378,2714,1979,17580
LGA25810,184,4330,105,4898,0,0,0,13,4,16,54,3,0,9,0,73,11,3,0,3,0,22,81,41,17,41,0,182,375,233,181,4051,88,4937,43,3,7,0,3,58,14,3,0,28,0,47,57,18,10,462,7,560,16,0,0,4,0,26,15,0,0,4,0,17,42,4,0,4,0,47,62,39,31,1064,23,1216,19,4,9,116,5,153,7,4,0,0,0,10,0,0,0,4,0,9,0,0,0,0,0,0,5,10,3,4,0,24,11,0,0,4,0,14,17,12,0,8,4,38,17,6,0,11,0,37,5,0,0,0,0,9,0,0,0,0,0,0,75,68,50,1074,23,1284,4,0,0,0,0,5,22,0,0,0,0,22,9,5,0,6,0,21,11,0,0,0,0,16,8,0,0,0,0,7,12,3,3,47,0,67,213,24,35,95,0,365,12,0,3,152,691,863,1042,443,328,8727,898,11436,53,249,186,4387
LGA25900,2520,15564,246,22438,5,9,0,63,0,70,4042,113,175,217,33,4577,393,86,39,106,11,631,755,272,171,352,16,1553,8703,3289,2339,17380,322,32032,534,10,71,8,3,624,888,101,63,300,10,1359,1575,417,268,2018,41,4318,2644,382,162,787,32,3995,401,82,41,99,9,634,2406,74,42,36,4,2563,3365,1032,752,9021,129,14297,2442,649,304,1618,42,5054,302,6,11,17,0,332,172,36,12,72,0,291,192,31,11,52,0,290,303,96,74,149,4,620,301,34,17,23,9,384,773,158,134,44,3,1111,1200,240,160,389,21,2017,1081,60,77,111,19,1345,72,5,12,0,0,91,2505,895,658,6091,101,10242,277,33,10,34,0,356,403,53,23,20,4,497,549,39,24,62,3,676,320,43,30,32,0,424,486,5,27,14,6,537,315,66,50,310,4,750,9658,1134,896,1357,105,13156,328,60,36,256,9814,10491,39344,7561,5303,37964,10695,100863,897,3826,3067,15325
LGA25990,134,2413,74,2820,3,0,0,7,0,11,21,4,0,12,0,33,10,0,0,0,0,12,56,18,12,43,3,138,376,163,153,2243,57,2996,10,0,6,0,0,10,7,5,0,14,3,31,48,15,3,146,0,218,13,9,0,4,0,18,10,0,0,4,0,14,6,10,0,0,0,13,61,43,22,768,17,907,37,4,10,76,0,127,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,25,9,0,19,0,57,9,0,0,0,0,9,8,3,5,3,0,24,16,4,0,7,0,23,0,0,0,4,0,4,0,0,0,0,0,0,75,44,48,679,6,850,3,0,0,4,0,4,6,4,0,4,0,11,8,0,0,0,0,11,0,0,0,0,0,4,11,0,0,0,0,11,14,3,4,21,0,39,110,15,26,35,0,188,3,0,4,99,877,984,786,306,248,4882,1018,7240,28,214,166,2588
LGA26080,65,778,21,971,0,0,0,0,0,0,10,0,0,4,0,14,8,0,0,0,0,6,26,5,4,0,0,36,158,92,77,991,27,1343,0,0,0,0,0,0,0,0,0,3,0,7,12,4,0,75,4,106,3,4,0,3,0,12,3,0,0,0,0,3,4,0,0,0,0,4,34,38,12,445,3,530,19,5,4,24,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,11,3,0,0,0,15,9,0,4,0,0,18,3,0,0,3,0,5,0,0,4,0,0,4,48,36,23,358,0,466,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,14,53,7,12,28,0,105,0,3,0,16,224,245,345,183,125,1930,270,2854,13,123,72,904
