LGA_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
LGA54200,5544,6657,1936,173,14312,3011,477,699,18495,182,58,60,3,307,378,5,30,722,29,35,7,3,68,9,0,3,77,212,90,64,4,378,382,12,32,804,53,8,13,0,71,133,6,5,219,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,10,..,..,..,..,..,..,..,..,..,4,0,0,0,0,0,0,0,4,54,9,16,0,81,142,3,7,237,27,0,0,0,30,34,0,56,121,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,0,0,5,26,3,4,0,32,38,0,61,137,5,0,0,0,5,0,0,0,5,5841,6757,2023,180,14804,3580,492,807,19679,5672,7097,2057,198,15031,3383,458,854,19727,222,80,75,8,389,546,26,70,1030,10,4,5,0,21,23,4,4,55,235,84,78,8,411,570,31,77,1087,5,0,0,0,6,38,0,0,45,0,0,0,0,0,0,0,0,0,0,0
LGA54280,2140,3225,789,91,6249,1401,350,849,8849,185,182,98,13,471,333,48,190,1051,20,13,17,3,49,26,11,27,108,205,194,108,12,519,359,55,221,1160,144,105,62,7,315,260,48,152,777,0,0,3,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,144,107,60,7,320,262,48,159,791,65,19,3,0,85,155,6,174,421,0,0,0,0,4,0,0,79,80,7,3,0,0,12,0,3,5,20,70,15,6,0,99,160,10,258,528,10,8,6,0,14,13,0,9,38,2568,3549,967,115,7204,2202,467,1491,11370,2026,3255,773,86,6141,1516,316,690,8665,306,248,146,13,710,590,59,215,1585,42,38,21,3,109,66,14,51,240,348,293,160,22,821,662,76,270,1818,36,14,11,3,64,117,15,37,236,0,0,0,0,0,0,0,0,0,0,0
LGA54310,1017,2009,294,43,3360,440,187,976,4967,173,138,46,8,373,209,38,279,895,16,7,0,0,27,12,7,43,85,191,145,49,8,392,226,40,318,975,61,27,9,0,100,119,4,178,409,12,5,0,0,17,13,5,10,46,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,69,35,9,4,116,135,11,189,451,166,43,9,0,221,101,10,546,877,3,0,0,0,3,3,0,48,52,0,4,0,0,4,0,0,3,15,175,50,9,0,224,106,14,597,943,9,6,0,0,13,8,0,36,62,1459,2240,357,48,4112,921,258,2119,7406,1267,2474,388,51,4185,742,183,670,5787,149,110,74,15,348,274,25,128,780,13,10,8,0,33,30,0,23,85,168,117,78,15,383,305,25,153,861,39,15,5,0,59,71,0,77,214,0,0,0,0,0,20,0,4,29,16,0
LGA54340,396,429,148,18,995,359,35,56,1448,8,14,0,0,20,15,7,0,37,0,0,0,0,0,0,0,0,0,8,14,0,0,20,15,7,0,37,8,14,0,0,29,38,5,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,14,0,0,29,38,5,5,75,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,5,0,0,6,0,0,3,15,0,0,0,0,0,0,0,0,0,420,463,150,18,1052,419,44,63,1575,394,352,128,20,893,326,53,165,1443,21,12,12,4,47,46,8,22,113,0,0,0,0,0,0,0,0,0,21,12,12,4,47,46,8,22,113,0,0,0,0,5,10,4,7,23,0,0,0,0,0,0,0,0,0,0,0
LGA54410,135,126,32,4,298,101,7,8,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,17,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,3,5,9,17,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,141,130,35,4,309,120,7,6,451,148,113,40,5,299,106,7,45,460,0,0,0,0,9,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,66,69,6,0,146,39,3,7,197,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,74,71,6,0,150,47,3,8,213,48,73,6,0,129,48,0,32,206,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA54550,249,218,61,6,533,155,17,13,716,0,3,3,0,8,9,0,0,16,0,0,0,0,0,0,0,0,0,0,3,3,0,8,9,0,0,16,0,0,0,0,4,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,20,0,0,0,0,0,8,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,18,0,0,0,0,0,0,0,0,0,254,222,68,8,544,188,17,18,765,247,203,49,3,507,185,5,53,756,0,0,0,0,9,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,12,0,0,0,0,4,22,0,4,28,0,0,0,0,0,0,0,0,0,0,0
LGA54620,115,92,20,3,228,78,0,7,314,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,17,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,5,0,0,0,3,0,0,13,18,0,0,0,0,0,0,0,0,0,122,96,19,3,231,97,4,27,362,94,89,21,3,204,71,8,23,310,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,5,9,4,0,17,0,0,0,0,0,0,0,0,0,0,0
LGA54690,54,53,14,0,118,54,8,7,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,53,14,0,118,54,8,7,187,55,44,17,0,116,47,0,15,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,106,106,11,4,223,76,4,4,311,3,0,0,0,3,7,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,8,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,110,106,16,4,229,87,8,7,335,107,80,9,0,198,78,0,29,304,4,0,4,0,4,8,4,3,21,0,0,0,0,0,0,0,0,0,4,0,4,0,4,8,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,2376,3202,1302,119,7003,1775,302,570,9651,79,115,44,5,242,158,18,29,443,12,10,9,3,30,16,3,8,67,91,128,56,4,279,178,24,39,510,26,8,29,4,63,145,8,23,237,32,26,29,6,82,95,12,27,220,4,0,0,0,4,8,0,0,8,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,63,30,57,6,153,247,24,53,468,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,14,0,0,0,0,0,6,0,0,4,2532,3365,1417,131,7438,2213,343,660,10650,2940,4425,1632,161,9165,2121,367,742,12389,140,94,59,14,300,255,17,47,615,17,23,26,5,65,51,5,12,128,160,111,84,12,367,304,16,53,746,48,16,33,3,99,190,18,64,375,31,17,13,0,63,65,11,34,167,0,0
LGA54900,181,147,24,4,349,137,3,21,513,3,3,0,0,10,22,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,7,22,0,0,32,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,3,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,3,6,0,12,26,0,0,0,0,0,0,0,0,0,186,152,24,6,365,173,3,31,574,131,137,24,0,290,135,13,46,484,0,0,0,0,3,12,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,38,43,23,4,107,45,8,18,183,0,0,0,0,5,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,8,6,0,3,0,6,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,6,0,3,0,6,7,0,0,18,8,0,0,0,8,14,0,30,50,0,0,0,0,0,0,0,4,9,5,0,0,0,5,0,0,0,7,11,0,0,0,11,15,0,38,56,0,0,0,0,0,0,0,11,15,53,44,25,4,125,72,8,75,285,42,38,24,0,110,45,0,39,198,0,0,0,0,0,4,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,87,139,25,0,252,68,8,73,393,6,5,0,0,10,16,0,12,34,0,0,0,0,0,0,0,0,0,6,5,0,0,10,16,0,12,34,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,8,0,0,0,8,15,0,51,81,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,11,0,0,0,11,18,0,60,87,0,0,0,0,0,4,0,3,8,97,142,29,0,272,109,8,149,540,66,81,33,4,181,74,3,73,328,0,0,0,0,0,16,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55110,7321,6633,2619,181,16754,4173,569,968,22465,749,136,227,8,1117,1339,93,93,2647,217,64,53,5,341,189,32,69,636,968,197,284,17,1464,1531,124,161,3282,357,72,116,13,554,631,39,85,1315,52,20,4,0,77,36,13,37,162,61,21,14,0,100,48,8,40,198,..,..,..,..,..,..,..,..,..,3,0,0,0,0,3,0,0,8,472,113,133,13,734,721,69,161,1678,98,4,18,5,120,180,3,29,335,0,4,0,0,4,0,0,35,38,0,3,3,0,5,0,0,0,4,103,14,18,5,131,181,3,62,377,12,3,0,0,13,0,0,0,13,8865,6963,3054,205,19098,6596,761,1357,27815,8196,7783,3016,206,19192,5010,678,1303,26181,910,197,268,16,1386,1623,83,204,3304,303,136,118,11,561,344,45,76,1030,1217,332,389,19,1952,1966,132,278,4332,267,19,33,4,329,516,20,74,938,66,12,13,0,90,44,4,12,153,103,39
LGA55180,1079,980,330,22,2412,781,64,144,3396,0,0,6,0,10,16,0,0,25,0,0,0,0,0,0,0,0,0,4,0,6,0,15,16,0,0,27,24,5,16,3,48,125,5,14,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,24,5,16,3,48,125,5,14,196,5,3,0,0,5,5,0,46,60,0,0,0,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,7,3,0,0,8,6,0,67,88,3,0,0,0,3,3,0,0,13,1116,988,350,27,2480,934,68,226,3710,1110,872,305,28,2318,809,63,306,3499,8,7,14,0,31,77,4,21,140,0,0,0,0,0,0,0,0,3,8,7,20,0,31,79,4,19,139,17,0,7,0,26,79,3,7,121,0,0,0,0,0,0,0,0,0,0,0
LGA55250,54,68,37,8,162,72,9,48,289,5,0,0,0,6,5,0,3,21,0,0,0,0,0,0,0,0,0,5,0,0,0,6,5,0,3,21,3,0,0,0,7,5,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,5,20,3,0,0,0,4,8,0,29,35,0,0,0,0,0,0,0,10,10,3,0,0,0,3,0,0,0,5,3,0,0,0,8,6,0,31,51,0,0,0,0,3,9,0,21,37,69,72,36,7,189,106,8,112,415,48,32,34,0,119,48,9,51,221,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,8,19,0,7,32,0,0,0,0,0,0,0,0,0,0,0
LGA55320,7998,11522,2690,444,22653,5098,917,881,29546,809,388,299,45,1543,1751,186,149,3628,253,194,69,13,527,248,43,40,866,1062,584,369,64,2075,1998,232,190,4495,450,184,144,32,812,1151,185,110,2260,60,11,8,3,91,136,21,23,268,60,16,7,0,84,56,47,46,238,..,..,..,..,..,..,..,..,..,0,0,0,0,0,6,0,0,6,573,202,163,43,982,1356,246,179,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,6,4,0,8,9,4,10,0,0,10,4,3,5,27,9641,12316,3224,546,25720,8454,1402,1263,36839,7680,11192,2563,384,21815,4576,779,919,28091,1290,800,616,71,2778,2683,230,365,6056,472,542,134,22,1168,357,67,71,1668,1758,1340,747,96,3945,3039,304,435,7723,138,51,35,9,232,532,27,89,880,70,9,6,5,92,131,3,50,284,108,22
LGA55390,9,17,15,3,42,20,4,10,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,13,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,18,21,3,0,0,0,4,0,0,8,11,14,21,15,3,48,30,4,32,115,9,12,8,6,34,26,0,15,75,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,354,340,89,11,797,285,25,58,1167,11,5,4,0,22,41,6,3,70,0,0,0,0,0,0,0,0,0,11,5,4,0,22,41,6,3,70,0,0,0,0,3,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,17,0,0,0,0,0,14,0,26,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,13,0,28,45,0,0,0,0,0,3,0,0,4,366,349,94,13,823,363,27,90,1310,367,308,115,15,807,299,40,102,1245,5,0,3,0,13,39,0,4,52,0,0,0,0,0,0,0,0,0,5,0,3,0,13,39,0,4,52,0,0,0,0,0,6,5,0,13,0,0,0,0,0,0,0,0,0,0,0
LGA55530,50,54,17,4,126,47,0,6,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,4,0,7,8,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,7,14,0,0,0,0,0,0,0,0,0,57,54,19,4,132,57,0,16,201,56,49,13,0,118,42,3,12,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
LGA55600,270,279,82,0,632,178,24,28,862,3,4,0,0,7,17,0,0,23,0,0,0,0,0,0,0,0,0,3,4,0,0,7,17,0,0,23,0,0,4,0,7,23,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,4,0,7,23,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,0,9,5,4,0,0,7,4,3,0,12,0,0,0,0,0,0,0,0,4,279,288,84,0,651,218,28,33,925,251,253,77,9,585,233,22,95,935,0,0,0,0,3,10,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,74,86,28,0,197,91,5,23,311,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,79,92,28,0,204,89,8,29,328,71,64,26,4,168,87,3,29,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,542,829,212,24,1603,352,72,70,2103,47,22,20,3,88,133,7,14,247,29,17,24,0,78,93,10,9,196,75,42,48,5,170,228,22,26,438,45,9,3,3,60,93,9,15,182,60,9,7,0,78,275,18,49,427,87,27,8,8,134,187,45,58,428,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,194,48,18,15,272,560,76,126,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,812,925,280,36,2046,1139,174,223,3582,540,895,184,24,1650,319,39,79,2089,60,14,32,0,112,169,15,24,315,58,30,28,5,120,101,10,20,255,120,49,56,0,229,267,26,44,567,12,5,6,0,30,48,4,8,83,65,6,10,4,83,227,20,73,399,108,28
LGA55810,42,52,19,6,120,65,9,15,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,6,0,0,20,27,0,0,0,0,0,0,0,7,7,41,52,19,6,119,65,9,44,242,38,25,9,3,77,51,6,55,188,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
