LGA_CODE_2021,C21_OD_H_f_so_FH_Tot,C21_OD_H_f_so_LP_H,C21_OD_H_f_so_GH,C21_OD_H_f_so_OH,C21_OD_H_f_so_Tot,C21_OD_Tot_FH_CF_no_ch,C21_OD_Tot_FH_CF_w_ch,C21_OD_Tot_FH_One_PFam,C21_OD_Tot_FH_oth_fa,C21_OD_Tot_FH_Tot,C21_OD_Tot_LP_H,C21_OD_Tot_GH,C21_OD_Tot_OH,C21_OD_Tot_Tot,C21_DS_ns_FH_CF_no_ch,C21_DS_ns_FH_CF_w_ch,C21_DS_ns_FH_One_PFam,C21_DS_ns_FH_oth_fa,C21_DS_ns_FH_Tot,C21_DS_ns_LP_H,C21_DS_ns_GH,C21_DS_ns_OH,C21_DS_NS_Tot,C21_Tot_FH_CF_no_ch,C21_Tot_FH_CF_w_ch,C21_Tot_FH_One_PFam,C21_Tot_FH_oth_fa,C21_Tot_FH_Tot,C21_Tot_LP_H,C21_Tot_GH,C21_Tot_OH,C21_Tot_Tot
LGA70200,3,6,0,7,20,51,8,5,5,68,103,4,770,941,34,19,13,0,64,76,4,169,316,2126,2642,1083,123,5976,2409,502,1552,10445
LGA70420,3,0,0,0,3,19,4,4,0,23,29,0,387,444,13,3,0,0,12,9,0,100,117,299,494,267,39,1098,453,47,708,2304
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,12,0,38,9,0,0,46
LGA70620,0,0,0,0,4,0,0,3,0,7,12,0,94,116,0,4,0,0,6,6,0,32,48,120,267,134,33,554,142,13,239,950
LGA70700,4,0,0,0,6,18,4,5,0,18,17,0,271,306,8,0,0,0,8,0,0,27,38,148,53,48,3,259,153,22,441,875
LGA71000,16,3,4,0,19,64,16,0,4,85,93,5,893,1074,15,3,3,0,26,59,3,132,219,7379,8538,2975,398,19284,7221,1951,3256,31716
LGA71150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,15,3,0,67,79,5,55,207
LGA71300,4,0,0,0,4,0,4,0,0,6,4,0,47,57,0,11,3,0,9,11,0,23,52,201,625,374,80,1281,164,10,184,1641
LGA72200,5,0,0,0,5,21,8,8,0,32,44,0,419,496,28,6,8,0,42,46,3,217,302,775,881,331,41,2025,677,159,1079,3936
LGA72300,4,0,0,3,6,79,21,8,0,111,108,9,958,1178,13,7,3,0,24,22,0,92,136,1873,2329,611,52,4864,1193,188,1736,7985
LGA72330,0,3,0,0,6,14,12,4,0,19,24,5,430,483,4,3,0,0,12,14,0,67,90,181,394,215,55,842,269,16,624,1752
LGA72800,0,0,0,0,0,9,0,0,0,8,7,0,28,39,0,0,4,0,7,9,0,23,38,2772,4561,1805,121,9263,2555,504,1096,13416
LGA73600,0,0,0,0,3,58,5,3,4,71,55,4,1005,1140,12,3,0,4,18,22,4,184,226,244,427,234,48,939,213,33,1355,2538
LGA74050,0,0,0,0,0,5,3,0,0,7,10,0,6,23,4,0,0,0,7,4,0,7,20,123,196,121,37,489,116,10,66,672
LGA74550,0,0,0,0,3,6,4,0,0,11,18,5,219,245,4,8,0,0,12,21,0,104,136,79,196,108,21,406,156,18,416,1003
LGA74560,0,0,0,0,0,0,0,0,0,0,5,0,4,10,0,0,0,0,0,0,0,0,0,73,32,19,3,119,52,9,25,197
LGA74660,0,3,0,0,4,14,8,3,0,24,29,0,391,452,9,5,5,0,11,12,0,79,99,226,486,207,41,957,220,29,589,1797
LGA74680,0,0,0,0,0,4,6,3,0,12,3,0,0,13,3,0,0,0,3,6,0,0,9,66,265,92,14,438,54,8,43,541
LGA79399,0,4,0,0,3,28,9,0,0,38,41,8,544,633,11,6,3,0,20,39,0,109,175,540,669,116,9,1337,686,77,1255,3352
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7
LGA89399,8,3,4,0,15,25,15,14,6,57,92,11,201,367,47,38,18,3,107,90,15,62,275,45194,53911,16336,1768,117214,43338,7850,6575,174972
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,0,0,11,8,0,8,21,302,190,97,19,604,358,20,151,1143
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
