LGA_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
LGA22910,0,11,13,38,23,3,4,7,4,10,99,0,0,0,0,3,10,9,0,0,0,0,0,23,0,0,0,0,0,0,5,0,5,0,0,0,14,0,0,4,15,6,37,34,8,3,0,0,17,123,0,0,0,0,0,0,0,0,0,0,0,71,71,5,4,8,38,46,240,402,188,122,85,58,193,1388,0,0,0,7,8,25,38,11,3,4,0,13,108,0,4,7,41,30,45,16,0,0,0,0,12,160,0,0,0,0,5,10,4,0,0,0,0,5,24,0,0,3,17,3,6,6,0,0,0,0,3,33,3,0,19,58,39,61,23,3,0,7,0,42,253,0,0,0,0,0,0,0,0,0,0,0,6,7,6,4,34,117,87,143,87,16,0,7,5,85,589,35,30,67,306,436,807,851,402,234,176,131,445,3924,0,3,0,0,6,16,43,52,38,69,73,4,307,0,0,0,9,7,33,50
LGA22980,0,0,4,7,3,0,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,11,15,8,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,32,30,7,3,3,12,26,89,150,78,37,32,18,71,527,0,0,3,5,0,11,11,0,0,0,0,0,33,0,0,0,8,7,12,0,0,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,3,9,0,0,13,21,12,27,13,3,3,0,0,9,93,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,33,19,46,22,6,3,0,0,25,170,25,13,25,123,194,287,329,141,77,58,34,174,1472,0,0,0,6,3,5,25,44,27,30,16,0,150,0,0,0,0,0,6,10
LGA23110,25,60,46,143,146,52,27,22,18,56,600,0,0,0,6,3,20,23,18,17,11,11,14,133,0,0,0,0,0,3,12,11,13,13,16,18,98,39,12,46,119,78,212,281,101,41,39,17,134,1120,0,0,0,0,3,10,15,8,0,3,3,539,577,58,14,82,257,223,910,2141,1489,1191,1757,1821,1333,11275,6,0,10,20,44,232,371,186,71,87,29,151,1209,0,3,40,152,80,197,146,44,13,11,6,65,756,0,0,8,10,5,12,14,10,3,8,0,19,78,14,0,36,52,24,25,12,0,7,0,0,10,181,63,27,123,249,183,371,259,71,33,12,7,171,1565,0,0,0,0,4,3,8,0,0,0,0,27,39,76,37,223,482,329,842,802,313,124,114,47,444,3833,295,148,391,1248,1452,2858,4327,2786,2054,2687,2518,2509,23269,0,0,0,0,0,4,100,280,371,749,928,15,2459,0,0,0,0,6,66,105
LGA23190,0,8,8,29,24,0,0,4,0,12,88,0,0,0,0,0,8,9,0,0,0,0,8,24,0,0,0,0,0,0,5,0,0,5,0,4,20,0,0,0,16,13,43,20,5,4,4,0,4,102,0,0,0,6,0,0,4,0,0,0,0,133,140,6,6,7,36,51,265,608,317,180,150,98,311,2036,0,0,4,10,15,63,47,19,12,8,4,24,196,0,0,9,54,29,55,28,3,0,0,0,15,197,0,0,0,0,0,0,6,0,0,0,0,0,17,0,5,15,19,3,7,0,0,0,0,0,0,51,7,3,26,97,50,79,37,0,0,0,3,32,332,0,0,0,0,0,0,3,0,0,0,0,8,11,6,4,55,180,100,207,122,23,9,7,11,75,804,49,21,86,363,446,937,1246,592,327,251,172,584,5078,0,0,0,0,9,8,67,135,84,96,61,8,470,0,0,0,8,4,16,51
LGA23270,70,304,257,610,464,141,69,52,41,179,2217,6,3,15,45,32,108,84,33,14,23,9,94,471,0,0,0,0,3,14,45,35,16,26,19,50,197,228,56,186,771,464,1037,937,344,134,114,49,496,4825,3,0,6,7,10,29,24,9,6,10,3,1212,1332,282,90,338,1365,1166,4114,6793,4045,2496,2517,1516,3247,27967,0,0,17,65,139,508,723,308,147,101,42,267,2323,0,8,95,299,234,432,287,85,44,24,10,177,1703,5,4,8,33,20,42,55,12,7,0,3,46,236,24,17,86,136,31,61,49,9,4,4,4,51,476,168,70,449,833,505,924,630,125,74,35,29,446,4279,3,0,3,6,6,6,5,0,0,0,0,93,123,204,96,658,1365,936,1984,1745,544,277,171,82,1075,9140,861,322,1188,3873,3947,8270,11280,6250,3684,3382,1890,5407,50360,0,0,0,5,4,21,346,895,850,1029,570,37,3762,0,6,0,19,27,107,275
LGA23350,4,10,12,11,11,4,3,3,0,10,69,0,0,0,0,0,5,7,3,0,0,0,10,22,0,0,0,0,0,0,3,0,0,3,0,9,22,3,0,0,9,16,22,27,3,4,0,3,6,91,0,0,0,0,0,0,4,0,0,0,0,105,116,4,0,5,37,39,171,439,266,215,198,98,260,1735,0,0,4,6,12,43,59,7,3,0,0,32,174,0,0,13,38,29,32,23,5,3,0,0,19,170,0,0,3,0,0,5,4,0,0,0,0,0,18,5,0,6,9,4,4,0,0,0,0,0,6,26,8,3,20,37,23,36,13,3,0,0,0,19,175,0,0,0,0,0,3,0,0,0,0,0,0,4,15,5,44,90,68,128,101,19,12,3,5,80,566,29,22,71,241,379,697,972,543,359,286,171,514,4288,0,0,0,10,0,20,61,96,72,90,51,7,401,0,0,0,4,11,20,51
LGA23430,23,82,71,202,209,97,46,51,31,68,890,3,0,3,14,11,33,41,22,17,28,15,27,208,0,0,0,0,0,8,27,24,29,38,14,45,176,45,19,58,99,103,288,386,151,84,64,43,179,1528,0,0,0,3,0,3,12,8,4,0,0,911,951,77,37,113,270,308,1474,3722,3062,2563,3091,2696,2320,19729,0,9,12,40,64,351,698,324,99,131,57,233,2016,8,7,87,231,176,404,305,71,26,25,5,155,1496,0,0,3,22,12,30,28,9,3,3,5,25,144,21,9,25,59,23,37,27,5,0,3,0,19,218,83,25,177,342,221,519,390,123,66,25,8,271,2248,0,0,0,3,0,0,3,0,0,0,0,41,61,118,46,302,691,507,1341,1450,525,197,190,77,738,6179,464,229,576,1861,2458,5041,7808,5352,4062,4509,3553,4258,40171,5,0,0,0,5,15,199,586,695,1264,1090,29,3891,0,0,3,14,19,108,249
LGA23670,24,104,93,278,294,119,62,53,31,92,1159,0,0,4,7,4,34,60,25,19,14,12,44,220,0,0,0,0,0,7,27,25,19,23,9,24,140,58,11,31,118,112,312,428,166,70,72,50,193,1613,0,0,0,4,0,7,6,5,0,0,0,924,956,85,25,80,357,399,1873,4778,3632,2721,2893,2210,2562,21617,4,3,9,45,85,425,690,292,135,114,47,284,2137,6,13,74,268,233,429,290,104,32,17,17,152,1620,0,6,6,12,11,42,27,13,6,4,4,35,172,8,7,40,60,30,38,29,4,7,0,0,22,250,98,30,159,405,236,479,352,93,38,21,17,222,2144,0,0,0,3,0,9,0,0,0,0,0,34,45,120,52,294,790,599,1419,1392,504,209,160,88,750,6378,534,212,543,2067,2682,5749,9094,5961,4075,4035,2786,4387,42124,5,0,0,0,0,19,250,679,683,999,618,26,3285,0,0,0,22,22,98,252
LGA23810,9,29,41,127,108,29,14,10,3,35,411,0,0,0,4,10,33,27,10,5,6,0,20,117,0,0,0,0,0,3,7,9,12,14,11,14,69,24,6,19,87,100,197,138,45,14,16,12,91,750,0,0,0,0,4,3,9,0,0,0,0,384,402,25,11,38,162,218,831,1726,1078,763,753,594,1017,7223,0,3,10,35,49,192,242,82,39,27,10,107,788,0,0,51,225,127,226,108,20,8,0,6,78,854,0,0,3,17,8,28,16,6,0,0,0,15,96,8,3,60,141,35,34,3,5,0,0,6,34,333,30,14,214,460,236,306,122,24,20,13,3,177,1615,0,0,3,3,0,5,3,0,0,0,0,34,53,37,23,341,874,462,785,497,138,67,42,26,444,3742,161,104,450,1672,1897,2936,3748,2049,1291,1254,895,2167,18618,0,0,0,9,5,23,170,285,246,299,202,19,1252,0,3,0,3,21,46,112
LGA23940,0,4,3,11,5,3,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,12,0,3,0,5,16,15,18,4,0,0,0,9,77,0,0,0,0,0,0,0,0,0,0,0,34,33,11,9,9,25,34,110,182,70,40,24,16,110,636,0,0,0,4,11,10,7,0,0,0,0,3,29,0,0,0,16,3,16,10,0,0,0,0,3,48,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,8,4,0,11,30,17,34,12,0,0,0,3,26,138,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,16,43,33,61,28,4,0,0,4,36,235,31,29,35,178,254,377,386,140,73,53,40,262,1856,3,3,0,4,3,9,36,39,24,29,15,4,169,0,0,0,4,4,14,21
LGA24130,3,19,23,57,65,25,18,13,14,33,276,0,0,0,4,5,9,18,10,5,16,6,7,70,0,0,0,0,0,3,7,4,6,8,8,12,55,12,8,3,17,22,51,76,21,8,19,3,44,281,0,0,0,0,0,3,3,6,0,0,0,334,353,21,11,19,72,86,402,1220,938,754,923,797,858,6087,0,0,4,16,19,71,153,57,18,26,13,75,449,0,0,19,71,59,107,80,23,5,8,4,65,446,0,0,4,0,6,14,6,3,0,0,4,11,47,0,0,12,6,3,12,5,3,0,0,0,4,60,13,10,47,83,51,112,67,20,14,5,4,57,473,0,0,0,0,0,0,0,0,0,0,0,12,14,11,11,84,183,139,312,313,101,42,43,21,221,1474,88,54,148,531,713,1576,2501,1606,1168,1366,1132,1477,12378,0,0,0,4,4,12,81,125,169,324,373,10,1103,3,5,0,4,23,50,78
LGA24210,35,78,68,181,188,108,55,64,79,89,962,9,4,5,7,13,26,33,17,12,16,14,25,167,0,0,0,0,0,10,19,14,13,5,21,36,122,99,31,57,106,105,264,374,171,95,125,87,213,1732,0,0,0,0,0,0,9,0,5,3,7,943,976,134,56,133,297,337,1285,2794,2044,1681,2442,3116,2261,16588,3,6,13,42,47,228,308,149,71,115,59,156,1203,5,6,72,139,91,220,167,48,27,30,14,92,910,0,0,0,9,5,8,21,10,0,9,4,14,87,31,8,26,26,14,21,18,3,0,0,0,10,153,190,38,108,192,150,302,313,92,58,31,38,193,1707,0,0,0,0,0,3,3,0,0,0,0,25,37,232,57,215,407,311,780,834,301,161,182,114,493,4092,755,309,495,1581,1981,4031,5788,3439,2587,3491,4091,3747,32289,0,0,0,5,4,23,112,278,315,506,649,11,1915,0,5,4,24,20,112,207
LGA24250,0,0,0,10,13,3,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,3,4,0,14,11,4,0,0,0,10,45,0,0,0,0,0,0,0,0,0,0,0,56,61,0,0,7,12,15,106,218,104,83,57,36,141,777,0,0,0,6,3,16,20,11,0,3,0,9,65,0,4,7,20,7,24,19,6,0,0,0,8,100,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,14,10,7,15,7,0,0,3,0,13,73,0,0,0,0,0,4,0,0,0,0,0,5,6,6,4,22,48,19,64,46,15,0,3,3,38,268,29,16,41,156,211,385,487,206,129,103,62,288,2113,0,0,0,4,3,0,28,52,24,46,31,5,191,0,0,0,3,3,27,39
LGA24330,31,68,62,135,109,39,24,21,21,38,554,0,0,0,10,11,18,16,13,5,3,8,14,104,0,0,0,0,0,0,9,4,8,11,14,9,57,57,18,40,108,71,156,197,63,40,32,22,95,895,0,0,0,0,0,4,0,4,3,4,0,385,403,68,20,96,238,258,877,1570,1141,998,1326,1270,807,8663,3,0,6,23,30,157,252,102,46,60,16,90,787,0,5,44,107,78,159,102,24,13,20,3,39,587,0,0,7,13,7,15,11,0,0,0,0,14,74,17,14,39,45,15,25,17,11,0,3,0,14,200,64,29,141,234,165,301,189,65,38,20,13,133,1394,0,0,0,0,0,3,0,0,0,0,0,23,31,83,52,236,418,295,667,574,199,104,100,36,317,3074,311,126,444,1090,1143,2404,3534,2346,1867,2373,1987,1729,19360,0,0,0,0,5,13,124,378,524,942,1156,14,3160,0,0,0,10,12,105,193
LGA24410,20,52,57,149,158,62,47,36,17,56,657,0,0,5,0,4,13,30,10,7,12,7,13,111,0,0,0,0,0,4,20,13,15,15,11,17,92,37,12,29,100,71,197,243,96,47,39,11,90,966,0,0,0,0,0,7,8,0,0,7,0,579,603,57,20,61,228,266,1152,2993,2368,1967,2082,1655,1575,14425,8,4,7,36,53,309,513,219,121,94,48,225,1629,6,5,45,194,148,315,237,65,29,9,0,109,1173,0,0,0,10,8,23,25,8,7,5,0,27,115,11,3,30,55,14,20,20,5,0,0,0,16,177,69,19,147,282,179,332,220,56,22,13,12,169,1534,0,0,0,4,3,0,7,0,0,0,0,28,40,90,32,239,586,411,1005,1019,354,182,122,63,572,4664,328,129,415,1367,1719,3884,6136,4074,3088,3112,2168,2910,29337,0,0,0,0,0,22,175,469,542,828,646,14,2704,6,3,0,6,18,94,174
LGA24600,13,41,29,71,38,30,7,16,25,23,299,0,0,0,4,6,13,19,8,0,4,7,7,71,0,0,0,3,0,4,7,9,3,12,17,4,65,49,11,18,63,29,80,102,41,18,26,21,41,505,0,0,0,0,0,3,5,0,0,0,0,401,415,61,24,52,146,107,401,870,703,452,829,1292,667,5606,3,3,13,26,24,111,163,104,34,89,53,68,688,0,7,38,72,44,97,69,12,9,15,6,38,420,0,0,4,3,0,14,6,3,0,0,3,3,55,16,4,31,31,4,17,7,4,0,0,0,12,136,167,45,167,158,91,186,106,46,19,18,6,107,1128,0,0,3,3,0,6,0,0,0,0,0,18,24,192,69,255,295,168,425,356,172,69,125,73,252,2453,933,222,532,945,777,2189,3647,2807,1975,2875,3546,2126,22574,0,0,0,5,4,36,298,867,1030,1801,2342,14,6394,0,3,7,35,67,403,723
LGA24650,26,105,91,294,260,82,36,31,19,94,1042,6,0,9,16,9,48,101,23,12,16,10,52,298,5,0,0,4,4,6,45,34,28,15,12,32,183,94,41,59,183,144,360,330,133,66,39,29,193,1660,3,0,0,0,0,15,12,12,5,0,0,765,819,125,45,111,443,441,2209,5058,3303,2219,2112,1177,2121,19371,4,0,8,38,105,407,568,227,88,79,30,189,1732,9,8,71,254,185,354,183,64,22,14,5,108,1270,0,0,9,18,14,43,32,12,8,4,0,27,162,24,5,71,105,50,50,49,7,8,6,3,41,416,125,43,267,575,295,462,327,84,30,21,18,240,2482,0,0,0,3,0,7,3,0,0,0,0,49,65,163,56,424,989,650,1318,1171,384,149,123,45,658,6129,528,190,647,2057,2242,4984,8237,5028,3117,2809,1477,3541,34857,0,0,0,0,0,15,286,766,739,856,474,24,3177,0,0,0,13,17,63,175
LGA24780,11,30,24,77,74,21,9,7,0,21,281,0,0,0,3,4,15,18,4,0,0,0,10,66,0,0,0,0,0,7,9,13,8,3,6,9,60,19,8,25,66,68,137,87,28,9,3,8,68,515,0,0,0,0,0,8,6,3,0,0,0,345,370,28,22,41,149,156,750,1463,802,517,418,255,819,5430,0,0,0,21,53,181,171,46,17,11,3,79,598,0,8,38,126,86,136,74,14,0,0,3,44,535,0,0,0,8,9,14,3,0,0,0,0,10,52,4,3,27,51,20,18,10,0,0,0,0,16,151,19,13,134,296,162,203,94,15,10,4,0,133,1076,0,0,0,3,0,3,0,0,0,0,0,35,45,24,24,209,515,324,558,355,76,26,18,18,321,2460,135,103,312,1072,1430,2376,3084,1488,823,635,390,1724,13572,4,0,0,7,8,35,228,323,242,224,127,16,1209,0,0,0,7,10,65,120
LGA24850,0,19,11,70,51,27,6,8,3,20,215,0,0,0,7,0,12,24,7,3,0,0,18,71,0,0,0,0,0,10,14,6,3,10,0,14,51,9,4,7,31,31,80,80,23,13,4,0,47,329,0,0,0,0,0,3,3,5,0,0,0,213,227,12,9,23,84,74,552,1305,844,582,469,296,685,4941,0,0,0,22,34,116,155,54,28,16,5,54,486,0,0,16,108,61,99,54,12,7,3,0,56,430,0,0,5,5,4,11,17,4,0,0,0,5,61,3,4,15,33,9,13,13,5,0,0,0,11,98,22,9,69,180,90,143,93,14,11,10,3,80,710,0,0,4,5,0,0,5,0,0,0,0,17,21,20,16,115,349,197,382,322,90,41,36,9,228,1805,102,51,200,662,751,1584,2439,1422,910,730,417,1258,10524,3,0,0,4,0,16,109,254,228,269,153,14,1040,0,0,0,7,5,34,71
LGA24900,0,7,9,37,29,5,0,4,0,9,109,0,0,0,0,0,12,17,5,0,0,0,5,46,0,0,0,0,0,4,13,8,4,0,0,7,35,0,0,3,27,22,62,45,11,0,0,0,40,226,3,0,0,0,0,0,0,0,0,0,0,126,137,15,11,28,60,73,359,798,415,235,192,115,452,2752,0,0,4,8,13,77,74,24,6,6,0,29,249,0,7,21,82,49,68,32,9,4,0,5,19,297,0,0,0,3,0,9,7,0,0,0,0,8,36,0,5,14,29,13,12,0,0,0,0,0,3,71,7,0,50,119,76,103,56,3,0,3,0,64,493,0,0,0,3,0,0,6,0,0,0,0,13,26,7,13,93,253,149,270,179,31,14,10,9,143,1163,76,54,160,645,877,1362,1721,761,402,308,194,943,7499,8,0,0,11,5,26,98,173,108,92,56,10,590,0,0,0,7,8,30,73
LGA24970,60,141,100,333,284,128,71,80,48,89,1363,3,3,0,9,11,39,44,38,16,21,13,28,213,3,0,0,0,3,13,36,24,16,16,22,34,150,146,44,104,174,142,415,482,254,131,127,82,263,2352,0,4,0,0,4,13,7,13,4,5,6,1315,1357,182,79,201,482,502,2117,4285,3359,2581,3404,3533,2817,23547,10,13,22,68,81,347,515,313,125,121,80,204,1898,19,22,91,232,141,296,234,92,28,34,15,105,1312,0,0,10,17,8,22,38,13,7,6,3,28,152,30,18,50,62,27,31,26,5,0,0,0,24,271,289,83,195,372,247,523,490,140,73,34,41,277,2762,0,0,0,4,0,6,6,0,0,0,0,40,61,354,135,373,747,501,1217,1313,564,237,203,143,679,6455,1231,433,874,2494,2991,6103,8449,5590,3977,4788,4585,4759,46269,4,0,0,3,7,23,216,579,584,968,1014,19,3412,0,8,4,25,30,197,319
LGA25060,28,40,55,136,135,85,44,40,54,71,681,0,0,3,5,13,25,28,16,9,17,12,27,144,5,0,0,0,0,5,13,15,15,31,22,30,134,42,19,43,108,70,232,304,138,59,73,50,155,1283,0,0,0,5,6,5,8,0,0,0,0,652,677,55,25,79,218,245,951,2141,1849,1619,2372,3129,1730,14423,4,0,11,17,32,170,403,201,87,104,72,174,1283,3,10,39,143,111,212,181,44,22,20,16,82,891,4,0,4,14,7,21,25,11,4,3,3,17,117,16,7,43,58,14,22,21,3,0,0,0,23,202,69,28,172,263,164,403,308,97,64,18,22,229,1840,0,0,4,0,0,6,4,0,0,0,0,41,59,92,52,271,500,333,831,947,359,181,150,117,554,4385,341,178,464,1431,1770,3243,4886,3513,2763,3600,4163,3253,29590,0,0,0,0,5,13,115,366,523,962,1131,17,3141,0,0,0,8,10,92,197
LGA25150,4,7,11,51,46,16,12,8,9,14,177,0,0,0,4,0,15,15,0,8,4,0,5,54,0,0,0,0,0,3,6,12,8,3,0,9,48,5,0,7,25,27,60,64,27,7,4,4,28,259,0,0,0,0,0,0,5,0,0,0,0,160,165,14,5,15,60,74,398,929,666,474,503,335,498,3970,0,0,3,14,25,74,119,31,16,15,5,42,352,0,0,13,66,47,85,65,14,3,0,0,17,320,0,0,0,4,0,9,11,3,0,0,0,8,36,0,0,17,18,11,13,3,0,0,0,0,8,72,20,12,50,108,80,105,60,15,4,7,7,58,525,0,0,0,0,3,0,0,0,0,0,0,8,18,26,12,88,212,163,289,260,74,28,20,11,145,1323,97,45,140,490,681,1229,1831,1152,738,727,440,906,8482,0,0,0,5,0,17,84,167,174,250,170,17,880,0,0,0,4,6,41,65
LGA25250,40,136,104,278,221,56,61,58,35,95,1099,0,0,9,18,9,53,50,29,22,14,3,37,233,0,0,0,0,0,4,28,19,16,16,18,28,134,101,19,69,214,175,419,481,189,65,80,45,236,2097,3,0,0,9,5,15,15,3,7,7,4,838,898,124,35,138,500,476,1821,3509,2458,1897,2496,2221,1994,17683,0,0,14,42,50,282,489,232,80,88,28,175,1484,4,4,61,175,130,328,197,68,26,16,12,87,1118,0,0,3,13,13,29,24,10,6,7,0,23,122,11,12,42,65,24,42,23,5,0,0,0,21,250,106,30,210,398,291,630,438,145,68,22,18,300,2654,5,0,4,6,4,4,5,0,5,0,0,46,73,122,53,327,693,510,1320,1184,471,175,130,65,654,5708,518,219,645,2244,2709,5021,7418,4948,3670,4241,3339,3935,38908,0,4,0,0,0,16,234,686,995,1916,1792,45,5695,0,0,0,12,19,177,349
LGA25340,11,55,52,204,232,72,33,43,41,104,850,0,0,0,6,0,29,47,24,5,23,13,39,182,0,0,0,3,0,11,30,24,19,28,15,29,156,36,14,23,67,76,243,262,93,41,45,34,141,1074,0,0,0,5,0,7,7,5,0,3,4,808,846,54,21,52,207,271,1393,3942,2679,1940,2150,1944,2413,17069,4,0,11,42,95,383,518,223,70,85,33,251,1710,9,14,96,381,242,481,298,78,20,12,8,216,1855,4,4,6,42,11,34,21,11,5,7,0,36,177,10,10,65,95,34,38,17,3,0,0,0,30,289,51,21,189,456,306,519,316,62,14,17,13,297,2267,0,0,0,3,3,11,6,0,5,0,0,46,78,76,49,364,1019,686,1455,1181,375,118,119,53,865,6371,379,214,581,2342,3436,6475,8801,4855,3185,3206,2946,4966,41385,3,0,0,8,10,31,249,468,500,700,680,19,2660,0,6,0,21,32,184,369
