LGA_CODE_2021,C21_650_799_CF_1C,C21_650_799_CF_2C,C21_650_799_CF_3C,C21_650_799_CF_4mC,C21_650_799_Tot,C21_800_999_CF_1C,C21_800_999_CF_2C,C21_800_999_CF_3C,C21_800_999_CF_4mC,C21_800_999_Tot,C21_1000_1499_CF_1C,C21_1000_1499_CF_2C,C21_1000_1499_CF_3C,C21_1000_1499_CF_4mC,C21_1000_1499_Tot,C21_1500_1999_CF_1C,C21_1500_1999_CF_2C,C21_1500_1999_CF_3C,C21_1500_1999_CF_4mC,C21_1500_1999_Tot,C21_2000_2499_CF_1C,C21_2000_2499_CF_2C,C21_2000_2499_CF_3C,C21_2000_2499_CF_4mC,C21_2000_2499_Tot,C21_2500_2999_CF_1C,C21_2500_2999_CF_2C,C21_2500_2999_CF_3C,C21_2500_2999_CF_4mC,C21_2500_2999_Tot,C21_3000_3999_CF_1C,C21_3000_3999_CF_2C,C21_3000_3999_CF_3C,C21_3000_3999_CF_4mC,C21_3000_3999_Tot,C21_4000more_CF_1C,C21_4000more_CF_2C,C21_4000more_CF_3C,C21_4000more_Cou_fa_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_CF_1C,C21_Par_inc_st_CF_2C,C21_Par_inc_st_CF_3C,C21_Par_inc_st_CF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_CF_1Ch,C21_All_inc_ns_CF_2C,C21_All_inc_ns_CF_3C,C21_All_inc_ns_CF_4mC,C21_All_inc_ns_Tot,C21_Tot_CF_1C,C21_Tot_CF_2C,C21_Tot_CF_3C,C21_Tot_CF_4mC,C21_Tot_Tot
LGA54760,0,0,0,0,0,0,0,0,0,0,0,4,6,0,14,0,3,5,0,6,0,4,5,0,10,3,3,0,0,5,0,4,6,3,16,0,0,3,0,7,7,7,9,0,23,0,0,0,0,0,24,31,26,0,84
LGA54830,38,30,8,8,79,52,30,15,11,105,240,205,75,33,549,336,337,113,46,828,352,378,169,44,938,281,324,118,39,757,355,429,137,43,962,184,287,109,45,626,261,343,150,67,816,15,8,8,0,28,2137,2399,900,339,5783
LGA54900,0,0,0,0,5,0,0,0,0,0,8,5,8,3,18,5,12,3,0,21,4,10,3,0,16,6,8,0,0,11,5,14,0,0,20,3,6,4,0,21,7,12,12,0,28,0,0,0,0,0,35,67,33,8,146
LGA54970,0,0,0,3,10,0,0,0,0,3,0,0,0,3,5,0,4,0,0,6,5,3,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,10,10,5,9,35
LGA55040,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,4,0,0,0,5,4,3,4,0,10,3,4,0,0,7,7,6,3,3,21,4,10,4,0,14,7,5,6,3,17,0,0,0,0,0,24,30,17,8,85
LGA55110,50,41,15,5,110,89,50,27,12,181,363,214,95,34,708,348,344,123,57,870,434,426,202,67,1130,355,416,127,35,933,523,678,225,63,1490,487,700,251,61,1501,570,743,325,112,1744,26,27,7,4,66,3320,3688,1416,451,8872
LGA55180,6,0,3,0,10,18,15,7,4,34,40,47,24,11,111,51,41,20,5,123,57,42,17,6,128,34,43,20,3,101,38,51,26,0,114,17,17,7,7,57,35,53,20,14,126,0,0,3,3,8,310,320,149,53,829
LGA55250,6,0,0,0,5,0,0,0,0,0,3,6,0,6,10,0,3,0,3,11,0,5,0,0,3,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,23,21,4,10,52
LGA55320,51,35,7,4,103,76,45,10,8,136,284,203,59,13,563,353,311,100,23,790,504,497,153,37,1192,458,638,169,27,1286,914,1201,371,63,2549,1514,2733,951,186,5373,415,604,236,52,1311,16,23,6,4,49,4671,6360,2080,411,13519
LGA55390,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,11
LGA55460,5,0,0,0,5,0,0,4,0,12,14,5,7,5,31,16,16,6,0,39,16,20,7,3,47,11,14,4,4,34,21,19,8,0,46,5,8,5,6,27,6,20,14,5,45,0,0,0,0,0,103,113,60,16,293
LGA55530,0,0,0,0,0,0,0,0,0,0,3,3,5,0,9,0,5,6,0,10,4,4,0,0,12,0,0,0,0,7,0,0,3,0,3,0,0,0,0,5,6,3,4,0,8,0,0,0,0,0,15,17,13,0,47
LGA55600,0,3,0,0,3,3,0,0,0,7,5,6,0,4,17,7,10,3,0,16,16,14,5,5,29,15,15,6,0,28,16,9,8,0,32,10,12,3,0,24,6,27,11,0,44,0,0,0,0,0,66,94,32,6,205
LGA55670,3,0,0,0,3,5,0,0,0,3,0,0,0,0,3,3,3,0,0,7,3,0,3,0,14,0,0,0,0,0,3,0,6,0,9,0,4,0,0,6,3,0,4,0,8,0,0,0,0,0,20,20,12,8,56
LGA55740,5,0,0,0,7,4,0,3,0,11,15,7,6,0,31,24,18,7,0,51,12,19,11,0,34,20,20,8,0,55,42,60,31,0,129,186,303,134,21,654,41,48,17,5,118,3,0,3,0,5,361,492,215,35,1104
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,11,3,4,0,18
LGA55880,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,8,0,3,0,0,4,3,0,3,0,5,4,0,0,0,0,0,0,0,0,6,3,8,5,0,15,0,0,0,0,0,16,18,15,0,48
LGA55950,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,5,6,0,7,0,3,4,0,8,0,6,0,0,10,3,0,0,0,4,7,10,0,0,14,0,0,0,0,0,20,28,5,5,60
LGA56090,17,18,0,0,32,17,11,7,0,39,130,79,32,11,251,153,148,65,20,388,205,244,69,21,538,200,225,87,23,537,319,419,139,22,900,343,525,195,63,1124,265,327,140,44,779,13,5,3,0,29,1701,2021,741,207,4669
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5
LGA56230,16,8,3,0,26,6,14,0,4,29,68,49,20,6,139,62,65,25,17,168,89,79,43,23,227,64,98,42,12,213,99,127,61,18,303,91,140,57,20,303,142,150,70,36,395,7,7,0,0,20,657,747,323,130,1860
LGA56300,0,0,0,0,0,6,0,0,0,8,12,8,3,0,20,8,5,0,0,12,11,8,0,5,20,6,3,0,0,13,6,8,5,0,15,0,7,0,5,5,4,8,5,4,18,0,0,0,0,0,51,37,14,11,112
LGA56370,0,0,0,0,0,0,0,0,0,0,3,7,4,0,10,10,0,0,0,10,7,0,0,0,11,3,0,0,0,4,0,6,0,0,12,4,0,0,0,5,0,10,0,0,14,0,0,0,0,0,33,27,10,4,73
LGA56460,4,0,0,0,4,0,0,0,0,9,22,14,8,0,48,11,23,8,6,50,32,28,11,3,68,18,19,10,4,51,21,24,5,0,54,12,21,13,5,45,21,26,13,8,64,0,6,0,0,6,147,165,71,22,404
LGA56580,0,0,0,0,4,3,8,3,0,12,24,23,9,0,56,35,49,11,3,95,66,74,24,3,166,51,64,20,7,138,115,155,50,6,322,493,976,469,75,2015,80,136,68,17,297,6,9,3,0,11,885,1506,656,110,3157
LGA56620,10,0,0,0,12,6,3,3,3,14,16,8,9,0,31,0,4,0,0,7,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,14,3,0,0,0,7,48,32,26,9,121
LGA56730,6,9,3,0,22,7,4,4,4,19,57,35,21,7,112,35,53,25,11,121,43,47,25,14,131,29,54,19,5,113,42,75,28,5,154,39,48,27,8,124,70,62,24,18,175,5,0,0,0,8,352,398,176,78,1004
LGA56790,3,4,0,0,10,4,5,0,0,7,6,15,5,0,29,12,11,4,0,28,10,6,8,7,36,11,5,4,0,20,16,8,8,0,33,8,8,3,0,21,20,14,11,0,50,0,3,0,0,7,90,85,47,13,237
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,8,0,0,0,0,0,14,5,5,0,21
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,3,0,0,0,4,3,0,0,0,6,36,57,40,17,147,7,13,5,0,26,0,0,0,0,0,62,76,45,15,197
LGA57000,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,0,5,3,0,8,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,11,11,8,0,38
LGA57080,12,8,4,0,24,18,7,6,0,28,69,32,5,0,102,85,37,12,0,134,112,58,12,0,185,70,23,8,0,103,103,54,10,0,174,250,121,21,3,392,70,32,9,3,114,5,6,0,0,6,816,391,90,14,1313
LGA57140,4,0,0,0,0,0,0,0,0,0,10,0,0,3,17,3,0,0,0,3,0,7,0,0,6,0,0,3,0,8,10,5,0,4,20,0,8,0,0,12,4,4,3,0,17,0,0,3,0,4,33,21,17,7,83
LGA57210,10,3,0,0,20,3,8,4,3,12,29,20,13,0,64,25,32,18,11,78,27,22,11,7,67,22,19,12,5,54,16,22,8,5,52,18,16,5,3,47,36,32,15,8,86,0,0,0,0,9,205,170,87,41,500
LGA57280,3,7,0,0,7,7,3,4,0,20,20,12,4,0,42,32,23,9,6,75,67,56,24,17,161,62,62,34,20,175,119,135,82,37,376,215,279,110,37,641,59,86,42,19,210,3,11,8,3,27,602,674,326,152,1747
LGA57350,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,5,3,0,13,0,4,0,0,6,4,0,0,0,4,0,6,0,0,7,0,0,0,0,4,9,9,3,6,15,0,0,0,0,0,19,21,14,5,59
LGA57420,0,0,0,0,0,3,0,0,0,4,7,0,0,0,12,3,10,3,0,14,9,12,12,0,26,4,8,6,0,20,8,16,6,4,32,7,17,3,0,33,10,11,7,5,31,0,0,0,0,0,55,76,43,12,181
LGA57490,69,49,17,8,144,113,83,30,24,248,481,365,142,83,1072,643,703,319,133,1808,841,999,397,148,2382,722,878,321,109,2032,1039,1346,524,162,3063,828,1292,480,136,2742,915,1167,549,215,2842,52,46,22,4,124,5783,6982,2841,1038,16640
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,15,10,4,4,33,32,14,10,3,49,114,112,51,29,302,176,249,108,53,589,239,294,126,52,714,209,267,84,40,595,246,338,126,51,755,217,306,124,59,702,214,296,150,64,724,10,17,4,4,34,1496,1915,795,359,4562
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,8,3,0,0,13,0,9,0,0,7,0,6,0,0,11,0,0,0,0,3,10,4,4,0,18,0,0,0,0,0,27,27,6,4,71
LGA57840,16,11,8,0,29,23,17,3,5,43,109,50,16,5,189,116,94,32,0,238,189,147,35,9,379,148,128,48,12,334,314,335,76,16,741,682,1024,290,37,2035,152,177,67,19,415,10,14,4,0,27,1786,2022,582,98,4491
LGA57910,139,106,46,25,315,225,175,45,37,476,972,610,204,107,1895,1122,888,248,79,2337,1336,1162,323,89,2910,1002,1052,293,57,2412,1736,2205,533,78,4559,2463,4165,1186,200,8018,849,1002,342,125,2315,76,57,21,13,168,10149,11590,3310,864,25915
LGA57980,4,0,0,0,6,8,5,0,0,14,27,22,6,0,59,41,25,5,0,68,62,60,8,5,139,51,49,7,0,105,97,123,34,7,258,313,492,158,20,982,54,63,17,6,141,3,3,0,0,3,670,839,251,35,1791
LGA58050,94,87,26,26,229,143,124,67,33,368,759,714,252,140,1865,923,1041,344,156,2470,1163,1427,456,157,3202,983,1177,355,128,2634,1237,1430,472,156,3296,953,1323,493,158,2928,889,1033,478,245,2643,57,65,24,20,163,7313,8523,3015,1267,20120
LGA58190,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,6,0,0,8,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4,8,0,14,0,0,0,0,0,14,13,12,6,38
LGA58260,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,6,0,0,0,3,3,3,0,0,8,5,4,0,0,4,0,0,0,0,6,0,5,0,0,5,0,12,7,0,14,0,0,0,0,0,16,30,7,0,57
LGA58330,3,0,0,0,4,0,9,0,0,9,19,12,10,0,44,5,23,6,0,39,17,12,6,11,43,16,15,14,0,42,19,21,6,0,50,13,16,7,0,35,43,26,10,6,96,0,0,0,0,3,152,132,60,21,374
LGA58400,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,13,8,0,3,15
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,9,4,18
LGA58510,26,15,3,0,43,29,13,3,3,52,129,68,23,0,223,162,113,27,10,307,194,158,33,8,383,146,163,28,11,343,288,297,61,11,665,368,507,120,13,1012,130,127,35,14,298,9,3,0,0,17,1516,1463,336,80,3398
LGA58540,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,6,4,0,15,3,5,0,0,11,0,0,0,0,7,0,0,0,0,8,3,10,0,0,14,8,9,3,0,18,0,0,0,0,0,17,41,14,5,80
LGA58570,10,9,3,0,22,18,13,0,0,32,67,45,12,0,126,84,72,18,3,184,107,104,26,7,243,120,142,27,9,291,256,335,52,7,654,573,826,207,17,1626,96,114,35,8,256,0,11,0,0,8,1369,1673,393,52,3488
LGA58610,4,0,0,0,5,0,0,0,0,0,3,7,0,0,12,8,4,0,5,13,4,13,3,5,21,5,7,8,0,21,5,6,0,7,15,0,6,3,0,14,3,12,8,4,25,0,0,0,0,4,43,45,27,18,131
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,6,0,0,0,3,4,0,0,5,0,3,3,4,0,0,9,3,0,0,0,7,5,3,3,0,12,0,0,0,0,0,21,16,12,7,48
