LGA_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
LGA57080,78,121,64,46,18,3,335,19,24,11,3,0,0,61,319,305,124,44,20,0,812,337,326,131,53,23,0,875,178,188,67,37,5,0,469,692,686,196,62,15,9,1655,2113,2101,429,141,23,4,4821,..,..,..,..,..,..,..,3,0,0,0,0,0,9,2987,2979,689,240,45,18,6951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,14,0,0,0,65,19,37,14,0,0,0,65,6,13,0,0,0,0,26,3428,3473,895,337,88,20,8249,61,100,53,36,16,9,280,17,21,6,6,5,0,58,194,282,150,102,27,11,768,211,305,157,106,30,11,825,218,186,72,38,20,0,527,620,544,179,77,13,5,1441,2728,2907,754,266,51,22,6730,..,..,..,..,..,..,..,0,3,0,0,0,0,3,3565,3639,1006,380,83,34,8704,0,0,0,0,0,0,9,9,0,0,0,0,0,13,6,3,0,0
LGA57140,88,195,58,43,27,13,418,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,20,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,118,195,58,41,27,11,450,117,186,50,33,27,13,421,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,383,708,239,204,89,46,1670,38,30,10,16,5,3,96,0,0,0,0,0,0,0,38,30,10,16,5,3,93,3,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,9,0,0,0,0,11,7,9,0,0,0,0,19,3,6,0,0,0,0,6,0,0,0,0,0,0,3,8,13,0,3,0,0,25,0,0,0,0,0,0,4,431,755,248,220,98,47,1802,491,733,225,212,106,55,1817,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,3
LGA57280,352,777,485,503,287,167,2568,100,113,53,37,15,16,337,45,72,40,35,21,5,216,151,187,94,70,31,20,549,115,88,26,16,0,0,242,0,0,0,0,0,0,0,28,19,7,8,0,0,65,..,..,..,..,..,..,..,0,0,0,0,0,0,0,139,106,36,17,3,7,302,59,81,20,13,5,0,177,15,12,10,4,0,0,36,26,13,6,3,0,0,55,99,104,38,21,7,0,276,8,6,4,0,0,0,21,744,1186,648,615,327,200,3718,559,1032,578,616,315,183,3275,79,60,28,17,10,3,197,24,47,28,25,13,8,136,106,105,52,40,19,8,336,203,160,38,29,0,0,431,14,19,0,0,0,0,41,18,16,5,9,0,0,45,..,..,..,..,..,..,..,0,0,0,0,0,0,0,238,190,46,32,3,0,513,40,20,0,0,0,0,67,0,0,0,0,0,0,8,0,4,0,0
LGA57350,109,187,36,42,11,20,409,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,119,185,39,42,11,20,420,127,152,49,25,12,7,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,149,254,72,92,53,19,637,13,12,0,0,0,0,29,5,5,0,0,0,0,9,22,10,0,0,0,0,34,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,8,0,0,0,0,0,8,18,0,0,0,0,0,22,5,3,0,0,0,0,9,0,3,0,0,0,0,6,21,12,0,5,0,0,35,0,0,0,0,0,0,0,196,272,77,97,53,19,718,172,230,65,60,29,12,568,10,3,0,0,0,0,13,0,0,0,0,0,0,0,10,3,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,4,0,0,0,0,5,10,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
LGA57490,4994,10985,5667,6390,2694,1264,31990,915,512,98,46,21,0,1599,169,134,35,34,3,5,384,1084,649,137,79,30,4,1983,1023,449,92,35,16,3,1617,37,18,4,0,3,0,65,66,56,11,0,0,0,135,..,..,..,..,..,..,..,9,5,0,0,0,0,10,1132,526,108,33,18,4,1831,202,113,5,5,0,0,330,7,3,3,0,0,0,11,4,4,0,0,0,0,8,212,118,10,4,0,3,350,5,0,3,0,0,0,7,7429,12281,5930,6508,2737,1276,36161,6562,12712,7035,7497,3207,1476,38477,1198,751,198,84,30,8,2269,243,207,56,15,3,3,529,1439,962,251,99,38,11,2801,522,217,54,19,0,0,811,13,0,0,0,0,0,13,55,58,8,3,0,0,131,..,..,..,..,..,..,..,0,0,0,0,0,0,0,595,279,56,21,3,0,949,98,49,8,6,0,4,169,3,0,0,0,0,3,9,6,5,0,5
LGA57630,7,20,3,5,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,6,10,16,3,5,0,3,44,16,13,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,694,1935,991,1126,515,314,5582,9,3,0,0,0,0,19,0,0,0,0,0,0,0,9,3,0,0,0,0,19,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,5,3,0,0,0,7,6,11,3,0,0,0,18,10,0,0,0,0,0,9,6,0,0,5,4,0,12,0,0,0,0,0,0,0,13,3,0,3,4,0,28,0,0,0,0,0,0,3,719,1954,1002,1131,518,318,5641,1053,2766,1548,1687,748,449,8252,32,31,15,7,0,0,84,0,0,0,0,0,0,0,32,37,15,7,0,0,83,15,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,15,0,3,0,0,0,16,4,3,0,0,0,0,7,0,5,0,4,0,0,7,0,9,0,0
LGA57770,69,97,38,30,14,3,240,3,0,0,0,0,0,3,0,5,0,0,0,0,5,9,8,0,0,0,0,16,24,10,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,0,0,0,0,0,0,0,24,14,0,3,0,0,41,22,27,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,46,0,0,0,0,0,0,0,118,146,40,29,14,3,352,82,109,20,34,14,6,268,15,5,0,0,0,0,18,0,0,0,0,0,0,0,15,3,0,0,0,0,23,9,14,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,9,8,0,0,0,0,19,37,14,0,0,0,0,51,0,0,0,0,0,0,4,0,9,0,0
LGA57840,1653,2824,1398,1637,606,195,8308,1112,821,252,109,23,10,2333,702,917,327,143,36,9,2133,1819,1734,578,253,60,19,4463,663,478,119,50,21,3,1326,565,410,82,32,3,0,1090,450,455,99,37,9,3,1051,..,..,..,..,..,..,..,11,3,0,0,0,0,12,1687,1343,307,115,26,3,3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5165,5903,2285,2005,690,215,16260,1535,2638,1470,1677,585,212,8122,1157,885,316,144,39,16,2561,1150,1353,506,272,49,15,3351,2308,2239,823,417,93,26,5908,427,301,72,47,3,0,850,307,230,59,17,0,0,619,349,331,64,30,0,0,777,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1085,853,193,91,12,6,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
LGA57910,9215,15757,7778,8355,3327,1426,45859,7158,5690,2046,1057,294,123,16374,1447,1758,760,466,139,60,4633,8600,7450,2805,1524,441,188,21007,4032,2635,824,391,93,35,8004,883,503,100,44,14,5,1551,332,182,45,16,11,0,578,..,..,..,..,..,..,..,110,40,9,4,0,0,167,5356,3362,982,452,110,35,10304,86,19,3,0,0,0,111,0,0,0,0,0,0,0,9,6,0,0,0,0,17,95,20,5,0,0,0,124,12,5,9,8,0,0,24,23284,26601,11571,10336,3883,1650,77320,8431,15026,7757,8769,3387,1408,44783,9402,7752,3125,1794,539,243,22852,1786,2373,1082,818,199,69,6327,11188,10128,4205,2613,738,306,29184,2523,1407,383,212,48,21,4596,1003,611,167,81,24,11,1901,397,226,46,25,5,3,701,..,..,..,..,..,..,..,3,0,0,0,0,0,12,3929,2247,597,320,87,36,7210,21,14,0,0,0,0,33,4,0,0,0,0,0,4,6,0,5,0
LGA57980,635,963,524,629,188,36,2980,120,91,33,17,6,0,264,392,470,159,70,19,4,1119,516,566,189,90,18,0,1386,441,219,62,23,4,0,755,526,300,30,8,4,0,873,245,114,19,8,4,0,384,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1213,630,115,39,11,3,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,16,8,3,0,0,0,0,18,0,6,0,0,4,0,9,2369,2173,832,757,221,43,6398,613,1024,516,668,231,52,3106,120,110,41,29,4,0,304,370,408,178,77,21,7,1050,495,523,215,99,28,4,1357,370,225,55,16,4,3,672,408,257,46,14,0,0,725,474,301,60,25,0,0,859,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1248,783,161,52,4,3,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58050,5104,10035,6045,6701,2837,1535,32251,827,562,223,103,38,17,1771,127,130,78,40,8,4,388,955,692,301,146,51,20,2161,633,399,122,58,11,3,1230,45,22,0,0,0,0,68,0,0,0,0,0,0,0,..,..,..,..,..,..,..,5,0,0,0,0,0,11,685,424,123,58,16,3,1311,175,98,9,0,0,0,275,7,6,0,0,0,0,16,4,0,0,0,0,0,7,183,103,9,7,0,0,301,14,9,0,4,0,0,23,6937,11258,6477,6912,2905,1561,36047,5910,11779,7206,7805,3268,1894,37860,1822,1565,643,377,115,46,4575,266,239,119,62,17,7,713,2085,1802,764,438,134,58,5285,115,62,12,8,0,0,203,110,94,37,12,0,0,251,11,6,3,0,0,0,26,..,..,..,..,..,..,..,0,0,0,0,0,0,0,241,162,49,23,4,0,481,132,75,10,0,0,0,218,0,9,0,6,6,0,25,8,10,8,0
LGA58190,44,46,17,18,17,7,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,42,51,19,19,17,7,147,36,46,20,14,12,10,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,70,90,20,27,11,5,232,5,5,0,0,0,0,10,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,93,25,27,10,5,246,58,76,19,28,14,6,202,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,4,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,334,706,230,175,89,51,1586,12,7,0,0,0,0,20,0,0,0,0,0,0,0,12,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,4,0,0,0,0,0,0,3,16,8,0,3,0,0,26,3,0,0,0,0,0,3,0,0,0,0,0,0,0,22,10,0,3,0,0,27,0,0,0,0,0,0,0,368,724,234,180,89,54,1644,417,775,217,131,93,42,1674,11,0,0,0,0,0,16,0,3,0,0,0,0,3,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,26,7,4,0,0,0,0,14,0,0,0,0
LGA58400,37,55,9,15,9,4,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,9,15,9,3,143,54,58,11,10,4,6,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA58470,19,20,9,6,6,11,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,23,20,9,6,6,11,72,10,11,6,9,0,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA58510,1868,2554,1214,1008,327,157,7131,781,774,311,167,61,14,2104,203,304,161,56,26,4,762,985,1075,467,226,88,21,2861,760,367,118,60,17,11,1327,267,209,54,24,3,0,566,541,468,126,35,4,0,1180,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1562,1046,304,126,26,14,3077,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,4,0,0,0,13,3,0,4,0,0,0,7,4424,4686,1997,1357,435,192,13089,1766,2586,1256,1193,369,158,7323,917,796,365,201,77,28,2378,402,465,239,112,43,12,1265,1320,1260,597,310,116,34,3648,404,270,77,45,8,8,815,274,225,52,38,3,0,596,491,469,123,32,8,0,1130,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1164,970,256,118,22,10,2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0
LGA58540,101,108,45,48,27,6,329,5,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,110,115,44,52,27,6,344,98,118,38,49,16,13,330,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,1677,2500,1317,1240,364,124,7230,404,322,136,66,21,10,956,433,625,242,99,31,8,1446,840,944,372,168,53,24,2402,585,393,104,42,9,3,1134,555,475,94,21,4,3,1153,452,307,54,19,3,3,831,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1595,1170,258,78,18,4,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,5,7,0,0,45,17,13,5,7,0,0,45,5,5,0,0,0,0,14,4130,4637,1958,1491,436,154,12809,1475,2285,1233,1343,414,107,6857,468,408,168,112,18,11,1191,459,686,315,166,44,7,1669,924,1098,483,276,64,20,2859,480,381,77,30,6,0,981,626,489,109,33,3,3,1262,627,547,104,28,5,0,1311,..,..,..,..,..,..,..,4,0,0,0,0,0,4,1737,1416,285,93,17,10,3557,0,0,5,0,0,0,3,0,0,0,0,0,0,0,20,21,6,5
LGA58610,178,277,78,80,43,22,678,37,8,0,0,0,0,43,0,0,0,0,0,0,0,37,8,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,6,0,0,0,0,0,9,0,0,0,0,0,0,0,217,286,80,80,43,22,729,188,298,55,61,45,14,663,34,9,4,0,0,0,44,0,0,0,0,0,0,0,34,9,4,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
LGA58680,25,73,29,20,10,6,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,76,29,20,10,6,165,31,69,24,25,5,7,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
