LGA_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
LGA34590,0,40,471,66,22,31,67,121,403,620,485,129,85,37,149,2211,29,18,11,25,35,156,163,118,34,36,12,63,703,98,57,50,79,122,353,358,289,89,60,23,145,1733,187,101,90,191,308,1017,1259,1005,284,201,79,395,5113,1203,567,456,943,1523,5943,9451,10631,4036,2423,1181,2494,40847
LGA34710,0,0,3,6,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,4,4,0,0,0,0,0,27,25,8,16,21,34,67,41,18,5,3,9,24,267
LGA34770,4,7,144,22,10,11,24,42,161,155,121,41,21,6,50,675,10,3,0,9,8,48,47,34,17,3,9,9,189,24,11,10,17,31,77,88,56,29,11,9,26,398,66,26,27,55,89,319,327,238,97,40,24,92,1408,498,179,165,317,570,2270,3031,3483,1434,897,520,839,14195
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,6,3,9,0,0,0,0,0,8,32
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,3,12,0,3,0,8,6,13,0,9,0,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,7,4,0,0,0,0,5,24,8,3,3,13,10,21,7,8,3,0,3,9,94,103,24,22,69,73,197,151,137,53,46,64,83,1024
LGA34880,0,0,21,0,0,4,8,12,27,27,22,0,6,0,6,105,0,0,0,0,3,0,3,4,0,0,0,0,17,0,3,3,5,5,12,15,9,4,4,3,0,61,5,8,10,14,22,50,50,28,4,4,6,14,204,75,37,41,92,108,395,397,390,130,85,68,103,1909
LGA35010,13,37,618,80,32,29,98,125,534,698,616,184,141,61,156,2747,28,15,26,35,70,238,265,228,59,49,10,64,1089,132,69,43,100,156,412,467,364,137,83,37,170,2178,263,126,113,258,385,1288,1592,1352,417,289,126,427,6632,1972,799,696,1331,2013,7246,11944,15953,6496,4312,2254,3074,58098
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,0,18,0,4,0,6,8,23,23,8,7,6,0,9,90,0,0,0,0,3,4,9,3,0,0,0,0,18,0,6,9,7,5,10,14,3,0,4,0,5,61,3,4,6,7,21,40,42,15,9,6,3,21,185,32,20,23,54,114,310,334,354,112,74,38,125,1598
LGA35600,0,0,6,0,3,3,6,0,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,3,6,5,4,6,4,0,0,0,0,6,38,33,9,24,36,47,57,28,19,9,0,15,29,304
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,0,5,67,10,4,7,15,14,33,53,64,19,15,12,17,253,6,0,3,4,3,20,31,17,10,9,3,13,125,18,10,8,13,15,41,36,37,12,10,3,20,216,32,14,17,34,36,102,133,133,52,40,18,50,655,313,118,93,160,231,673,845,1351,737,566,455,364,5912
LGA35760,0,0,9,5,4,4,0,3,7,3,0,0,0,3,0,31,0,0,0,4,0,3,0,0,0,0,0,0,12,0,3,0,6,4,7,0,3,0,0,0,4,29,6,10,5,14,12,24,6,7,0,0,3,3,76,68,38,31,80,78,135,85,71,23,27,30,51,711
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,9,10,6,8,7,6,4,3,0,0,8,5,3,66
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,8,0,3,0,6,0,4,0,4,45
LGA36250,6,10,215,22,20,8,18,23,133,195,245,76,64,18,55,880,7,9,10,11,25,58,78,99,25,20,11,25,392,47,25,20,35,49,129,147,149,46,37,16,46,749,83,55,41,68,113,358,462,552,167,148,49,142,2234,718,326,270,423,639,2032,3228,6242,2899,2045,1145,1107,21077
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,4,5,4,0,3,3,0,6,6,51
LGA36370,6,7,110,17,10,14,44,70,154,124,57,15,15,6,38,561,11,6,7,11,20,46,31,17,3,5,0,7,156,21,14,23,31,39,95,53,36,6,3,8,27,361,50,28,42,85,133,328,241,127,29,17,18,79,1188,287,173,204,429,646,2041,1983,1491,470,329,195,460,8702
LGA36510,0,6,47,3,4,9,12,12,44,52,46,33,7,6,21,246,7,0,3,8,4,16,5,13,8,4,0,3,73,3,4,10,13,15,37,41,31,8,10,6,11,195,12,13,20,37,34,106,112,95,51,23,17,42,562,193,78,87,165,242,744,986,1189,564,346,241,329,5158
LGA36580,0,4,25,5,4,11,14,17,36,45,19,12,3,4,9,173,0,0,0,8,4,16,6,11,0,0,0,4,52,3,0,5,7,17,25,13,10,4,3,4,8,106,16,8,14,33,41,78,74,40,24,8,8,23,362,110,45,76,137,192,590,649,558,207,111,67,168,2914
LGA36630,0,0,39,6,5,11,23,30,44,24,6,0,0,0,13,162,0,6,0,4,9,8,3,7,0,0,0,4,39,11,6,6,19,27,22,13,0,0,0,5,14,125,23,19,23,41,66,94,46,19,8,0,6,29,367,152,104,132,278,352,694,438,259,83,69,59,179,2807
LGA36660,0,0,38,3,5,4,13,21,71,27,15,3,0,0,8,184,0,0,0,3,6,18,6,3,0,0,0,0,44,8,4,4,11,13,32,16,10,3,5,4,11,120,17,13,11,36,55,123,56,31,7,6,5,23,385,164,86,84,223,332,872,618,472,138,105,65,176,3339
LGA36720,9,36,398,57,25,23,50,70,291,435,472,174,131,49,130,1909,28,16,18,29,48,127,162,160,61,35,26,57,762,89,32,45,65,87,254,277,230,70,48,32,106,1332,178,78,85,150,225,731,962,963,348,239,118,329,4401,1427,584,509,919,1310,4001,6397,10602,4955,3448,2150,2382,38671
LGA36820,0,0,30,3,4,10,0,17,30,23,16,6,0,0,9,130,0,0,0,7,3,16,0,8,5,0,0,0,43,12,7,0,20,9,22,16,3,0,0,0,7,90,16,13,14,29,32,78,48,33,10,0,3,20,293,119,53,54,120,142,483,437,365,106,75,74,122,2156
LGA36910,3,16,222,22,11,11,42,83,229,203,126,38,26,11,35,827,11,6,10,19,34,74,64,37,14,15,7,13,289,37,24,22,43,65,137,114,65,25,18,16,33,595,75,39,45,103,188,501,433,260,84,62,41,97,1934,648,284,302,669,1045,3575,3862,3525,1270,859,534,825,17399
LGA36950,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,5,5,0,7,4,0,33
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA37010,0,18,222,29,19,18,55,83,338,281,188,49,42,18,59,1176,19,6,7,17,28,116,92,63,17,3,7,21,399,31,22,16,23,76,197,143,107,30,27,8,62,746,82,44,43,107,205,710,562,401,104,75,32,168,2551,718,296,261,675,1183,4190,4883,4461,1488,1027,659,1052,20892
LGA37300,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,19,0,3,0,6,12,18,32,84,48,26,18,16,256
LGA37310,0,0,25,0,6,5,19,26,44,22,17,3,4,0,8,156,0,5,0,9,0,5,8,0,0,0,0,0,31,7,3,3,12,9,31,13,9,0,0,3,4,94,10,13,12,31,42,84,45,30,3,5,10,14,301,207,80,102,198,253,610,480,379,117,103,98,173,2809
LGA37340,0,5,31,5,3,7,4,11,28,27,36,10,6,0,13,161,0,0,0,5,0,12,4,3,9,0,0,3,39,4,0,0,4,9,27,10,15,5,7,0,8,93,9,9,3,21,27,71,54,64,21,15,4,29,326,123,51,62,137,168,556,624,733,260,187,104,235,3244
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,9,10,10,15,5,3,0,3,4,0,76
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,4,0,3,3,3,0,0,5,4,11,6,4,3,3,0,43,0,0,0,0,4,4,4,9,0,0,3,0,24,9,0,5,0,5,7,0,9,0,0,5,6,31,8,0,5,0,9,11,23,16,9,6,9,5,103,60,8,15,24,36,103,132,200,106,83,143,62,970
LGA40120,5,5,66,8,3,3,6,12,40,36,42,13,8,11,7,192,4,4,4,3,7,17,20,20,15,3,7,5,107,9,3,4,14,18,40,26,20,13,11,6,7,167,21,11,8,25,42,101,100,89,47,32,25,26,529,255,110,92,148,223,776,967,1303,740,640,514,233,5996
LGA40150,0,0,19,5,0,0,5,5,17,12,14,0,0,0,6,67,0,0,0,0,3,4,4,6,0,0,0,0,21,5,5,4,3,9,19,17,5,5,0,4,4,68,13,10,5,8,17,39,32,29,4,7,4,12,174,46,31,43,55,118,299,331,402,116,67,22,92,1635
LGA40220,0,0,30,6,5,3,3,11,38,34,19,6,5,0,10,144,0,3,0,0,7,19,14,4,5,4,0,0,67,9,11,5,13,10,42,23,14,3,0,3,8,145,20,12,12,22,40,104,79,36,18,10,4,21,385,144,94,91,167,229,658,682,579,184,158,87,129,3208
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,0,0,41,4,9,0,7,8,50,43,10,5,3,0,0,149,4,0,0,5,7,17,18,10,0,3,0,3,60,7,3,8,10,12,30,22,7,3,0,0,4,112,15,17,13,23,28,108,96,34,10,7,6,11,356,107,94,75,137,218,723,831,634,201,160,71,113,3360
LGA40430,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,17,13,8,7,21,19,33,28,21,4,3,3,12,172
LGA40520,0,0,10,0,4,3,20,11,14,6,0,0,0,0,0,56,0,0,0,0,10,4,0,0,0,0,0,6,15,0,4,10,8,8,12,0,0,0,0,0,3,57,5,5,13,29,32,35,14,5,4,0,0,8,150,38,42,41,148,157,271,167,74,29,32,19,50,1065
LGA40700,8,8,46,8,4,0,4,3,20,21,24,17,14,16,4,148,4,4,0,5,6,12,19,16,17,17,27,0,126,10,0,0,13,7,13,14,13,8,0,10,9,96,24,10,3,15,19,45,57,67,49,34,60,24,414,259,71,49,104,142,360,470,749,615,847,1006,261,4929
LGA40910,0,5,74,10,0,3,12,16,37,50,53,13,8,3,15,213,14,3,6,8,16,36,35,30,14,11,4,13,181,14,14,12,26,14,42,32,33,12,9,3,21,221,39,20,19,39,48,126,137,128,41,42,13,40,688,285,109,99,184,248,785,1045,1531,679,501,254,284,6005
LGA41010,0,0,6,0,0,0,0,5,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,9,0,0,0,5,4,6,3,3,0,0,0,3,31,9,4,10,27,32,74,45,37,9,7,5,15,268
LGA41060,4,3,138,29,10,10,25,30,117,142,128,41,38,18,28,606,9,19,10,25,21,58,67,50,15,17,11,26,324,50,25,23,34,42,124,123,76,25,20,10,32,583,89,53,42,91,103,326,365,276,85,88,45,83,1650,584,250,190,392,556,1639,2297,3216,1421,1116,695,623,12982
LGA41140,0,0,9,4,0,3,8,6,8,4,4,0,0,3,3,50,0,0,0,4,4,5,5,0,0,0,0,0,15,0,4,3,0,3,6,9,5,3,0,0,0,37,9,7,9,13,13,23,14,5,0,3,3,5,108,46,36,37,79,105,240,199,118,36,27,19,43,983
LGA41190,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,12,16,10,3,14,21,23,21,10,0,3,6,9,138
LGA41330,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,4,0,0,0,0,0,0,12,6,9,3,4,4,11,0,4,4,0,0,0,49
LGA41560,0,0,15,4,0,3,11,7,34,14,3,0,0,0,8,84,0,0,0,3,5,5,0,0,0,0,0,0,18,3,0,3,12,12,14,0,3,0,0,0,15,64,6,6,6,20,22,62,20,12,0,0,0,24,175,64,49,47,117,137,340,248,152,42,24,29,72,1313
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,5,12,10,15,3,3,0,0,3,3,68
LGA41830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,8,0,0,0,0,0,0,21,5,13,10,21,19,28,16,15,3,5,0,7,143
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,11,9,4,7,5,14,35,9,5,0,0,0,9,91
LGA42030,3,0,46,3,3,0,15,28,76,49,25,13,0,0,8,227,3,4,10,9,9,31,18,8,0,0,0,4,95,7,9,4,22,40,59,30,17,0,5,0,13,201,10,14,15,49,72,182,105,60,17,14,3,27,569,108,79,75,137,263,796,783,577,148,77,48,130,3210
LGA42110,0,0,11,4,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4,0,6,5,0,3,0,0,0,0,6,20,4,3,0,8,3,3,7,0,0,0,0,3,43,49,22,24,43,45,66,40,16,6,4,8,29,344
LGA42250,0,0,3,0,5,0,3,11,5,3,6,3,0,0,4,33,0,0,0,0,0,3,5,0,0,0,0,0,9,0,4,4,3,3,4,0,0,0,0,0,0,27,7,5,9,10,17,13,8,9,3,0,0,4,75,49,25,29,53,90,203,221,196,61,44,22,54,1051
LGA42600,8,0,35,0,5,3,0,7,21,27,37,9,25,6,6,144,4,0,0,0,4,16,14,16,9,4,0,6,71,7,5,3,12,15,24,14,13,11,10,4,8,110,10,11,11,16,26,65,56,67,31,37,16,21,367,181,56,66,89,127,389,428,734,455,534,384,189,3627
LGA42750,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,16,3,0,3,4,4,5,3,0,0,0,5,0,31,38,20,18,44,43,99,59,35,8,10,11,22,414
LGA43080,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,23,3,3,12,8,7,4,0,0,0,3,5,71
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,7,6,11,14,0,3,0,6,4,8,78
LGA43360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,4,3,0,0,3,0,0,0,20,4,7,8,14,24,49,29,26,3,5,3,5,186
LGA43650,0,0,27,3,0,4,7,5,39,20,19,5,0,0,10,108,0,0,0,4,0,13,5,0,0,0,0,0,36,0,8,5,6,5,18,16,11,0,3,0,8,93,15,11,10,24,22,78,51,30,6,6,0,10,266,108,61,49,103,142,471,594,457,154,83,53,101,2375
LGA43710,0,0,4,0,3,3,4,6,5,5,4,0,0,0,0,26,0,0,0,0,0,3,0,4,0,0,0,0,10,0,0,0,3,0,8,0,0,0,0,0,0,18,0,3,5,10,7,17,11,12,0,0,0,0,61,37,23,16,45,59,143,135,128,43,25,12,23,683
LGA43790,0,0,15,0,3,4,6,16,10,3,4,0,0,0,7,57,0,7,0,3,3,3,6,0,0,0,0,0,14,4,3,4,10,7,10,0,0,0,0,0,0,39,4,10,10,21,27,25,9,7,3,0,0,4,125,55,36,66,115,166,292,157,103,36,28,20,51,1113
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,0,3,118,24,6,7,22,38,106,163,129,18,10,18,25,562,5,7,0,16,19,76,73,58,17,7,3,14,300,40,13,18,43,44,94,93,67,22,13,6,30,471,65,31,24,81,115,300,355,276,62,39,25,74,1453,437,177,165,348,544,1676,2514,3090,1064,752,380,487,11631
LGA44210,0,0,3,4,0,6,3,3,14,6,3,4,0,0,5,49,4,0,0,4,0,3,0,0,0,0,0,0,9,7,4,3,12,8,9,10,0,3,0,0,11,67,8,11,8,20,11,30,16,8,4,0,0,9,133,51,39,45,104,102,229,122,84,43,15,21,50,896
LGA44340,3,3,100,4,0,0,9,14,49,74,65,22,21,13,16,296,7,4,3,6,15,58,48,55,16,19,11,8,247,30,6,9,16,16,67,53,42,14,15,8,18,285,44,21,15,37,53,186,190,182,64,55,37,49,931,416,155,127,219,304,893,1241,2144,1213,1052,776,414,8944
LGA44550,0,0,65,0,0,5,9,22,51,77,40,7,3,0,10,233,10,4,0,11,6,39,21,25,7,9,0,9,138,9,11,5,16,19,57,38,24,7,4,4,13,209,25,18,13,37,56,163,161,96,23,16,5,29,642,193,100,83,191,282,988,1352,1390,486,312,200,198,5777
LGA44620,0,0,45,4,6,0,33,49,61,21,10,0,0,0,12,200,0,4,5,8,21,22,5,3,0,0,0,0,62,8,3,3,13,20,28,10,3,0,0,0,6,100,18,19,11,55,94,128,43,24,3,0,0,14,414,97,82,84,240,426,898,553,289,61,46,27,115,2909
LGA44830,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,6,4,0,0,0,0,0,0,3,24,12,17,13,24,32,60,24,19,0,0,0,15,235
LGA45040,0,0,33,4,0,4,15,18,49,5,9,3,0,0,3,120,0,4,0,5,11,13,5,4,0,0,0,0,42,13,7,4,13,16,31,10,7,4,3,0,4,112,20,7,13,34,51,104,33,20,10,3,0,10,308,80,62,70,143,294,653,367,221,50,33,28,97,2098
LGA45090,0,0,10,0,0,3,4,4,9,3,0,0,0,0,0,36,0,0,0,0,3,4,0,0,0,0,0,0,11,0,0,0,7,6,0,0,0,0,0,0,3,14,0,7,7,13,13,16,5,5,0,0,0,3,65,47,32,48,81,119,210,133,71,15,24,13,41,842
LGA45120,0,0,0,0,0,7,0,3,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,0,0,0,0,0,0,0,0,10,3,5,9,3,4,11,3,0,0,0,0,0,37,40,25,40,55,38,79,47,25,4,3,10,14,388
LGA45290,0,0,29,7,0,0,6,3,16,18,19,7,7,9,11,120,5,0,3,4,0,11,19,19,3,8,10,5,86,8,11,10,4,5,16,11,12,4,6,6,9,104,21,10,11,16,7,58,51,65,24,24,24,25,331,188,40,49,92,91,323,355,617,393,411,439,173,3179
LGA45340,4,9,321,33,20,27,64,120,420,368,200,32,21,8,75,1391,16,15,17,53,68,163,131,55,17,8,15,18,572,66,68,64,120,166,335,228,111,19,24,3,64,1267,129,113,114,252,375,1031,805,404,77,64,25,167,3553,910,483,497,994,1537,5421,6153,4645,1293,880,458,1042,24320
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,8,12,0,7,4,3,0,0,3,3,67
LGA45540,0,0,4,0,3,0,3,0,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,5,0,6,0,0,0,0,0,22,7,15,11,23,13,12,0,5,0,0,0,0,95
LGA45680,0,11,217,10,18,22,62,123,304,192,77,23,10,4,51,907,3,4,3,26,48,88,41,16,7,0,0,17,251,36,42,43,91,114,213,112,40,11,10,5,38,750,56,72,74,186,315,682,401,147,42,32,11,116,2127,311,255,305,653,1152,3371,2681,1565,458,274,163,553,11745
LGA45890,0,9,159,16,8,7,24,54,151,178,119,37,18,18,22,658,15,0,5,21,25,90,82,52,18,17,7,25,349,53,24,19,63,69,155,135,79,16,21,11,40,683,91,46,36,110,158,440,442,276,72,52,36,91,1850,603,237,208,451,678,2403,3454,3430,1119,792,441,690,14506
LGA46090,0,0,22,0,0,4,8,19,27,14,3,3,0,0,3,85,0,0,0,0,0,10,0,0,0,0,0,4,16,0,0,3,15,3,13,4,3,0,0,0,9,59,5,9,13,28,26,53,19,7,3,0,0,15,182,36,32,66,103,151,300,205,132,30,26,16,64,1165
