LGA_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
LGA51750,9,4,3,19,0,57,0,0,0,0,0,5,23,10,20,28,50,0,130,0,0,0,0,0,0,0,0,0,5,8,0,19,0,0,0,0,0,0,20,15,7,11,53,0,117,0,0,3,6,5,14,21,13,6,12,30,5,118,0,0,0,0,0,5,0,0,6,0,4,0,10,0,0,0,0,0,0,0,0,0,0,6,0,3,17,7,3,20,30,62,115,47,40,31,73,10,458,0,0,0,0,0,0,0,0,0,0,0,62,67,13,9,5,28,37,93,204,116,115,139,345,78,1186,0,0,0,0,0,0,9,7,10,36,222,13,295,0,0,0,0,0,0,5,4,5,3,30,4,56,0,0,0,0,6,0,10,12,22,61,248,21,373,0,0,0,0,0,0,0,0,6,8,38,0,55,0,0,0,0,0,4,11,23,8,31,130,7,213,0,0,3,0,0,9,9,13,3,8,20,3
LGA51820,62,50,43,31,0,485,0,0,0,3,0,55,461,419,353,367,219,7,1882,0,0,0,0,4,14,62,55,72,85,61,9,358,0,0,7,6,21,194,406,242,79,110,124,9,1190,0,10,22,80,89,202,210,57,21,23,28,7,746,0,0,0,5,9,27,28,23,3,7,6,4,112,0,0,0,0,0,3,4,3,9,24,11,3,61,225,68,104,330,872,800,477,86,47,40,29,62,3143,4,0,0,3,7,8,9,3,7,0,0,800,840,233,85,137,450,1017,1385,2013,1498,1232,1652,1203,925,11831,3,0,0,0,5,14,98,312,428,954,1336,160,3314,0,0,0,3,4,48,139,116,87,92,80,26,606,4,0,0,0,7,47,594,832,994,1352,1140,167,5144,3,0,0,4,4,20,69,120,169,268,252,50,957,0,0,0,8,20,192,692,576,227,339,436,95,2586,0,4,8,20,39,102,158,83,42,55,48,37
LGA51860,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,7,14,9,13,10,4,5,3,3,69,0,0,0,0,0,0,5,7,5,5,4,3,22,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,13,0,0,4,0,0,7,0,0,0,0,0,0
LGA51890,7,0,0,0,0,36,0,0,0,0,0,3,35,22,21,23,11,0,120,0,0,0,0,0,4,3,6,6,4,0,0,31,0,0,0,0,0,15,42,25,10,11,10,0,113,0,0,10,9,14,23,36,4,3,0,0,0,90,0,0,0,3,0,0,5,0,3,0,0,0,23,0,0,0,0,0,0,0,5,0,0,0,0,8,14,0,10,60,160,102,67,12,4,7,0,9,443,0,0,0,0,3,0,0,0,0,0,0,75,81,17,0,17,73,183,154,211,88,68,91,41,93,1047,0,0,0,0,0,0,10,11,16,38,42,7,119,0,0,0,0,0,5,9,3,4,8,3,0,26,0,0,0,0,0,6,33,43,50,67,32,17,243,0,0,0,0,0,0,6,3,14,7,4,6,43,0,0,0,0,0,13,40,30,16,17,13,11,143,0,0,0,0,6,15,15,5,0,0,0,3
LGA51960,8,0,4,3,0,18,0,0,0,0,0,3,5,5,7,7,16,0,35,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,6,3,10,18,19,0,5,10,0,67,0,0,0,3,0,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,18,13,6,0,0,0,0,8,61,0,0,0,0,0,0,0,0,0,0,0,35,32,4,3,0,15,21,28,43,43,18,35,60,42,318,0,0,0,0,0,4,4,8,13,17,19,4,56,0,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,6,11,14,19,8,3,59,0,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,0,0,7,11,20,6,13,6,4,71,0,0,0,0,0,4,3,4,0,0,4,0
LGA52030,0,0,0,6,0,8,0,0,0,0,0,0,7,5,0,7,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,11,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,5,16,28,7,0,0,0,3,0,75,0,0,0,0,0,0,0,0,0,0,0,17,17,9,3,0,9,25,40,20,17,9,14,16,24,188,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,9,3,0,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,9,0,0,0,0,0,0,6,9,10,4,0,6,30,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,7,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,13,12,3,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,4,0,17,24,23,24,18,12,12,12,148,0,0,0,0,0,0,0,3,4,4,5,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,0,7,3,9,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,5,4,11,32,0,63,0,0,0,0,0,5,3,11,18,24,64,0,120,0,0,0,0,0,0,4,0,4,4,13,0,20,0,0,0,0,0,3,8,6,0,7,48,0,81,0,0,0,0,4,7,12,11,7,17,50,0,111,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,4,4,10,9,7,15,18,46,65,27,24,32,56,7,304,0,0,0,0,0,0,0,0,0,0,0,61,61,10,8,7,19,24,63,104,69,68,120,348,71,915,0,0,0,0,0,0,4,0,8,19,146,10,190,0,0,0,0,0,0,0,6,4,4,17,5,35,0,0,0,0,0,0,3,13,12,32,237,28,317,0,0,0,0,0,0,0,0,3,6,35,6,51,0,0,0,0,0,0,0,7,5,9,148,10,192,0,0,0,4,4,0,4,3,6,7,24,11
LGA52240,0,0,0,0,0,6,0,0,0,0,0,0,10,4,0,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,16,11,5,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,3,7,22,22,23,15,6,13,11,16,134,0,0,0,0,0,4,4,0,0,5,9,3,20,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,5,10,9,5,0,13,4,32,0,0,0,3,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,6,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,13,0,0,0,0,0,0,8,5,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,14,0,0,0,0,5,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,8,8,7,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,5,6,18,31,30,15,10,7,6,18,143,0,0,0,0,0,0,0,0,6,0,0,11,16,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,3,4,3,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,10,0,0,0,0,0,0,11,6,3,3,4,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,3,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,4,12,23,30,15,13,6,7,13,123,0,0,0,0,0,0,4,0,7,6,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,9,5,11,53,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,10,7,5,3,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0
LGA52520,0,0,0,0,0,7,0,0,0,4,0,0,12,9,8,3,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,10,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,9,9,15,26,25,19,21,10,11,140,0,0,0,0,0,0,0,7,3,9,7,5,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,16,5,9,15,3,7,58,0,0,0,0,0,5,0,0,4,0,0,0,10,0,0,0,0,0,6,8,8,0,3,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,4,0,5,0,0,36,0,0,0,0,0,0,13,8,15,11,11,6,59,0,0,0,0,0,3,3,4,6,3,0,0,13,0,0,0,0,0,6,6,10,4,10,0,0,35,0,0,3,11,10,8,14,4,0,0,0,0,47,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,4,16,3,11,19,56,34,37,7,6,0,3,7,181,0,0,0,0,0,0,0,0,0,0,0,46,45,15,6,15,30,72,73,104,58,44,42,27,63,528,0,0,0,0,0,0,7,3,5,16,4,8,50,0,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,18,14,10,15,10,5,81,0,0,0,0,0,0,4,3,0,8,0,11,23,0,0,0,0,0,0,16,9,6,4,6,4,41,0,0,0,0,0,4,0,0,0,0,0,0
LGA52660,11,7,8,5,0,71,0,0,0,0,0,4,64,73,48,40,21,4,249,0,0,0,0,0,0,6,6,10,10,11,0,49,0,0,0,4,0,20,57,33,9,16,17,5,161,0,0,3,13,14,30,18,12,0,0,4,0,95,0,0,0,0,4,4,9,5,4,0,4,0,24,0,0,0,0,0,0,4,0,0,3,4,0,15,18,10,5,52,196,169,98,14,4,5,3,13,589,0,0,0,3,9,3,0,0,0,0,0,131,143,18,11,8,75,225,249,306,228,143,176,122,147,1719,0,3,0,0,0,3,0,42,53,92,94,21,312,0,0,0,0,0,5,16,8,12,9,7,4,61,0,0,0,0,0,13,82,98,128,156,91,29,603,0,0,0,0,0,3,13,11,24,33,25,6,110,0,0,0,0,3,17,89,79,28,30,25,17,289,0,0,0,0,0,8,30,11,0,7,6,3
LGA52730,6,6,3,0,0,62,0,0,0,0,0,9,19,18,13,6,4,0,81,0,0,0,0,0,0,6,3,5,0,3,0,15,0,0,0,0,6,8,10,5,6,5,0,0,40,5,0,3,3,12,20,25,3,6,3,7,0,87,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,3,3,13,14,6,7,27,99,105,42,11,7,8,10,5,346,0,0,0,0,0,4,0,0,0,0,0,90,99,21,10,13,48,127,170,148,69,53,51,40,102,837,0,0,0,0,0,5,8,7,14,22,24,13,91,0,0,0,0,0,12,21,11,9,7,7,3,71,0,0,0,0,0,9,30,22,40,27,24,10,166,0,0,0,0,0,0,11,0,0,4,5,5,28,0,0,0,0,0,9,25,12,10,3,9,0,61,0,0,0,0,0,6,20,3,0,0,0,0
LGA52800,0,0,4,0,0,8,0,0,0,0,0,6,9,8,11,6,6,0,44,0,0,0,0,0,0,5,0,0,6,5,0,15,0,0,0,4,0,9,13,8,0,0,0,0,30,0,0,0,7,0,5,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,3,3,44,33,21,6,6,0,0,0,8,130,0,0,0,3,0,0,0,0,0,0,0,44,51,0,3,3,59,35,42,45,43,45,60,44,61,450,0,0,0,0,0,3,6,14,10,24,16,15,89,0,0,0,0,0,3,4,4,0,0,0,0,18,0,0,0,0,0,0,6,11,8,8,5,8,48,0,0,0,0,0,0,0,3,0,4,0,0,18,0,0,0,5,0,9,19,9,4,9,0,6,56,0,0,0,3,3,11,6,0,0,0,0,5
LGA52870,8,5,0,3,0,46,0,0,0,0,0,14,28,19,23,23,12,3,117,0,0,0,0,0,0,7,6,0,6,4,0,23,0,0,0,0,0,20,32,11,0,7,12,0,85,0,5,0,3,6,27,14,0,0,0,3,0,64,0,0,0,0,0,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,11,13,10,10,40,99,78,52,9,4,7,3,9,330,0,0,0,0,0,0,0,0,0,0,0,64,69,18,16,10,55,114,162,168,75,60,87,68,85,917,0,0,0,0,0,0,11,4,15,25,28,12,100,0,0,0,0,0,3,3,0,3,5,3,0,24,0,0,0,0,0,12,21,25,40,40,23,6,171,0,0,0,0,0,0,4,9,11,6,13,5,53,0,0,0,0,0,17,31,31,15,11,10,7,114,0,0,0,0,4,5,12,3,0,0,0,0
LGA52940,4,0,0,0,0,4,0,0,0,0,0,3,7,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,14,19,15,13,10,5,4,8,92,0,0,0,0,0,0,0,5,5,5,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,6,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,6,0,0,0,0,0,0,6,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,7,17,16,11,4,4,7,9,88,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,4,3,6,3,31,0,0,0,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,5,11,13,9,6,5,5,6,12,63,0,0,0,0,0,0,0,5,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,12,0,10,7,0,39,0,0,0,0,0,4,15,5,20,25,48,0,123,0,0,0,0,0,0,3,0,0,3,7,4,18,5,0,0,0,0,3,17,16,0,12,22,0,74,0,0,0,9,9,14,26,7,10,9,5,3,87,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,17,37,55,77,21,6,10,13,6,263,0,0,0,0,0,0,0,0,0,0,0,42,44,15,8,4,24,42,82,160,80,57,105,182,54,812,0,0,0,0,0,0,5,3,8,34,154,15,218,0,0,0,0,0,0,3,8,4,10,17,0,43,0,0,0,0,0,4,14,25,36,76,210,11,378,0,0,0,0,0,0,0,4,3,4,25,3,45,0,0,0,0,0,3,6,13,5,19,84,10,145,0,0,0,0,0,0,4,4,0,5,8,0
LGA53220,0,0,8,0,0,10,0,0,0,0,0,4,3,5,10,19,10,0,52,0,0,0,0,0,0,0,0,10,5,0,0,18,0,0,0,0,0,0,10,3,4,5,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,3,29,15,10,4,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,33,29,0,0,3,34,15,24,26,17,53,90,102,35,405,0,0,0,0,0,0,0,11,20,52,93,15,185,0,0,0,3,0,5,0,0,4,0,3,0,13,0,0,0,0,0,3,5,14,31,32,44,7,135,0,0,0,0,0,0,5,0,3,7,25,3,44,0,0,0,0,0,7,24,21,6,16,18,4,93,0,0,0,3,5,0,9,0,0,0,0,0
LGA53290,14,8,8,5,0,77,0,0,0,3,0,3,72,55,37,37,28,8,244,0,0,0,0,0,5,6,4,11,4,4,3,38,0,0,0,0,0,26,50,20,0,9,11,0,123,0,0,0,11,12,36,18,13,0,0,4,0,99,0,0,0,0,0,5,0,6,0,3,6,0,13,0,0,0,0,0,4,5,5,3,0,0,3,17,16,13,6,29,137,115,69,17,9,11,14,17,446,0,0,0,0,0,0,3,0,0,0,5,135,150,24,11,3,46,153,209,285,212,135,145,142,171,1550,0,0,0,0,0,10,20,44,34,65,74,46,287,0,0,0,0,0,5,12,4,9,8,0,10,47,4,0,0,3,0,12,108,87,76,105,64,54,505,0,0,0,0,0,0,5,10,17,14,12,6,74,0,0,0,0,0,20,71,38,11,21,9,13,183,0,0,0,3,0,8,10,5,0,4,0,0
LGA53360,0,4,0,3,0,25,0,0,0,0,0,0,13,9,16,12,0,0,54,0,0,0,0,0,0,0,7,5,4,8,0,23,0,0,0,0,0,9,9,4,0,3,0,0,15,0,0,0,0,0,3,3,0,0,0,0,0,17,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,0,4,20,19,13,4,0,0,0,4,74,0,0,0,0,0,0,0,0,0,0,0,50,47,4,0,0,3,19,47,59,46,42,46,32,57,365,0,0,0,0,0,0,9,8,12,21,15,11,66,0,0,0,0,0,6,7,0,0,0,6,0,15,0,0,0,0,0,0,16,17,19,17,14,7,97,0,0,0,0,0,0,0,3,4,4,7,0,15,0,0,0,0,0,7,14,13,0,3,6,0,44,0,0,0,0,0,0,0,3,0,0,0,0
