LGA_CODE_2021,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Ft_st_C21_M,Ot_ty_Ed_Ins_Ft_st_C21_F,Ot_ty_Ed_Ins_Ft_st_C21_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C21_M,Ot_ty_Ed_Ins_Pt_st_C21_F,Ot_ty_Ed_Ins_Pt_st_C21_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,O_t_E_I_F_P_s_s_ns_C21_M,O_t_E_I_F_P_s_s_ns_C21_F,O_t_E_I_F_P_s_s_ns_C21_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Oth_ty_Edu_Ins_Tot_C21_M,Oth_ty_Edu_Ins_Tot_C21_F,Oth_ty_Edu_Ins_Tot_C21_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Type_Educ_Insti_ns_C21_M,Type_Educ_Insti_ns_C21_F,Type_Educ_Insti_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
LGA56730,15,9,8,20,15,17,30,15,30,36,18,31,46,19,22,37,3,0,4,0,0,0,0,0,0,21,38,60,28,43,70,31,40,65,583,525,1099,1009,532,1539,919,542,1466,1584,1612,3195,1975,1615,3586,1944,1658,3606
LGA56790,0,0,0,0,0,3,3,0,0,0,0,6,9,4,0,8,0,0,0,0,0,0,0,0,0,3,0,3,6,6,6,4,4,8,133,103,236,212,182,395,242,191,439,407,369,777,437,446,883,470,392,866
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,18,13,12,28,28,27,55,40,32,70,36,33,62,49,40,90
LGA56930,0,5,0,6,0,0,0,0,6,7,0,6,12,5,5,10,0,0,0,0,0,0,0,0,0,3,6,11,8,12,15,5,4,11,65,74,141,54,60,107,26,34,65,278,372,647,249,434,676,208,404,604
LGA57000,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,4,4,70,14,83,47,20,68,134,59,193,126,66,192,87,59,149,165,104,274
LGA57080,138,115,108,220,100,136,238,61,72,137,89,173,260,114,139,258,0,0,0,5,0,5,0,3,5,123,149,277,210,279,484,216,281,500,1732,1229,2965,2002,1749,3753,1621,1106,2725,3947,3422,7368,5088,4993,10079,5059,4876,9935
LGA57140,0,0,0,0,0,4,4,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,3,7,7,40,47,86,71,67,138,25,31,59,143,148,293,155,157,309,105,105,216
LGA57210,6,7,9,15,8,10,14,3,7,14,0,9,10,6,9,15,0,0,0,0,0,0,0,0,0,8,7,21,7,13,24,14,18,30,251,157,413,323,242,563,358,250,609,717,658,1374,777,663,1444,830,728,1556
LGA57280,13,10,19,20,24,29,52,21,22,40,17,47,64,30,54,93,3,0,3,0,3,3,0,0,0,25,30,58,23,67,91,58,86,142,1919,1249,3169,1285,1064,2346,1316,1064,2380,3072,2424,5492,2592,2532,5127,2961,2865,5828
LGA57350,0,0,5,5,0,0,0,0,0,0,0,7,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,25,16,40,66,58,127,121,124,242,100,105,205,132,132,270,159,188,340
LGA57420,4,0,3,5,0,0,0,0,4,3,0,9,10,3,7,9,0,0,0,0,0,0,0,0,0,4,6,4,0,9,10,4,10,11,103,72,173,122,103,224,118,94,209,277,250,530,252,205,460,278,276,559
LGA57490,174,108,153,259,186,202,390,122,276,390,176,451,633,332,529,863,0,7,13,7,13,18,6,4,11,204,378,581,291,620,912,522,735,1262,4044,3455,7500,5233,4737,9963,4590,3402,7995,15382,15771,31158,19376,20105,39476,21066,21196,42267
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,22,9,9,15,26,9,41,16,13,29,13,8,20,26,11,36
LGA57700,31,21,31,61,45,41,86,15,49,60,26,66,99,77,130,204,0,4,4,3,0,3,0,0,0,31,62,91,55,102,157,122,172,291,776,454,1231,1262,829,2085,1162,628,1785,2780,2636,5416,4277,4019,8292,5279,4988,10265
LGA57770,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,31,21,48,56,45,101,90,87,177,84,69,151,120,100,219,147,159,304
LGA57840,87,52,41,94,60,47,111,63,128,190,76,151,230,98,148,244,0,0,0,5,0,4,0,3,3,107,171,279,136,191,329,157,200,360,1569,1478,3051,1463,1542,3008,1059,1087,2146,6698,6538,13239,7028,6875,13905,6652,6405,13053
LGA57910,517,367,393,766,343,416,758,358,564,920,444,804,1249,604,942,1547,21,11,30,16,13,23,12,17,26,629,846,1468,832,1211,2041,957,1377,2327,8123,7362,15479,7305,7743,15051,5693,5183,10884,28789,29097,57880,30553,32196,62752,31703,33210,64913
LGA57980,29,14,15,34,10,12,25,40,51,86,34,57,92,43,68,109,0,0,0,0,0,0,0,0,0,43,71,107,49,78,124,53,85,134,535,538,1072,588,660,1250,470,405,869,2102,2286,4381,2417,2602,5022,2502,2667,5165
LGA58050,157,162,200,362,237,270,503,133,331,465,235,490,722,409,657,1065,7,11,15,11,8,24,7,0,8,203,426,635,403,698,1102,653,929,1583,4135,3978,8112,4813,5146,9960,4142,3691,7833,16644,16746,33393,20560,21439,42002,23468,23749,47215
LGA58190,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,3,3,0,0,0,25,13,34,31,32,59,29,27,55,67,57,127,77,60,140,72,57,125
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,23,32,58,25,25,55,50,48,99,70,81,149,83,81,165,90,96,187
LGA58330,9,4,8,11,11,12,22,10,10,21,0,16,18,6,11,18,0,0,0,0,0,0,0,0,0,12,19,33,8,20,31,17,24,35,219,186,407,240,221,461,301,234,538,597,634,1228,546,601,1144,641,614,1253
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,23,37,24,62,16,21,40,45,29,75,58,47,100,33,39,68
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,35,31,17,47,13,3,17,48,36,77,58,49,107,32,25,58
LGA58510,135,93,89,180,78,84,162,64,111,169,102,143,243,128,158,281,0,0,4,0,0,0,4,0,6,112,193,306,198,229,424,210,245,450,1656,1479,3138,1705,1734,3441,1331,1319,2642,5264,5287,10556,5635,5848,11478,5492,5837,11329
LGA58540,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,41,29,68,60,32,92,50,54,99,107,98,206,124,115,238,107,115,220
LGA58570,171,79,158,238,51,74,134,79,127,199,87,131,219,115,161,274,5,0,4,0,0,0,0,5,5,172,204,378,164,293,455,165,238,408,1532,1198,2730,1508,1357,2868,1040,803,1845,4672,4613,9285,4957,5121,10078,5097,5271,10365
LGA58610,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,0,4,3,61,62,119,97,114,210,100,108,203,212,238,451,241,280,513,223,233,460
LGA58680,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,16,10,19,30,27,56,56,43,95,53,53,100,62,60,119,89,78,170
LGA58760,278,254,309,559,339,350,690,228,416,640,320,697,1011,529,947,1476,7,0,10,10,14,19,9,5,21,364,559,929,575,1018,1592,876,1304,2185,5561,5181,10738,6212,6236,12449,5160,4119,9278,24009,24555,48562,29972,31033,61007,32541,33259,65803
LGA58820,5,0,6,8,0,9,4,3,9,5,0,7,7,0,6,8,0,0,0,0,0,0,0,0,0,6,8,13,0,18,17,4,13,13,126,108,236,240,262,504,198,172,370,467,482,946,601,645,1244,548,592,1139
LGA58890,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,18,31,49,34,33,66,49,55,98,98,105,193,92,100,188,102,111,210
LGA59030,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,0,0,0,11,4,22,28,13,46,12,13,29,35,20,59,49,39,89,27,28,59
LGA59100,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,7,7,23,22,44,42,32,72,56,48,109,78,94,178,93,90,183,107,117,222
LGA59170,4,0,0,0,0,3,3,0,4,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,7,7,0,5,3,19,29,48,50,38,91,53,57,112,94,106,195,120,116,232,146,151,302
LGA59250,0,0,3,3,3,0,7,5,0,5,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,7,0,7,0,6,7,6,4,8,107,38,147,113,32,136,125,47,174,188,85,270,150,72,219,162,86,241
LGA59310,0,4,0,6,0,0,0,0,0,0,0,10,7,4,3,8,0,0,0,0,0,0,0,0,0,0,6,6,3,8,11,4,3,8,57,42,103,43,25,68,63,46,110,170,169,336,158,155,312,169,162,337
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,15,15,14,25,28,25,51,49,53,101,49,50,97,69,66,134
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,50,43,34,74,22,24,48,64,74,127,65,66,131,54,55,103
LGA59340,16,10,6,13,4,5,9,8,15,25,4,31,33,7,12,22,0,0,0,0,0,0,0,0,0,21,20,38,17,32,51,16,16,36,544,416,959,509,521,1025,668,657,1320,1222,1203,2424,1113,1247,2362,1309,1378,2686
LGA59350,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,52,21,73,43,27,74,116,34,150,71,40,114,64,36,98,133,42,168
LGA59360,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,4,7,138,67,201,118,71,188,161,52,208,257,198,460,184,131,312,209,104,311
LGA59370,4,6,5,6,0,0,0,0,9,9,3,3,10,3,3,8,0,0,0,0,0,0,0,0,0,0,12,12,9,3,14,3,3,8,151,122,272,223,210,434,174,132,308,439,415,854,505,491,995,416,407,824
LGA59499,21,8,12,19,16,16,32,8,20,29,14,8,24,7,16,23,0,0,0,0,0,0,0,0,4,16,30,49,21,18,40,23,34,55,920,455,1372,981,603,1588,2227,1260,3489,1210,738,1950,1221,834,2052,2535,1623,4160
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,4,0,5,4,0,4,0,0,3,58,4,63,73,4,77,193,20,219,72,6,78,85,3,93,209,28,237
LGA60210,8,6,3,10,12,10,24,10,16,26,4,15,18,6,4,15,0,0,0,0,0,0,0,0,0,11,21,33,7,22,27,22,16,38,249,206,454,291,268,560,277,252,528,722,759,1484,701,729,1430,727,704,1438
LGA60410,37,14,12,22,25,34,59,10,40,49,12,41,52,30,56,85,0,0,0,0,0,0,0,0,4,29,62,90,20,52,77,60,89,148,636,721,1359,660,724,1388,551,568,1121,2343,2507,4852,2475,2571,5044,2786,2967,5751
LGA60610,32,14,12,24,24,33,59,27,44,68,18,43,60,27,43,73,0,0,6,0,3,3,0,0,0,36,67,100,32,58,91,52,84,131,672,710,1385,661,722,1379,543,584,1124,2665,2993,5652,2517,2866,5381,2568,2858,5431
LGA60810,20,6,21,30,33,20,57,16,49,67,13,47,62,24,62,90,0,0,0,0,0,0,0,0,0,23,62,87,26,68,93,60,89,146,718,773,1491,788,868,1655,665,650,1313,2819,2957,5775,2735,2909,5642,2808,2936,5744
LGA61010,3,0,0,0,3,4,9,3,5,4,0,5,5,3,10,12,0,0,0,0,0,0,0,0,0,3,9,10,0,3,4,8,14,23,101,69,172,117,92,210,143,97,234,275,260,538,259,264,522,324,298,625
LGA61210,17,10,13,17,9,8,15,9,18,23,4,16,16,10,15,30,0,0,0,0,0,0,0,0,0,15,27,39,11,28,34,19,20,45,298,242,544,369,351,725,395,336,725,1130,1123,2252,1151,1119,2275,1168,1133,2305
LGA61410,55,39,47,92,94,99,197,56,149,203,84,122,212,123,199,322,3,3,7,0,0,3,5,0,5,77,192,266,129,175,305,227,297,526,1872,1520,3387,1895,1608,3496,1761,1280,3044,7290,7116,14399,7632,7590,15226,8777,8430,17208
LGA61510,10,5,14,16,10,29,42,9,20,28,7,24,25,10,39,49,0,0,0,0,0,3,0,0,0,12,23,37,13,35,51,21,64,88,371,284,658,403,421,825,377,386,763,1344,1229,2572,1367,1391,2757,1468,1520,2986
LGA61610,27,13,32,41,51,56,99,25,45,66,29,49,77,45,76,124,4,0,0,0,6,4,0,5,5,41,63,100,41,78,130,91,134,232,836,929,1764,880,973,1854,661,694,1361,3170,3490,6659,3223,3596,6818,3277,3488,6769
LGA61810,12,0,11,15,4,11,13,12,16,24,5,6,15,7,19,24,0,0,0,0,0,0,0,0,5,16,17,33,9,20,24,11,27,44,198,212,409,305,278,583,263,293,557,829,897,1725,877,879,1750,850,928,1773
LGA62010,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,32,23,54,38,33,73,31,29,62,81,56,141,102,71,178,102,96,200
LGA62210,13,0,3,13,15,9,17,4,10,15,8,16,16,6,14,25,0,0,0,0,3,0,0,0,0,5,16,23,11,22,35,19,23,45,239,228,467,346,334,685,252,218,473,855,912,1759,924,984,1912,875,877,1755
LGA62410,0,0,4,9,3,11,13,5,8,13,6,6,11,3,12,19,0,0,0,0,0,0,0,0,0,5,9,10,0,16,15,10,22,33,132,141,276,220,222,446,195,174,368,417,424,846,464,476,948,502,509,1012
LGA62610,97,60,63,120,179,166,344,69,143,207,88,162,246,123,179,305,6,5,15,0,0,8,3,5,3,116,201,318,148,224,375,306,353,658,1547,1707,3254,1743,1926,3669,1253,1286,2534,6025,6471,12497,6523,7038,13558,7138,7175,14310
LGA62810,98,33,44,77,131,151,284,110,139,252,80,119,204,117,169,292,0,0,0,5,0,4,3,5,9,153,198,350,119,166,287,251,329,578,1502,1341,2844,1602,1589,3193,1196,1178,2370,7948,8028,15978,8420,8622,17042,8683,9035,17717
LGA63010,44,16,25,35,28,28,66,22,54,77,19,35,61,26,49,73,3,0,3,0,3,3,7,0,8,39,80,121,38,65,100,60,85,144,458,403,860,658,656,1319,652,647,1296,1949,1994,3944,2179,2273,4454,2368,2485,4855
LGA63210,26,7,5,16,18,15,33,10,18,31,3,22,27,6,15,25,0,0,0,0,0,0,0,0,0,21,32,55,13,32,45,27,34,63,173,163,334,263,254,517,290,249,539,814,784,1591,838,819,1660,870,842,1708
LGA63410,0,0,0,0,0,0,0,0,3,6,3,0,6,0,5,3,0,0,0,0,0,0,0,0,0,0,3,6,3,6,9,4,7,9,49,46,92,66,93,152,82,81,167,132,160,298,164,190,359,214,206,420
LGA63610,53,30,36,69,54,71,129,52,96,147,43,114,156,85,141,229,0,6,6,5,3,4,0,4,6,74,133,206,76,155,226,144,220,364,764,810,1571,943,936,1880,679,684,1358,4779,5081,9863,5207,5367,10576,5706,5990,11697
LGA63810,4,4,11,13,16,14,29,13,21,34,8,17,22,14,26,40,0,0,0,0,0,0,0,0,0,12,29,38,15,28,38,30,44,68,274,253,521,422,408,831,361,310,676,1221,1233,2457,1364,1360,2716,1472,1499,2979
LGA64010,120,64,48,117,169,147,312,92,167,261,99,152,250,176,243,419,3,8,9,0,0,0,3,6,5,154,234,387,162,206,369,346,393,737,2013,2105,4117,2561,2729,5293,1949,1770,3724,9471,9910,19380,10015,10399,20413,9980,10150,20124
LGA64210,39,18,15,38,24,28,53,22,50,76,15,34,47,18,47,72,0,0,4,0,0,0,0,0,0,42,75,120,36,51,88,46,77,120,420,470,885,695,747,1445,474,533,1007,2391,2589,4975,2554,2664,5221,2472,2659,5138
LGA64610,26,13,16,29,23,16,43,15,30,47,13,16,26,9,43,58,0,0,0,0,0,0,3,0,3,30,46,75,24,28,55,42,62,100,378,307,688,590,592,1183,414,394,804,1606,1623,3231,1681,1795,3476,1666,1739,3404
LGA64810,15,13,10,25,17,20,45,12,51,65,10,33,47,26,47,72,0,0,0,0,0,0,0,0,0,20,58,81,20,48,74,46,69,109,437,410,851,492,540,1035,522,524,1039,1702,1793,3498,1840,2014,3852,2186,2257,4440
LGA65010,14,4,12,11,4,3,9,3,11,16,10,13,24,6,10,20,0,0,0,0,0,0,0,0,0,7,18,26,17,21,41,18,19,33,235,214,453,263,248,515,286,253,538,822,828,1642,850,859,1708,918,890,1810
LGA65210,8,5,0,4,10,7,13,0,10,13,0,3,6,0,4,4,0,0,0,0,0,0,0,0,0,5,11,13,5,5,12,10,10,20,83,97,179,149,164,313,142,109,251,262,271,527,299,318,623,296,282,571
LGA65410,30,9,14,21,10,15,23,16,25,42,10,30,39,17,32,46,0,0,0,0,0,0,0,0,3,30,47,70,17,40,61,27,49,74,426,388,815,541,531,1066,474,437,911,1808,1814,3624,1782,1803,3584,1780,1874,3654
LGA65610,8,0,0,3,6,8,18,3,8,11,3,9,15,0,11,19,0,0,0,0,0,0,0,0,0,4,10,17,9,8,21,13,16,32,208,186,392,193,190,380,243,209,445,619,585,1201,548,527,1075,592,559,1148
LGA65810,28,19,31,54,28,43,70,20,64,85,27,59,85,47,69,111,0,0,0,0,0,3,0,0,0,32,82,116,54,89,141,70,113,186,605,571,1176,734,749,1483,601,597,1199,2964,3137,6106,3124,3354,6478,3325,3392,6717
LGA69499,4,0,0,0,0,0,0,4,5,3,5,5,3,0,9,8,0,0,0,0,0,0,0,0,5,6,3,11,5,5,3,0,10,13,116,50,163,116,58,177,210,130,337,179,133,311,163,123,286,296,223,519
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,5,0,5,3,0,3,10,5,19,5,4,6,3,0,3
LGA70200,56,31,27,66,52,52,101,48,106,148,56,95,151,55,122,177,3,3,9,6,0,6,0,4,8,76,135,213,90,124,211,107,180,283,1558,1351,2903,1582,1653,3233,894,928,1821,4264,4287,8556,4179,4576,8751,3883,4210,8090
LGA70420,10,0,0,8,4,3,6,8,13,27,14,14,28,9,11,23,0,0,0,0,0,6,0,0,0,19,21,34,13,15,31,11,14,28,525,478,1002,472,332,800,379,291,669,1191,1183,2369,1219,1023,2245,1068,970,2035
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,11,4,11,4,4,9,23,30,50,19,8,33,11,12,26
LGA70620,12,0,0,0,4,0,9,5,9,15,4,0,0,3,5,7,0,0,0,0,0,0,0,0,0,14,15,25,3,0,5,6,5,14,240,250,491,188,200,385,211,142,351,639,621,1256,617,621,1242,594,527,1122
LGA70700,3,0,0,0,0,0,0,0,5,5,3,0,7,4,0,3,0,0,0,0,0,0,0,0,0,3,3,5,3,0,7,5,0,7,129,82,204,166,142,308,159,144,305,206,180,389,260,255,514,237,235,466
LGA71000,148,75,95,169,252,253,507,149,269,413,178,382,564,239,402,642,8,5,11,5,8,10,6,0,7,226,348,580,258,485,748,493,658,1153,5617,3975,9594,4707,4146,8855,3490,3076,6569,13090,12208,25293,13126,13545,26671,13215,13929,27150
LGA71150,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,41,17,54,38,18,60,10,4,20,46,28,73,51,51,101,38,25,59
LGA71300,35,0,3,6,7,4,9,40,33,70,0,3,8,13,15,30,0,0,0,0,3,5,0,0,0,55,57,112,5,13,19,23,19,43,312,284,602,558,546,1102,392,348,740,1597,1520,3113,1689,1718,3407,1262,1254,2514
LGA72200,23,6,3,9,12,18,24,20,33,60,11,29,40,16,19,36,0,0,0,0,0,0,0,0,0,40,43,80,21,31,54,33,40,67,597,512,1110,1099,961,2056,821,690,1510,1557,1562,3124,2025,1907,3935,1825,1723,3543
LGA72300,21,20,7,27,13,19,34,26,69,97,36,69,104,30,69,95,0,0,0,4,9,9,0,0,0,37,82,118,57,81,139,42,88,134,1489,1138,2621,3530,1316,4846,2152,1036,3187,3407,3206,6614,5686,3503,9189,4183,3377,7563
LGA72330,33,0,3,8,0,0,3,4,17,20,0,3,6,5,9,9,0,0,0,0,0,0,0,0,0,23,39,57,4,7,17,3,8,12,886,368,1258,1042,593,1628,781,255,1035,1391,917,2314,1556,1139,2692,1300,753,2051
LGA72800,45,28,31,54,75,88,165,50,104,150,59,166,228,84,200,278,0,0,0,0,0,0,0,6,4,67,131,197,90,197,284,162,292,451,1481,1398,2882,1551,1547,3101,1740,1555,3290,4588,4960,9552,5460,6079,11537,6510,7184,13689
LGA73600,18,3,0,10,0,7,4,14,24,40,3,9,10,0,5,11,0,0,0,0,0,0,0,0,0,18,31,54,5,11,21,8,11,17,358,345,704,437,397,833,459,301,760,1034,1085,2118,1158,1131,2292,1116,986,2103
LGA74050,7,3,4,4,0,0,0,6,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,22,4,0,13,6,4,10,69,59,130,114,89,203,99,127,227,433,411,842,376,341,714,346,372,718
LGA74550,25,4,3,4,0,0,0,7,10,10,0,4,5,0,5,5,7,3,6,0,0,0,0,0,0,20,21,40,0,9,12,3,5,7,175,132,309,286,248,534,191,153,346,497,449,941,549,515,1066,485,412,893
LGA74560,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,22,12,30,19,13,28,22,17,43,47,39,87,51,60,111,56,54,107
LGA74660,7,8,10,20,3,0,7,10,7,16,9,8,14,7,11,19,0,0,0,0,0,5,3,0,5,12,7,23,21,17,36,17,12,31,274,191,463,523,480,1001,262,221,482,1101,967,2062,1151,1066,2215,945,888,1836
LGA74680,8,3,0,6,0,6,7,0,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,6,4,12,3,4,8,82,57,139,200,202,403,151,164,318,485,451,932,625,599,1224,496,478,977
LGA79399,3,0,0,0,16,12,33,16,29,42,6,21,30,7,20,29,0,0,0,0,0,0,0,0,0,18,34,49,8,24,32,24,36,61,1119,338,1457,671,445,1125,774,612,1382,1898,1135,3030,1282,1155,2434,1467,1380,2854
LGA79499,0,7,12,14,11,8,22,0,6,6,0,3,7,0,6,6,0,0,0,0,0,0,0,0,0,3,4,6,12,14,26,12,10,26,165,110,274,451,374,821,643,579,1224,218,176,405,530,453,985,793,709,1503
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,10,5,15,20,0,23,9,0,15,11,6,22,22,0,22
LGA89399,776,462,440,895,1053,938,1991,754,1216,1974,742,1490,2228,1629,2107,3735,21,19,47,16,24,41,11,22,28,1265,1526,2797,1212,1944,3159,2693,3062,5757,9891,8545,18438,11723,11300,23026,9537,8566,18113,57546,57121,114669,65070,66372,131449,72976,74013,146989
LGA89499,6,0,3,3,0,0,0,0,0,0,0,3,3,3,6,5,0,0,0,0,0,0,0,0,0,10,3,12,0,7,7,3,6,4,44,19,68,76,26,106,97,36,131,116,80,193,123,86,206,148,104,248
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,9,6,0,6,0,0,0,0,0,0,0,0,4,5,3,10,0,0,0,0,3,0,0,0,0,6,0,7,13,3,11,4,7,12,18,7,23,114,120,236,183,165,349,70,64,133,312,300,616,389,390,787
LGA99499,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,3,10,3,0,3,6,4,8,3,12,15,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
