LGA_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
LGA53360,15,627,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,13,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,21,9,3,3,0,0,17,12,0,0,0,0,11,3,0,5,0,0,6,14,6,4,0,0,18,5,6,0,4,0,23,3,0,0,0,0,4,45,14,13,4,0,81,5,3,0,0,0,8,350,138,167,72,16,744
LGA53430,121,5667,0,0,0,0,0,0,51,4,0,0,0,52,406,91,29,11,0,530,375,171,114,15,0,680,49,29,39,23,3,146,10,3,0,0,0,13,894,297,180,41,10,1425,4,0,0,0,0,5,149,10,0,0,0,159,341,71,27,0,0,434,168,50,14,3,0,233,17,4,5,0,0,33,0,0,0,0,0,0,674,137,51,8,0,874,5,0,0,0,0,5,25,0,0,0,0,25,17,0,0,0,0,18,6,0,0,0,0,9,5,0,0,0,0,11,0,0,0,0,0,0,59,0,3,4,0,67,7,0,0,0,0,11,4209,1724,1524,462,130,8042
LGA53570,73,1370,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,808,231,197,103,72,1412
LGA53640,13,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,50,69,29,14,312
LGA53710,6,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,38,33,31,6,253
LGA53780,2108,29697,3,0,0,0,0,3,18,0,0,0,0,22,331,74,21,9,0,434,596,316,219,93,33,1250,30,35,30,12,19,128,19,0,3,0,3,23,994,428,276,110,53,1859,0,0,0,0,0,0,18,4,0,0,0,20,102,36,13,4,0,156,78,32,36,6,3,158,0,8,3,5,3,20,6,0,0,0,0,7,207,82,51,19,8,366,6,0,0,0,0,6,25,0,0,0,0,22,6,0,0,0,0,9,5,0,0,0,0,12,14,6,0,4,0,18,0,0,0,0,0,0,48,5,0,4,0,61,7,4,0,4,0,16,11413,7242,7702,3471,2172,31996
LGA53800,413,9147,0,0,0,0,0,0,11,3,0,0,0,16,172,31,14,3,5,230,170,47,26,13,4,256,53,14,24,12,4,110,8,0,0,0,0,14,423,103,67,27,12,629,0,0,0,0,0,0,8,0,0,0,0,8,16,7,5,3,0,28,20,8,4,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,52,15,7,0,0,73,5,0,0,0,0,5,21,0,0,0,0,21,16,0,0,0,0,16,8,4,0,0,4,10,4,0,0,0,0,3,0,0,0,0,0,0,52,4,0,0,4,60,11,3,0,3,0,21,4757,2041,1866,837,427,9920
LGA53920,162,572,0,0,0,0,0,0,4,0,0,0,0,4,5,3,5,0,0,13,0,6,5,0,0,8,0,0,0,0,3,5,0,0,0,0,0,0,9,4,7,0,7,34,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,15,7,0,0,0,27,3,0,0,0,0,9,155,134,103,79,168,642
LGA53990,335,7578,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,4,0,46,65,19,5,10,0,92,3,0,5,0,0,9,0,0,0,0,0,0,105,25,9,11,0,154,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,9,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,18,3,0,0,0,0,3,20,0,0,0,0,24,10,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,3,36,8,0,4,0,53,0,3,0,0,0,6,3579,1488,1666,740,337,7815
LGA54060,20,896,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,15,3,0,0,0,23,12,0,3,0,0,18,0,0,0,0,0,0,33,4,6,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,4,0,0,0,0,0,571,170,139,69,20,973
LGA54130,7,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,8,0,0,0,0,0,0,149,33,58,35,7,283
LGA54170,1172,42469,0,4,0,0,0,6,34,4,5,0,0,41,296,21,7,0,0,321,1042,400,209,31,7,1690,165,96,99,36,7,406,16,0,0,3,0,25,1561,529,315,73,17,2491,0,0,0,0,0,0,57,8,0,0,0,62,234,41,10,0,0,289,135,51,18,3,0,209,6,7,5,4,4,25,4,0,0,0,0,4,437,110,36,11,4,589,3,0,0,0,0,3,8,0,0,0,0,8,18,0,3,0,0,16,7,5,6,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,31,0,8,0,0,44,8,4,0,0,0,12,19212,9691,11459,4049,1195,45607
LGA54200,633,15613,0,0,0,0,0,0,9,0,0,0,0,9,91,13,8,0,0,110,152,66,26,4,3,255,9,11,9,5,4,33,8,0,0,0,0,3,275,86,35,11,5,421,0,0,0,0,0,0,10,0,0,0,0,10,15,0,0,0,0,15,3,3,0,0,0,9,4,0,4,0,0,13,0,0,0,0,0,0,31,6,3,0,0,42,3,5,0,0,0,4,6,0,0,0,0,6,25,0,0,0,0,27,3,3,0,0,0,10,13,3,6,0,4,25,0,0,0,0,0,0,48,9,4,3,4,75,12,6,0,0,0,17,7062,3370,3535,1554,641,16165
LGA54280,336,6072,0,0,0,0,0,0,23,0,0,0,0,22,126,48,24,5,3,207,176,113,75,22,12,402,24,18,14,7,0,67,6,5,4,4,0,15,365,178,117,36,20,715,0,0,0,0,0,0,3,3,0,0,0,10,14,3,3,0,0,19,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,30,10,4,0,0,43,7,0,0,0,0,8,24,0,0,0,0,28,4,7,0,0,0,7,0,3,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,46,11,0,0,0,54,6,5,0,0,0,12,2828,1518,1498,696,348,6899
LGA54310,212,4061,0,0,0,0,0,0,21,4,0,0,0,25,132,36,20,3,0,195,92,68,41,23,3,216,15,6,8,7,6,45,0,0,4,0,0,10,261,121,68,30,10,492,0,0,0,0,0,0,43,9,0,0,0,46,33,8,13,0,0,52,16,5,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,93,13,11,0,0,121,9,0,0,0,0,15,19,0,0,0,0,19,5,3,0,0,0,8,0,5,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,3,39,6,3,4,0,49,12,0,0,0,0,17,1630,999,1283,597,225,4741
LGA54340,77,933,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,0,25,6,4,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,30,13,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,474,191,168,67,77,983
LGA54410,14,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,163,56,35,14,14,281
LGA54480,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,19,34,15,0,111
LGA54550,21,454,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,237,81,91,48,21,467
LGA54620,9,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,117,27,30,12,9,202
LGA54690,4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,14,15,13,4,94
LGA54760,7,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,4,102,28,30,25,7,197
LGA54830,675,11141,0,0,0,0,0,0,8,0,0,0,0,8,66,6,5,0,0,86,67,27,12,8,7,120,7,4,5,0,0,12,6,0,0,0,0,0,148,41,25,8,9,228,0,0,0,0,0,0,9,0,0,0,0,4,77,26,9,0,0,111,23,14,10,6,0,46,4,0,0,0,0,4,0,0,0,0,0,5,111,41,12,4,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4271,2721,2677,1193,679,11540
LGA54900,9,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,160,43,64,35,9,320
LGA54970,15,101,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,52,18,17,10,15,115
LGA55040,14,181,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,16,0,3,4,0,0,6,95,38,36,25,13,209
LGA55110,814,22172,5,0,0,0,0,5,29,0,0,0,0,30,537,33,6,6,0,591,827,179,72,18,10,1111,53,26,16,14,4,108,22,8,0,0,0,33,1475,241,105,35,16,1869,0,0,0,0,0,0,10,0,0,0,0,9,147,13,8,0,0,169,224,49,20,0,0,285,14,6,3,0,0,18,3,3,0,0,0,6,391,65,30,0,0,496,4,0,4,0,0,6,20,0,0,0,0,24,26,0,0,0,0,28,3,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,56,0,9,0,0,66,13,6,0,0,0,15,12919,4685,4360,1822,828,24619
LGA55180,71,2267,0,0,0,0,0,0,6,0,0,0,0,6,18,0,3,0,0,22,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,25,7,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,9,1291,408,375,180,73,2322
LGA55250,17,144,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,8,4,0,0,0,6,6,75,37,24,14,19,170
LGA55320,737,23525,0,0,0,0,0,0,30,0,0,0,0,30,696,119,43,6,5,864,1109,520,412,72,11,2127,220,157,214,85,19,700,14,4,4,0,0,23,2067,807,669,162,30,3734,0,0,0,0,0,0,74,4,0,0,0,84,437,73,17,0,0,525,143,44,30,9,0,227,8,3,4,5,3,20,0,0,0,0,0,3,668,128,48,15,4,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,15,6,3,3,0,29,12269,5920,6725,2466,772,28152
LGA55390,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,7,0,0,0,0,7,19,7,6,3,3,35
LGA55460,28,742,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,6,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,404,142,119,65,25,759
LGA55530,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,52,18,20,12,0,101
LGA55600,14,531,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,282,95,107,48,18,545
LGA55670,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,22,19,8,9,134
LGA55740,47,1787,0,0,0,0,0,0,8,0,0,0,0,8,50,10,0,0,0,65,72,36,25,10,0,140,5,4,5,3,0,12,0,0,0,0,0,0,131,51,35,11,5,230,0,0,0,0,0,0,49,9,0,0,0,57,111,41,12,0,0,169,3,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,170,47,14,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,452,531,237,51,2247
LGA55810,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,4,0,0,5,0,0,0,0,0,0,40,10,11,3,0,71
LGA55880,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,17,26,14,4,115
LGA55950,10,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,21,25,8,10,148
