LGA_CODE_2021,C21_75_79_Div_P,C21_75_79_Wid_M,C21_75_79_Wid_F,C21_75_79_Wid_P,C21_75_79_Nvr_marrd_M,C21_75_79_Nvr_marrd_F,C21_75_79_Nvr_marrd_P,C21_75_79_Tot_M,C21_75_79_Tot_F,C21_75_79_Tot_P,C21_80_84_Married_M,C21_80_84_Married_F,C21_80_84_Married_P,C21_80_84_Sep_M,C21_80_84_Sep_F,C21_80_84_Sep_P,C21_80_84_Div_M,C21_80_84_Div_F,C21_80_84_Div_P,C21_80_84_Wid_M,C21_80_84_Wid_F,C21_80_84_Wid_P,C21_80_84_Nvr_marrd_M,C21_80_84_Nvr_marrd_F,C21_80_84_Nvr_marrd_P,C21_80_84_Tot_M,C21_80_84_Tot_F,C21_80_84_Tot_P,C21_85_over_Married_M,C21_85_over_Married_F,C21_85_over_Married_P,C21_85_over_Seprtd_M,C21_85_over_Seprtd_F,C21_85_over_Seprtd_P,C21_85_over_Divorce_M,C21_85_over_Divorce_F,C21_85_over_Divorce_P,C21_85_over_Wid_M,C21_85_over_Wid_F,C21_85_over_Wid_P,C21_85_over_Nvr_mard_M,C21_85_over_Nvr_mard_F,C21_85_over_Nvr_mard_P,C21_85_over_Tot_M,C21_85_over_Tot_F,C21_85_over_Tot_P,C21_Tot_Married_M,C21_Tot_Married_F,C21_Tot_Married_P,C21_Tot_Sep_M,C21_Tot_Sep_F,C21_Tot_Sep_P,C21_Tot_Div_M,C21_Tot_Div_F,C21_Tot_Div_P,C21_Tot_Wid_M,C21_Tot_Wid_F,C21_Tot_Wid_P,C21_Tot_nver_marrie_M,C21_Tot_nver_marrie_F,C21_Tot_nver_marrie_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
LGA33960,640,219,842,1061,99,78,177,2242,2559,4803,887,652,1541,50,26,77,161,213,373,240,843,1083,58,54,110,1390,1785,3179,553,263,815,15,4,19,61,105,164,301,1172,1477,47,58,107,978,1603,2575,36962,37107,74062,3386,4362,7749,6645,9326,15961,1560,5337,6898,36990,33893,70888,85537,90021,175559
LGA33980,26,18,39,57,12,5,12,132,108,239,39,18,57,0,0,3,9,11,19,17,32,55,7,5,6,79,66,140,14,15,33,0,0,0,3,0,6,17,48,60,0,0,0,45,60,100,3992,3446,7439,474,277,749,973,574,1552,132,248,382,4315,2929,7245,9884,7471,17356
LGA34420,0,0,7,7,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,38,86,4,3,6,3,7,8,11,21,22,316,353,670,375,424,795
LGA34530,169,63,190,260,26,22,42,780,724,1508,283,219,499,4,7,16,41,34,76,71,230,297,18,22,37,419,505,930,177,92,270,7,0,7,26,27,52,106,304,409,3,11,20,321,435,753,8295,8017,16315,591,564,1159,1463,1619,3083,449,1242,1699,5643,4364,10009,16448,15809,32261
LGA34570,0,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,14,27,11,0,11,5,10,18,3,11,13,197,196,397,230,235,467
LGA34580,179,66,228,295,37,20,52,761,689,1455,226,159,382,17,6,21,43,44,91,57,188,252,30,11,47,383,409,793,134,52,188,3,3,6,20,28,52,94,292,384,13,13,27,273,390,660,7654,7743,15400,681,716,1398,1456,1696,3157,415,1243,1658,6017,5651,11666,16225,17050,33276
LGA34590,1360,430,1404,1835,140,108,250,4188,4464,8651,1603,953,2558,92,46,138,255,354,610,373,1336,1705,64,51,123,2382,2740,5127,840,423,1264,42,21,64,118,236,359,529,1796,2320,48,59,108,1576,2541,4118,58648,58795,117449,4934,6264,11197,10407,14369,24778,2585,8907,11491,54139,48500,102639,130716,136835,267553
LGA34710,10,3,15,21,5,3,9,47,42,87,14,13,29,3,0,3,8,4,11,5,27,30,6,5,10,34,40,78,12,4,18,0,0,0,7,0,8,10,39,48,11,0,14,45,48,88,671,678,1348,45,39,90,123,136,261,41,117,153,552,556,1110,1437,1526,2966
LGA34770,453,174,565,742,112,43,154,1683,1766,3445,664,403,1064,17,14,29,85,107,191,173,582,752,50,33,83,997,1131,2123,431,228,660,12,9,17,43,60,106,271,865,1136,32,24,62,790,1184,1979,22742,22679,45423,1736,1991,3725,4457,4802,9265,1147,3491,4637,18555,15590,34145,48640,48547,97190
LGA34800,4,0,5,9,6,0,4,6,4,15,7,4,8,0,0,0,0,0,0,3,0,0,0,0,0,10,3,14,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,5,5,163,125,285,14,14,31,39,24,69,3,16,21,151,132,280,373,318,689
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,50,0,4,4,8,14,16,3,13,11,117,103,227,160,150,309
LGA34860,31,18,76,95,25,3,25,185,188,379,75,56,129,5,8,10,14,12,24,25,70,96,8,3,15,126,150,276,32,21,57,0,0,0,10,3,12,28,125,155,3,8,10,73,155,229,2398,2372,4774,184,179,363,424,364,790,140,438,573,1861,1747,3608,5003,5102,10105
LGA34880,143,53,150,199,42,18,57,503,506,1011,201,122,317,8,0,6,39,31,74,45,113,157,21,11,25,310,278,586,131,51,184,9,0,8,8,9,15,66,172,235,13,7,21,226,238,470,4221,3828,8045,456,339,791,936,982,1919,280,744,1025,4193,3042,7233,10085,8930,19025
LGA35010,2297,745,2566,3308,286,207,496,8079,8735,16809,3132,2069,5199,129,87,216,464,619,1080,709,2398,3108,150,153,302,4582,5330,9904,1868,933,2805,57,35,94,211,375,585,1082,3666,4748,125,146,276,3343,5162,8506,89715,90039,179751,6675,8397,15070,15447,22794,38237,4309,14493,18798,67928,62093,130022,184083,197805,381884
LGA35250,0,4,3,8,5,0,7,9,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,53,54,111,5,7,17,18,3,23,11,24,33,283,316,597,373,406,778
LGA35300,35,18,55,75,19,7,22,150,142,293,37,21,62,5,0,5,15,7,24,31,53,82,11,3,11,95,87,182,22,7,31,0,0,0,8,3,13,12,47,63,13,0,9,50,65,114,2663,2635,5295,243,247,496,537,533,1068,144,344,486,3766,3222,6987,7354,6984,14341
LGA35600,25,9,26,29,4,0,6,43,71,116,23,10,33,0,0,0,3,4,10,13,28,40,3,3,8,44,42,95,19,12,28,0,0,0,9,0,4,13,54,69,4,6,10,44,71,111,745,757,1506,69,62,126,137,122,265,62,180,241,567,573,1139,1575,1693,3275
LGA35670,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,79,4,4,3,8,7,12,7,3,14,253,273,531,310,322,631
LGA35740,478,117,374,488,73,31,101,1580,1548,3135,651,391,1039,18,15,33,102,120,222,126,419,535,31,22,56,929,962,1892,406,195,605,13,10,23,53,92,145,147,646,802,27,13,41,646,969,1611,12147,12196,24344,668,801,1467,2425,3344,5771,613,2217,2830,7176,6357,13538,23027,24920,47949
LGA35760,69,34,78,108,30,10,39,286,245,533,129,89,216,8,0,8,24,8,35,33,74,107,6,7,16,199,178,383,67,39,104,0,0,5,11,8,21,45,105,146,5,5,11,126,163,291,2069,2031,4103,186,160,347,483,451,936,178,427,601,1361,1129,2492,4273,4203,8475
LGA35780,0,4,6,4,0,4,4,10,5,17,0,0,3,0,0,0,0,0,0,0,7,7,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,184,177,360,20,19,42,30,23,53,20,29,47,603,707,1309,854,954,1814
LGA35790,0,0,6,8,4,0,4,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,133,21,14,31,9,9,21,9,22,31,595,636,1227,698,747,1444
LGA35800,17,0,13,14,6,7,9,38,35,71,13,5,19,8,0,8,0,0,0,0,3,3,4,3,3,23,14,38,12,11,15,0,0,0,0,0,0,3,11,14,0,0,3,14,24,33,261,262,526,32,29,60,63,64,125,14,60,70,281,260,541,653,666,1321
LGA36070,0,6,0,7,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,52,5,0,8,3,0,11,4,9,12,190,207,398,232,239,471
LGA36150,3,0,5,6,0,0,0,14,3,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,3,0,0,0,0,0,0,3,7,11,0,0,0,6,8,13,124,131,260,3,3,10,40,19,59,7,19,31,98,103,207,280,277,559
LGA36250,906,270,915,1181,98,83,181,3098,3358,6458,1315,841,2156,41,21,66,150,272,428,268,977,1250,42,47,94,1827,2162,3988,842,408,1250,24,13,36,116,171,281,460,1693,2146,39,37,77,1478,2316,3799,32941,33151,66091,1922,2479,4403,5523,7983,13509,1622,5621,7249,21024,18570,39594,63039,67810,130844
LGA36300,3,3,5,7,0,0,0,15,12,28,0,0,9,0,0,0,0,0,0,0,3,3,0,0,0,3,9,10,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,5,6,155,160,312,12,5,12,21,12,36,10,24,34,119,88,205,316,287,604
LGA36370,367,129,428,561,80,51,133,1172,1319,2490,505,363,869,25,15,40,79,97,178,123,561,688,45,38,85,784,1078,1860,343,171,513,10,7,14,50,66,116,259,771,1028,40,62,99,701,1079,1776,13844,13676,27521,1190,1414,2605,2842,3563,6398,882,2829,3711,13276,11813,25091,32031,33290,65325
LGA36510,290,89,231,323,44,22,69,969,916,1880,385,273,659,27,6,31,67,57,125,56,241,300,24,11,40,555,590,1150,232,99,328,10,5,13,27,48,78,139,381,516,19,16,37,414,553,971,8937,8914,17852,705,706,1416,1685,2021,3710,480,1436,1913,5576,4964,10539,17389,18047,35432
LGA36580,151,56,152,211,19,9,30,569,506,1078,201,108,304,6,4,8,37,27,64,36,129,163,23,6,27,298,271,569,73,31,101,4,0,3,13,16,23,50,152,204,14,3,22,150,201,351,5073,5015,10083,463,438,901,1061,1143,2206,309,790,1098,3392,2779,6166,10290,10169,20459
LGA36630,243,96,252,350,54,17,71,886,821,1715,343,189,529,9,7,23,86,33,117,81,229,309,32,9,42,548,475,1025,188,93,288,8,4,10,25,27,49,105,334,435,17,17,36,347,468,820,6346,6341,12693,597,633,1225,1532,1635,3161,505,1422,1925,4547,3815,8363,13527,13850,27370
LGA36660,237,106,274,382,55,33,83,946,913,1864,365,272,636,12,4,13,74,67,140,100,281,384,17,18,43,565,641,1207,229,94,319,12,0,6,23,28,55,135,450,586,17,20,35,417,591,1004,7338,7362,14697,534,594,1125,1464,1701,3164,539,1603,2144,4748,4175,8923,14622,15434,30056
LGA36720,2182,548,1962,2508,281,200,479,6983,7699,14677,3145,2149,5297,100,63,167,415,599,1010,590,2186,2777,129,107,243,4385,5109,9493,2217,1167,3381,62,39,98,242,393,636,1116,3616,4727,89,121,211,3728,5333,9058,68506,68957,137455,4225,5528,9754,12305,18611,30918,3438,11892,15332,45610,43978,89587,134079,148966,283049
LGA36820,200,53,182,236,39,12,50,678,644,1326,266,161,431,15,7,24,46,31,74,70,190,261,22,17,35,418,408,828,175,84,261,10,0,8,18,22,45,85,284,372,18,7,25,306,405,715,4967,5000,9968,378,416,793,1193,1361,2552,350,1099,1449,3732,3290,7018,10626,11167,21794
LGA36910,789,295,1031,1321,143,123,262,3075,3598,6677,1486,1002,2484,56,47,107,162,243,407,279,1130,1408,89,86,178,2075,2512,4584,1016,517,1530,24,13,35,99,146,246,454,1946,2398,65,101,166,1657,2725,4381,33448,33749,67195,2205,2805,5006,5089,7525,12612,1661,6378,8038,24158,22282,46442,66567,72733,139300
LGA36950,9,0,6,10,0,0,0,15,19,35,5,3,11,0,0,0,0,0,0,5,0,8,3,3,6,15,13,21,0,0,0,0,0,0,0,0,0,4,9,9,0,0,0,3,9,10,338,321,661,37,37,74,72,73,148,27,52,77,752,815,1564,1224,1294,2523
LGA36960,0,5,19,16,5,0,7,19,25,48,4,4,6,0,0,0,0,0,0,3,5,11,0,3,8,8,9,23,3,0,5,0,0,0,0,0,0,5,0,3,0,0,3,6,9,9,310,312,627,15,22,44,31,29,59,44,89,127,961,977,1940,1362,1430,2801
LGA37010,734,255,789,1043,167,102,266,2445,2616,5059,941,633,1571,48,25,77,163,210,374,214,841,1053,82,46,133,1444,1759,3202,530,256,791,12,11,21,66,97,164,282,1262,1553,68,52,118,964,1683,2647,31775,31681,63451,2704,3317,6020,6396,8465,14855,1499,5062,6558,34685,30219,64911,77056,78748,155798
LGA37300,4,0,7,7,0,0,3,13,13,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,6,4,3,0,3,5,6,10,593,599,1192,42,46,90,97,98,195,11,26,40,838,687,1531,1589,1460,3047
LGA37310,129,54,203,253,35,16,46,533,572,1101,240,145,385,8,7,12,26,28,56,43,196,234,33,9,36,347,377,722,134,73,205,9,0,6,7,14,22,81,282,360,10,13,22,238,383,625,6193,6099,12291,594,557,1152,1191,1151,2347,335,1161,1499,5116,4201,9317,13431,13173,26596
LGA37340,170,62,135,200,47,12,57,630,498,1131,191,102,289,12,9,19,44,38,79,64,162,227,20,7,33,334,318,654,102,56,153,3,4,8,19,17,41,65,224,289,12,7,13,201,305,503,6500,6341,12839,598,575,1173,1616,1561,3177,363,991,1358,6704,5525,12228,15784,14994,30777
LGA37400,5,4,14,14,5,0,3,21,27,51,9,9,20,0,0,0,9,0,6,4,5,7,0,0,5,18,14,34,3,5,6,0,0,0,0,0,0,0,7,12,5,0,5,9,9,19,226,214,433,18,12,38,51,43,94,10,50,62,149,158,308,454,474,936
LGA37550,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,74,6,9,10,0,9,10,7,18,19,235,307,545,284,379,663
LGA37570,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,17,0,5,0,4,0,5,0,5,4,82,88,172,95,104,199
LGA37600,0,0,9,10,0,3,4,6,18,23,0,0,3,0,0,0,0,0,0,4,0,9,4,0,6,8,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,147,151,295,27,11,37,9,10,20,5,37,47,656,706,1358,840,916,1757
LGA39499,67,26,20,52,11,6,14,220,124,348,35,11,48,8,3,8,14,7,20,8,18,21,0,0,0,63,37,101,5,4,9,3,0,9,3,5,4,6,13,25,0,4,6,23,25,44,2006,1943,3948,593,363,959,977,881,1855,134,194,326,3398,2749,6142,7108,6127,13234
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,76,8,0,8,9,4,16,0,0,0,55,26,83,149,28,183
LGA40070,134,18,82,104,29,26,60,338,367,700,115,75,191,3,0,7,36,45,79,26,98,128,14,21,40,202,240,442,86,42,130,0,0,0,11,32,43,50,185,235,12,16,23,150,272,425,3153,3033,6189,338,275,616,941,1063,2011,172,562,734,7406,6621,14033,12014,11556,23578
LGA40120,199,51,173,220,27,17,40,781,772,1558,317,185,495,3,4,10,34,45,77,54,164,219,18,12,30,425,410,831,189,98,290,0,3,3,19,29,46,102,300,403,8,16,20,318,447,768,9230,9274,18507,347,395,748,1239,1567,2809,350,989,1339,5399,4732,10136,16567,16959,33530
LGA40150,31,18,31,44,8,3,11,141,140,277,47,28,76,0,0,0,6,12,13,13,25,34,0,0,0,64,63,127,24,4,26,0,0,0,4,5,10,15,48,60,0,0,0,47,53,98,1909,1895,3806,137,133,267,388,344,728,93,206,301,1600,1289,2890,4131,3860,7993
LGA40220,252,80,185,262,25,51,77,964,946,1904,456,320,773,15,7,18,51,53,108,65,225,292,22,10,33,607,615,1221,248,120,370,7,0,8,21,27,50,118,369,491,12,15,25,412,535,941,6463,6501,12965,409,412,824,1301,1548,2849,403,1199,1597,3378,3059,6442,11951,12722,24672
LGA40250,0,0,4,4,0,0,0,3,9,6,0,0,0,0,0,0,0,0,0,4,9,10,3,0,3,8,8,12,4,3,4,0,0,0,0,0,0,4,7,5,0,0,0,9,11,17,422,450,869,47,73,115,33,23,53,14,93,105,297,331,630,809,967,1775
LGA40310,87,36,144,180,20,8,26,532,531,1058,244,164,406,0,0,0,23,25,53,36,178,216,9,7,16,325,371,698,137,78,211,3,4,3,8,16,30,102,308,409,7,6,20,258,411,671,5455,5495,10948,285,326,614,820,1025,1844,270,960,1227,3269,2766,6038,10102,10572,20672
LGA40430,25,16,26,45,3,4,7,104,93,193,39,23,63,0,0,0,8,9,13,8,27,34,0,0,6,52,61,110,26,8,33,0,0,0,0,0,5,15,58,67,0,0,0,43,67,107,614,614,1230,49,30,81,146,109,260,55,154,212,271,199,467,1137,1111,2248
LGA40520,49,18,76,92,5,3,8,217,229,442,93,80,172,0,0,0,8,14,25,16,78,92,0,0,9,126,175,303,83,43,131,0,0,0,6,8,11,49,156,208,8,4,8,147,212,358,1938,1912,3851,166,181,347,410,458,868,145,513,656,1711,1386,3097,4368,4450,8818
LGA40700,272,70,282,350,47,62,107,1019,1129,2153,511,343,854,3,12,18,56,88,139,54,346,399,22,38,65,652,827,1476,354,174,526,3,6,7,28,66,90,176,752,935,12,37,50,575,1036,1609,10298,10538,20837,311,431,743,1087,1811,2898,422,1851,2271,5928,5613,11535,18047,20234,38283
LGA40910,236,68,392,454,40,44,87,932,1282,2209,644,429,1073,10,9,19,40,98,145,106,521,625,18,12,35,823,1074,1898,474,218,689,13,6,14,39,83,117,236,832,1067,13,27,44,769,1160,1929,11454,11636,23091,505,694,1197,1349,2344,3693,575,2396,2974,8078,6860,14937,21962,23937,45893
LGA41010,18,11,21,29,4,0,8,66,57,131,26,15,43,0,0,0,4,0,4,3,12,14,3,0,6,34,26,64,12,6,21,0,0,0,0,0,0,7,25,33,0,0,0,24,28,53,573,566,1135,37,34,66,128,97,223,50,117,171,648,554,1195,1428,1367,2792
LGA41060,557,166,728,895,129,79,209,2034,2331,4362,1037,754,1793,38,28,60,115,177,293,181,962,1142,53,44,94,1419,1965,3383,809,385,1200,15,16,32,68,152,223,489,1702,2192,39,50,93,1433,2306,3732,22813,22841,45652,1492,1723,3216,3976,5760,9741,1238,5005,6249,20474,18056,38535,50002,53395,103394
LGA41140,38,17,73,83,10,8,22,223,237,460,82,57,134,6,5,4,17,17,26,22,73,96,7,5,11,127,151,283,58,25,82,0,3,7,4,3,6,43,111,155,0,9,10,115,142,260,1979,1952,3929,103,134,237,370,406,775,121,401,521,1177,1018,2194,3752,3900,7658
LGA41190,9,0,15,16,0,0,0,27,36,71,21,11,31,0,0,0,0,3,7,4,10,13,0,0,0,32,24,57,9,7,17,0,0,0,3,0,4,3,26,35,0,0,3,21,37,58,384,378,769,30,13,38,63,73,134,24,77,103,227,132,360,727,670,1402
LGA41330,33,5,9,20,14,0,14,78,30,112,18,8,26,0,0,0,9,4,10,0,12,12,13,0,16,48,15,59,8,0,10,0,0,0,6,0,6,3,4,11,0,0,0,23,9,29,246,220,468,44,18,60,142,62,209,27,69,94,343,213,549,794,584,1382
LGA41560,111,51,133,187,19,12,32,486,483,970,222,154,372,3,4,3,26,16,46,45,148,196,17,7,20,307,321,629,111,57,164,8,0,8,13,9,21,76,246,321,3,8,12,206,314,527,3227,3221,6444,203,193,399,741,736,1481,280,814,1097,1904,1601,3499,6361,6563,12925
LGA41750,3,0,3,5,3,0,3,16,15,33,5,6,12,0,0,0,0,0,0,3,3,7,3,0,3,14,7,22,4,0,11,0,0,0,0,0,0,0,11,11,0,0,0,9,9,20,205,207,416,17,6,22,38,30,73,11,33,43,157,102,262,431,381,810
LGA41830,16,0,16,19,0,0,0,48,48,97,10,12,20,0,0,0,9,3,9,0,17,19,9,0,9,23,34,53,11,0,11,0,0,0,0,0,0,7,24,34,5,0,5,24,26,52,320,312,630,32,27,59,74,87,164,34,85,117,223,208,432,684,716,1407
LGA41960,3,4,21,22,0,0,0,40,41,76,11,10,21,0,0,0,0,0,0,0,0,4,0,0,0,18,9,28,8,0,11,0,0,0,0,0,6,0,15,21,0,0,0,13,18,35,320,301,617,11,17,24,42,43,86,17,58,76,170,108,281,556,536,1091
LGA42030,152,45,174,226,23,14,29,455,580,1040,246,200,445,3,4,10,28,39,72,46,227,277,10,3,13,340,472,813,177,96,278,0,3,3,18,22,47,116,369,484,12,8,20,331,497,831,4412,4438,8856,344,466,804,974,1422,2397,323,1136,1455,3775,3327,7104,9830,10788,20619
LGA42110,28,10,28,41,8,3,13,108,111,218,33,20,53,0,0,0,5,7,12,20,37,53,0,0,0,63,56,120,19,19,40,0,0,0,0,5,9,9,47,54,4,0,3,43,64,107,831,833,1659,84,58,135,166,155,322,64,196,259,597,455,1050,1732,1692,3428
LGA42250,18,12,35,45,12,3,13,148,137,284,58,25,84,0,0,0,4,0,11,25,33,52,5,0,5,88,68,152,35,18,52,0,0,0,4,5,3,16,55,76,5,0,0,54,78,133,2063,1887,3951,154,69,220,282,210,493,114,202,319,1411,784,2190,4024,3155,7174
LGA42600,264,61,248,308,58,48,105,873,1006,1880,380,261,637,9,0,17,50,88,135,69,310,381,23,31,55,535,693,1229,289,176,464,5,3,8,26,79,102,162,741,906,24,34,59,513,1034,1548,7667,7727,15392,410,491,906,1358,2136,3493,431,1776,2203,5516,5099,10615,15384,17226,32610
LGA42750,34,12,17,33,8,0,8,141,120,258,46,36,84,6,0,5,8,9,16,11,30,38,7,0,7,73,68,144,27,15,44,0,0,0,7,5,13,25,39,58,0,6,6,61,61,119,1030,1010,2044,73,85,162,235,237,471,74,154,228,697,517,1209,2116,2001,4112
LGA43080,11,3,9,14,0,0,0,19,29,51,13,4,18,0,0,0,0,0,0,0,9,10,5,0,5,16,12,23,6,0,12,0,0,0,0,0,0,4,20,26,0,0,0,13,27,41,225,207,435,19,6,29,52,29,82,13,56,72,142,88,232,454,389,844
LGA43220,4,3,5,9,0,0,0,25,21,47,11,8,24,0,0,0,5,0,5,0,6,7,3,0,3,19,17,34,10,3,16,0,0,0,0,0,0,3,19,20,4,0,0,14,26,39,257,251,511,9,9,19,23,15,45,15,42,64,108,72,181,419,396,811
LGA43360,22,7,21,28,0,0,0,69,73,143,30,21,53,0,4,7,0,0,6,8,21,31,4,0,0,45,51,96,25,6,28,5,0,5,5,0,3,15,32,50,0,0,0,41,44,86,526,519,1043,31,31,61,111,92,202,47,126,173,296,227,524,1013,989,2001
LGA43650,50,29,57,87,12,10,18,221,238,462,79,52,136,5,0,3,7,8,17,14,55,74,7,3,12,112,122,237,54,24,80,0,0,0,4,4,8,36,81,115,0,4,5,98,115,211,3306,3321,6623,165,210,375,460,506,964,148,384,529,2180,1937,4121,6257,6355,12616
LGA43710,28,16,22,34,3,0,3,129,86,211,35,24,56,4,0,4,6,3,9,7,22,30,7,0,7,53,51,103,24,14,34,0,0,0,3,3,6,7,30,42,0,0,0,36,46,83,1313,1260,2573,95,53,144,233,180,408,56,138,199,814,601,1408,2495,2226,4727
LGA43790,67,16,103,119,10,4,17,297,303,604,131,105,231,8,0,7,21,8,26,22,94,114,3,3,8,177,210,393,92,46,139,6,0,5,8,5,15,51,171,225,7,3,16,161,234,392,2485,2457,4942,168,174,350,457,427,884,152,528,685,1604,1204,2803,4862,4797,9656
LGA44000,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,35,0,0,4,0,0,0,0,3,3,19,16,38,34,40,79
LGA44060,500,100,485,580,66,75,132,1395,1691,3093,589,474,1062,30,24,46,123,159,276,148,583,735,42,37,81,935,1268,2203,548,285,830,17,3,23,49,137,187,344,1291,1635,21,34,52,979,1756,2729,17808,17971,35773,996,1353,2354,2913,4791,7699,895,3480,4373,15181,14051,29239,37790,41649,79439
LGA44210,80,36,64,97,20,4,22,273,210,486,86,67,155,7,5,14,22,13,31,27,76,103,12,4,16,148,163,310,51,17,70,0,0,0,12,9,22,26,89,115,6,0,10,90,120,214,1896,1833,3727,217,145,361,619,501,1122,168,375,538,1348,884,2238,4249,3741,7988
LGA44340,310,89,326,418,59,58,121,1342,1413,2757,645,473,1116,14,12,26,66,111,173,96,418,508,27,39,65,848,1051,1894,513,248,760,12,7,23,37,87,125,282,947,1229,16,57,77,866,1356,2220,14490,14529,29019,552,678,1233,1763,2734,4506,653,2297,2945,9471,8797,18274,26929,29040,55966
LGA44550,179,39,181,219,21,15,37,619,682,1303,218,173,393,5,5,16,43,59,106,47,167,214,3,4,12,319,421,746,178,76,256,0,7,5,17,48,63,90,320,411,4,10,8,289,448,740,7812,7848,15657,451,544,995,1193,1869,3057,334,1069,1404,5358,5095,10454,15144,16421,31567
LGA44620,115,50,201,253,13,20,33,470,579,1051,249,184,432,8,5,14,21,37,51,59,227,289,19,13,29,353,470,822,164,78,241,0,8,11,19,25,43,111,385,493,10,0,15,305,501,802,4705,4772,9473,373,472,851,959,1349,2307,324,1206,1531,4067,3758,7827,10429,11560,21984
LGA44830,27,3,17,26,7,4,6,86,75,158,34,30,67,0,0,0,0,6,5,7,26,33,4,0,4,49,57,112,13,9,25,0,0,0,0,0,0,6,40,49,3,0,5,32,52,83,659,671,1328,52,39,91,142,110,250,43,137,182,352,260,617,1247,1220,2471
LGA45040,106,49,147,198,24,12,37,481,503,984,234,167,400,17,0,18,19,31,48,49,147,201,12,7,11,329,350,678,140,73,217,4,0,4,14,23,35,91,268,353,5,0,3,245,367,615,3994,3866,7862,370,396,770,879,1030,1907,288,896,1186,3486,2762,6248,9026,8951,17978
LGA45090,16,13,57,71,14,6,19,162,185,349,89,51,140,0,0,5,7,9,14,21,57,71,0,3,4,120,119,236,52,33,81,0,0,0,0,3,9,32,94,128,0,0,3,87,131,220,1971,1855,3823,108,115,223,282,275,560,93,290,383,1200,869,2072,3648,3412,7057
LGA45120,28,7,38,45,6,3,11,120,120,240,44,29,67,0,0,0,9,5,14,12,36,48,5,0,6,69,67,140,28,10,33,0,0,5,4,0,0,17,70,92,0,0,0,49,85,130,960,959,1919,74,75,149,188,162,350,65,230,293,599,427,1032,1885,1855,3744
LGA45290,282,32,228,262,48,62,108,601,877,1476,321,238,558,3,8,11,50,72,116,80,309,389,18,43,60,467,670,1137,272,132,400,11,4,14,41,74,110,168,621,785,21,42,61,505,871,1377,7037,7112,14150,365,439,807,1218,1900,3122,375,1563,1936,6380,5747,12127,15384,16760,32147
LGA45340,951,283,950,1236,70,83,151,3180,3491,6668,1298,909,2206,42,32,73,160,239,399,299,982,1278,43,39,79,1842,2195,4036,892,452,1350,33,18,45,90,147,240,491,1691,2182,29,44,70,1545,2349,3887,32652,32893,65542,2303,2827,5129,6288,9310,15595,1809,5753,7559,26730,23599,50332,69779,74378,144158
LGA45400,3,3,7,13,0,0,0,22,19,44,5,7,11,0,0,0,0,0,0,0,10,12,0,0,0,11,13,22,8,0,3,0,0,0,0,0,0,9,26,38,0,0,0,16,36,49,191,197,386,10,5,14,27,35,64,22,59,85,99,84,178,350,381,726
