LGA_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
LGA53780,0,112,9,25,8,0,160,0,229,11,16,0,0,254,6,280,58,125,27,14,510,47,152,32,185,52,0,465,66,67,3,235,28,3,396,232,62,9,392,32,0,719,1376,22,0,917,93,23,2432,1426,13,0,634,53,17,2138,374,0,0,128,13,3,526,40,0,0,20,0,0,59,6,3,0,0,0,0,17,5,0,0,5,0,0,10,3,0,0,0,0,0,5,17,0,0,10,5,0,36,44,82,8,120,26,23,304,3651,1029,130,2799,342,80,8042,8,41,5,7,4,0,66,0,56,9,12,7,0,88,14,292,12,77,18,9,425,22,263,68,99,24,11,487,29,95,15,123,14,0,284,160,93,16,230,41,10,538,1118,73,8,686,92,16,2000,2055,30,9,1015,141,21,3276,820,6,0,310,44,0,1176,106,0,0,42,6,0,151,11,0,0,8,0,0,18,7,4,0,4,0,0,12,5,0,0,0
LGA53800,4,79,9,20,7,0,124,0,200,8,8,16,0,237,32,242,31,89,44,5,448,202,150,9,141,89,8,598,146,50,0,144,59,3,409,327,39,7,223,40,3,635,431,13,0,245,29,0,721,454,3,0,177,17,3,652,75,0,0,34,10,0,125,7,0,0,7,0,0,21,0,0,0,0,5,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,4,9,0,0,8,8,0,17,30,70,3,51,37,8,206,1728,848,69,1150,372,36,4203,0,40,6,13,3,0,63,0,46,11,13,10,0,73,19,269,5,63,31,4,392,140,152,28,91,38,3,445,152,72,5,143,50,0,425,297,63,12,222,44,3,646,707,62,15,325,64,0,1181,465,21,0,214,16,4,719,62,0,0,32,0,4,103,3,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53920,0,231,58,0,10,0,307,0,35,0,0,11,0,46,0,47,3,0,25,0,71,0,9,0,6,0,0,17,0,9,0,0,6,0,14,0,7,0,0,0,0,11,0,9,0,0,3,0,7,0,0,0,3,0,0,6,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,16,8,0,18,0,46,0,360,78,16,80,0,540,0,100,13,0,14,0,135,0,54,3,0,9,0,66,0,87,7,0,26,3,115,0,25,3,0,7,0,40,0,16,0,0,4,0,20,0,8,3,0,0,0,11,0,9,4,0,5,0,16,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,0,18,0,9,3,0,34,0,54,0,12,3,0,66,15,75,5,49,18,3,160,51,34,5,93,48,3,232,66,6,4,74,13,0,164,157,3,0,127,10,0,300,299,3,0,156,19,0,480,250,0,0,72,6,4,332,24,0,0,7,0,0,25,6,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,9,11,7,0,23,11,0,64,882,206,15,634,138,17,1883,0,14,0,5,0,0,20,0,8,4,0,0,0,16,3,74,0,25,7,0,112,22,37,7,37,15,0,117,31,17,3,54,20,0,124,81,21,0,84,14,0,201,286,6,0,190,17,6,507,465,5,0,175,12,0,665,55,0,0,19,0,0,80,3,0,0,10,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA54060,0,6,0,0,0,0,10,0,20,0,0,3,0,25,0,34,7,17,0,3,72,17,14,0,22,9,0,58,6,4,0,19,0,0,32,59,0,0,19,4,0,77,50,0,0,14,0,0,62,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,9,11,0,31,159,83,8,101,39,6,405,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,36,3,10,6,0,63,9,18,6,9,8,6,40,9,0,0,7,3,0,18,34,5,0,16,7,0,55,65,3,0,23,7,0,102,26,0,0,6,0,0,35,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54130,0,0,0,0,4,4,11,0,9,0,0,4,0,16,0,4,0,15,6,0,27,9,4,0,4,0,0,19,5,0,0,3,3,0,10,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,20,21,3,35,26,5,109,0,0,0,0,0,0,4,0,4,0,0,0,0,8,0,9,0,9,11,0,20,0,4,3,9,0,0,21,9,0,0,3,5,0,12,0,3,0,7,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,5,43,10,19,4,0,84,3,109,13,18,0,0,140,14,108,32,90,17,6,264,43,53,8,163,11,0,279,26,17,0,165,6,0,226,99,23,3,285,23,0,430,881,15,0,847,57,9,1807,2439,3,4,1250,83,10,3792,796,0,0,376,20,5,1197,333,0,0,116,5,0,458,137,0,0,56,0,0,200,73,0,0,17,4,3,96,47,0,0,20,3,0,67,73,0,0,25,8,0,105,65,26,13,95,16,14,233,5046,393,77,3545,251,56,9370,0,18,3,18,4,0,46,3,31,5,9,0,0,49,16,134,4,66,3,0,221,24,84,24,130,6,6,272,19,34,5,94,3,0,162,43,16,3,146,18,0,221,371,20,6,371,11,4,792,2269,11,0,1181,56,9,3521,1415,0,0,640,39,3,2094,557,0,0,195,9,0,758,286,0,0,86,0,5,377,139,0,0,41,0,0,183,58,0,0,19
LGA54200,0,31,0,16,4,0,49,0,69,0,9,0,0,80,9,83,22,52,21,4,187,14,29,8,90,7,3,154,18,10,6,97,10,0,134,62,20,7,129,7,0,231,338,0,7,345,21,0,712,622,0,0,303,18,6,948,164,0,0,63,3,0,231,30,0,0,7,0,0,41,9,0,0,0,0,0,9,4,0,0,4,3,0,13,3,0,0,0,4,0,6,0,0,0,5,3,0,14,21,17,9,43,17,6,110,1299,253,56,1178,113,23,2925,3,5,0,7,0,0,20,0,14,7,7,0,0,26,5,87,17,43,4,0,161,8,63,29,61,9,0,166,4,17,4,54,0,0,90,28,25,4,89,6,0,149,180,12,5,228,15,0,438,792,9,6,412,32,13,1258,443,0,0,161,11,0,620,58,0,0,35,0,0,95,20,0,0,7,0,0,24,9,0,0,3,0,0,17,0,0,0,5
LGA54280,0,55,21,12,37,3,138,3,117,6,3,26,3,164,19,179,24,35,149,8,421,40,155,7,49,193,6,450,78,37,0,62,56,4,244,253,43,3,110,42,0,449,527,21,0,183,29,0,766,512,7,0,108,16,4,650,165,3,0,38,9,3,219,79,0,0,4,4,0,88,18,0,0,0,5,0,25,0,0,0,0,0,0,3,4,0,0,0,0,0,4,8,0,0,0,3,0,10,56,31,6,31,32,9,165,1770,664,68,639,606,37,3791,3,19,3,6,0,0,33,5,24,20,5,9,0,60,15,173,17,24,55,4,289,45,161,10,51,115,3,389,87,62,0,56,60,0,268,261,110,3,114,89,0,571,541,49,0,193,77,0,872,557,12,0,159,23,4,752,224,5,0,45,12,0,290,85,3,0,16,8,0,112,16,0,0,7,0,0,24,4,0,0,5,0,0,11,5,0,0,0
LGA54310,14,41,21,4,781,5,856,3,63,0,0,59,4,123,11,145,4,0,200,0,362,13,152,0,0,148,3,326,3,31,0,0,74,0,112,9,29,0,4,64,0,105,10,19,0,4,75,0,113,26,24,6,13,50,0,109,14,14,0,19,41,0,94,12,4,0,8,19,0,44,19,0,0,7,7,0,37,18,0,0,15,6,0,37,14,0,0,5,8,0,23,406,0,0,99,107,4,617,150,54,0,39,358,9,615,724,575,26,218,1989,28,3564,22,24,22,3,634,0,707,5,34,0,0,97,0,134,14,128,8,4,210,0,350,43,92,4,4,245,3,394,20,61,0,8,100,0,188,75,82,0,16,144,3,322,226,76,3,12,130,0,448,361,31,0,40,65,5,501,237,4,0,33,51,0,327,150,3,0,22,25,0,198,99,4,0,14,21,0,138,95,0,0,17,14,0,124,43,0,0,15
LGA54340,3,14,6,9,6,0,35,4,26,6,0,6,0,39,51,45,3,27,17,0,151,58,37,4,38,18,0,148,14,0,0,21,5,0,38,29,0,0,9,7,0,45,10,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,25,172,131,23,112,58,0,492,0,6,0,3,3,0,16,0,5,0,0,5,0,14,27,21,11,21,9,0,94,42,22,0,21,8,0,102,17,8,0,14,5,0,45,35,11,0,26,9,0,74,19,3,0,23,7,0,48,10,0,0,4,3,0,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54410,0,8,12,7,3,0,31,0,5,0,5,4,0,10,0,14,0,13,4,0,36,0,0,0,10,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,29,13,39,21,3,104,0,0,0,0,7,0,7,0,4,3,0,0,0,11,0,12,3,11,0,0,30,0,3,0,12,0,0,21,3,0,0,8,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,9,0,3,0,6,5,0,7,0,8,0,3,3,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,18,11,0,37,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,4,5,0,0,0,10,0,13,0,4,3,0,18,8,13,0,25,14,0,53,9,4,0,19,4,0,35,4,0,0,9,3,0,15,3,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,23,23,31,8,70,41,3,176,0,0,0,0,0,0,6,0,4,3,0,0,0,8,4,12,0,15,10,0,40,4,5,0,22,5,0,37,5,0,0,8,3,0,20,4,4,0,13,4,0,21,3,0,0,11,0,0,17,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54620,0,0,0,0,11,0,10,0,4,3,3,0,0,10,0,11,9,11,13,0,42,0,0,0,6,3,0,13,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,16,14,42,24,0,100,0,3,0,0,6,0,13,0,0,0,0,0,0,0,0,5,7,9,7,0,24,0,9,3,6,6,0,19,3,4,0,0,0,0,9,0,5,0,3,0,0,8,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,5,0,5,0,9,0,3,0,0,10,0,0,0,3,0,0,7,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,9,0,36,0,0,0,0,3,0,10,0,6,0,0,3,0,7,0,3,0,3,0,0,10,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,7,0,11,0,6,0,4,0,0,14,0,8,0,3,0,0,14,5,4,0,6,0,0,12,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,20,4,19,12,0,55,0,0,0,0,7,0,9,0,0,5,0,0,0,0,0,0,0,0,6,0,4,0,5,4,8,6,0,21,0,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,0,58,0,12,3,0,71,3,129,0,4,0,0,138,6,175,16,38,0,4,232,21,95,7,73,4,3,203,86,28,3,96,8,0,230,380,16,0,179,16,0,590,478,7,0,207,19,6,710,341,0,0,100,10,0,448,24,0,0,9,0,0,36,4,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,10,17,33,3,25,9,10,97,1360,531,33,755,67,28,2778,0,22,3,0,0,0,27,0,24,4,3,0,0,35,3,174,6,22,3,0,213,3,122,21,34,3,4,187,22,52,11,49,10,0,141,169,36,7,107,19,4,339,606,26,5,268,25,0,933,939,3,0,277,21,5,1245,97,0,3,36,0,0,140,11,0,0,9,0,0,26,9,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,6
LGA54900,0,0,0,7,13,0,21,0,6,0,3,0,0,6,0,26,0,19,12,0,55,0,10,0,9,4,0,19,0,0,0,7,4,0,4,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,20,0,30,0,48,53,3,144,0,0,0,0,4,0,9,0,4,0,4,0,0,3,0,7,0,13,6,0,20,0,8,0,13,7,0,31,0,5,0,4,10,0,20,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,36,0,13,0,49,0,0,14,0,0,0,13,0,0,22,4,3,3,30,3,0,0,3,0,0,6,0,0,0,9,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,64,16,23,3,122,0,28,0,0,14,0,44,0,15,0,0,0,0,18,0,19,0,4,0,0,21,0,6,0,4,0,0,15,0,5,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,3,0,15,0,20,0,5,5,0,0,0,10,0,9,0,5,8,0,30,5,6,0,0,0,0,11,0,3,0,0,0,0,8,0,0,0,4,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,32,0,40,4,38,5,24,63,0,139,0,4,0,0,8,0,15,0,0,0,0,4,0,8,0,12,0,5,13,0,27,0,8,0,3,3,0,15,0,5,0,11,6,0,17,0,0,0,6,0,0,13,3,4,0,4,0,0,8,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55110,11,88,24,16,5,0,151,0,174,26,8,10,5,219,35,238,52,159,22,5,517,198,146,47,286,32,11,716,301,42,9,306,39,5,695,1119,29,12,522,41,10,1731,1768,3,12,570,59,16,2431,917,4,4,254,17,5,1199,134,0,0,37,0,0,172,44,0,0,7,0,0,52,14,4,0,4,0,0,16,0,0,0,4,0,0,9,0,0,0,0,0,0,4,21,0,0,14,3,8,40,50,42,8,66,18,18,201,4618,776,184,2247,246,81,8148,0,22,3,16,0,0,42,6,41,14,6,6,3,72,16,266,22,74,12,8,396,50,234,75,145,18,4,526,88,94,27,153,17,3,383,458,74,22,323,37,7,920,1599,40,8,670,57,16,2389,1825,8,18,643,41,9,2548,353,0,5,119,14,6,501,76,0,0,18,4,0,102,28,0,0,10,0,0,37,0,0,0,5,0,0,6,0,0,0,0
LGA55180,4,19,0,13,9,0,38,5,37,16,15,12,3,88,84,53,0,64,32,0,236,103,29,7,58,18,0,219,47,5,0,28,8,0,89,57,3,0,22,5,0,82,52,0,0,13,0,0,66,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,11,3,3,4,10,12,0,39,355,149,27,241,91,11,875,0,11,6,6,6,0,18,0,7,0,4,6,0,18,29,65,17,44,14,0,167,70,31,6,54,20,4,179,28,12,5,36,12,0,94,73,8,0,48,12,0,133,102,5,0,42,0,0,148,27,0,0,8,0,0,37,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA55250,0,18,3,0,12,0,32,0,8,7,0,5,0,29,0,28,8,9,4,0,46,3,21,0,3,0,0,24,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,14,4,23,3,82,23,16,36,3,168,0,4,0,0,9,0,12,0,10,0,0,10,0,20,0,24,0,6,10,0,40,0,10,0,7,4,0,21,0,3,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,4,151,17,28,4,0,199,0,245,21,17,15,6,303,18,211,32,120,7,0,381,51,93,31,167,36,6,378,76,28,0,136,18,5,272,178,25,5,225,14,5,451,804,20,4,580,26,3,1445,1520,5,5,737,34,8,2313,709,0,5,268,18,3,1004,261,3,4,102,0,3,372,117,3,0,49,0,0,169,83,0,3,33,4,0,130,50,0,0,15,5,0,71,120,4,0,45,6,0,176,55,54,16,101,15,15,256,4052,839,137,2614,218,62,7920,3,31,6,16,0,0,59,4,49,9,13,3,0,73,11,375,24,83,9,3,498,29,140,17,97,11,3,295,60,48,0,70,3,0,193,80,35,9,115,25,5,264,422,34,11,294,22,5,795,1435,24,5,690,31,4,2182,1133,4,3,467,20,3,1630,558,0,0,175,6,0,739,241,0,0,65,3,0,310,133,0,0,36,0,0,168,70,0,0,16
LGA55390,0,0,9,0,3,0,14,0,0,8,0,0,0,4,0,0,6,0,0,0,15,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,0,11,0,53,0,0,7,0,11,0,19,0,0,4,0,0,0,5,0,0,15,0,0,0,15,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,14,4,9,18,0,40,5,20,8,7,5,0,36,4,38,5,17,29,0,90,3,18,0,32,9,0,65,6,0,0,19,0,0,29,6,0,0,18,0,0,22,6,0,0,7,5,0,12,0,0,0,11,4,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,4,9,0,34,38,100,14,126,79,3,359,0,6,0,5,5,0,14,0,12,0,0,7,0,21,6,31,0,17,8,0,66,0,30,3,24,16,0,71,4,3,0,21,9,0,32,13,6,0,38,12,0,72,5,3,0,24,6,0,41,8,0,0,13,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
