LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA54550,42,8,9,236,105,31,61,28,9,232,6,0,0,0,0,5,270,80,109,41,16,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,275,83,111,45,17,520,0,0,0,0,0,0,0,0,0,0,0,0,33,6,6,0,0,41,107,33,33,9,0,182,87,36,43,40,15,219,12,0,0,0,0,10,229,74,82,48
LGA54620,12,6,0,88,37,22,14,11,3,87,0,0,0,0,0,5,105,48,30,13,11,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,112,48,29,15,11,213,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,16,49,12,9,8,0,75,47,18,17,11,4,94,0,0,0,0,0,0,110,27,30,12
LGA54690,3,0,0,48,17,7,11,10,0,46,0,0,0,0,0,0,67,24,14,9,4,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,24,14,9,4,116,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,10,30,3,0,3,0,33,10,7,11,7,4,42,0,0,0,0,0,3,54,14,15,13
LGA54760,14,6,0,91,41,16,19,13,0,93,0,0,0,0,0,0,106,32,35,24,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,32,35,24,0,202,0,0,0,0,0,0,5,0,0,0,0,5,12,3,5,0,0,19,41,14,10,4,0,73,37,13,13,17,10,90,0,0,0,0,0,0,96,28,31,25
LGA54830,549,183,73,3260,1553,1285,1485,708,437,5461,64,23,23,12,8,129,3436,2219,2087,907,520,9165,0,0,0,0,0,0,11,0,0,0,0,11,64,7,3,0,0,84,105,44,30,10,6,203,19,26,15,5,0,65,8,0,0,0,0,8,211,78,49,14,9,367,0,0,0,0,0,0,0,0,0,0,0,6,75,22,5,4,0,105,27,10,7,3,0,44,0,0,0,0,0,0,0,0,0,0,0,3,103,30,19,6,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,22,3,12,10,4,0,29,0,0,0,0,0,5,23,18,13,8,0,58,10,10,3,0,6,29,3777,2352,2172,940,541,9772,0,0,0,0,0,4,21,7,0,0,0,26,189,45,30,5,3,265,1852,1014,662,213,93,3830,1888,1552,1931,955,572,6897,56,23,13,18,5,114,4004,2643,2633,1182
LGA54900,20,14,6,125,56,30,38,14,8,143,3,0,0,0,0,3,136,59,58,26,11,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,66,58,24,11,298,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,20,73,20,28,8,0,128,70,20,37,30,8,162,4,0,0,0,0,4,158,43,64,35
LGA54970,12,3,8,50,9,3,4,9,8,31,0,0,0,0,0,4,44,20,14,12,13,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,50,20,14,12,13,117,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,10,25,10,10,9,5,58,7,0,6,0,7,20,0,0,0,0,0,3,45,15,17,6
LGA55040,15,0,8,93,11,6,19,21,9,66,0,0,0,0,0,7,73,39,36,23,16,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,3,83,39,35,23,16,200,0,0,0,0,0,0,5,0,0,0,0,5,10,3,0,0,0,11,53,23,16,9,3,97,12,7,19,17,10,62,4,0,0,0,0,4,77,33,31,25
LGA55110,665,168,61,5490,4972,2594,3099,1372,658,12696,128,45,29,16,10,229,9211,3839,3836,1569,740,19192,4,0,0,0,0,4,41,0,0,0,0,47,560,48,8,6,0,625,729,221,108,20,5,1085,57,51,28,16,11,160,30,5,4,3,0,39,1425,331,145,39,17,1952,0,0,0,0,0,0,18,3,0,0,0,22,250,21,7,0,0,276,193,41,7,0,3,251,7,0,3,0,0,12,11,0,0,0,0,11,472,69,22,3,6,575,4,0,0,0,0,4,27,0,0,0,0,27,27,3,0,0,0,28,3,6,0,0,0,9,0,0,0,3,0,3,7,0,0,0,0,7,64,7,5,3,0,78,22,10,6,5,0,38,11199,4259,4003,1613,764,21835,6,0,0,0,0,9,65,7,6,3,0,76,760,86,31,12,4,884,4105,1278,757,189,69,6396,5955,2962,3404,1561,732,14629,82,29,26,20,16,173,10982,4370,4222,1787
LGA55180,166,54,17,1049,391,204,196,120,72,983,19,5,9,5,0,31,1238,418,381,183,92,2318,0,0,0,0,0,0,0,0,0,0,0,0,14,5,4,0,0,21,3,3,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,19,10,5,0,0,31,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,26,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,0,0,0,0,0,0,15,0,0,5,0,23,7,0,4,0,0,12,1305,436,394,187,93,2417,3,0,0,0,0,4,20,0,0,0,0,25,167,26,14,6,0,208,581,191,147,48,17,983,472,181,203,121,53,1029,8,7,3,0,0,17,1255,399,367,178
LGA55250,15,8,5,59,15,0,6,9,7,35,0,0,3,0,0,4,52,20,17,14,13,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,61,19,24,16,14,132,0,0,0,0,0,0,4,0,0,0,0,4,4,6,0,0,0,7,40,28,17,8,9,99,12,9,0,3,5,28,0,0,0,4,0,6,57,34,21,11
LGA55320,1352,246,65,6546,4598,3030,4151,1859,673,14314,89,35,18,11,15,172,8594,4726,5595,2137,755,21815,6,0,0,0,0,0,27,0,0,0,0,34,766,158,59,4,0,989,1166,532,346,58,13,2115,223,172,258,94,27,777,17,8,6,0,0,35,2200,872,667,158,46,3945,0,0,0,0,0,0,39,4,0,0,0,45,255,29,17,4,0,298,68,28,18,3,0,115,4,0,0,0,0,7,3,0,0,0,0,10,368,65,30,8,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,5,0,5,0,0,7,34,14,20,3,6,70,11200,5676,6316,2304,806,26308,0,0,0,0,0,8,27,0,0,0,0,31,559,113,57,9,3,743,3540,1586,1426,256,44,6852,5345,3254,4498,2010,679,15790,45,21,19,8,9,99,9517,4978,6001,2289
LGA55390,6,3,0,12,0,0,0,0,8,8,0,0,0,0,0,0,12,10,5,5,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,9,12,7,3,5,14,46,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,3,3,0,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,10,9,3,0
LGA55460,57,23,15,389,124,60,69,55,25,329,9,0,4,0,0,13,406,149,130,77,38,807,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,4,421,152,133,77,35,822,0,0,0,0,0,0,3,0,0,0,0,3,46,10,3,0,0,64,204,71,45,23,3,348,129,52,68,41,21,322,5,0,0,0,0,9,390,136,119,71
LGA55530,7,3,0,53,16,10,19,7,3,51,0,0,0,0,0,0,60,24,26,12,7,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,26,23,12,7,129,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,24,9,8,4,0,39,12,4,15,9,0,42,3,0,0,0,0,3,49,10,19,12
LGA55600,45,17,6,248,102,49,54,44,12,262,0,0,0,4,0,6,282,110,107,67,18,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,5,4,0,0,0,10,0,0,0,3,0,7,290,113,107,71,22,599,0,0,0,0,0,0,3,0,0,0,0,3,35,5,7,0,0,47,127,37,38,13,6,221,101,42,63,32,8,244,5,0,0,0,0,13,276,89,106,47
LGA55670,9,3,0,70,26,12,9,12,4,77,4,0,0,0,0,4,77,36,24,17,12,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,36,24,17,11,167,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,12,30,7,4,0,4,48,32,11,12,12,6,69,0,0,0,0,0,0,73,21,19,8
LGA55740,136,39,0,557,296,190,298,167,38,990,8,0,0,7,0,14,626,335,445,210,41,1650,0,0,0,0,0,0,0,0,0,0,0,0,62,11,4,0,0,79,76,30,11,3,0,122,11,0,6,6,0,21,4,0,0,0,0,7,151,42,25,8,4,229,0,0,0,0,0,0,70,4,0,0,0,72,124,27,21,0,0,174,10,0,3,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,207,31,24,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,406,489,227,42,2146,0,0,0,0,0,0,0,0,0,0,0,0,60,19,8,3,0,89,293,115,135,26,0,567,327,217,343,193,44,1127,9,0,0,0,0,9,682,351,486,223
LGA55810,4,5,0,46,9,0,7,0,5,20,0,0,0,0,0,0,41,9,13,4,6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,8,5,0,0,0,0,4,46,6,13,4,9,86,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,21,9,4,4,0,39,10,5,0,0,0,18,0,0,0,0,0,0,43,10,4,3
LGA55880,8,7,0,76,20,11,16,5,4,52,0,0,0,0,0,0,60,30,32,10,7,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,65,30,32,10,7,142,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,30,9,11,4,0,49,18,4,10,13,0,52,0,0,0,0,0,0,52,15,26,14
LGA55950,11,3,0,78,28,4,14,4,5,55,0,0,0,0,0,0,85,19,26,10,9,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,85,19,30,10,9,152,0,0,0,0,0,0,3,0,0,0,0,3,12,4,3,0,0,14,38,11,12,3,3,72,35,9,13,8,3,60,0,0,0,0,0,0,84,21,25,8
LGA56090,575,127,41,3186,2083,1247,1540,757,373,5995,60,16,13,3,0,91,4316,2029,2175,899,420,9840,0,0,0,0,0,0,6,0,0,0,0,6,64,8,7,0,0,82,53,14,16,4,0,84,14,7,0,0,3,24,4,0,0,0,0,0,140,30,17,5,3,196,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,8,3,0,0,0,13,9,3,6,4,0,19,4470,2068,2201,907,429,10072,5,0,0,0,0,10,36,4,0,4,0,46,350,83,32,9,4,461,1849,654,543,145,36,3230,2417,1371,1558,791,338,6479,37,12,7,7,4,61,4686,2122,2146,950
LGA56160,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,5,0,0,4,12,0,3,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,6,0,0,0,0,5,0,0,0,0,0,0,6,4,3,0
LGA56230,160,55,17,1314,985,518,617,300,166,2583,27,7,6,0,0,48,2109,811,803,365,188,4273,4,0,0,0,0,4,9,0,0,0,0,12,79,8,0,0,0,92,17,6,0,0,0,29,4,0,0,0,0,3,0,0,0,0,0,0,116,15,5,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,13,0,0,0,0,0,4,18,0,0,0,0,18,29,3,0,0,0,36,5,0,0,0,0,4,0,0,0,5,0,4,3,0,0,0,0,4,57,9,3,5,0,70,5,0,0,0,0,6,2289,844,804,372,195,4507,8,7,4,0,0,14,35,5,4,0,0,40,252,33,17,10,3,306,838,251,178,36,18,1319,1163,580,663,339,197,2950,39,7,8,3,0,59,2331,874,874,392
LGA56300,16,11,0,149,63,25,19,14,8,127,3,0,0,0,0,0,209,52,43,22,9,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,218,56,43,22,11,352,5,0,0,0,0,9,20,4,0,0,0,20,37,4,0,0,0,50,120,33,14,8,3,176,65,27,19,7,7,131,0,0,0,0,0,0,251,64,41,23
