SA3_CODE_2021,C21_650_799_CF_1C,C21_650_799_CF_2C,C21_650_799_CF_3C,C21_650_799_CF_4mC,C21_650_799_Tot,C21_800_999_CF_1C,C21_800_999_CF_2C,C21_800_999_CF_3C,C21_800_999_CF_4mC,C21_800_999_Tot,C21_1000_1499_CF_1C,C21_1000_1499_CF_2C,C21_1000_1499_CF_3C,C21_1000_1499_CF_4mC,C21_1000_1499_Tot,C21_1500_1999_CF_1C,C21_1500_1999_CF_2C,C21_1500_1999_CF_3C,C21_1500_1999_CF_4mC,C21_1500_1999_Tot,C21_2000_2499_CF_1C,C21_2000_2499_CF_2C,C21_2000_2499_CF_3C,C21_2000_2499_CF_4mC,C21_2000_2499_Tot,C21_2500_2999_CF_1C,C21_2500_2999_CF_2C,C21_2500_2999_CF_3C,C21_2500_2999_CF_4mC,C21_2500_2999_Tot,C21_3000_3999_CF_1C,C21_3000_3999_CF_2C,C21_3000_3999_CF_3C,C21_3000_3999_CF_4mC,C21_3000_3999_Tot,C21_4000more_CF_1C,C21_4000more_CF_2C,C21_4000more_CF_3C,C21_4000more_Cou_fa_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_CF_1C,C21_Par_inc_st_CF_2C,C21_Par_inc_st_CF_3C,C21_Par_inc_st_CF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_CF_1Ch,C21_All_inc_ns_CF_2C,C21_All_inc_ns_CF_3C,C21_All_inc_ns_CF_4mC,C21_All_inc_ns_Tot,C21_Tot_CF_1C,C21_Tot_CF_2C,C21_Tot_CF_3C,C21_Tot_CF_4mC,C21_Tot_Tot
31101,16,9,0,0,29,26,13,5,5,48,77,57,37,24,185,84,96,37,17,235,77,77,37,23,212,46,65,33,11,153,67,60,23,14,166,41,53,25,5,126,58,66,28,13,159,8,3,0,0,16,507,505,233,107,1352
31102,40,28,4,3,73,38,45,13,10,107,286,237,96,61,678,305,256,117,69,747,342,323,133,72,869,250,246,80,42,618,246,276,94,37,657,141,150,73,22,389,133,124,77,46,381,19,19,6,5,43,1832,1725,693,369,4620
31103,69,81,43,38,233,143,131,54,55,382,622,522,297,217,1660,675,634,278,220,1804,709,770,301,182,1955,548,565,208,109,1431,501,615,224,97,1435,303,358,152,96,910,310,296,158,136,897,40,27,19,9,94,4023,4077,1783,1205,11087
31104,41,26,15,12,90,59,34,27,18,133,300,278,115,70,763,410,420,182,106,1121,561,603,238,88,1488,425,496,207,84,1214,541,739,286,102,1670,353,570,245,84,1254,216,288,151,89,744,35,36,22,7,101,2964,3534,1505,679,8679
31105,59,36,24,10,126,93,56,35,23,214,342,269,119,68,798,372,343,153,83,952,460,492,168,87,1198,333,435,144,69,975,511,610,214,77,1404,335,543,194,66,1133,184,200,92,56,538,22,13,15,5,57,2766,3047,1180,558,7550
31106,80,73,45,22,218,127,96,66,39,333,505,382,204,139,1232,482,403,192,118,1201,484,496,190,97,1267,375,450,147,80,1051,446,602,207,96,1358,320,450,178,80,1031,208,223,108,112,652,25,25,19,19,83,3164,3291,1420,849,8723
31201,15,6,0,0,22,26,14,11,5,59,70,77,33,27,201,99,99,49,18,267,145,166,91,32,437,119,155,82,30,386,215,265,142,37,661,256,374,173,50,863,152,189,104,38,477,20,24,8,5,47,1132,1377,703,249,3465
31202,52,29,14,11,112,77,39,15,10,143,364,261,104,44,771,509,433,201,78,1222,642,698,312,109,1757,591,726,293,96,1713,862,1166,483,146,2655,829,1141,493,127,2589,761,1025,464,169,2418,61,40,13,3,122,4814,5600,2415,791,13618
31203,16,3,3,0,26,23,4,4,3,37,76,67,22,3,168,89,111,40,15,260,118,154,42,12,324,98,122,38,5,267,105,150,52,17,330,76,120,59,12,264,128,159,53,20,360,7,7,0,0,15,750,911,325,90,2076
31301,23,7,7,0,34,33,13,8,8,59,187,67,40,18,318,162,140,55,30,387,162,145,47,19,373,135,121,49,18,325,149,176,69,17,400,123,129,52,14,316,137,113,57,23,328,12,7,3,4,30,1150,947,393,145,2628
31302,76,60,13,16,163,89,62,35,19,197,455,366,175,108,1109,528,518,235,112,1400,547,576,244,105,1470,393,438,184,67,1080,422,541,221,70,1249,220,330,143,51,750,253,270,137,89,745,27,22,30,11,90,3068,3224,1421,665,8380
31303,11,8,4,3,21,20,11,7,4,43,73,49,24,12,157,90,92,29,12,224,93,91,32,20,238,69,90,20,11,191,60,90,28,16,196,54,62,18,8,140,74,64,37,22,189,9,4,3,0,16,557,566,211,107,1442
31304,41,31,13,5,92,67,38,18,13,138,314,287,101,52,761,413,403,175,92,1081,506,547,231,104,1385,404,532,186,57,1182,552,733,281,82,1640,351,529,204,84,1174,261,254,165,82,763,21,23,9,6,62,2979,3424,1392,586,8383
31305,26,25,14,0,69,66,31,10,10,115,259,167,82,26,528,295,251,89,42,679,414,352,110,62,936,292,302,103,36,732,385,481,163,47,1074,354,453,161,47,1015,219,186,95,55,555,12,13,6,3,29,2359,2281,829,326,5803
31401,28,13,4,0,52,61,29,10,5,105,260,190,63,22,536,404,433,174,47,1058,568,660,238,77,1544,623,800,268,67,1768,1016,1574,486,116,3198,1094,2057,714,190,4058,282,411,179,63,936,24,21,18,4,70,4399,6215,2171,604,13400
31402,51,45,14,14,119,79,75,32,9,193,460,462,170,72,1159,603,618,251,102,1572,784,913,270,106,2072,619,722,223,60,1620,702,1045,308,102,2163,512,836,311,89,1758,260,322,139,78,794,32,27,13,9,79,4159,5101,1741,642,11643
31403,25,28,11,0,60,49,43,23,7,122,235,154,67,30,486,298,252,120,55,723,340,358,124,35,858,257,303,111,28,704,275,349,115,38,779,146,223,76,24,476,140,134,57,24,352,19,5,4,0,24,1812,1872,705,260,4650
31501,48,40,18,23,131,61,46,28,23,154,147,117,78,63,406,103,99,61,46,306,104,96,68,43,312,81,73,39,26,227,116,140,67,23,344,104,128,64,21,320,137,125,81,98,442,37,23,11,23,95,1026,936,536,421,2915
31502,19,16,13,4,52,20,8,11,14,56,53,60,33,31,175,77,83,37,19,223,122,127,79,32,363,105,145,57,32,336,218,246,113,41,614,205,240,103,30,578,121,143,104,50,411,11,19,0,6,40,991,1110,575,275,2950
31503,10,9,4,9,30,13,14,3,4,34,66,62,33,11,172,62,56,36,14,165,94,83,39,11,223,64,87,25,6,181,71,69,37,15,191,59,55,38,8,167,103,118,69,36,323,13,8,10,0,26,566,554,299,114,1531
31601,23,17,8,0,46,51,31,16,9,108,222,181,64,17,485,287,297,114,20,728,354,461,149,34,1005,318,428,122,36,905,414,628,186,48,1277,403,776,286,76,1537,224,305,116,38,681,20,18,8,0,49,2367,3181,1073,281,6895
31602,44,28,12,10,101,78,48,11,3,140,365,312,101,35,817,510,508,159,61,1239,588,709,209,63,1571,472,662,184,58,1376,634,888,308,63,1889,547,911,317,82,1856,351,434,183,53,1024,33,23,12,3,72,3668,4558,1513,444,10180
31603,24,12,3,3,44,73,27,15,4,114,256,155,46,12,470,295,267,74,23,660,369,341,100,22,831,295,309,98,9,717,354,441,143,30,966,312,472,184,42,1005,205,194,96,28,530,20,17,8,0,43,2238,2261,766,176,5445
31605,26,18,11,0,53,34,27,12,4,70,220,171,45,19,454,224,237,80,19,555,267,292,86,21,661,182,272,89,11,557,273,391,112,25,799,303,507,170,38,1012,161,207,77,21,464,13,37,3,3,50,1722,2181,692,155,4750
31606,30,20,10,0,64,73,35,12,4,131,337,244,80,29,694,345,363,143,46,891,406,389,166,47,1011,299,399,150,43,885,407,517,182,53,1159,308,423,162,47,945,264,314,132,41,749,23,21,16,4,64,2540,2768,1062,327,6697
31607,38,14,11,4,65,55,44,18,3,118,283,248,86,33,641,338,334,129,34,842,362,440,171,45,1012,286,357,134,28,801,302,428,140,38,910,225,309,139,45,717,187,231,124,53,599,21,28,7,3,55,2131,2458,953,284,5835
31608,20,11,4,7,29,25,20,7,9,62,134,94,41,10,275,120,171,55,22,372,174,187,54,15,426,105,133,46,13,293,117,210,62,22,412,141,178,56,20,396,106,162,71,19,362,7,14,4,4,26,972,1184,402,141,2703
31701,100,72,35,43,249,170,103,49,43,371,698,536,240,193,1668,813,817,344,195,2163,1042,1044,440,214,2742,815,932,379,133,2267,983,1211,526,170,2890,699,1094,528,182,2502,558,656,323,170,1708,39,41,14,5,97,6009,6577,2948,1413,16946
31801,29,19,12,12,74,34,31,5,15,88,150,93,66,26,334,177,164,87,40,477,223,211,112,34,574,171,211,91,22,487,200,270,97,30,590,144,164,64,24,396,174,191,95,35,504,24,18,11,0,57,1348,1386,660,240,3635
31802,83,50,24,27,182,134,88,38,30,292,659,437,209,141,1443,884,767,327,165,2146,1169,1149,405,154,2880,1036,1151,412,164,2762,1427,1643,605,179,3857,1091,1538,591,172,3392,906,982,410,189,2483,63,51,12,6,128,7553,7911,3049,1258,19771
31901,87,45,27,9,162,129,68,24,28,255,500,329,141,94,1068,471,456,194,99,1218,538,540,220,79,1375,368,412,146,56,974,448,569,188,63,1270,273,403,140,35,851,311,354,161,71,892,30,21,7,4,69,3233,3247,1281,548,8308
31902,50,34,21,14,115,83,48,23,17,171,277,181,108,66,631,238,180,103,56,582,219,210,91,44,576,158,171,78,38,443,167,188,83,41,483,109,124,77,17,318,194,177,86,56,516,23,18,10,9,56,1602,1373,701,365,4044
31903,60,23,19,9,110,75,56,25,21,176,354,252,105,57,775,301,304,134,75,812,283,298,114,64,757,179,216,90,33,524,204,247,99,45,599,101,131,58,26,317,235,213,85,45,580,23,22,5,9,57,1870,1800,757,388,4820
31904,54,36,13,7,108,94,35,29,10,165,384,214,98,58,756,309,257,140,43,751,294,334,122,50,806,239,277,108,31,653,256,324,101,48,724,186,229,87,26,526,222,218,114,45,598,27,9,7,4,50,2116,1955,828,334,5234
31905,58,34,5,7,109,77,49,27,13,159,291,195,97,50,634,229,197,95,48,572,225,234,93,34,585,171,164,53,26,414,162,213,67,29,476,91,108,41,14,261,170,158,63,33,426,25,13,9,8,44,1543,1397,566,278,3777
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,6,0,0,0,11,19,6,0,0,30,52,30,5,3,86,54,24,11,5,87,65,43,3,0,120,61,30,5,0,98,90,51,3,3,150,159,106,32,5,300,29,18,12,3,59,3,0,0,0,6,554,322,75,22,975
40102,30,30,5,4,71,64,47,16,9,133,292,218,96,30,646,394,425,148,42,1015,560,629,209,55,1456,471,624,209,57,1353,684,1020,308,93,2105,647,1160,449,127,2375,305,463,202,75,1056,18,16,14,5,48,3505,4665,1671,506,10349
40103,15,20,9,0,44,31,29,3,0,69,159,144,29,7,339,160,186,40,7,394,204,280,63,13,552,214,266,72,13,567,322,493,121,22,953,683,1329,481,81,2572,158,231,88,24,501,11,11,0,0,23,2003,3022,923,172,6114
40104,33,40,15,0,84,79,64,19,8,167,338,231,70,6,654,364,315,75,22,785,431,484,111,16,1050,358,444,124,14,932,494,718,186,35,1433,422,727,195,35,1382,143,176,55,24,396,14,16,0,0,31,2717,3244,861,170,6993
40105,14,10,0,0,30,45,24,6,0,69,143,112,22,0,277,162,130,25,0,327,197,177,49,3,431,161,186,44,5,394,260,338,93,10,704,407,729,231,42,1403,87,116,31,7,243,3,3,3,0,15,1524,1843,510,83,3959
40106,8,11,0,0,26,30,21,5,0,60,137,74,19,3,236,116,114,27,8,270,164,182,47,6,402,148,168,42,13,376,220,374,118,15,731,391,668,255,36,1355,84,72,36,12,209,3,3,0,0,11,1329,1705,564,98,3699
40107,24,13,6,0,38,37,22,4,0,68,108,79,18,3,207,112,109,26,9,249,177,156,35,5,375,151,184,46,8,393,289,397,100,21,803,525,1014,366,60,1975,111,133,54,15,315,9,4,0,0,11,1566,2124,661,117,4472
40201,21,11,0,0,37,35,25,7,4,67,189,138,52,23,403,240,192,93,31,559,272,312,138,39,762,236,267,108,30,636,265,349,111,36,766,162,262,116,38,575,160,189,77,38,465,11,11,5,0,29,1623,1779,710,252,4358
40202,113,79,47,52,291,170,151,82,66,475,630,519,304,173,1622,603,665,309,185,1760,607,731,273,141,1753,436,506,197,93,1233,467,532,185,90,1273,204,273,124,50,654,311,329,173,120,926,36,29,16,19,97,3696,3934,1781,1072,10480
40203,78,60,22,12,178,140,107,33,22,308,554,455,135,58,1198,530,599,135,51,1319,731,694,158,51,1637,466,549,133,35,1186,524,698,178,37,1437,341,506,125,29,998,196,212,76,45,528,25,19,4,4,47,3675,3963,1029,394,9059
40204,185,145,96,67,495,287,220,114,82,701,1095,936,416,229,2676,1049,1096,414,200,2755,1176,1226,380,185,2960,706,874,282,122,1978,750,960,334,113,2159,385,623,216,92,1307,425,439,198,143,1200,41,47,12,16,111,6310,6769,2568,1328,16972
40205,53,40,12,4,113,94,69,21,8,194,530,372,110,50,1061,593,609,177,51,1430,773,929,274,64,2035,700,867,228,75,1875,856,1258,354,86,2556,556,952,331,74,1918,301,342,148,51,842,34,17,5,7,61,4546,5509,1671,470,12201
40301,5,12,0,0,22,19,7,5,0,39,99,52,7,7,165,132,69,22,11,225,159,149,38,6,359,154,173,54,5,392,273,353,112,12,749,383,617,226,39,1267,103,126,47,10,290,12,0,3,0,18,1364,1581,524,87,3551
40302,63,36,9,17,125,96,74,20,7,193,468,334,82,34,913,569,535,153,47,1310,766,795,183,43,1782,644,777,177,28,1620,879,1077,275,61,2290,536,874,245,67,1721,321,325,122,47,814,26,16,8,5,44,4456,4875,1300,358,10995
40303,32,23,7,0,60,40,26,3,0,75,228,148,49,12,439,272,256,56,13,602,368,401,96,30,897,379,492,135,26,1032,617,1013,293,57,1979,771,1609,500,87,2962,165,296,133,38,632,16,15,6,0,33,2926,4310,1292,268,8801
40304,127,72,30,12,234,222,116,56,17,404,990,835,298,94,2212,1162,1172,434,135,2898,1408,1500,456,127,3490,1081,1353,410,92,2941,1255,1687,489,111,3544,685,1108,368,104,2263,597,725,314,122,1765,44,55,17,8,114,7689,8716,2899,835,20134
40401,84,57,9,16,170,136,68,35,15,247,601,421,118,58,1198,668,589,188,49,1495,823,813,195,50,1877,680,838,203,48,1775,958,1275,324,52,2614,784,1307,410,81,2580,323,376,129,55,894,39,29,8,5,83,5204,5857,1655,442,13157
40402,64,42,12,8,125,114,47,29,6,198,373,272,91,45,788,378,360,96,50,886,422,439,111,36,1007,351,388,108,19,870,421,483,106,45,1055,253,373,114,32,768,180,179,63,44,464,24,12,0,9,42,2646,2655,761,291,6353
40403,38,26,11,3,78,54,54,10,5,130,364,221,48,18,656,372,330,67,12,782,479,431,96,12,1010,399,431,109,12,949,519,706,148,25,1399,412,759,216,43,1433,155,201,79,23,455,10,11,7,0,29,2877,3208,802,164,7051
40501,26,11,0,7,44,48,32,7,6,98,165,146,63,21,390,221,224,113,36,595,267,316,121,30,735,205,267,123,32,620,254,365,134,40,786,149,255,112,38,560,159,181,95,30,472,9,6,0,4,22,1523,1820,777,247,4375
40502,29,10,7,5,56,31,23,17,6,71,130,109,60,26,324,98,104,72,19,294,119,115,71,16,322,78,90,48,14,231,95,104,67,18,281,70,70,24,18,184,104,94,66,41,302,11,9,3,0,22,783,744,445,171,2146
40503,20,15,9,6,53,24,19,14,6,65,133,86,68,27,319,127,126,59,28,341,131,138,64,26,359,114,102,57,19,290,104,142,70,18,333,63,87,35,11,188,116,128,72,30,348,16,10,8,0,31,862,867,462,180,2373
40504,26,9,7,0,44,24,15,9,9,55,157,108,43,32,344,105,113,52,30,297,122,120,54,22,321,90,77,34,5,205,70,86,33,16,200,49,68,25,5,154,104,111,49,27,293,11,5,3,5,18,768,732,319,153,1971
40601,36,34,23,11,99,51,44,15,11,128,235,215,109,54,614,254,281,103,32,673,306,352,139,38,832,226,292,123,45,682,291,374,181,30,877,176,268,112,25,580,270,264,135,69,745,21,13,17,3,51,1929,2168,989,320,5400
40602,44,27,12,3,78,18,17,8,6,47,97,63,24,19,207,85,82,39,11,221,110,83,39,13,244,81,105,40,13,244,114,127,65,20,330,96,137,70,12,323,131,126,56,30,341,19,11,9,4,41,844,812,391,150,2197
40701,41,31,12,5,89,65,39,23,5,125,312,218,106,44,680,277,299,133,63,774,265,306,114,41,731,190,219,82,29,527,193,257,78,17,551,156,221,90,28,500,220,204,118,38,581,8,11,6,3,29,1767,1834,777,280,4657
40702,36,35,26,9,105,81,56,17,13,165,313,285,139,67,809,374,418,194,66,1046,414,490,228,65,1190,291,350,164,36,843,307,398,163,50,913,206,278,135,32,651,225,283,131,65,708,18,19,9,3,51,2310,2639,1217,422,6593
40703,83,46,28,8,159,97,74,31,21,220,416,368,168,60,1021,404,398,172,69,1041,397,434,180,46,1059,272,279,116,59,726,271,300,127,31,735,158,205,93,29,485,243,250,152,60,693,37,18,13,4,72,2448,2422,1109,389,6366
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,33,27,5,0,69,41,36,7,3,93,236,202,66,23,533,285,302,122,25,732,273,412,140,36,858,271,339,130,34,772,319,483,181,28,1003,253,390,148,39,835,357,512,201,53,1117,22,22,9,0,51,2126,2741,1017,248,6135
50102,54,37,20,14,121,96,60,18,9,186,416,259,132,59,874,479,510,209,74,1273,568,762,281,91,1698,473,705,255,70,1498,685,990,366,87,2126,570,782,318,104,1775,630,795,361,129,1909,31,34,13,5,88,4093,4966,1996,644,11703
50103,20,9,5,0,31,28,19,12,6,64,98,93,46,17,250,100,111,51,14,281,123,141,48,24,330,92,118,48,9,278,106,129,70,10,315,68,84,47,16,215,113,142,68,46,375,7,0,3,3,13,774,869,406,153,2199
50201,68,46,20,4,135,101,59,28,18,209,435,264,114,44,845,406,405,155,67,1030,513,500,239,87,1337,415,518,169,46,1143,612,804,289,80,1783,576,836,303,76,1790,712,889,382,146,2126,35,33,12,3,81,3946,4407,1726,576,10656
50301,18,12,3,0,46,11,20,12,0,51,99,63,14,0,187,124,116,34,9,280,174,177,63,9,420,157,175,65,21,411,372,441,143,16,970,1469,2751,1330,215,5764,237,397,204,64,903,17,15,8,3,40,2742,4206,1878,337,9167
50302,32,20,4,0,62,56,28,5,0,93,252,143,38,6,434,322,197,49,6,574,423,335,72,12,847,340,332,66,16,746,681,795,159,19,1651,1623,2368,682,97,4765,319,321,119,27,784,14,23,9,0,43,4129,4598,1217,179,10123
50401,50,49,8,10,117,84,57,20,6,177,413,271,78,29,783,431,354,96,43,925,550,501,119,38,1204,455,468,127,29,1079,753,895,214,40,1906,736,1098,253,77,2167,385,345,118,39,895,19,31,6,5,55,3955,4112,1081,318,9460
50402,16,19,0,0,36,24,17,5,0,44,160,107,35,9,310,169,161,74,27,434,247,268,88,23,625,223,248,91,27,587,349,442,157,23,977,362,538,202,67,1166,299,360,149,57,861,15,10,3,0,32,1887,2183,811,234,5118
50403,96,88,25,26,229,138,125,62,33,365,726,690,248,137,1803,904,1024,343,152,2421,1127,1394,440,154,3115,959,1152,347,122,2585,1207,1403,459,154,3225,939,1308,479,156,2883,858,998,465,235,2565,54,58,24,20,157,7124,8353,2945,1236,19656
50501,63,42,19,12,125,88,53,25,4,173,472,303,119,31,922,583,599,211,52,1450,886,1035,332,79,2327,956,1176,346,57,2538,1565,2455,683,130,4833,1945,3670,1164,235,7013,879,1229,499,115,2724,63,72,19,10,152,7587,10702,3420,719,22425
50502,134,101,43,25,302,216,161,45,37,460,885,575,198,107,1767,1031,837,238,79,2188,1231,1087,303,88,2709,943,991,287,58,2277,1601,2062,501,78,4248,2196,3750,1081,182,7213,794,938,317,115,2163,71,54,14,13,158,9322,10721,3095,833,23971
50503,137,119,42,24,323,176,171,75,49,478,910,911,317,179,2314,1191,1380,520,187,3281,1544,1833,626,198,4206,1330,1774,529,177,3813,1750,2500,737,220,5200,1369,2280,819,236,4701,1240,1654,742,297,3933,94,90,22,22,229,9936,12820,4498,1654,28906
50601,59,53,23,20,152,104,76,35,15,236,498,447,167,88,1201,598,724,231,104,1656,711,887,282,128,2004,558,743,212,67,1584,709,1040,310,105,2163,555,808,312,110,1782,462,622,280,115,1473,30,21,4,9,70,4349,5489,1883,774,12495
50602,53,38,11,13,112,93,53,15,15,174,323,209,76,33,640,338,282,78,29,723,443,375,103,30,947,349,336,66,35,779,585,551,147,39,1324,609,789,199,50,1644,292,275,90,38,687,15,13,6,4,43,3166,2956,814,294,7229
50603,75,50,26,6,165,115,101,29,26,271,533,444,126,72,1176,599,614,162,61,1434,662,770,244,70,1740,510,689,187,34,1424,764,1110,343,70,2284,775,1318,436,98,2622,436,544,212,88,1278,15,22,4,0,41,4628,5770,1792,545,12738
50604,117,98,66,28,308,188,161,84,51,489,771,712,263,168,1919,815,885,327,177,2201,941,1073,405,157,2572,732,918,265,100,2010,888,1169,420,137,2613,653,1099,402,136,2296,597,773,311,156,1837,45,41,13,13,117,5892,7049,2631,1175,16749
50605,18,18,0,7,46,45,32,10,8,91,226,178,67,30,502,256,312,105,29,706,388,425,167,46,1021,318,431,160,45,957,474,685,265,56,1479,493,707,282,75,1558,341,361,169,62,927,22,25,0,0,52,2610,3191,1249,357,7406
50606,15,10,4,4,33,32,14,10,3,49,114,112,50,29,306,176,250,108,53,589,239,296,126,52,717,209,267,84,40,595,241,338,126,51,753,217,306,126,59,708,218,298,150,64,728,10,17,4,4,34,1496,1918,796,360,4567
50607,16,11,8,0,29,23,17,3,5,43,109,50,16,5,189,116,94,32,0,238,189,147,35,9,379,148,128,48,12,334,314,335,76,16,741,682,1024,290,37,2035,152,177,67,19,415,10,14,4,0,27,1786,2022,582,98,4491
50701,63,45,13,8,131,82,73,22,9,187,460,359,97,39,950,586,560,164,52,1376,812,969,290,81,2150,757,931,244,56,1991,1136,1492,405,77,3109,1042,1580,548,116,3277,583,730,299,83,1694,42,32,9,0,81,5655,6826,2101,534,15118
50702,21,10,0,5,34,25,13,7,0,41,101,43,11,5,167,111,84,21,0,217,160,146,46,14,370,171,166,39,3,380,284,353,95,16,746,539,786,253,38,1611,161,197,66,18,442,9,7,6,0,18,1597,1822,539,106,4068
50703,38,30,8,8,79,52,30,15,11,105,240,205,75,33,549,336,337,113,46,828,352,378,169,44,938,281,324,118,39,757,355,429,137,43,962,184,287,109,45,626,261,343,150,67,816,15,8,8,0,28,2137,2399,900,339,5783
50704,53,37,7,4,102,76,47,10,8,142,295,211,64,13,579,367,322,98,23,811,513,525,158,39,1233,477,657,176,25,1330,951,1252,385,62,2648,1552,2798,967,191,5505,436,625,241,50,1362,22,23,6,4,55,4828,6562,2129,423,13938
50705,69,49,17,8,144,113,83,30,24,248,481,365,142,83,1072,643,703,319,133,1808,841,999,397,148,2382,722,878,321,109,2032,1039,1346,524,162,3063,828,1292,480,136,2742,915,1167,549,215,2842,52,46,22,4,124,5783,6982,2841,1038,16640
50901,47,24,14,5,90,70,39,21,16,153,262,243,120,41,668,296,326,139,66,823,287,420,141,53,902,262,323,124,45,745,290,373,138,57,851,229,292,136,43,695,298,340,189,78,909,14,10,8,6,47,2110,2417,1051,415,5994
50902,36,17,14,9,74,49,27,13,10,104,202,157,105,39,501,190,232,115,51,596,247,248,124,47,673,202,228,113,34,573,256,314,130,31,742,218,246,118,35,612,356,428,204,75,1071,26,13,12,7,49,1845,1949,963,342,5091
50903,14,8,10,5,32,10,8,5,0,32,71,66,31,17,184,67,100,43,19,227,76,98,47,15,239,73,73,47,7,197,90,94,45,15,248,65,92,43,10,209,105,131,98,27,358,3,7,6,0,16,601,690,385,112,1786
51001,63,40,25,17,151,42,36,28,17,123,89,70,52,40,249,66,75,45,23,208,128,101,54,21,311,121,116,32,18,286,158,234,93,24,507,144,193,89,17,453,138,176,94,64,466,31,28,10,11,77,1081,1143,564,273,3070
51002,13,14,11,3,33,13,8,7,7,41,25,22,11,7,70,50,31,17,14,107,86,75,33,20,209,84,89,49,20,237,150,195,103,44,492,278,353,147,50,822,81,117,61,31,289,9,18,8,3,31,809,928,447,210,2389
51003,3,4,3,0,9,7,3,0,0,13,29,21,13,4,68,66,56,15,14,151,106,123,67,17,307,90,131,62,23,305,201,316,149,34,697,360,599,273,76,1309,133,178,72,30,412,11,13,0,0,21,1024,1443,657,192,3316
51101,4,0,6,5,12,14,5,0,3,23,59,40,17,7,130,60,73,35,16,181,79,96,43,9,234,50,75,31,8,170,71,115,52,14,253,68,101,26,10,204,85,119,59,28,290,7,5,0,0,19,523,640,276,100,1546
51102,0,8,6,3,13,6,8,4,4,26,28,19,6,0,60,34,38,17,3,89,44,50,12,3,108,32,56,13,4,108,31,65,19,6,120,41,42,15,0,94,45,78,25,10,150,4,6,0,0,8,276,363,127,38,805
51103,17,14,5,10,41,32,13,9,5,54,80,55,17,16,167,99,102,34,14,247,178,188,67,25,463,151,172,72,32,423,284,348,141,47,812,351,432,191,61,1036,177,175,111,61,520,12,22,10,6,43,1408,1537,657,280,3878
51104,27,26,12,3,67,35,23,12,10,85,154,135,60,23,380,232,192,76,42,545,252,309,128,46,730,208,265,117,32,616,301,354,156,43,851,250,301,127,36,719,323,377,167,54,926,19,14,0,3,38,1834,2022,872,307,5032
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,15,15,9,0,43,29,9,6,9,52,112,112,36,12,272,126,130,59,19,340,182,117,54,17,375,118,114,42,14,298,116,131,40,12,300,70,98,40,9,219,67,68,40,24,202,9,8,5,0,16,870,820,344,129,2167
60102,34,27,3,4,65,59,33,8,10,111,267,172,65,40,539,347,254,95,42,739,420,382,140,26,967,346,384,120,32,884,487,643,192,31,1356,374,553,180,43,1157,181,216,91,35,526,7,3,4,0,19,2565,2696,914,262,6429
60103,65,34,10,7,113,115,63,27,13,214,434,289,113,43,881,394,329,106,62,892,441,361,133,46,983,309,285,69,28,692,308,318,89,31,754,148,195,72,24,438,165,173,68,48,452,16,11,0,0,32,2463,2099,703,315,5579
60104,17,10,4,3,39,49,14,6,4,72,164,116,44,17,341,198,180,76,21,470,301,253,102,25,689,232,304,106,29,669,302,399,157,32,886,222,431,145,39,833,120,159,68,34,382,8,0,0,0,12,1632,1895,714,214,4446
60105,39,13,0,0,55,56,24,14,4,94,182,96,23,7,305,203,128,32,9,373,258,204,54,8,522,220,237,67,15,544,382,520,140,22,1064,517,825,242,73,1656,135,166,76,23,396,11,4,4,0,21,2060,2242,654,162,5116
60106,17,5,5,0,27,26,14,0,8,47,102,82,25,9,219,120,117,38,12,293,157,147,40,13,361,137,105,38,15,292,103,134,43,13,296,63,78,39,10,176,70,72,20,22,189,5,3,0,0,10,802,771,263,105,1942
60201,78,57,18,3,158,111,71,34,24,236,503,367,154,63,1083,501,450,177,72,1201,553,579,175,65,1371,404,492,134,51,1084,487,668,230,50,1434,378,552,202,50,1183,226,285,113,49,680,23,16,5,0,43,3349,3582,1275,445,8653
