SA3_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
40403,1344,573,329,209,66,18,4373,32,364,405,323,229,158,38,11,1557,1131,4120,2896,1615,1134,734,290,103,12020,359,1032,1028,1016,916,573,251,127,5290,841,1542,1343,1389,1252,726,420,203,7722,103,119,95,93,58,49,20,3,541,64,95,125,206,190,143,81,42,952,1002,1759,1564,1694,1498,921,521,254,9214,28,80,63,51,41,41,42,19,377,305,534,378,341,366,283,320,223,2745,2970,9609,7678,5619,4515,2910,1528,746,35584
40501,156,153,118,102,28,3,653,7,53,112,138,139,92,29,0,558,215,610,728,662,463,434,145,30,3281,51,262,503,624,645,458,187,38,2761,555,1289,1379,1337,1263,825,257,67,6970,106,111,93,73,64,46,12,0,510,39,59,94,142,129,89,51,14,622,701,1464,1570,1553,1454,953,324,81,8097,4,16,19,28,26,31,28,9,160,242,209,278,337,356,335,270,157,2181,1211,2712,3367,3484,3197,2401,1012,309,17703
40502,60,53,70,65,25,0,335,3,31,46,48,69,59,21,0,278,68,310,360,282,250,281,83,18,1652,27,146,193,277,334,277,90,20,1374,294,626,617,693,768,517,182,40,3733,47,61,61,49,51,29,4,0,307,10,28,51,74,68,75,35,13,360,350,716,728,812,892,618,227,56,4397,0,9,13,14,21,17,20,3,95,190,154,168,249,317,343,253,118,1783,646,1422,1577,1741,1949,1653,713,218,9922
40503,57,47,45,29,9,0,264,0,39,55,47,80,47,9,0,289,101,366,328,251,260,202,60,22,1586,36,144,206,294,371,261,76,16,1408,395,862,755,831,915,587,225,57,4629,79,117,73,57,42,38,5,0,407,13,31,36,65,72,44,23,4,296,486,1002,868,955,1031,669,258,61,5333,3,3,15,5,21,15,10,5,75,240,229,237,304,355,357,334,115,2168,890,1850,1769,1897,2156,1589,758,213,11115
40504,42,30,50,30,14,4,219,6,32,41,36,61,61,11,0,246,63,271,272,202,219,274,95,21,1419,31,110,193,252,433,400,153,29,1603,327,669,672,772,1001,849,374,92,4753,40,78,76,48,50,41,11,0,340,17,26,52,64,83,90,36,8,372,387,777,801,886,1134,977,417,97,5474,6,3,9,9,28,26,11,3,105,192,190,229,272,445,563,456,216,2560,685,1431,1578,1699,2368,2333,1166,370,11632
40601,168,111,93,69,23,0,674,8,84,98,111,119,91,30,0,545,186,981,949,681,489,330,110,28,3759,81,369,532,724,677,459,179,39,3060,805,1991,1752,1916,1848,1156,445,132,10056,141,223,185,134,115,54,15,0,869,51,98,126,147,156,128,56,3,761,998,2317,2068,2200,2115,1341,515,136,11682,17,30,40,37,41,45,19,11,243,537,571,605,730,743,687,552,289,4724,1844,4549,4453,4591,4275,3026,1429,514,24686
40602,95,54,45,14,3,0,375,7,51,50,38,56,29,8,0,240,92,504,295,246,174,117,37,0,1472,30,213,224,232,288,172,35,10,1196,301,918,799,762,711,384,151,28,4050,56,99,81,43,39,15,6,0,344,32,64,49,66,55,34,15,0,317,392,1088,924,874,812,431,167,29,4715,13,28,24,14,11,10,0,0,107,388,514,393,422,403,331,223,65,2748,935,2539,2016,1888,1782,1108,482,102,10851
40701,185,205,247,325,154,16,1255,5,61,101,156,247,312,80,10,972,134,584,819,858,939,1196,513,104,5145,70,324,503,719,1103,1328,579,86,4715,580,1323,1508,1652,1998,1790,887,202,9949,138,105,119,103,106,112,31,14,727,43,73,117,190,232,317,149,48,1164,759,1499,1742,1949,2342,2220,1067,263,11838,9,23,19,36,39,65,90,24,305,281,274,311,408,626,830,737,379,3851,1259,2887,3680,4339,5543,6279,3219,891,28088
40702,192,134,115,85,26,5,746,20,112,140,154,165,126,31,3,751,190,1119,1102,841,592,470,230,41,4590,82,429,611,828,786,671,234,51,3689,1129,2378,2222,2085,1902,1196,389,85,11381,147,216,181,145,130,77,24,0,919,80,92,140,209,188,170,64,17,969,1356,2682,2536,2445,2222,1449,476,102,13268,13,43,52,46,58,62,37,13,328,594,588,608,699,795,830,693,360,5169,2276,5145,5242,5147,4727,3695,1724,582,28537
40703,139,105,128,87,21,3,711,15,98,115,113,132,142,28,3,641,210,940,852,678,580,508,207,48,4024,101,481,573,810,886,728,238,55,3877,1243,2316,2080,2186,2203,1499,600,135,12263,213,240,197,173,134,95,22,4,1069,56,97,154,213,209,174,72,15,991,1513,2650,2431,2574,2548,1767,692,155,14321,24,35,44,48,49,55,46,13,308,668,677,613,784,932,1033,782,343,5833,2551,5091,4762,5113,5250,4317,2010,623,29714
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,6,0,0,0,0,9
49999,17,13,4,3,0,0,76,0,4,6,3,9,9,0,0,29,12,78,44,30,42,21,3,0,234,5,23,28,26,42,22,4,0,154,50,101,79,84,85,69,9,0,472,19,22,6,0,5,5,0,0,60,0,6,10,8,8,8,0,0,45,69,127,95,94,103,83,9,0,577,3,0,4,8,4,0,0,0,12,77,172,183,149,143,75,13,8,820,173,443,376,325,345,212,26,9,1909
50101,277,265,210,224,92,12,1256,3,108,262,266,206,163,48,8,1061,106,1066,1675,1389,1047,877,361,89,6609,88,525,865,975,940,832,376,85,4690,703,1583,2088,1918,1677,1206,452,103,9724,283,114,114,118,86,73,25,5,821,50,79,143,200,205,188,79,18,964,1029,1775,2347,2239,1967,1467,557,125,11512,15,38,54,56,65,78,51,17,365,378,550,668,695,582,618,449,251,4196,1631,4223,6142,5883,5021,4259,1939,582,29681
50102,390,350,297,197,61,14,1569,23,202,302,337,312,182,54,9,1413,274,1655,2024,1809,1327,928,340,82,8438,215,912,1305,1397,1447,1009,392,105,6782,2277,4132,4196,3921,3429,2125,768,155,21007,787,415,260,204,170,102,27,11,1971,111,148,250,350,367,284,113,24,1645,3174,4693,4696,4474,3966,2504,919,186,24621,26,61,92,80,100,133,64,23,576,778,953,1014,1098,1111,1086,827,479,7354,4510,8722,9832,9551,8556,6044,2652,893,50756
50103,79,75,66,75,36,0,371,3,29,51,76,88,75,15,0,335,48,271,393,379,372,357,119,25,1967,30,146,257,282,385,366,126,17,1609,360,599,687,763,848,591,204,53,4087,160,81,47,38,48,35,12,0,419,24,30,48,69,93,86,42,7,403,532,708,779,873,985,711,254,55,4902,0,8,7,19,28,32,20,0,118,206,178,262,348,389,401,298,90,2176,830,1385,1832,2047,2309,2014,872,193,11480
50201,341,334,304,224,80,15,1505,20,154,228,297,273,219,72,19,1276,348,1336,1567,1432,1158,1063,459,94,7454,319,932,1318,1505,1654,1358,649,153,7875,1802,3442,3383,3504,3477,2686,1343,316,19957,645,290,209,153,169,149,52,10,1677,119,170,245,299,345,341,218,61,1794,2569,3898,3841,3961,3995,3170,1616,383,23430,33,56,88,80,123,165,133,36,716,798,913,1054,1105,1078,1266,1235,757,8204,4107,7478,8445,8709,8575,7455,4238,1441,50461
50301,1836,2130,1656,1100,519,168,8955,28,285,428,661,572,376,178,41,2563,1739,3121,3367,4220,3174,2454,1243,405,19723,233,364,541,863,1019,915,661,244,4844,499,452,425,470,485,379,234,92,3032,165,41,31,34,44,24,29,10,377,41,31,55,135,139,161,144,56,758,704,516,508,634,674,564,398,161,4157,43,51,71,85,71,109,103,58,591,413,434,394,400,420,465,483,358,3368,3316,6158,7155,8984,7574,5990,3589,1428,44200
50302,3555,2111,1384,910,303,57,12615,75,938,919,805,608,410,108,20,3880,2225,9785,7128,4339,3138,1990,695,214,29510,753,1932,1786,1445,1417,1022,468,157,8978,1109,2075,1520,1231,1196,732,321,145,8328,342,157,105,65,74,52,26,10,836,82,160,170,234,261,209,80,47,1233,1532,2391,1803,1526,1525,995,427,195,10399,62,187,152,117,100,116,80,24,842,797,2004,1260,899,823,796,581,397,7550,5670,21296,16601,11240,9004,6237,2653,1072,73773
50401,1461,774,471,264,84,14,4414,29,449,532,453,339,191,63,13,2066,853,4386,3818,2306,1418,955,317,71,14134,458,1383,1426,1324,1109,828,357,78,6960,992,2351,2048,1785,1687,1244,573,162,10839,359,183,123,115,94,74,14,4,979,74,127,192,226,250,216,102,34,1218,1426,2663,2370,2130,2028,1530,689,196,13035,34,77,112,74,79,86,64,21,554,462,892,789,639,590,537,519,292,4724,3358,11104,10513,7698,6044,4391,2098,691,45890
50402,266,283,255,174,71,11,1210,11,105,173,214,203,97,40,3,853,204,760,1036,1038,728,608,249,43,4662,133,372,570,730,723,599,253,57,3439,693,1392,1293,1389,1337,932,368,81,7479,230,102,76,73,45,44,19,4,595,46,49,97,127,176,137,65,13,713,965,1544,1460,1588,1562,1112,451,102,8783,14,33,37,33,51,55,39,6,271,239,326,373,394,436,343,323,212,2646,1577,3274,3919,4283,3951,2991,1435,431,21862
50403,1289,622,401,230,73,7,3651,54,430,536,420,280,131,42,11,1908,950,4083,4042,2522,1498,856,281,60,14285,630,2366,2821,2272,1722,866,325,57,11062,2694,5929,5069,4316,3511,1825,668,129,24148,839,459,341,246,161,84,27,3,2159,206,301,411,488,440,245,105,22,2221,3743,6688,5826,5043,4104,2153,806,157,28523,73,129,208,157,157,113,67,24,926,1014,1566,1429,1296,1040,777,612,378,8112,6526,16234,16153,12341,9198,5124,2206,691,68477
50501,1784,1697,1189,645,164,29,6627,57,537,957,1002,802,461,102,13,3937,1631,4721,6190,5321,3639,2371,720,124,24720,679,1584,2672,3277,3182,2335,773,166,14662,2276,3873,4501,4449,4534,3168,1158,246,24204,665,193,210,165,202,175,57,7,1670,150,191,369,599,612,541,241,48,2745,3085,4250,5080,5212,5345,3883,1458,302,28620,60,99,159,205,190,255,134,34,1139,633,855,1037,1109,1027,1001,736,534,6933,6236,13089,17868,17823,15375,10947,4088,1207,86636
50502,3783,2212,1314,769,313,58,12311,83,1201,1326,1136,885,498,181,25,5347,2497,11188,10117,6531,4075,2804,1240,338,38789,952,3475,3655,3285,2707,2086,1117,326,17605,2276,5155,4320,3644,3398,2259,1268,459,22775,677,372,294,226,199,154,63,13,1998,178,318,429,618,569,444,284,129,2967,3129,5848,5040,4490,4163,2862,1614,597,27742,79,252,291,244,171,234,184,73,1531,1207,2538,2144,1530,1330,1295,1268,892,12204,8201,28118,26362,19432,14647,10557,5912,2311,115535
50503,1671,1031,545,257,94,24,4729,78,592,798,674,381,183,46,7,2766,1455,5460,6033,4000,2051,1049,421,76,20539,1028,3116,3968,3850,2573,1386,496,127,16541,3654,7710,7100,6517,4964,2676,1069,242,33928,1254,578,411,368,251,131,44,3,3043,309,393,620,734,550,371,192,53,3213,5213,8681,8125,7616,5771,3172,1300,293,40178,101,192,276,277,189,171,107,34,1349,1367,1858,1903,1795,1374,1022,950,606,10871,9319,20916,22770,19245,12890,7241,3410,1173,96973
50601,1356,530,255,137,43,8,3024,21,292,404,254,178,98,32,3,1274,467,2703,3492,1625,881,550,196,44,9949,371,1479,1964,1280,1032,589,227,41,6994,1615,3549,3224,2417,2050,1323,467,92,14742,585,326,190,138,107,51,32,3,1416,110,162,247,240,204,181,70,10,1227,2303,4034,3651,2796,2360,1551,566,108,17385,41,77,128,73,85,67,51,14,538,706,1004,1032,790,668,558,433,204,5399,3956,10249,12028,7348,5457,3545,1547,423,44561
50602,1617,734,385,208,70,6,4846,52,430,418,331,258,134,34,4,1657,1018,5060,3575,1857,1085,669,192,63,13514,581,1586,1362,1089,921,554,184,42,6324,1150,2243,1713,1412,1309,846,346,120,9139,412,193,111,82,87,44,22,0,954,66,136,162,195,201,135,46,22,955,1630,2566,1989,1688,1592,1030,411,143,11050,38,123,111,91,78,72,48,24,579,683,1323,1014,765,673,511,387,245,5595,4080,12843,10082,6554,4981,3177,1322,525,43564
50603,2275,1366,793,385,128,20,7380,58,402,483,460,333,216,68,0,2017,1670,5102,4734,3173,1871,1264,491,103,18407,789,1547,1629,1336,1211,930,434,117,7995,1344,1787,1686,1724,1593,1132,550,198,10006,498,162,105,97,90,69,38,5,1065,86,137,155,219,241,203,108,44,1187,1921,2084,1942,2052,1917,1401,693,243,12257,63,150,125,117,85,110,85,24,751,731,1134,808,631,567,475,614,563,5524,5397,12684,11997,9129,6779,4776,2519,1062,54336
50604,1904,850,418,197,65,7,4775,44,278,450,328,223,127,33,3,1488,993,3799,4519,2436,1341,766,280,54,14184,649,1836,2161,1867,1263,785,306,77,8938,2110,3254,3512,3101,2536,1753,756,155,17187,746,290,239,193,119,80,23,4,1691,147,210,296,353,283,225,125,31,1669,3003,3755,4048,3648,2947,2059,902,191,20546,46,141,182,155,122,119,50,21,826,896,1278,1315,1094,822,736,606,418,7153,5702,12342,14565,10374,7137,4788,2252,768,57919
50605,497,386,236,190,89,13,1700,19,141,242,233,204,138,46,4,1017,337,1225,1695,1304,872,740,321,105,6602,236,566,960,984,856,686,368,87,4737,947,1890,1882,1798,1568,1089,522,131,9836,367,127,110,95,67,43,19,3,821,54,74,124,195,197,170,74,31,920,1368,2089,2116,2092,1832,1301,617,173,11579,14,39,38,54,52,75,61,17,353,315,425,501,438,458,426,379,237,3195,2305,4747,6052,5497,4507,3549,1883,633,29184
50606,182,98,67,29,10,0,483,3,98,101,85,65,23,6,4,386,113,628,687,415,272,155,54,9,2323,112,504,598,487,382,180,68,9,2344,703,1712,1362,1045,797,439,136,23,6209,187,91,67,47,36,17,3,0,446,46,61,80,116,91,57,21,9,483,928,1862,1505,1208,925,511,161,29,7134,17,19,39,35,34,20,8,7,178,196,300,311,286,218,143,102,38,1600,1388,3501,3423,2606,1967,1062,411,89,14449
50607,1053,757,586,395,130,31,4096,35,277,306,295,275,203,52,10,1446,889,2706,2253,1763,1373,977,371,98,10431,241,463,527,599,659,609,302,89,3484,501,707,549,519,565,443,176,68,3526,151,52,31,33,36,33,17,0,352,25,46,52,79,107,123,69,30,530,673,810,638,624,710,597,259,97,4411,31,35,42,55,52,60,48,17,332,259,428,312,284,321,353,377,418,2755,2232,5776,5125,4378,3971,3188,1544,750,26962
50701,1594,873,530,254,55,13,4573,58,557,629,491,301,141,40,6,2218,1051,4860,4630,2766,1527,767,229,60,15886,542,1721,2252,1984,1435,893,269,62,9150,1921,3985,3804,3339,2674,1540,607,140,18016,603,270,214,185,133,80,25,3,1514,131,191,285,385,348,251,87,24,1696,2657,4449,4308,3903,3154,1867,717,170,21218,55,110,166,137,124,112,50,20,778,625,1088,1098,906,735,667,580,401,6101,5048,13970,14670,11066,7806,4704,1933,727,59925
50702,809,767,672,459,153,23,3489,11,188,308,323,352,209,60,12,1462,486,1991,1860,1601,1307,944,345,54,8582,125,420,523,645,678,541,237,32,3201,346,714,687,655,684,457,189,67,3802,136,41,50,40,53,25,17,0,366,39,53,63,90,138,100,53,19,565,520,814,799,788,876,579,261,87,4737,16,35,36,39,57,43,32,10,257,242,467,405,408,354,361,285,310,2836,1417,4498,4738,4575,4302,3134,1375,527,24564
50703,516,170,84,39,14,0,1136,22,142,173,109,70,29,7,0,543,243,1317,1530,725,309,180,58,9,4364,193,729,857,631,354,194,58,15,3028,900,1992,1685,1259,918,468,175,54,7451,330,212,107,77,60,29,7,0,825,50,95,124,164,89,67,30,9,622,1276,2303,1917,1501,1071,563,211,61,8899,22,47,73,48,31,29,15,6,270,359,541,530,412,306,246,130,50,2576,2124,5376,5592,3594,2230,1278,492,145,20817
50704,2043,1752,1253,857,306,62,7702,28,481,713,783,692,467,136,35,3329,1532,4570,5346,4347,3095,2378,1002,286,22551,393,855,1402,1781,1769,1608,792,299,8895,1119,1494,1576,1801,1862,1349,713,258,10172,417,106,115,107,105,103,38,17,1011,84,77,162,296,382,338,184,81,1620,1619,1681,1859,2207,2348,1793,929,357,12798,47,63,111,129,132,169,149,54,845,471,584,616,650,675,715,607,545,4871,4211,9541,12086,11654,9968,7979,3917,1642,60988
50705,593,489,322,159,64,3,1989,42,302,419,391,291,147,40,11,1640,580,2179,2602,2034,1184,728,276,61,9644,525,1751,2360,2427,1849,935,349,92,10281,2759,6003,5289,4914,3950,2081,996,222,26213,964,500,275,222,184,90,35,6,2265,178,248,370,421,394,288,152,22,2072,3899,6747,5929,5557,4528,2451,1191,248,30547,60,92,110,126,147,118,75,34,768,1199,1539,1496,1323,1106,864,847,473,8848,6326,12955,13512,12339,9423,5397,2844,920,63713
50901,223,227,242,212,84,15,1167,19,109,175,211,223,169,38,7,966,171,887,1158,1157,1030,836,325,69,5637,119,455,697,856,1019,843,400,84,4466,1003,1885,1752,1781,1778,1171,470,135,9970,438,181,154,124,121,69,25,3,1110,59,71,103,182,230,203,74,22,951,1495,2144,2009,2089,2131,1444,569,163,12037,12,31,42,56,55,86,48,24,355,519,552,593,684,822,830,654,366,5015,2345,4330,4898,5284,5525,4417,2112,729,29637
50902,132,102,141,106,35,0,638,8,99,110,118,127,107,20,0,586,135,673,804,706,583,404,186,40,3536,77,328,471,647,788,642,255,42,3246,672,1469,1487,1602,1778,1299,430,83,8819,260,158,105,110,106,79,13,0,830,39,57,82,150,199,193,64,23,795,967,1680,1674,1865,2085,1570,502,105,10444,17,27,48,43,57,71,44,13,317,684,837,870,1116,1171,1124,742,266,6813,1907,3750,4100,4599,4948,4027,1780,466,25579
50903,36,38,32,25,8,0,168,6,20,40,44,45,30,6,0,193,77,337,357,242,217,149,46,12,1448,28,136,184,217,234,197,63,11,1069,236,556,509,485,536,340,116,19,2796,90,48,45,44,31,19,8,0,282,8,20,43,47,55,46,24,3,251,339,620,595,572,623,402,143,26,3328,0,9,13,14,16,17,6,3,80,237,227,276,324,360,335,232,113,2123,686,1384,1497,1461,1534,1160,518,168,8411
51001,219,130,116,44,14,0,755,9,150,151,109,85,34,3,0,540,170,1031,706,519,349,149,32,4,2954,73,344,440,335,332,158,26,5,1715,367,945,974,891,588,273,58,3,4096,157,123,108,59,45,15,0,0,505,43,67,91,82,84,38,8,0,402,564,1136,1165,1034,717,319,64,3,5004,9,24,20,19,20,11,3,0,107,836,1113,891,881,716,399,148,46,5027,1668,4012,3590,3028,2329,1118,296,60,16112
51002,116,66,51,13,0,0,378,5,70,72,36,31,11,0,0,227,98,641,531,245,137,32,9,0,1693,41,349,411,291,193,46,7,0,1339,340,1432,1314,842,573,118,20,0,4643,129,119,96,39,17,6,0,0,417,28,60,65,57,36,9,0,0,254,501,1613,1479,945,630,132,15,0,5316,4,11,18,18,11,0,0,0,71,532,1221,1049,819,605,151,42,11,4430,1180,4023,3666,2414,1675,386,84,13,13450
51003,187,97,37,9,0,0,513,10,97,122,93,43,8,0,0,371,95,776,759,405,180,43,13,0,2275,53,360,531,400,242,49,4,0,1645,423,1633,1685,1098,606,144,30,0,5623,168,114,79,52,30,5,0,0,445,26,51,74,68,44,17,3,0,279,609,1790,1837,1221,686,162,33,0,6347,8,28,28,26,17,6,0,0,115,575,1110,1090,779,528,159,45,6,4297,1357,4359,4559,3012,1737,440,92,10,15559
51101,47,42,24,23,3,0,167,4,22,43,42,36,22,3,6,175,44,302,262,241,154,103,58,16,1180,17,119,158,200,189,128,71,23,907,258,564,519,494,430,215,97,15,2600,89,68,41,25,18,12,6,0,257,18,17,28,41,42,23,9,3,188,366,648,584,570,489,250,116,14,3043,3,6,4,9,17,12,9,6,75,220,201,231,294,264,238,214,55,1712,658,1331,1329,1386,1175,773,487,111,7251
51102,43,26,15,13,0,0,166,0,15,13,30,18,15,0,0,101,53,272,202,132,95,45,12,4,807,21,105,126,100,89,58,19,9,516,127,323,285,298,285,156,44,8,1534,57,36,15,19,16,5,5,0,157,8,19,19,22,26,15,10,0,118,194,376,323,340,328,176,56,8,1803,0,3,5,9,11,0,8,3,39,214,248,217,227,202,156,84,22,1370,481,1082,936,873,754,469,180,33,4798
51103,215,127,75,23,12,0,698,12,95,99,71,67,24,0,0,363,187,825,680,411,279,108,28,5,2533,67,342,449,367,321,128,23,4,1701,622,1624,1423,1224,943,389,100,16,6350,275,124,82,66,31,13,7,0,588,38,75,83,93,80,44,5,0,419,932,1825,1582,1382,1058,447,111,18,7352,16,30,24,32,22,14,9,0,137,726,1079,906,841,760,423,178,76,4986,1954,4421,3956,3237,2576,1166,368,100,17778
51104,197,160,132,72,14,7,713,6,117,152,161,125,81,19,6,664,165,791,873,839,516,334,129,23,3670,137,438,596,701,705,493,149,38,3255,833,1797,1699,1781,1628,1055,378,76,9247,350,203,139,119,109,72,18,0,1013,50,63,108,148,143,122,54,15,705,1228,2067,1943,2048,1882,1246,451,101,10969,18,32,32,49,45,44,37,18,273,780,933,1016,995,973,842,580,293,6418,2353,4501,4809,4953,4381,3107,1373,476,25952
59797,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,14,13,8,10,0,0,0,39,0,7,11,4,0,4,0,0,35,8,26,39,15,7,0,0,0,100,4,4,0,0,0,0,0,0,4,0,6,4,0,3,0,0,0,7,10,29,36,21,9,0,0,0,117,0,0,3,4,0,0,0,0,11,22,49,74,49,21,3,0,0,224,38,97,145,92,48,15,0,0,428
59999,32,11,25,15,0,0,148,0,15,17,14,15,12,0,0,77,54,221,131,58,60,35,8,0,563,18,79,71,50,77,35,8,0,335,81,191,203,162,158,129,13,0,946,33,22,15,10,7,4,0,0,85,3,11,6,14,23,14,0,0,66,115,224,224,185,195,147,13,0,1105,6,10,0,8,10,6,0,0,32,339,659,809,752,507,257,72,22,3407,529,1270,1293,1073,876,505,105,20,5668
60101,75,38,33,29,0,0,296,5,37,35,19,30,21,7,0,154,69,265,229,154,130,94,32,0,975,32,176,214,232,158,124,33,8,970,345,900,707,622,415,298,101,16,3410,75,93,74,52,30,18,0,0,338,24,41,47,47,40,31,11,0,247,436,1039,828,722,481,348,122,21,3996,5,13,6,10,18,10,3,0,68,207,193,175,163,165,182,130,35,1242,762,1829,1566,1346,1023,797,320,63,7710
60102,737,421,384,269,89,19,3173,11,281,314,294,308,225,59,14,1509,414,2023,1903,1281,1074,881,334,116,8018,118,595,721,916,880,714,354,108,4416,689,1793,1638,1537,1492,921,482,153,8716,154,158,103,86,100,52,24,5,672,66,83,82,118,189,192,99,29,859,903,2035,1819,1744,1780,1166,608,188,10248,11,46,53,42,47,47,41,10,305,339,411,381,296,345,459,449,239,2910,1830,6626,5924,4985,4819,3764,1940,698,30580
60103,688,234,148,90,26,9,3234,18,188,187,142,123,52,25,6,740,407,2439,1176,648,494,339,123,42,5676,149,653,673,656,622,375,168,52,3342,738,2017,1817,1589,1457,846,423,125,9025,197,228,159,91,82,53,20,3,824,51,100,106,123,144,123,45,23,707,985,2344,2077,1795,1688,1023,491,150,10554,21,55,39,43,28,40,36,8,267,392,629,442,434,472,500,514,255,3640,2031,8285,5293,3950,3572,2426,1371,523,27448
60104,688,548,366,297,116,34,2914,17,155,259,260,206,169,54,9,1136,277,1339,1470,1177,844,737,290,76,6213,84,354,488,599,529,471,256,69,2855,401,938,932,814,800,528,239,52,4710,95,67,55,41,40,29,12,5,340,32,49,63,81,114,118,60,26,535,528,1044,1051,937,957,674,308,82,5587,12,35,31,22,28,28,25,13,202,133,192,174,189,191,249,233,101,1459,1066,3985,4165,3732,3122,2623,1277,388,20361
60105,1639,1201,955,684,261,53,7988,30,349,418,460,438,350,87,9,2137,1064,3815,2462,2092,1683,1448,576,159,13298,190,650,535,671,663,690,336,122,3851,423,796,639,723,697,482,216,68,4044,125,89,59,46,59,36,11,4,438,41,59,64,71,117,141,65,49,603,582,945,759,846,868,665,296,122,5086,22,69,54,36,52,49,45,19,345,335,626,359,334,323,349,327,217,2868,2331,9540,6227,5641,4975,4239,1925,694,35574
60106,119,97,68,49,16,0,492,0,53,51,55,58,53,5,0,270,73,401,353,263,272,239,77,13,1696,26,180,236,263,322,213,75,14,1329,295,818,683,593,676,403,149,23,3630,51,66,38,25,43,22,5,4,257,15,25,30,46,77,50,35,3,280,360,904,750,662,800,478,188,32,4169,5,11,20,11,15,15,17,6,96,133,166,175,163,216,235,150,70,1305,597,1862,1709,1513,1739,1278,528,128,9353
60201,842,551,467,354,153,17,4033,23,250,334,294,267,223,72,12,1472,594,2919,2267,1825,1402,1016,391,107,10513,202,793,976,1214,1073,826,440,124,5639,1245,2778,2379,2389,2086,1305,660,200,13047,321,339,197,143,144,74,29,12,1259,99,149,148,200,218,251,121,47,1224,1660,3269,2726,2735,2442,1629,812,260,15533,34,81,54,77,59,73,69,21,464,675,808,553,551,605,679,731,405,5016,3235,9716,7751,7247,6309,4797,2664,944,42664
60202,90,103,128,99,50,4,550,5,35,53,60,81,69,19,8,335,66,316,358,402,439,373,126,18,2096,22,144,236,323,444,369,132,22,1688,304,752,719,808,854,571,208,37,4262,75,89,57,45,63,40,18,0,377,12,27,37,63,75,101,35,8,361,389,869,815,923,992,713,256,49,5008,9,12,10,10,22,24,16,4,106,171,168,169,229,307,359,263,89,1752,654,1622,1736,2058,2414,2003,862,190,11526
