SA3_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
50101,278,878,235,428,27,2009,237,192,984,492,685,75,2659,5,6,75,51,98,8,244,18,15,82,90,497,28,732,25,8,144,103,270,91,640,879,788,4845,3079,8336,714,18646
50102,458,1375,472,997,73,3610,392,263,1843,909,1960,158,5532,5,9,58,50,173,17,310,44,27,142,191,1023,31,1452,26,14,123,119,589,185,1050,1243,1089,6501,4589,17733,1210,32368
50103,85,299,83,169,16,715,53,52,257,175,316,28,885,5,8,14,17,35,0,76,0,3,20,18,205,12,264,19,0,29,23,109,39,222,253,235,1380,1051,3352,313,6589
50201,355,1211,434,811,86,3131,255,196,1321,952,1668,128,4527,17,6,56,61,152,24,310,25,14,100,201,852,44,1241,29,14,122,155,597,166,1081,1094,881,5110,4716,14757,1180,27731
50301,373,1327,230,176,56,3253,1681,410,3089,404,215,135,5935,69,32,224,50,64,9,450,93,26,227,97,173,14,631,257,57,511,104,111,92,1132,6684,1822,13941,2645,2514,683,28290
50302,719,2009,355,345,70,4920,2205,604,4331,898,733,212,8975,164,48,528,191,155,27,1122,160,50,424,249,506,29,1416,346,65,777,243,261,184,1865,10550,3140,23982,6427,7423,1364,52887
50401,511,1514,365,447,58,3525,675,347,2084,826,1011,138,5078,73,27,259,128,162,18,654,80,24,261,214,695,48,1323,132,35,405,182,399,150,1315,3757,1717,11640,5085,9043,976,32217
50402,215,664,238,331,38,1721,157,145,727,370,529,80,2006,13,4,53,30,82,11,195,21,16,77,113,498,14,736,25,6,103,86,297,75,598,910,673,3359,2331,6119,507,13890
50403,487,1607,590,1123,113,4358,628,378,2690,1662,2399,260,8012,29,16,159,115,293,17,630,62,33,275,380,1664,54,2471,113,21,398,344,1033,292,2189,3030,1605,11639,8563,21780,1859,48479
50501,1142,3523,1013,1252,138,8218,1023,621,3974,1722,1849,305,9500,57,26,343,158,287,30,895,108,65,392,441,1427,55,2494,147,49,551,338,870,229,2186,5402,3140,19687,10338,20576,1907,61046
50502,1251,3721,901,1040,164,8586,2149,873,6236,1995,2109,371,13738,118,67,568,261,343,37,1392,181,81,701,614,1529,115,3217,338,74,1033,510,896,388,3241,10345,4291,31333,12545,19479,2645,80641
50503,731,2663,1031,1595,184,6918,826,588,4000,2569,3398,372,11759,42,23,231,151,388,35,870,89,36,423,593,2263,116,3530,142,51,488,427,1385,436,2919,3984,2323,16894,12568,30138,2721,68636
50601,330,1187,370,713,58,3013,540,281,1962,1017,1479,160,5448,27,9,92,67,154,9,355,48,14,144,202,879,47,1331,75,26,276,245,650,228,1500,2515,1035,7949,5243,12480,1121,30346
50602,349,1103,256,342,50,2700,668,281,1943,746,801,124,4559,68,17,244,140,238,26,731,67,31,267,191,495,39,1103,139,18,348,186,324,206,1224,4101,1378,11144,4823,8093,1065,30604
50603,426,1594,370,514,59,3859,945,358,2793,970,925,173,6177,51,15,208,103,154,11,540,108,34,333,250,539,38,1301,281,34,541,235,460,235,1781,5924,1579,14218,5467,8285,1213,36690
50604,332,1283,464,812,87,3528,662,287,2473,1228,1663,223,6548,41,11,166,115,198,20,547,82,32,291,303,1058,59,1818,172,25,423,267,759,282,1927,3792,1181,11016,6540,14383,1514,38424
50605,261,882,297,469,42,2245,234,165,1055,558,718,71,2800,14,8,91,53,121,14,303,35,19,85,163,653,27,979,36,17,153,120,395,90,806,1328,792,4960,3263,8367,667,19375
50606,94,351,156,281,25,961,88,104,471,338,431,53,1491,0,0,21,24,78,6,131,10,3,46,78,464,11,614,12,3,63,61,267,74,480,400,334,1874,1789,5581,416,10395
50607,297,987,178,169,34,2263,630,204,1503,317,285,71,3015,41,14,147,41,69,7,325,58,21,153,83,207,19,544,119,23,249,94,117,84,685,3281,1102,8160,2234,2954,471,18207
50701,609,1987,578,922,97,4913,796,488,3118,1235,1565,211,7408,42,12,205,101,216,26,607,73,36,286,285,1204,42,1924,130,36,444,281,815,247,1957,3857,1886,13242,7020,16110,1540,43650
50702,385,912,187,167,34,2345,607,226,1398,325,287,62,2914,63,31,192,63,70,4,426,56,25,144,82,214,11,518,96,23,228,87,132,78,642,2792,1118,6657,2135,3222,448,16372
50703,142,412,172,281,26,1170,181,137,893,503,799,78,2589,15,5,44,30,79,10,173,18,12,65,109,422,16,635,39,10,97,89,335,84,657,944,459,3555,2320,6484,551,14317
50704,742,2405,507,543,88,5433,1228,565,3366,842,803,172,6983,57,22,262,102,154,24,625,89,42,337,223,563,36,1298,187,41,590,213,397,188,1614,6024,2529,17013,5487,8563,1167,40781
50705,474,1633,661,1354,121,4602,372,344,1866,1414,2280,204,6481,10,15,76,89,237,16,449,24,25,130,247,1203,70,1696,43,21,220,244,985,230,1740,1603,1318,7526,7453,22109,1535,41553
50901,273,869,297,526,42,2204,265,176,1067,626,957,109,3197,15,0,32,43,90,7,193,22,18,65,110,513,26,747,23,9,80,66,248,93,522,842,692,4081,2901,8482,759,17763
50902,189,638,185,402,43,1544,114,87,489,362,510,71,1636,11,0,38,20,52,10,131,10,6,30,55,494,26,618,14,4,45,53,301,126,545,493,455,2731,2115,7305,824,13929
50903,65,249,72,140,20,579,29,21,253,118,215,29,664,0,0,7,3,17,5,31,0,3,22,26,167,4,222,0,0,18,18,72,35,140,132,146,1187,761,2477,256,4964
51001,175,638,164,353,52,1530,221,159,706,322,454,85,1947,15,3,48,24,69,13,177,24,13,53,51,226,17,387,23,3,61,32,174,115,409,681,493,2635,1468,3810,522,9608
51002,63,297,65,143,20,648,62,43,263,125,195,24,711,3,4,8,19,20,0,52,11,3,32,36,183,15,276,5,4,37,15,137,53,252,340,203,1529,1177,4775,327,8352
51003,112,437,108,214,15,975,88,81,300,124,175,14,782,0,0,16,8,32,7,70,6,3,38,53,224,11,335,22,8,60,44,257,52,446,470,341,2038,1450,5698,371,10366
51101,64,218,83,122,14,525,29,22,166,89,175,20,501,0,0,8,3,13,5,28,0,5,5,29,196,3,240,0,0,27,17,86,31,167,131,140,920,669,2373,242,4483
51102,29,125,25,69,9,268,25,19,89,42,87,17,280,4,0,16,9,16,3,51,5,4,9,14,64,0,101,7,0,20,13,65,33,144,141,80,681,403,1402,166,2877
51103,123,457,109,259,36,1083,133,72,438,238,281,49,1209,0,0,16,24,40,9,86,6,4,33,59,434,14,541,14,5,33,41,220,79,388,621,327,2224,1442,6114,497,11240
51104,208,776,253,566,57,2018,184,152,886,501,756,83,2569,6,3,21,20,48,6,112,8,8,41,93,502,21,675,13,9,45,59,275,79,470,599,552,3029,2363,7987,664,15202
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,17,3,31,3,3,35,29,110,12,199
59999,3,21,14,8,0,60,6,14,55,21,37,7,130,0,0,13,0,4,0,17,0,0,5,3,25,0,40,4,0,9,4,23,10,52,82,42,305,175,483,45,1126
60101,18,129,57,142,12,417,57,49,226,198,514,29,1082,3,0,7,16,45,6,77,10,0,20,24,240,3,300,5,0,7,14,103,43,175,233,127,756,739,3012,216,5082
60102,221,1149,241,433,32,2660,556,328,1344,584,962,97,3872,48,11,121,62,110,11,367,65,11,127,111,489,14,819,34,11,70,41,133,57,343,2491,1106,5984,2867,7098,488,20034
60103,115,540,186,427,27,1666,544,192,1049,631,1339,129,3878,39,12,126,46,121,9,351,76,17,130,87,489,17,826,82,8,84,41,183,93,488,2663,598,4437,2361,7358,631,18045
60104,190,848,147,250,21,2049,371,211,964,348,466,57,2417,46,11,96,35,77,7,272,52,26,91,75,245,10,505,36,5,67,34,86,40,267,2185,826,4562,1780,3918,341,13619
60105,320,1368,209,221,34,3480,1184,370,2303,431,398,98,4787,120,45,282,68,88,9,612,120,21,195,90,217,16,663,109,8,151,46,75,64,451,5923,1565,9684,2379,3306,512,23375
60106,44,252,91,166,6,659,66,50,266,182,387,46,994,11,3,36,15,55,0,124,14,0,32,45,167,10,272,5,3,23,14,70,25,140,382,201,1222,890,2955,240,5884
60201,223,1654,360,616,64,3604,930,414,2459,1020,1774,167,6772,31,13,114,68,147,19,391,71,18,158,137,791,25,1207,55,4,118,60,270,117,618,3120,1079,8032,3734,10859,877,27705
60202,51,237,82,145,15,620,97,85,368,218,414,50,1223,14,4,20,21,37,11,106,8,3,14,26,192,6,254,6,0,29,22,101,26,189,370,216,1408,990,3302,301,6585
60203,56,424,99,248,22,986,122,94,541,324,652,66,1805,11,4,29,19,68,3,134,5,6,28,51,319,7,412,3,3,36,24,152,69,284,529,287,2072,1460,5358,470,10170
60301,20,92,35,92,3,272,30,20,100,110,241,29,530,3,0,13,7,21,5,44,6,0,11,4,103,3,126,4,0,8,7,44,25,88,149,67,512,434,1812,159,3142
60302,81,282,90,150,15,766,104,70,317,179,279,31,975,17,8,54,19,36,0,141,16,12,29,19,181,6,255,11,5,30,25,66,40,186,594,301,1600,895,2748,284,6427
60303,11,59,14,31,4,143,16,12,55,47,69,10,200,18,5,21,16,41,0,108,4,0,5,0,25,0,34,6,0,13,6,22,14,60,202,55,418,284,800,101,1857
60401,111,666,176,421,34,1577,280,183,889,550,1140,100,3147,3,0,30,8,35,0,85,22,11,45,70,501,19,672,4,5,30,22,179,71,319,734,465,2653,1868,7296,557,13576
60402,115,696,191,346,22,1520,199,122,727,504,1084,77,2715,3,4,32,25,67,4,137,22,0,50,61,453,10,590,10,0,27,33,170,70,306,781,402,2694,1926,7197,522,13518
60403,25,232,53,143,16,526,27,36,138,96,207,21,526,3,0,11,11,21,7,50,5,0,10,19,153,5,201,4,0,10,13,56,24,112,239,118,828,629,2553,262,4627
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,9
69999,0,3,0,4,0,9,6,3,10,6,5,4,30,0,0,0,0,0,0,7,0,0,0,0,4,0,7,0,0,3,0,4,0,9,17,5,42,21,87,15,181
70101,107,458,82,123,24,1078,401,131,855,215,217,48,1866,51,10,95,42,72,13,291,64,12,127,62,164,17,438,64,14,128,63,106,58,438,2300,710,4788,1934,2979,423,13137
70102,282,890,244,368,36,2406,905,355,1931,481,624,133,4428,43,7,114,34,93,13,310,86,21,166,107,374,22,773,62,20,159,79,243,109,665,3285,1193,6665,2831,5795,694,20460
70103,73,208,88,188,23,631,40,62,159,127,189,30,610,4,4,20,19,54,3,106,3,5,31,29,295,8,371,8,0,35,48,198,45,334,266,266,1138,1134,3895,292,6993
70104,139,457,149,337,23,1267,216,160,631,319,469,42,1834,15,10,43,35,94,11,196,25,9,75,66,394,16,574,22,6,64,69,300,79,541,904,552,2818,2229,6156,407,13067
70201,152,494,135,231,38,1262,508,197,1124,385,510,95,2816,29,13,123,41,95,17,321,49,24,123,62,238,13,504,26,3,74,35,133,85,346,1430,590,3390,1681,3946,498,11528
70202,22,47,20,27,8,145,32,10,81,44,58,15,239,0,0,4,6,11,3,24,0,0,3,0,16,0,23,0,5,0,0,8,11,22,105,52,249,184,486,64,1145
70203,39,152,29,124,25,431,23,18,68,47,119,15,284,8,5,18,13,65,17,117,3,0,13,14,61,15,100,4,0,5,3,32,30,75,156,98,443,296,1048,191,2229
70204,48,136,45,67,8,355,52,36,126,51,115,19,404,11,0,15,5,19,4,50,9,0,10,7,45,5,74,3,4,11,4,33,30,85,193,128,519,276,988,120,2214
70205,46,231,69,150,21,585,97,54,247,133,205,28,765,0,5,21,15,39,0,86,4,3,27,13,116,5,174,5,5,26,9,74,33,154,328,156,1000,682,1952,232,4354
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,6,30,0,40
79999,3,11,4,0,0,23,4,5,21,3,3,3,44,0,0,6,0,4,0,12,0,0,0,0,0,0,5,4,0,0,0,8,13,23,38,22,118,55,120,31,378
80101,542,2112,459,576,47,5349,1000,388,2199,804,930,105,5421,116,57,281,102,189,10,752,142,43,297,196,616,35,1329,151,12,211,91,173,120,769,8749,2798,15420,5822,9221,911,42935
80103,7,6,7,4,0,22,5,6,16,7,12,5,52,0,0,3,0,0,0,8,0,0,3,0,10,0,12,3,0,0,0,4,3,7,45,22,105,63,152,14,403
80104,329,1503,361,443,54,3783,901,295,1839,740,651,101,4528,70,31,195,66,125,8,497,131,28,240,189,445,30,1065,186,24,225,99,127,160,813,8913,2122,13496,5740,7127,928,38327
80105,265,1166,143,143,41,3390,684,173,950,219,189,38,2260,174,53,271,64,73,12,648,132,28,179,86,128,8,560,103,15,145,24,60,65,404,8666,2234,12115,2201,2690,480,28387
80106,137,441,66,60,10,1247,591,128,719,126,92,36,1699,69,17,98,25,21,0,232,59,20,118,41,79,10,325,58,4,89,29,24,26,234,4662,1257,6399,1317,1252,235,15123
80107,334,1367,361,542,33,3215,607,377,1790,853,1089,123,4847,31,27,130,67,135,8,393,71,27,170,185,709,32,1192,57,7,115,80,182,90,527,3969,1950,9991,5933,10525,820,33192
80108,139,429,87,86,3,1052,272,98,528,176,164,26,1265,21,7,67,23,32,0,145,23,10,64,47,94,0,239,26,5,40,22,27,20,135,1959,783,3524,1268,1638,157,9334
80109,130,569,100,114,19,1434,855,238,1413,341,255,64,3177,43,13,90,26,52,9,230,61,16,99,73,140,12,396,62,7,86,28,40,44,272,4414,1298,6755,1935,2158,328,16891
80110,48,215,28,36,5,516,253,61,527,110,76,16,1050,12,3,26,12,17,0,69,19,7,29,17,36,0,111,30,4,30,11,16,13,102,1540,344,2451,660,732,117,5840
80111,4,13,9,12,0,34,0,0,13,4,0,3,21,0,0,9,3,3,0,14,0,0,0,0,12,0,12,0,0,0,0,0,0,0,23,13,78,54,91,11,274
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,3,0,6,0,13,3,0,8,5,0,0,22,0,0,0,0,3,0,7,0,0,0,0,3,0,7,0,0,0,0,0,0,3,24,4,49,15,42,0,138
90101,3,16,4,14,0,45,0,0,3,4,11,0,20,0,0,3,0,3,0,8,0,0,4,0,14,0,11,0,0,0,5,10,7,20,30,26,88,76,250,30,495
90102,0,10,0,7,0,20,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,14,9,9,24,12,69,16,137
90103,0,9,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,24,10,20,5,61
90104,7,24,7,12,4,56,4,11,38,16,19,6,86,0,0,4,6,15,0,25,0,0,7,3,17,0,28,0,0,0,3,22,8,30,42,25,157,126,326,63,739
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3
