Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"BEDRD Number of Bedrooms in Private Dwelling (ranges) and NPRD Number of Persons Usually Resident in Dwelling by SA1 (EN) by TEND Tenure Type"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" None (includes studio apartments or bedsitters),  One person"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"Segment 25",717,2532,9,5374,50,5,8,8692,
"Segment 26",392,932,8,3405,44,4,9,4796,
"Segment 27",505,1427,10,3400,47,8,16,5409,
"Segment 28",352,641,10,1463,23,0,3,2491,
"Segment 29",254,673,0,1679,12,7,0,2630,
"Segment 30",282,639,8,1525,18,3,8,2479,
"Segment 31",820,2340,21,10216,65,3,6,13472,
"Segment 32",216,588,5,2719,26,9,3,3577,
"Segment 33",191,604,0,469,15,0,0,1277,
"Segment 34",275,529,0,357,16,0,4,1179,
"Segment 35",473,521,3,608,32,7,3,1639,
"Segment 36",571,992,0,1830,31,8,14,3452,
"Segment 37",683,1435,3,3952,51,12,7,6138,
"Segment 38",968,907,6,2450,53,42,14,4445,
"Segment 39",127,172,0,234,17,0,3,550,
"Segment 40",241,381,0,549,24,3,0,1197,
"Segment 41",198,232,0,256,20,0,0,708,
"Segment 42",67,111,0,158,15,3,0,346,
"Segment 43",257,304,0,582,31,0,4,1179,
"Segment 44",809,970,0,728,92,3,9,2618,
"Segment 45",228,292,0,189,36,0,3,757,
"Segment 46",346,329,0,403,63,5,10,1164,
"Segment 47",68,50,0,64,23,0,0,219,
"Segment 48",82,50,0,750,45,0,0,923,
"Segment 50",38,35,0,38,7,0,0,119,
"Total",19709,50637,202,117842,1778,202,273,190646,


" Two bedrooms,  Four persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",119,430,0,699,26,0,0,1272,
"Segment 02",132,735,0,803,25,0,3,1701,
"Segment 03",138,434,0,597,35,0,0,1200,
"Segment 04",55,340,0,134,12,0,0,542,
"Segment 05",61,223,0,104,10,0,0,407,
"Segment 06",10,98,0,54,0,0,0,166,
"Segment 07",20,136,0,161,0,0,3,322,
"Segment 08",427,2271,5,3921,61,4,10,6697,
"Segment 09",132,643,0,1081,8,0,0,1876,
"Segment 10",130,911,0,1866,17,4,0,2926,
"Segment 11",116,513,0,599,21,0,4,1251,
"Segment 12",48,216,0,63,5,0,0,338,
"Segment 13",42,233,3,271,3,0,0,545,
"Segment 14",82,669,3,871,11,0,3,1637,
"Segment 15",74,825,4,2106,10,3,3,3022,
"Segment 16",440,2433,7,7505,63,9,10,10463,
"Segment 17",114,570,0,1501,5,0,0,2193,
"Segment 18",150,704,0,2036,20,0,3,2911,
"Segment 19",56,351,0,290,5,0,0,706,
"Segment 20",139,630,0,693,12,0,0,1482,
"Segment 21",158,625,3,1450,38,4,4,2277,
"Segment 22",319,1676,5,4989,24,8,5,7031,
"Segment 23",161,623,0,932,16,0,0,1733,
"Segment 24",71,309,0,260,4,0,0,650,
"Segment 25",203,1166,6,2246,25,0,4,3640,
"Segment 26",165,689,4,2169,30,0,5,3066,
"Segment 27",191,997,0,2057,33,0,13,3297,
"Segment 28",168,368,6,784,12,0,3,1342,
"Segment 29",85,319,3,635,14,4,6,1050,
"Segment 30",72,299,0,590,4,4,0,972,
"Segment 31",222,1060,5,4366,45,3,8,5710,
"Segment 32",68,302,5,1058,13,3,0,1447,
"Segment 33",53,287,0,150,10,0,0,495,
"Segment 34",90,295,0,117,13,0,0,511,
"Segment 35",104,273,0,217,9,0,5,608,
"Segment 36",129,496,0,566,14,0,3,1212,
"Segment 37",147,673,8,1317,19,3,0,2174,
"Segment 38",196,396,0,815,24,4,0,1440,
"Segment 39",43,134,0,106,12,0,3,299,
"Segment 40",85,194,0,265,17,3,3,560,
"Segment 41",69,148,0,104,23,0,0,342,
"Segment 42",19,83,0,67,3,0,3,169,
"Segment 43",79,175,0,272,22,0,3,551,
"Segment 44",242,561,0,351,92,4,0,1248,
"Segment 45",85,174,0,100,21,0,0,379,
"Segment 46",132,200,0,183,36,0,6,561,
"Segment 47",20,17,0,23,21,0,3,83,
"Segment 48",30,32,0,519,30,0,0,615,
"Segment 50",15,27,0,17,4,0,0,51,
"Total",5897,25965,81,52070,998,73,124,85199,


" Two bedrooms,  Five persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",15,68,0,91,6,0,0,180,
"Segment 02",31,102,0,98,9,0,0,237,
"Segment 03",23,65,0,79,6,0,0,171,
"Segment 04",14,53,0,34,0,0,0,104,
"Segment 05",14,44,0,22,7,0,0,88,
"Segment 06",7,23,0,18,0,0,0,45,
"Segment 07",0,31,0,40,0,0,0,77,
"Segment 08",51,213,0,557,16,0,0,845,
"Segment 09",32,102,0,249,5,0,0,391,
"Segment 10",27,121,0,361,0,0,0,516,
"Segment 11",28,81,0,110,5,6,0,231,
"Segment 12",7,48,0,24,3,0,0,86,
"Segment 13",11,56,0,74,0,0,0,139,
"Segment 14",19,96,0,176,4,0,0,294,
"Segment 15",8,150,0,404,4,0,0,572,
"Segment 16",73,454,4,1442,16,3,0,1981,
"Segment 17",28,138,0,398,0,0,0,569,
"Segment 18",29,90,0,366,3,0,0,487,
"Segment 19",12,66,0,67,0,0,0,139,
"Segment 20",28,98,0,144,3,0,3,271,
"Segment 21",29,77,3,283,11,0,0,402,
"Segment 22",62,357,0,1133,10,0,0,1553,
"Segment 23",24,69,0,189,0,0,0,287,
"Segment 24",17,53,0,46,3,0,0,119,
"Segment 25",45,125,0,452,4,0,0,626,
"Segment 26",55,195,0,806,7,0,0,1068,
"Segment 27",51,251,0,599,14,5,0,922,
"Segment 28",45,102,4,277,9,0,5,429,
"Segment 29",10,38,0,145,6,0,0,200,
"Segment 30",10,54,0,145,3,0,0,209,
"Segment 31",52,180,0,1064,9,0,0,1312,
"Segment 32",14,76,0,283,10,0,0,381,
"Segment 33",12,50,0,27,0,0,0,81,
"Segment 34",28,64,0,32,5,0,0,134,
"Segment 35",33,67,0,61,9,0,0,164,
"Segment 36",29,95,0,123,3,0,0,254,
"Segment 37",30,122,0,292,3,0,0,450,
"Segment 38",55,82,0,170,8,0,3,308,
"Segment 39",11,27,0,27,3,0,0,68,
"Segment 40",11,57,0,72,6,0,0,150,
"Segment 41",24,40,0,42,9,0,0,111,
"Segment 42",3,10,0,12,0,0,0,29,
"Segment 43",22,53,0,100,12,0,0,183,
"Segment 44",87,161,0,109,12,0,3,383,
"Segment 45",13,63,0,18,5,0,3,110,
"Segment 46",30,50,0,47,14,0,0,144,
"Segment 47",7,7,0,9,4,0,0,19,
"Segment 48",19,8,0,355,16,0,0,398,
"Segment 50",6,9,0,3,0,0,0,17,
"Total",1296,4623,13,11669,265,17,47,17935,


" Two bedrooms,  Six persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",0,7,0,21,0,0,0,29,
"Segment 02",9,18,0,13,0,0,0,39,
"Segment 03",8,6,0,15,0,0,0,28,
"Segment 04",0,13,0,12,0,0,0,24,
"Segment 05",3,8,0,8,0,0,0,22,
"Segment 06",0,3,0,3,0,0,0,11,
"Segment 07",0,15,0,8,0,0,0,26,
"Segment 08",9,33,0,74,0,0,0,116,
"Segment 09",6,29,0,49,0,0,0,82,
"Segment 10",6,24,0,81,0,0,0,111,
"Segment 11",0,18,0,32,0,0,0,59,
"Segment 12",3,5,0,5,0,0,0,17,
"Segment 13",4,18,0,24,0,0,0,44,
"Segment 14",0,15,0,28,0,0,0,49,
"Segment 15",6,28,0,68,0,0,0,105,
"Segment 16",19,81,0,273,0,0,0,379,
"Segment 17",3,35,0,94,0,0,0,133,
"Segment 18",3,8,0,81,0,0,0,95,
"Segment 19",5,13,0,15,0,0,0,39,
"Segment 20",7,10,0,39,0,0,0,59,
"Segment 21",5,7,0,69,0,0,0,82,
"Segment 22",16,72,0,227,3,0,0,315,
"Segment 23",13,8,0,37,0,0,0,60,
"Segment 24",7,13,0,6,0,0,0,27,
"Segment 25",7,38,0,100,0,0,0,148,
"Segment 26",19,51,0,229,0,0,0,300,
"Segment 27",26,69,0,151,0,0,3,250,
"Segment 28",6,22,0,69,3,0,0,99,
"Segment 29",10,12,0,43,0,0,0,66,
"Segment 30",5,7,0,40,0,0,0,51,
"Segment 31",13,26,0,241,4,0,0,286,
"Segment 32",3,15,0,94,0,0,0,118,
"Segment 33",9,7,0,9,0,0,0,22,
"Segment 34",6,14,0,10,3,0,0,25,
"Segment 35",10,15,0,9,0,0,0,29,
"Segment 36",11,19,0,19,0,0,0,54,
"Segment 37",15,29,0,68,0,0,0,111,
"Segment 38",15,17,0,35,0,0,0,69,
"Segment 39",3,12,0,7,0,0,0,23,
"Segment 40",3,18,0,9,0,0,0,27,
"Segment 41",10,12,0,8,3,0,0,34,
"Segment 42",3,5,0,8,0,0,0,15,
"Segment 43",7,15,0,34,5,0,0,64,
"Segment 44",22,40,0,29,3,0,0,95,
"Segment 45",5,14,0,10,3,0,0,33,
"Segment 46",10,16,0,13,3,0,0,45,
"Segment 47",4,3,0,3,9,0,0,14,
"Segment 48",3,3,0,240,9,0,3,250,
"Segment 50",3,0,0,4,0,0,0,6,
"Total",358,969,8,2761,73,5,22,4187,


" Two bedrooms,  Seven persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",0,0,0,4,0,0,0,6,
"Segment 02",0,3,0,0,0,0,0,10,
"Segment 03",0,4,0,6,0,0,0,5,
"Segment 04",0,0,0,0,0,0,0,5,
"Segment 05",0,0,0,6,0,0,0,7,
"Segment 06",0,0,0,5,0,0,0,3,
"Segment 07",0,11,0,0,0,0,0,10,
"Segment 08",3,4,0,16,0,0,0,24,
"Segment 09",0,4,0,18,0,0,0,22,
"Segment 10",0,3,0,18,0,0,0,22,
"Segment 11",0,3,0,3,0,0,0,5,
"Segment 12",3,0,0,3,0,0,0,3,
"Segment 13",0,0,0,6,0,0,0,8,
"Segment 14",0,3,0,11,0,0,0,7,
"Segment 15",0,7,0,16,0,0,0,24,
"Segment 16",3,12,0,54,0,0,0,71,
"Segment 17",4,3,0,24,0,0,0,25,
"Segment 18",0,11,0,7,0,0,0,13,
"Segment 19",0,3,0,12,0,0,0,13,
"Segment 20",0,3,0,13,0,0,0,14,
"Segment 21",0,0,0,23,0,0,0,22,
"Segment 22",3,11,0,51,0,0,0,66,
"Segment 23",0,0,0,15,0,0,0,18,
"Segment 24",0,5,0,0,0,0,0,9,
"Segment 25",3,4,0,15,0,0,0,25,
"Segment 26",12,14,0,43,0,0,0,65,
"Segment 27",9,3,0,51,0,0,0,57,
"Segment 28",4,5,0,18,0,0,0,25,
"Segment 29",0,5,0,10,0,0,0,16,
"Segment 30",0,8,0,15,0,0,0,16,
"Segment 31",0,8,0,49,0,0,0,54,
"Segment 32",0,6,0,18,0,0,0,26,
"Segment 33",0,5,0,4,0,0,0,8,
"Segment 34",0,5,0,5,0,0,0,10,
"Segment 35",0,4,0,10,0,0,0,17,
"Segment 36",5,7,0,13,0,0,0,23,
"Segment 37",0,10,0,16,0,0,0,25,
"Segment 38",0,0,0,3,0,0,0,8,
"Segment 39",4,4,0,0,0,0,0,9,
"Segment 40",0,3,0,3,0,0,0,3,
"Segment 41",6,0,0,0,0,0,0,9,
"Segment 42",0,0,0,0,0,0,0,3,
"Segment 43",6,0,0,13,0,0,0,16,
"Segment 44",8,7,0,6,3,0,0,24,
"Segment 45",0,4,0,3,0,0,0,6,
"Segment 46",6,3,0,3,4,0,0,12,
"Segment 47",0,0,0,3,0,0,0,9,
"Segment 48",5,0,0,122,14,0,0,141,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",88,172,3,728,39,0,0,1032,


" Two bedrooms,  Eight or more persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",0,0,0,4,0,0,0,4,
"Segment 02",0,0,0,3,3,0,0,4,
"Segment 03",3,0,0,6,0,0,0,9,
"Segment 04",0,0,0,0,0,0,0,4,
"Segment 05",0,0,0,10,0,0,0,5,
"Segment 06",0,0,0,0,0,0,0,6,
"Segment 07",0,4,0,0,0,0,0,3,
"Segment 08",0,3,0,7,0,0,0,11,
"Segment 09",0,0,0,14,0,0,0,14,
"Segment 10",3,0,0,8,0,0,0,11,
"Segment 11",0,0,0,3,0,0,0,3,
"Segment 12",0,0,0,8,0,0,0,7,
"Segment 13",0,0,0,3,0,0,0,9,
"Segment 14",0,0,0,5,0,0,0,6,
"Segment 15",0,3,0,8,0,0,0,12,
"Segment 16",0,0,0,19,0,0,0,20,
"Segment 17",0,0,0,6,0,0,0,11,
"Segment 18",0,0,0,3,0,0,0,3,
"Segment 19",0,3,0,6,0,0,0,7,
"Segment 20",0,0,0,4,0,0,0,5,
"Segment 21",0,0,0,8,0,0,0,11,
"Segment 22",0,0,0,15,0,0,0,15,
"Segment 23",0,0,0,4,0,0,0,9,
"Segment 24",4,3,0,3,0,0,0,9,
"Segment 25",0,0,0,9,0,0,0,14,
"Segment 26",4,5,0,22,0,0,5,36,
"Segment 27",5,11,0,31,5,0,0,42,
"Segment 28",3,3,0,20,0,0,0,27,
"Segment 29",0,0,0,8,0,0,0,11,
"Segment 30",0,3,0,6,0,0,0,9,
"Segment 31",6,6,0,14,0,0,0,23,
"Segment 32",0,7,0,24,0,0,0,29,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",3,0,0,3,0,0,0,4,
"Segment 35",0,0,0,0,0,0,0,9,
"Segment 36",0,0,0,0,0,0,0,3,
"Segment 37",3,4,0,0,0,0,0,10,
"Segment 38",0,0,0,4,0,0,0,3,
"Segment 39",0,0,0,0,0,0,0,5,
"Segment 40",0,3,0,0,0,0,0,11,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,6,0,0,0,3,
"Segment 43",0,0,0,9,3,0,0,14,
"Segment 44",6,0,0,8,6,0,0,27,
"Segment 45",0,0,0,0,0,0,0,4,
"Segment 46",3,7,0,3,0,0,0,13,
"Segment 47",0,0,0,6,3,0,0,6,
"Segment 48",8,0,0,184,4,0,8,206,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",66,83,0,511,25,3,7,701,


" Two bedrooms,  Not applicable"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",188,59,0,280,38,5,5,582,
"Segment 02",126,36,0,188,12,8,11,383,
"Segment 03",246,98,0,266,45,14,12,680,
"Segment 04",33,23,0,38,7,0,0,105,
"Segment 05",30,17,0,42,6,0,3,108,
"Segment 06",9,10,0,20,0,0,0,38,
"Segment 07",0,0,0,23,3,0,0,24,
"Segment 08",377,227,3,968,95,14,16,1701,
"Segment 09",33,20,0,80,3,4,0,147,
"Segment 10",63,39,0,200,10,6,3,323,
"Segment 11",42,32,0,68,11,4,0,161,
"Segment 12",31,15,0,30,6,0,3,82,
"Segment 13",80,34,0,122,10,7,5,260,
"Segment 14",89,58,0,331,68,12,6,560,
"Segment 15",23,43,0,166,3,0,0,240,
"Segment 16",261,236,4,1251,107,0,16,1877,
"Segment 17",37,34,0,159,15,4,0,251,
"Segment 18",140,122,3,548,41,0,6,856,
"Segment 19",41,27,0,71,8,0,11,159,
"Segment 20",142,55,0,201,28,7,4,445,
"Segment 21",307,149,0,668,57,3,16,1192,
"Segment 22",54,72,3,255,18,0,0,401,
"Segment 23",57,29,0,113,10,3,3,215,
"Segment 24",112,37,4,117,11,0,0,282,
"Segment 25",155,96,0,374,27,6,10,660,
"Segment 26",25,25,0,136,6,0,6,196,
"Segment 27",45,30,0,160,14,4,8,259,
"Segment 28",36,29,0,113,12,0,0,188,
"Segment 29",64,25,0,186,27,3,4,304,
"Segment 30",66,42,0,130,8,10,3,257,
"Segment 31",370,184,4,1533,176,8,26,2310,
"Segment 32",41,25,0,351,13,8,11,447,
"Segment 33",42,20,0,75,12,0,3,157,
"Segment 34",77,35,0,80,13,3,9,213,
"Segment 35",326,109,0,343,45,15,14,844,
"Segment 36",219,80,4,426,49,3,9,788,
"Segment 37",272,139,0,958,110,11,25,1522,
"Segment 38",945,217,14,1251,123,74,43,2665,
"Segment 39",75,16,0,97,12,0,4,202,
"Segment 40",117,42,0,207,20,3,15,401,
"Segment 41",148,21,0,61,20,6,0,249,
"Segment 42",46,16,0,67,9,0,8,145,
"Segment 43",126,37,0,215,22,8,14,422,
"Segment 44",590,162,4,558,101,6,24,1452,
"Segment 45",127,43,0,79,22,0,7,280,
"Segment 46",320,71,0,393,66,9,26,879,
"Segment 47",142,20,0,86,50,0,10,312,
"Segment 48",88,16,0,227,168,0,14,516,
"Segment 50",54,9,0,57,4,0,0,125,
"Total",7056,2983,49,14358,1735,268,420,26869,


" Three bedrooms,  One person"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",8935,1999,25,1760,285,170,35,13210,
"Segment 02",14830,3546,25,2590,315,208,56,21566,
"Segment 03",8389,1788,20,1427,222,334,50,12238,
"Segment 04",7966,4224,23,1928,137,34,41,14355,
"Segment 05",9818,3230,15,1484,164,59,36,14805,
"Segment 06",3415,4760,52,2221,72,10,22,10547,
"Segment 07",2848,3041,22,2055,81,9,25,8085,
"Segment 08",10821,4030,34,3794,343,115,68,19205,
"Segment 09",6114,1392,12,1510,195,41,36,9297,
"Segment 10",6771,3199,13,2943,192,79,46,13247,
"Segment 11",13680,4181,35,3218,284,105,65,21561,
"Segment 12",8384,5926,38,2248,181,53,46,16873,
"Segment 13",6878,9806,94,5945,213,369,67,23375,
"Segment 14",9786,8586,59,8925,302,70,55,27782,
"Segment 15",1890,2429,16,2300,63,20,14,6722,
"Segment 16",2381,1103,3,1769,167,11,12,5458,
"Segment 17",5105,3465,44,3586,181,39,24,12449,
"Segment 18",3844,1848,9,1976,166,37,27,7908,
"Segment 19",11617,8205,66,5579,277,80,42,25870,
"Segment 20",20871,7658,56,6084,458,283,76,35490,
"Segment 21",4924,1567,32,1599,186,263,36,8596,
"Segment 22",2634,1242,12,1585,126,23,20,5639,
"Segment 23",11819,2831,19,2632,307,140,62,17806,
"Segment 24",11822,5657,52,4183,240,224,43,22227,
"Segment 25",15050,7793,65,7791,458,213,64,31440,
"Segment 26",5081,1964,14,2256,159,39,29,9549,
"Segment 27",10060,4332,47,4586,308,71,80,19478,
"Segment 28",5586,2499,25,2719,193,46,29,11099,
"Segment 29",11048,7238,86,7937,281,192,58,26839,
"Segment 30",13308,9194,111,8779,293,232,82,32004,
"Segment 31",9975,6208,50,12683,448,177,61,29605,
"Segment 32",5587,3191,53,12036,116,121,33,21134,
"Segment 33",8342,5437,28,2884,183,88,46,16996,
"Segment 34",10953,4414,22,2084,221,64,44,17803,
"Segment 35",18292,4570,30,3329,342,236,86,26884,
"Segment 36",25893,10527,43,9406,508,195,108,46677,
"Segment 37",28613,13818,108,16376,695,267,144,60016,
"Segment 38",27602,6100,152,8781,613,2108,191,45555,
"Segment 39",2600,1050,3,958,149,23,21,4799,
"Segment 40",5546,2668,15,2345,176,42,22,10823,
"Segment 41",2743,1010,3,957,242,19,23,4995,
"Segment 42",1610,705,0,599,107,20,7,3044,
"Segment 43",4646,1942,16,1760,211,35,38,8642,
"Segment 44",13415,4625,26,3864,825,135,88,22967,
"Segment 45",4692,1682,6,1418,419,44,36,8296,
"Segment 46",8177,2654,22,2974,843,73,59,14797,
"Segment 47",777,232,3,359,176,10,16,1569,
"Segment 48",1071,475,6,1849,292,7,25,3732,
"Segment 50",390,178,4,141,27,0,3,743,
"Total",436568,200217,1720,192221,13416,7245,2393,853779,


" Three bedrooms,  Two persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",15336,4924,27,3610,204,186,35,24319,
"Segment 02",24366,9478,32,5379,257,184,56,39752,
"Segment 03",15752,4948,35,2883,208,450,33,24310,
"Segment 04",12985,10194,29,3780,144,24,27,27195,
"Segment 05",17784,8084,24,2748,131,46,33,28853,
"Segment 06",4893,8636,66,4047,87,20,24,17761,
"Segment 07",4226,5591,23,4060,70,6,10,13987,
"Segment 08",15489,9127,34,8947,291,121,43,34060,
"Segment 09",9577,3438,24,3520,202,32,25,16816,
"Segment 10",9235,6281,31,5509,154,88,24,21321,
"Segment 11",19391,8525,45,6521,271,129,71,34942,
"Segment 12",14121,13209,44,4126,115,37,47,31701,
"Segment 13",11915,16744,120,11171,153,570,51,40721,
"Segment 14",11206,15224,70,16499,256,55,63,43363,
"Segment 15",2134,4272,20,4621,60,8,8,11135,
"Segment 16",3980,2581,12,3986,170,14,6,10739,
"Segment 17",6206,5531,46,5949,156,41,32,17969,
"Segment 18",5377,3745,6,4997,123,21,21,14285,
"Segment 19",14837,14850,68,9596,187,51,54,39643,
"Segment 20",27570,15069,50,10815,311,309,74,54192,
"Segment 21",7222,3266,20,3320,137,317,31,14313,
"Segment 22",3351,2425,8,3531,129,17,14,9484,
"Segment 23",16292,5774,20,5277,235,105,51,27748,
"Segment 24",17369,11185,72,7114,171,303,56,36268,
"Segment 25",16556,13249,54,14699,350,163,57,45132,
"Segment 26",6950,3752,24,4277,135,36,41,15207,
"Segment 27",13738,7614,43,8555,287,71,74,30386,
"Segment 28",7441,4337,30,4548,191,27,40,16609,
"Segment 29",12705,10698,89,12250,205,243,49,36239,
"Segment 30",16002,13980,97,12855,195,236,61,43429,
"Segment 31",11195,9233,53,20319,400,182,42,41409,
"Segment 32",6642,5241,65,14679,117,94,38,26882,
"Segment 33",13542,11867,25,4983,128,66,32,30646,
"Segment 34",20371,10373,32,3386,158,60,35,34408,
"Segment 35",29861,9421,37,5117,265,260,59,45022,
"Segment 36",34123,17598,49,13896,334,170,78,66243,
"Segment 37",32954,21462,83,23671,424,210,87,78884,
"Segment 38",36421,10437,162,12300,416,2593,150,62475,
"Segment 39",4675,2241,8,1206,151,16,12,8309,
"Segment 40",9526,5097,17,3482,178,43,22,18362,
"Segment 41",6079,2633,9,1509,253,32,27,10528,
"Segment 42",3110,1468,3,800,101,27,4,5528,
"Segment 43",8944,4345,15,2658,215,48,25,16249,
"Segment 44",24874,10672,29,4789,789,125,86,41368,
"Segment 45",9539,3983,14,1723,416,51,41,15764,
"Segment 46",14133,5533,16,3182,788,80,63,23784,
"Segment 47",1502,548,0,384,217,10,20,2677,
"Segment 48",1280,800,9,2627,290,12,36,5046,
"Segment 50",772,388,3,188,21,0,0,1377,
"Total",633537,380056,1883,320093,11239,7965,2065,1356840,


" Three bedrooms,  Three persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",3056,3475,0,3391,86,3,9,10024,
"Segment 02",5599,7879,16,5220,121,7,17,18859,
"Segment 03",2944,3178,5,2613,87,9,20,8853,
"Segment 04",2890,7743,13,2750,62,6,12,13478,
"Segment 05",3831,6297,13,2190,61,8,15,12397,
"Segment 06",1072,5903,38,2846,25,0,13,9907,
"Segment 07",1441,5338,3,3371,38,3,23,10225,
"Segment 08",3893,6782,16,10534,132,14,18,21391,
"Segment 09",3231,3987,12,3955,101,5,15,11296,
"Segment 10",2305,5296,13,4664,73,8,12,12374,
"Segment 11",5700,8045,17,5864,104,7,27,19775,
"Segment 12",3151,8889,13,2977,43,12,30,15106,
"Segment 13",1853,11107,47,7348,64,17,24,20460,
"Segment 14",2760,10160,28,11662,103,9,29,24752,
"Segment 15",660,3730,9,3770,27,3,7,8198,
"Segment 16",1064,1886,10,5451,67,9,11,8499,
"Segment 17",1937,4692,30,4972,59,9,14,11722,
"Segment 18",1386,2557,5,6427,62,3,15,10458,
"Segment 19",3568,10386,25,6722,64,10,32,20801,
"Segment 20",6155,11062,16,8118,144,6,33,25530,
"Segment 21",1591,2140,3,4154,45,6,8,7948,
"Segment 22",1298,2393,6,4103,65,7,10,7882,
"Segment 23",5047,5223,15,4987,120,6,28,15429,
"Segment 24",3188,6967,13,4704,47,12,16,14954,
"Segment 25",4593,9880,27,11416,159,21,34,26140,
"Segment 26",2833,4194,13,4617,82,6,25,11777,
"Segment 27",5273,7652,41,7953,137,13,53,21126,
"Segment 28",3037,3772,26,3943,83,12,22,10894,
"Segment 29",3159,7260,38,8380,79,18,27,18968,
"Segment 30",3861,9320,46,8954,67,16,21,22282,
"Segment 31",2402,5427,25,14226,210,21,15,22338,
"Segment 32",2043,3719,37,10473,51,47,18,16376,
"Segment 33",2861,8074,12,3542,60,6,14,14564,
"Segment 34",3782,6512,4,2370,78,5,16,12759,
"Segment 35",4126,4848,3,3060,87,9,14,12141,
"Segment 36",5624,10475,11,9301,136,13,28,25590,
"Segment 37",6250,12603,31,15530,167,24,28,34634,
"Segment 38",4114,5001,8,7259,131,33,17,16577,
"Segment 39",853,1151,0,751,70,0,9,2845,
"Segment 40",1874,3153,15,2331,71,8,16,7464,
"Segment 41",1068,1414,4,850,142,5,17,3503,
"Segment 42",528,758,0,459,48,0,5,1799,
"Segment 43",1594,2481,8,1761,91,3,15,5950,
"Segment 44",4228,5381,10,2701,330,12,30,12689,
"Segment 45",1699,1974,0,899,205,5,12,4788,
"Segment 46",2323,2392,8,1718,306,5,21,6775,
"Segment 47",293,277,0,195,72,0,8,851,
"Segment 48",317,451,0,2264,95,3,23,3155,
"Segment 50",127,189,0,110,7,3,0,438,
"Total",138486,263491,756,247848,4748,474,940,656745,


" Three bedrooms,  Four persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",1814,4298,6,2593,98,0,11,8816,
"Segment 02",3499,11264,5,4382,116,3,21,19300,
"Segment 03",1650,4183,0,2226,89,4,10,8172,
"Segment 04",1698,9383,3,2038,41,0,10,13173,
"Segment 05",2171,8038,5,1720,39,0,9,11991,
"Segment 06",527,5684,29,1820,17,0,8,8086,
"Segment 07",1022,6283,9,2661,16,7,14,10016,
"Segment 08",2301,7444,5,5841,101,3,16,15712,
"Segment 09",1946,4648,10,3827,72,3,16,10528,
"Segment 10",1327,6078,5,3468,44,0,11,10940,
"Segment 11",3429,10253,12,4888,92,3,18,18702,
"Segment 12",1722,9678,10,1971,35,7,11,13428,
"Segment 13",759,8434,27,4387,29,0,21,13653,
"Segment 14",1456,9566,26,6845,92,4,10,18006,
"Segment 15",369,3416,12,2585,25,6,7,6421,
"Segment 16",505,1578,0,3305,47,4,6,5454,
"Segment 17",1063,5219,19,3731,54,3,10,10098,
"Segment 18",745,2064,0,2462,27,0,5,5304,
"Segment 19",1793,10428,23,4486,76,10,17,16815,
"Segment 20",3328,12609,11,5610,102,3,21,21677,
"Segment 21",828,2188,0,1946,43,5,4,5020,
"Segment 22",739,2302,8,3592,53,0,11,6709,
"Segment 23",2998,6700,5,3513,108,0,20,13347,
