Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"HIND Total Household Income (weekly) and STRD Dwelling Structure by SA1 (EN) by TEND Tenure Type"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" Negative income,  Separate house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",0,0,0,0,0,0,0,0,
"Segment 32",0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",0,0,0,0,0,0,0,4,
"Segment 38",0,0,0,0,0,0,0,3,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,3,0,0,0,6,
"Segment 41",0,0,0,3,0,0,0,3,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",4,0,0,0,0,0,0,4,
"Segment 44",4,0,0,0,0,0,0,9,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",6,0,0,0,0,0,0,6,
"Segment 47",4,0,0,4,0,0,0,15,
"Segment 48",0,0,0,5,0,0,0,3,
"Segment 50",0,0,0,5,0,0,0,3,
"Total",21,8,0,19,0,0,0,50,


" $4,000-$4,499 ($208,000-$233,999),  House or flat attached to a shop, office, etc."
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",0,0,0,7,0,0,0,4,
"Segment 02",0,3,0,12,0,0,0,12,
"Segment 03",4,3,0,7,0,0,0,10,
"Segment 04",0,3,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,6,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",4,12,0,28,0,0,0,40,
"Segment 09",0,0,0,4,0,0,0,4,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,3,0,0,0,0,0,3,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,4,0,0,0,4,
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",3,0,0,11,0,0,0,13,
"Segment 17",0,0,0,3,0,0,0,4,
"Segment 18",0,0,0,8,0,0,0,10,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,6,0,3,0,0,0,9,
"Segment 21",0,8,0,14,0,0,0,25,
"Segment 22",0,0,0,4,0,0,0,3,
"Segment 23",3,4,0,3,0,0,0,10,
"Segment 24",0,0,0,0,0,0,0,3,
"Segment 25",4,7,0,3,0,0,0,13,
"Segment 26",0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,4,
"Segment 28",0,0,0,4,0,0,0,5,
"Segment 29",0,0,0,0,0,0,0,4,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",0,0,0,4,5,0,0,7,
"Segment 32",0,0,0,3,0,0,0,5,
"Segment 33",0,3,0,0,0,0,0,6,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,5,
"Segment 36",0,6,0,3,0,0,0,8,
"Segment 37",0,0,0,5,0,0,0,5,
"Segment 38",0,0,0,4,0,0,0,6,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,5,
"Segment 44",0,0,0,5,0,0,0,9,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,3,0,0,7,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",34,76,0,135,11,0,0,251,


" $4,500-$4,999 ($234,000-$259,999),  Separate house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",5215,6183,8,1690,68,12,9,13180,
"Segment 02",6204,13006,7,2376,58,4,12,21670,
"Segment 03",4181,5229,3,1161,61,15,12,10669,
"Segment 04",2669,11246,0,1117,21,3,7,15069,
"Segment 05",3447,8993,3,927,29,3,5,13409,
"Segment 06",802,6382,5,901,11,0,6,8107,
"Segment 07",741,4343,0,807,11,4,6,5912,
"Segment 08",1857,3502,3,1427,33,0,6,6827,
"Segment 09",1961,3173,0,1040,41,0,3,6224,
"Segment 10",1064,3742,5,723,21,0,3,5563,
"Segment 11",2639,6216,5,1292,40,3,4,10202,
"Segment 12",1249,5242,4,398,12,4,12,6915,
"Segment 13",928,7957,13,1887,32,11,7,10838,
"Segment 14",1172,6107,4,2235,109,0,8,9624,
"Segment 15",160,2029,0,440,4,0,0,2632,
"Segment 16",93,101,0,72,0,0,0,273,
"Segment 17",875,2822,7,701,23,0,3,4434,
"Segment 18",527,1092,0,452,17,0,5,2092,
"Segment 19",1115,5102,3,901,25,0,5,7150,
"Segment 20",2765,7862,7,1526,53,4,0,12207,
"Segment 21",801,1213,0,455,15,3,0,2489,
"Segment 22",323,803,0,444,8,0,6,1577,
"Segment 23",1520,3166,0,770,28,0,10,5490,
"Segment 24",1278,4072,3,646,17,5,4,6027,
"Segment 25",1409,4138,4,1335,26,3,3,6923,
"Segment 26",723,1947,3,510,14,0,0,3198,
"Segment 27",1008,2303,0,672,17,0,6,4000,
"Segment 28",518,1158,0,322,10,0,6,2024,
"Segment 29",458,1722,8,501,38,5,3,2723,
"Segment 30",488,1705,0,408,4,6,0,2616,
"Segment 31",551,1576,0,1478,152,4,4,3760,
"Segment 32",346,1052,0,455,5,8,0,1866,
"Segment 33",1221,5093,3,562,23,5,6,6905,
"Segment 34",2034,5081,3,421,28,0,0,7566,
"Segment 35",2276,3455,0,547,41,3,9,6334,
"Segment 36",1466,3105,4,742,39,0,5,5359,
"Segment 37",1394,3656,0,1291,56,0,4,6407,
"Segment 38",1442,1925,3,726,80,21,9,4209,
"Segment 39",538,823,0,117,24,0,5,1507,
"Segment 40",772,1666,0,338,31,0,3,2816,
"Segment 41",460,820,0,156,37,3,7,1484,
"Segment 42",298,405,0,85,8,0,9,807,
"Segment 43",758,1232,0,242,25,0,6,2266,
"Segment 44",2451,3444,0,687,146,7,18,6751,
"Segment 45",843,956,0,126,56,0,8,1994,
"Segment 46",1441,1276,3,380,125,0,11,3239,
"Segment 47",206,183,0,99,57,0,3,545,
"Segment 48",80,111,0,251,114,0,3,554,
"Segment 50",68,128,0,25,0,0,0,226,
"Total",66845,168541,117,36855,1890,152,248,274640,


" $4,500-$4,999 ($234,000-$259,999),  Semi-detached, row or terrace house, townhouse etc. with one storey"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",196,342,0,257,12,8,0,810,
"Segment 02",191,593,0,301,9,0,0,1088,
"Segment 03",167,283,0,215,6,8,0,679,
"Segment 04",15,88,0,19,0,0,0,118,
"Segment 05",11,49,0,20,0,0,0,80,
"Segment 06",5,38,0,12,0,0,0,54,
"Segment 07",15,85,0,24,0,0,0,128,
"Segment 08",421,1244,0,892,16,0,5,2583,
"Segment 09",50,149,0,86,0,0,0,282,
"Segment 10",30,183,0,89,0,0,0,312,
"Segment 11",97,269,0,102,3,0,6,483,
"Segment 12",10,21,0,6,0,0,0,44,
"Segment 13",22,67,0,59,5,0,0,148,
"Segment 14",74,309,0,265,11,4,0,664,
"Segment 15",15,133,0,76,0,0,0,226,
"Segment 16",12,35,0,28,0,0,0,78,
"Segment 17",40,140,0,101,0,0,0,279,
"Segment 18",91,259,0,227,4,0,0,582,
"Segment 19",19,97,0,51,0,0,0,168,
"Segment 20",95,376,0,157,4,9,0,649,
"Segment 21",158,473,0,333,4,8,0,967,
"Segment 22",20,77,0,54,0,0,0,157,
"Segment 23",85,254,0,131,0,4,0,476,
"Segment 24",23,47,0,46,0,4,0,125,
"Segment 25",158,689,0,429,0,0,3,1278,
"Segment 26",12,98,0,58,0,0,0,165,
"Segment 27",43,143,0,80,0,0,0,272,
"Segment 28",17,53,0,52,0,0,0,117,
"Segment 29",20,73,0,74,3,4,0,177,
"Segment 30",22,64,0,59,3,3,0,151,
"Segment 31",64,161,5,348,26,6,0,617,
"Segment 32",39,97,0,132,0,3,0,275,
"Segment 33",15,25,0,21,3,0,0,63,
"Segment 34",6,16,0,5,0,0,0,25,
"Segment 35",30,30,0,31,0,3,0,95,
"Segment 36",27,29,0,95,3,4,0,154,
"Segment 37",52,84,0,236,14,3,0,382,
"Segment 38",162,79,3,145,5,63,10,466,
"Segment 39",0,4,0,9,0,0,0,15,
"Segment 40",6,20,0,19,0,0,0,50,
"Segment 41",4,3,0,8,3,0,0,21,
"Segment 42",5,3,0,10,0,0,0,19,
"Segment 43",9,13,0,11,0,0,0,37,
"Segment 44",17,18,0,37,3,0,0,78,
"Segment 45",7,3,0,7,0,0,0,11,
"Segment 46",15,18,0,40,4,0,0,76,
"Segment 47",0,0,0,4,0,0,0,7,
"Segment 48",0,0,0,28,17,0,0,43,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",2592,7333,18,5476,168,151,25,15780,


" $4,500-$4,999 ($234,000-$259,999),  Semi-detached, row or terrace house, townhouse etc. with two or more storeys"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",505,539,0,509,14,4,0,1574,
"Segment 02",303,780,0,452,6,0,4,1552,
"Segment 03",441,570,0,410,6,3,0,1426,
"Segment 04",28,154,0,42,0,0,0,225,
"Segment 05",23,82,0,17,0,0,0,121,
"Segment 06",0,36,0,23,0,0,0,62,
"Segment 07",25,156,0,78,0,0,0,261,
"Segment 08",831,1933,0,1555,19,3,6,4342,
"Segment 09",125,412,0,260,0,0,0,799,
"Segment 10",113,530,0,279,8,0,0,921,
"Segment 11",121,481,0,230,0,0,0,841,
"Segment 12",8,20,0,4,0,0,0,25,
"Segment 13",10,115,0,76,0,0,0,192,
"Segment 14",130,691,0,461,12,4,0,1294,
"Segment 15",25,251,0,159,0,0,3,442,
"Segment 16",62,117,0,149,4,0,0,329,
"Segment 17",37,197,0,129,0,0,0,369,
"Segment 18",262,710,5,647,13,0,0,1640,
"Segment 19",21,138,0,56,0,0,0,213,
"Segment 20",129,478,0,220,0,0,0,828,
"Segment 21",281,510,0,456,6,3,0,1256,
"Segment 22",57,214,3,234,4,0,0,513,
"Segment 23",101,312,0,193,5,0,0,603,
"Segment 24",26,98,0,58,0,0,0,185,
"Segment 25",200,919,0,578,0,0,0,1699,
"Segment 26",40,255,0,147,3,0,0,443,
"Segment 27",80,350,0,207,4,0,0,637,
"Segment 28",41,153,0,74,0,0,0,273,
"Segment 29",14,106,4,72,7,0,0,204,
"Segment 30",10,53,0,26,0,0,0,93,
"Segment 31",113,375,0,533,18,0,0,1046,
"Segment 32",81,215,0,214,4,0,0,511,
"Segment 33",3,19,0,19,0,0,0,48,
"Segment 34",9,15,0,8,0,0,0,23,
"Segment 35",24,84,0,36,0,0,0,144,
"Segment 36",9,40,0,50,5,0,0,103,
"Segment 37",38,103,0,145,9,0,0,289,
"Segment 38",109,162,0,176,8,3,0,465,
"Segment 39",0,0,0,6,0,0,0,6,
"Segment 40",10,13,0,16,0,0,0,36,
"Segment 41",5,0,0,5,0,0,0,11,
"Segment 42",0,13,0,3,0,0,0,15,
"Segment 43",3,4,0,20,0,0,0,28,
"Segment 44",12,14,0,14,0,0,0,38,
"Segment 45",3,4,0,0,0,0,0,0,
"Segment 46",6,13,0,16,0,0,0,42,
"Segment 47",0,0,0,4,0,0,0,8,
"Segment 48",0,0,0,17,7,0,0,24,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",4473,12443,19,9072,166,28,21,26219,


" $4,500-$4,999 ($234,000-$259,999),  Flat or apartment in a one or two storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",144,199,0,269,10,3,0,631,
"Segment 02",61,186,0,182,6,0,0,435,
"Segment 03",136,218,0,275,9,12,0,653,
"Segment 04",0,16,0,8,0,0,0,31,
"Segment 05",3,17,0,3,0,0,0,25,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,11,0,4,0,0,0,14,
"Segment 08",362,945,0,1306,10,14,0,2630,
"Segment 09",31,83,0,82,3,0,0,206,
"Segment 10",31,79,0,124,0,3,0,238,
"Segment 11",34,89,0,59,0,0,0,186,
"Segment 12",0,4,0,3,0,0,0,6,
"Segment 13",0,5,0,15,0,0,0,18,
"Segment 14",16,109,0,121,9,0,0,257,
"Segment 15",17,49,0,61,0,0,0,126,
"Segment 16",39,105,0,172,8,0,0,323,
"Segment 17",12,57,0,40,4,0,0,114,
"Segment 18",64,175,0,250,8,0,0,497,
"Segment 19",5,38,0,17,0,0,0,60,
"Segment 20",14,78,0,65,3,0,0,161,
"Segment 21",68,184,0,237,3,3,0,497,
"Segment 22",29,46,0,104,4,0,3,183,
"Segment 23",22,76,0,79,0,0,0,178,
"Segment 24",4,24,0,23,0,0,0,56,
"Segment 25",44,178,0,169,3,0,0,391,
"Segment 26",9,27,0,42,0,0,0,82,
"Segment 27",3,37,0,35,0,0,0,72,
"Segment 28",4,17,0,15,0,0,0,31,
"Segment 29",3,6,0,20,0,0,0,37,
"Segment 30",4,12,0,31,0,0,0,46,
"Segment 31",52,118,0,347,17,3,0,548,
"Segment 32",9,19,0,60,3,0,0,93,
"Segment 33",0,9,0,8,0,0,0,15,
"Segment 34",0,0,0,9,0,0,0,12,
"Segment 35",0,5,0,12,0,0,0,24,
"Segment 36",3,14,0,50,4,0,0,71,
"Segment 37",27,37,0,132,8,0,0,204,
"Segment 38",76,50,0,98,0,22,9,252,
"Segment 39",0,4,0,10,0,0,0,14,
"Segment 40",6,12,0,11,0,0,0,25,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,3,0,0,0,3,
"Segment 43",4,0,0,21,0,3,0,31,
"Segment 44",9,3,0,28,0,0,0,44,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",3,0,0,9,0,0,0,17,
"Segment 47",0,0,0,0,0,0,0,5,
"Segment 48",0,0,0,15,11,0,0,23,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",1377,3351,14,4617,113,74,23,9576,


" $4,500-$4,999 ($234,000-$259,999),  Flat or apartment in a three storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",178,181,0,290,3,11,0,660,
"Segment 02",40,119,0,125,0,0,0,286,
"Segment 03",207,248,0,426,3,6,0,890,
"Segment 04",0,5,0,0,0,0,0,3,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",4,14,0,4,0,0,0,18,
"Segment 08",585,1784,4,2446,14,3,0,4843,
"Segment 09",30,95,0,85,0,0,0,213,
"Segment 10",62,190,5,244,5,0,0,506,
"Segment 11",4,29,0,8,0,0,0,47,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",5,3,0,3,0,0,0,18,
"Segment 14",18,89,0,82,3,0,0,192,
"Segment 15",21,95,0,114,5,0,0,229,
"Segment 16",116,317,0,595,6,0,0,1042,
"Segment 17",22,89,0,95,0,0,0,203,
"Segment 18",133,423,0,533,9,0,0,1102,
"Segment 19",0,6,0,6,0,0,0,14,
"Segment 20",7,27,0,18,0,0,0,50,
"Segment 21",91,272,0,456,4,0,0,820,
"Segment 22",58,205,0,295,5,0,0,556,
"Segment 23",7,36,0,25,0,0,0,64,
"Segment 24",5,5,0,8,0,0,0,20,
"Segment 25",21,120,0,89,0,0,0,228,
"Segment 26",5,19,0,37,0,0,0,68,
"Segment 27",10,48,0,39,0,0,0,96,
"Segment 28",8,17,0,15,0,0,0,34,
"Segment 29",0,4,0,4,0,0,0,19,
"Segment 30",4,0,0,3,0,0,0,6,
"Segment 31",52,210,0,316,5,0,0,588,
"Segment 32",11,32,0,58,4,4,0,117,
"Segment 33",0,3,0,0,0,0,0,3,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,3,0,0,0,6,
"Segment 36",0,0,0,0,0,0,0,6,
"Segment 37",8,9,0,17,0,0,0,40,
"Segment 38",50,63,0,56,3,11,0,182,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,3,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,3,0,0,0,5,
"Segment 44",10,0,0,13,0,0,0,27,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",3,0,0,7,0,0,0,9,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,3,0,0,7,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",1755,4774,8,6532,87,38,7,13202,


" $4,500-$4,999 ($234,000-$259,999),  Flat or apartment in a four to eight storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",308,262,0,512,10,8,4,1098,
"Segment 02",53,64,0,68,0,13,0,202,
"Segment 03",231,228,0,392,8,7,0,858,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,6,0,3,0,0,0,9,
"Segment 08",567,1649,0,2285,21,13,5,4537,
"Segment 09",56,163,0,203,6,0,0,424,
"Segment 10",136,465,0,501,5,3,0,1115,
"Segment 11",10,17,0,13,0,3,0,44,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",5,7,0,5,0,0,0,13,
"Segment 14",8,79,0,55,0,0,0,139,
"Segment 15",20,236,0,285,0,0,0,544,
"Segment 16",316,1086,0,2069,24,3,3,3506,
"Segment 17",26,126,0,165,0,0,0,318,
"Segment 18",203,832,0,1270,17,0,0,2331,
"Segment 19",0,7,0,7,0,0,0,15,
"Segment 20",3,19,0,19,0,0,0,41,
"Segment 21",152,394,0,591,8,0,0,1140,
"Segment 22",120,667,0,1197,10,0,0,2000,
"Segment 23",4,49,0,38,0,0,0,92,
"Segment 24",8,5,0,8,0,0,0,20,
"Segment 25",26,159,0,111,3,8,0,315,
"Segment 26",3,32,0,57,0,0,0,95,
"Segment 27",6,79,0,70,0,0,0,158,
"Segment 28",5,29,0,30,0,0,0,66,
"Segment 29",0,3,0,5,0,0,0,10,
"Segment 30",0,0,0,0,0,0,0,6,
"Segment 31",76,199,0,407,5,0,0,689,
"Segment 32",6,58,0,69,5,0,0,143,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,5,0,0,0,0,0,7,
"Segment 37",5,0,0,14,0,0,0,18,
"Segment 38",98,73,0,96,0,9,0,283,
"Segment 39",0,0,0,0,0,0,0,6,
"Segment 40",0,3,0,4,0,0,0,8,
"Segment 41",0,0,0,5,0,0,0,7,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,4,0,0,0,4,
"Segment 44",11,7,0,10,0,0,0,27,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",4,3,0,10,0,0,0,14,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",2464,7023,11,10576,114,79,14,20286,


" $4,500-$4,999 ($234,000-$259,999),  Flat or apartment in a nine or more storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",181,94,0,199,3,0,0,486,
"Segment 02",10,8,0,12,0,0,0,35,
"Segment 03",225,145,0,256,5,0,0,624,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",291,383,0,667,8,7,3,1361,
"Segment 09",7,6,0,7,0,0,0,21,
"Segment 10",38,69,0,103,0,0,0,208,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,
"Segment 15",0,11,0,8,0,0,0,22,
"Segment 16",1110,3113,9,7720,68,0,13,12024,
"Segment 17",11,12,0,19,0,0,0,36,
"Segment 18",118,186,0,231,0,0,0,543,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,
"Segment 21",184,312,0,724,12,0,3,1243,
"Segment 22",50,128,0,144,0,0,0,324,
"Segment 23",0,0,0,4,0,6,0,9,
"Segment 24",0,0,0,0,0,0,0,3,
"Segment 25",6,12,0,11,0,0,0,37,
"Segment 26",3,23,0,16,0,0,0,44,
"Segment 27",0,6,0,4,0,0,0,11,
"Segment 28",0,9,0,7,0,0,0,20,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,4,0,0,0,3,
"Segment 31",68,94,0,302,12,0,4,488,
"Segment 32",11,17,0,44,0,0,0,70,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",3,6,0,12,0,0,0,22,
"Segment 38",132,111,0,88,0,0,0,336,
"Segment 39",3,0,0,5,0,0,0,8,
"Segment 40",0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,19,0,0,0,29,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",4,0,0,9,0,0,0,15,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",2463,4769,14,10616,116,19,21,18016,


" $4,500-$4,999 ($234,000-$259,999),  Flat or apartment attached to a house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",3,3,0,10,0,0,0,20,
"Segment 02",6,15,0,11,0,0,0,34,
"Segment 03",4,6,0,0,0,0,0,16,
"Segment 04",0,3,0,0,0,0,0,9,
"Segment 05",8,8,0,4,0,0,0,16,
"Segment 06",0,4,0,0,0,0,0,10,
"Segment 07",0,3,0,3,0,0,0,0,
"Segment 08",9,11,0,3,0,0,0,24,
"Segment 09",0,9,0,7,0,0,0,22,
"Segment 10",0,5,0,5,0,0,0,12,
"Segment 11",0,9,0,9,0,0,0,16,
"Segment 12",5,4,0,0,0,0,0,3,
"Segment 13",0,0,0,0,0,0,0,5,
"Segment 14",0,0,0,0,0,0,0,4,
"Segment 15",0,0,0,6,0,0,0,5,
"Segment 16",0,0,0,24,0,0,0,29,
"Segment 17",0,3,0,4,0,0,0,11,
"Segment 18",5,8,0,12,0,0,0,18,
"Segment 19",0,7,0,5,0,0,0,14,
"Segment 20",0,9,0,3,0,0,0,19,
"Segment 21",6,4,0,3,0,0,0,12,
"Segment 22",0,0,0,4,0,0,0,5,
"Segment 23",0,5,0,6,4,0,0,9,
"Segment 24",0,5,0,5,0,0,0,10,
"Segment 25",0,0,0,6,0,0,0,7,
"Segment 26",5,11,0,11,0,0,0,24,
"Segment 27",7,6,0,3,0,0,0,17,
"Segment 28",0,7,0,7,0,0,0,15,
"Segment 29",0,0,0,6,0,0,0,4,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",0,4,0,0,0,0,0,5,
"Segment 32",0,3,0,0,0,0,0,7,
"Segment 33",0,0,0,0,0,0,0,6,
"Segment 34",4,0,0,0,0,0,0,7,
"Segment 35",0,0,0,0,0,0,0,11,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",0,5,0,3,0,0,0,4,
"Segment 38",0,0,0,0,0,0,0,3,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,0,0,0,0,4,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,6,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",63,182,0,158,16,0,0,418,


" $4,500-$4,999 ($234,000-$259,999),  Caravan"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",0,0,0,0,0,0,0,0,
"Segment 02",0,4,0,0,0,0,0,11,
"Segment 03",0,0,0,4,0,0,0,9,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,6,0,0,0,9,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,4,0,0,0,5,
"Segment 13",13,4,0,0,0,0,0,16,
"Segment 14",7,0,0,0,0,0,0,8,
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",11,0,0,0,0,0,0,12,
"Segment 21",11,0,0,0,0,0,0,12,
"Segment 22",0,0,0,0,0,0,0,0,
"Segment 23",4,0,0,0,0,0,0,4,
"Segment 24",8,0,0,0,0,0,0,3,
"Segment 25",3,0,0,0,0,0,0,7,
"Segment 26",0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,3,
"Segment 29",0,0,0,0,0,0,0,6,
